場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,ギンケイ,荻野極　,892.0,796.0,1668.0,-316.0,389.0,230.0,3659.0,6.0
中山,1,2,ゴールドビリーヴ,田辺裕信,-387.0,-99.0,-541.0,66.0,-66.0,-654.0,-1681.0,12.0
中山,1,3,デコニミカヅキ,水沼元輝,-2812.0,1596.0,-872.0,63.0,-288.0,993.0,-1320.0,10.0
中山,1,4,サーロー,菊沢一樹,-603.0,2470.0,1138.0,174.0,830.0,935.0,4944.0,3.0
中山,1,5,サクラボーベル,丸山元気,909.0,760.0,717.0,537.0,223.0,702.0,3848.0,5.0
中山,1,6,ミアルーチェ,横山武史,-669.0,-365.0,-2781.0,-1532.0,-878.0,-952.0,-7177.0,15.0
中山,1,7,キタノエピックアン,上里直汰,-335.0,-504.0,893.0,2851.0,-913.0,1652.0,3644.0,7.0
中山,1,8,タイセイルビー,三浦皇成,402.0,1075.0,1764.0,-24.0,687.0,1642.0,5546.0,2.0
中山,1,9,フライスカイハイ,舟山瑠泉,-20.0,-2686.0,-37.0,2613.0,1447.0,821.0,2138.0,8.0
中山,1,10,スターキャンディ,小林脩斗,437.0,-1118.0,738.0,-401.0,275.0,130.0,61.0,9.0
中山,1,11,エフハリスト,横山和生,808.0,-47.0,742.0,1042.0,1760.0,55.0,4360.0,4.0
中山,1,12,カフェオリーブ,長浜鴻緒,2247.0,-226.0,786.0,1673.0,1497.0,1235.0,7212.0,1.0
中山,1,13,ゼフィリア,木幡巧也,-1633.0,955.0,473.0,-405.0,-1294.0,-1554.0,-3458.0,13.0
中山,1,14,トラストレガート,吉田豊　,-443.0,-619.0,212.0,-68.0,-624.0,-109.0,-1651.0,11.0
中山,1,15,トルマリンテソーロ,野中悠太,-907.0,-350.0,-922.0,-2069.0,-2246.0,-347.0,-6841.0,14.0
中山,1,16,プレシャスフェザー,遠藤汰月,-4263.0,-7636.0,-6073.0,-2147.0,-3188.0,-4073.0,-27380.0,16.0
中山,2,1,チッタデラモーレ,佐藤翔馬,1530.0,-19.0,-188.0,1683.0,1035.0,-1430.0,2611.0,7.0
中山,2,2,グリュック,石神深道,1520.0,1780.0,-1543.0,-1347.0,526.0,2719.0,3655.0,5.0
中山,2,3,ハンナパール,吉田豊　,-443.0,-619.0,212.0,-266.0,-624.0,-109.0,-1849.0,14.0
中山,2,4,キイチムーブメント,小林脩斗,437.0,-1118.0,738.0,253.0,275.0,130.0,715.0,8.0
中山,2,5,キトゥンズシルバー,小林美駒,-854.0,25.0,-196.0,-836.0,399.0,1626.0,164.0,12.0
中山,2,6,コブラツイスト,佐々木大,143.0,-258.0,-1647.0,1158.0,332.0,-470.0,-742.0,13.0
中山,2,7,アイアンロッキー,木幡育也,-1099.0,-736.0,-533.0,-272.0,-26.0,101.0,-2565.0,16.0
中山,2,8,ヤマトスイフト,大野拓弥,-510.0,-326.0,-724.0,1084.0,-45.0,830.0,309.0,11.0
中山,2,9,リゼクールグレー,長浜鴻緒,2247.0,-226.0,786.0,864.0,1497.0,1235.0,6403.0,3.0
中山,2,10,トゥモローズウェイ,菊沢一樹,-603.0,2470.0,1138.0,3221.0,830.0,935.0,7991.0,1.0
中山,2,11,グランマズドリーム,柴田善臣,-8.0,197.0,437.0,102.0,-76.0,-77.0,575.0,9.0
中山,2,12,タイセイギガース,黛弘人　,1052.0,413.0,1281.0,-114.0,2261.0,-601.0,4292.0,4.0
中山,2,13,ヘイスティハート,津村明秀,-228.0,2377.0,-338.0,490.0,-1008.0,-966.0,327.0,10.0
中山,2,14,ラインジーク,横山和生,808.0,-47.0,742.0,-264.0,1760.0,55.0,3054.0,6.0
中山,2,15,ミスタートントン,三浦皇成,402.0,1075.0,1764.0,996.0,687.0,1642.0,6566.0,2.0
中山,2,16,ケイベエ,木幡巧也,-1633.0,955.0,473.0,875.0,-1294.0,-1554.0,-2178.0,15.0
中山,3,1,ピクシーゲイル,木幡育也,-1099.0,-736.0,-533.0,-201.0,-26.0,101.0,-2494.0,13.0
中山,3,2,ブッチギレ,丹内祐次,-232.0,697.0,54.0,2149.0,1778.0,123.0,4569.0,3.0
中山,3,3,ニケフェリーチェ,柴田大知,485.0,-542.0,-1013.0,-1015.0,387.0,-528.0,-2226.0,12.0
中山,3,4,モロノカガヤキ,津村明秀,-228.0,2377.0,-338.0,298.0,-1008.0,-966.0,135.0,8.0
中山,3,5,ブルーアンビエンス,石田拓郎,-312.0,997.0,-793.0,-322.0,192.0,433.0,195.0,7.0
中山,3,6,ヒャクレツケン,菊沢一樹,-603.0,2470.0,1138.0,174.0,830.0,935.0,4944.0,2.0
中山,3,7,ミスターキャンベラ,横山武史,-669.0,-365.0,-2781.0,-1532.0,-878.0,-952.0,-7177.0,16.0
中山,3,8,カシノスパーク,石神深道,1520.0,1780.0,-1543.0,-1678.0,526.0,2719.0,3324.0,5.0
中山,3,9,サフール,小林脩斗,437.0,-1118.0,738.0,-401.0,275.0,130.0,61.0,9.0
中山,3,10,パワポケグッド,小林凌大,339.0,-142.0,-58.0,-198.0,-271.0,-526.0,-856.0,10.0
中山,3,11,コスモラムバック,武藤雅　,477.0,472.0,694.0,-1391.0,-433.0,1322.0,1141.0,6.0
中山,3,12,エルドラド,原田和真,-711.0,-4727.0,475.0,-754.0,-1435.0,441.0,-6711.0,15.0
中山,3,13,ラッキーストーン,荻野極　,892.0,796.0,1668.0,-316.0,389.0,230.0,3659.0,4.0
中山,3,14,カンフーヒーロー,長浜鴻緒,2247.0,-226.0,786.0,1673.0,1497.0,1235.0,7212.0,1.0
中山,3,15,ダイユウアドバンス,佐藤翔馬,1530.0,-19.0,-188.0,-2226.0,1035.0,-1430.0,-1298.0,11.0
中山,3,16,モズラストセール,木幡巧也,-1633.0,955.0,473.0,-405.0,-1294.0,-1554.0,-3458.0,14.0
中山,4,1,シュバルツガイスト,伴啓太　,-705.0,-344.0,,-303.0,0.0,0.0,-1352.0,13.0
中山,4,2,オンクラウドナイン,石神深一,-653.0,-991.0,,-1513.0,-48.0,0.0,-3205.0,14.0
中山,4,3,ヴォンヌヴォー,五十嵐雄,290.0,50.0,,155.0,-79.0,0.0,416.0,3.0
中山,4,4,グランナヴィール,水沼元輝,-2812.0,1596.0,,-115.0,-288.0,993.0,-626.0,8.0
中山,4,5,エターナルシルバー,草野太郎,-224.0,-209.0,,-86.0,-79.0,-79.0,-677.0,9.0
中山,4,6,リードアクトレス,小野寺祐,-217.0,-320.0,,-199.0,-158.0,0.0,-894.0,11.0
