場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
東京,1,未勝利,ダート,1600,重,1,センジュコスモス,3歳,内田博幸,南田美知,差し,,,短距離,左回り,ダ道悪,Lv3 ,グレーターロンドン,,
東京,1,未勝利,ダート,1600,重,2,アークエタニティ,3歳,遠藤汰月,伊藤伸一,先行,,,短距離,左回り,ダ道悪,Lv3 ,ルヴァンスレーヴ,休明2走,距離短縮
東京,1,未勝利,ダート,1600,重,3,イザベルソレイユ,3歳,津村明秀,小西一男,追込,0.0,,短距離,左回り,ダ道悪,Lv3 ,ニューイヤーズデイ,,距離延長
東京,1,未勝利,ダート,1600,重,4,ルージュミネルバ,3歳,原優介,尾関知人,,,,短距離,左回り,ダ道悪,Lv3 ,マインドユアビスケッツ,,
東京,1,未勝利,ダート,1600,重,5,キタノラータム,3歳,石神深道,伊藤伸一,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,ビッグアーサー,休明2走,
東京,1,未勝利,ダート,1600,重,6,スカイビート,3歳,坂井瑠星,野中賢二,先行,,,短距離,左回り,ダ道悪,Lv3 ,ハクサンムーン,,距離短縮
東京,1,未勝利,ダート,1600,重,7,ベリーズブルー,3歳,長浜鴻緒,鈴木慎太,追込,,,短距離,左回り,ダ道悪,Lv3 ,フィエールマン,休明2走,距離短縮
東京,1,未勝利,ダート,1600,重,8,ニーケアイリス,3歳,菊沢一樹,伊坂重信,差し,,,短距離,左回り,ダ道悪,Lv3 ,ダノンレジェンド,休明2走,距離短縮
東京,1,未勝利,ダート,1600,重,9,スパークルノヴァ,3歳,江田照男,蛯名正義,差し,,,短距離,左回り,ダ道悪,Lv3 ,Authentic,休明2走,距離短縮
東京,1,未勝利,ダート,1600,重,10,エウテルペ,3歳,ディー,和田正一,差し,0.0,,短距離,左回り,ダ道悪,Lv3 ,アドマイヤマーズ,休明2走,距離延長
東京,1,未勝利,ダート,1600,重,11,ルージュフレイヤ,3歳,小林美駒,浅利英明,逃げ,,,短距離,左回り,ダ道悪,Lv3 ,モーリス,休明2走,距離短縮
東京,1,未勝利,ダート,1600,重,12,カワキタホクレア,3歳,上里直汰,伊坂重信,差し,,,短距離,左回り,ダ道悪,Lv3 ,サトノダイヤモンド,,距離短縮
東京,1,未勝利,ダート,1600,重,13,ペイシャメダリスト,3歳,丹内祐次,本間忍,,,,短距離,左回り,ダ道悪,Lv3 ,マインドユアビスケッツ,,
東京,1,未勝利,ダート,1600,重,14,ラブリーウィザード,3歳,横山琉人,小笠倫弘,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,トランセンド,休明2走,
東京,1,未勝利,ダート,1600,重,15,ジーティーネージュ,3歳,水沼元輝,石栗龍彦,差し,0.0,,短距離,左回り,ダ道悪,Lv3 ,アルアイン,休明2走,距離延長
東京,1,未勝利,ダート,1600,重,16,アイスリーディング,3歳,田辺裕信,小笠倫弘,差し,50.0,50.0,短距離,左回り,ダ道悪,Lv3 ,サンダースノー,,距離延長
東京,2,未勝利,ダート,1400,重,1,アルフィー,3歳,菊沢一樹,勢司和浩,,,,短距離,左回り,ダ道悪,Lv3 ,オルフェーヴル,,
東京,2,未勝利,ダート,1400,重,2,サウンドリアン,3歳,横山武史,和田正一,先行,0.0,,短距離,左回り,ダ道悪,Lv3 ,キズナ,休明3走,距離短縮
東京,2,未勝利,ダート,1400,重,3,トラストギャロップ,3歳,長浜鴻緒,高橋文雅,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,オルフェーヴル,休明初戦,距離短縮
東京,2,未勝利,ダート,1400,重,4,アシャカルーク,3歳,小林美駒,鈴木伸尋,先行,,,短距離,左回り,ダ道悪,Lv3 ,シニスターミニスター,,距離延長
東京,2,未勝利,ダート,1400,重,5,ヨチヨチモンスター,3歳,谷原柚希,伊藤圭三,差し,,,短距離,左回り,ダ道悪,Lv3 ,ニューイヤーズデイ,休明初戦,距離短縮
東京,2,未勝利,ダート,1400,重,6,エスポワールドロワ,3歳,菅原明良,小手川準,追込,,,短距離,左回り,ダ道悪,Lv3 ,ルヴァンスレーヴ,,距離短縮
東京,2,未勝利,ダート,1400,重,7,サンマルストロング,3歳,石神深道,土田稔,差し,0.0,,短距離,左回り,ダ道悪,Lv3 ,ストロングリターン,休明初戦,距離短縮
東京,2,未勝利,ダート,1400,重,8,フィエルテ,3歳,内田博幸,中舘英二,,,,短距離,左回り,ダ道悪,Lv3 ,アジアエクスプレス,,
東京,2,未勝利,ダート,1400,重,9,セラトーン,3歳,松山弘平,尾関知人,追込,0.0,,短距離,左回り,ダ道悪,Lv3 ,Saxon Warrior,休明3走,距離短縮
東京,2,未勝利,ダート,1400,重,10,ダークスピリット,3歳,木幡巧也,的場均,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,ラブリーデイ,,距離延長
東京,2,未勝利,ダート,1400,重,11,アイビーガオー,3歳,佐々木大,青木孝文,差し,,,短距離,左回り,ダ道悪,Lv3 ,パイロ,,距離延長
東京,2,未勝利,ダート,1400,重,12,キョウエイスレーヴ,3歳,原優介,萱野浩二,追込,40.0,100.0,短距離,左回り,ダ道悪,Lv3 ,ルヴァンスレーヴ,休明2走,
