場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
函館,1,1,ストームサンダー,小林美駒,67.0,90.0,102.0,94.0,96.0,,89.8,11.0
函館,1,2,クワイエットアイ,柴田裕一,91.0,69.0,104.0,82.0,,,86.5,12.0
函館,1,3,ライトアズフェザー,松本大輝,110.0,102.0,92.0,104.0,106.0,,102.8,5.0
函館,1,4,コルテオソレイユ,鮫島克駿,103.0,107.0,103.0,102.0,106.0,,104.2,3.0
函館,1,5,ファンシーフリル,松岡正海,151.0,102.0,108.0,101.0,104.0,,113.2,1.0
函館,1,6,ロードベルファスト,斎藤新　,88.0,102.0,98.0,103.0,102.0,,98.6,7.0
函館,1,7,ロンドンオービタル,横山武史,103.0,100.0,100.0,95.0,98.0,,99.2,6.0
函館,1,8,ハチハチローズ,橋木太希,88.0,163.0,119.0,55.0,,,106.25,2.0
函館,1,9,エミフルソウタ,キング　,,,,,,,,
函館,1,10,マジッククッキー,和田陽希,,,,,,,,
函館,1,11,ケイベエ,武豊　　,97.0,95.0,95.0,97.0,98.0,,96.4,8.0
函館,1,12,ヨッシーリオ,池添謙一,81.0,102.0,101.0,97.0,98.0,,95.8,9.0
函館,1,13,ヘクセンハウス,丹内祐次,109.0,102.0,107.0,98.0,104.0,,104.0,4.0
函館,1,14,ミルトハッピー,舟山瑠泉,,,,,,,,
函館,1,15,モルトカリーナ,原田和真,21.0,57.0,115.0,119.0,90.0,,80.4,13.0
函館,1,16,ワイズギャング,古川奈穂,103.0,89.0,91.0,91.0,92.0,,93.2,10.0
函館,2,1,クインズマカロン,荻野琢真,131.0,125.0,104.0,101.0,112.0,,114.6,1.0
函館,2,2,ダノンブロッサム,鮫島克駿,103.0,107.0,105.0,107.0,106.0,,105.6,3.0
函館,2,3,ペイシャキセキ,松本大輝,110.0,102.0,103.0,93.0,106.0,,102.8,6.0
函館,2,4,ミッキーラサルダン,キング　,,,,,,,,
函館,2,5,クリップクロップ,小林美駒,67.0,90.0,90.0,97.0,96.0,,88.0,9.0
函館,2,6,ナリタヒカリ,武豊　　,97.0,95.0,100.0,97.0,98.0,,97.4,8.0
函館,2,7,デンリッレハウエル,舟山瑠泉,,,,,,,,
函館,2,8,ビービープリメーロ,落合玄太,,,,,,,,
函館,2,9,メイショウマヒロ,柴田裕一,91.0,96.0,72.0,82.0,,,85.25,10.0
函館,2,10,ビスケットマリー,吉田隼人,105.0,97.0,96.0,99.0,96.0,,98.6,7.0
函館,2,11,デルマラメール,佐々木大,116.0,102.0,101.0,98.0,104.0,,104.2,5.0
函館,2,12,コスモトロイメル,丹内祐次,109.0,102.0,100.0,107.0,104.0,,104.4,4.0
函館,2,13,エイシンマクルーベ,松岡正海,151.0,102.0,88.0,98.0,104.0,,108.6,2.0
函館,3,1,フェアリーグレン,松本大輝,110.0,102.0,92.0,93.0,106.0,,100.6,7.0
函館,3,2,アクアジェット,小林美駒,67.0,90.0,102.0,97.0,96.0,,90.4,10.0
函館,3,3,ヤマノインパクト,斎藤新　,88.0,102.0,98.0,97.0,102.0,,97.4,9.0
函館,3,4,カピオラ,森田誠也,,,,,,,,
函館,3,5,ビジュードネージュ,キング　,,,,,,,,
函館,3,6,ラマヌジャン,浜中俊　,103.0,103.0,107.0,103.0,103.0,,103.8,6.0
函館,3,7,ハニードレス,佐々木大,116.0,102.0,103.0,98.0,104.0,,104.6,5.0
函館,3,8,グリスタン,藤岡佑介,99.0,112.0,104.0,109.0,107.0,,106.2,2.0
函館,3,9,サトノベリル,鮫島克駿,103.0,107.0,103.0,107.0,106.0,,105.2,4.0
函館,3,10,アースグレーザー,丹内祐次,109.0,102.0,107.0,107.0,104.0,,105.8,3.0
函館,3,11,ウインヘリオドール,横山和生,95.0,96.0,102.0,104.0,106.0,,100.6,7.0
函館,3,12,オニムシャ,和田陽希,,,,,,,,
函館,3,13,ジャスマン,鷲頭虎太,127.0,104.0,105.0,101.0,108.0,,109.0,1.0
函館,3,14,セレニティ,舟山瑠泉,,,,,,,,
函館,4,1,リバティフレイム,斎藤新　,88.0,102.0,102.0,97.0,102.0,,98.2,7.0
函館,4,2,レズルレクティオ,横山和生,95.0,96.0,103.0,104.0,106.0,,100.8,6.0
函館,4,3,ダノンラッセル,キング　,,,,,,,,
函館,4,4,スマートテンペスト,丹内祐次,109.0,102.0,100.0,107.0,104.0,,104.4,4.0
函館,4,5,サトミノエンジェル,横山武史,103.0,100.0,92.0,97.0,98.0,,98.0,8.0
函館,4,6,スマートブル,鷲頭虎太,127.0,104.0,107.0,101.0,108.0,,109.4,1.0
函館,4,7,エムズドリーム,柴田裕一,91.0,96.0,72.0,82.0,,,85.25,11.0
函館,4,8,ゴールドリバース,舟山瑠泉,,,,,,,,
函館,4,9,サヨノファントム,松本大輝,110.0,102.0,103.0,93.0,106.0,,102.8,5.0
函館,4,10,ビップアリエル,鮫島克駿,103.0,107.0,105.0,107.0,106.0,,105.6,3.0
函館,4,11,ウーナファータ,小林脩斗,100.0,84.0,99.0,83.0,90.0,,91.2,9.0
函館,4,12,アーロッタレット,小林美駒,67.0,90.0,90.0,97.0,96.0,,88.0,10.0
函館,4,13,ガウラサンダー,落合玄太,,,,,,,,
函館,4,14,キタノアンシェル,黛弘人　,98.0,108.0,110.0,108.0,109.0,,106.6,2.0
函館,5,1,ノチェセラーダ,藤岡佑介,99.0,117.0,104.0,109.0,107.0,,107.2,3.0
函館,5,2,アーレムアレス,菱田裕二,94.0,101.0,100.0,102.0,104.0,,100.2,6.0
函館,5,3,エバーシャンティ,吉田隼人,105.0,80.0,96.0,99.0,96.0,,95.2,9.0
函館,5,4,ソルプレーザ,横山和生,95.0,109.0,102.0,104.0,106.0,,103.2,4.0
函館,5,5,ヴァイオスペース,佐々木大,116.0,117.0,103.0,98.0,104.0,,107.6,2.0
函館,5,6,シュピラー,鮫島克駿,103.0,120.0,103.0,107.0,106.0,,107.8,1.0
函館,5,7,マーゴットサンズ,丹内祐次,109.0,79.0,107.0,107.0,104.0,,101.2,5.0
函館,5,8,ハムタン,武豊　　,97.0,93.0,95.0,97.0,98.0,,96.0,8.0
函館,5,9,グリーンゴー,池添謙一,81.0,104.0,101.0,103.0,98.0,,97.4,7.0
函館,6,1,ペタルブランシュ,横山和生,95.0,96.0,102.0,100.0,106.0,,99.8,8.0
函館,6,2,ヒロノエクスカリバ,菅原隆一,67.0,54.0,74.0,30.0,,,56.25,13.0
函館,6,3,ウィステリアベル,鷲頭虎太,127.0,104.0,105.0,113.0,108.0,,111.4,2.0
函館,6,4,ヒットザグラウンド,落合玄太,,,,,,,,
函館,6,5,ラースアルアイン,黛弘人　,98.0,108.0,102.0,99.0,109.0,,103.2,6.0
函館,6,6,スピリットサージ,佐々木大,116.0,102.0,103.0,106.0,104.0,,106.2,4.0
函館,6,7,グリフォン,古川奈穂,103.0,89.0,91.0,91.0,92.0,,93.2,10.0
函館,6,8,アセンディア,武豊　　,97.0,95.0,95.0,97.0,98.0,,96.4,9.0
函館,6,9,ブラヴォケラトプス,小林美駒,67.0,90.0,102.0,94.0,96.0,,89.8,11.0
函館,6,10,アルデヤーノ,松岡正海,151.0,102.0,108.0,101.0,104.0,,113.2,1.0
函館,6,11,クリフウォーク,和田陽希,,,,,,,,
函館,6,12,ミリオンヒット,森田誠也,,,,,,,,
函館,6,13,ピースオブライツ,藤岡佑介,99.0,112.0,104.0,103.0,107.0,,105.0,5.0
函館,6,14,ファリア,柴田裕一,91.0,69.0,104.0,82.0,,,86.5,12.0
函館,6,15,ユナホークパワー,橋木太希,88.0,163.0,119.0,55.0,,,106.25,3.0
函館,6,16,アイズミサクラ,松本大輝,110.0,102.0,92.0,104.0,106.0,,102.8,7.0
函館,7,1,ベニシア,松本大輝,110.0,97.0,103.0,104.0,106.0,,104.0,1.0
函館,7,2,ルシード,浜中俊　,103.0,95.0,95.0,103.0,103.0,,99.8,5.0
函館,7,3,パールフロント,川又賢治,95.0,97.0,100.0,103.0,95.0,,98.0,6.0
函館,7,4,フェリーニ,藤岡佑介,99.0,104.0,107.0,103.0,107.0,,104.0,1.0
函館,7,5,ゲクウ,菅原隆一,47.0,64.0,74.0,30.0,,,53.75,9.0
函館,7,6,スパークルジョイ,森田誠也,,,,,,,,
