場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
函館,1,1,ストームサンダー,安達昭夫,93.0,79.0,86.0,81.0,90.0,95.0,,,87.333,12.0
函館,1,2,クワイエットアイ,中竹和也,98.0,107.0,113.0,110.0,102.0,106.0,,,106.0,2.0
函館,1,3,ライトアズフェザー,千葉直人,21.0,118.0,113.0,110.0,120.0,87.0,,,94.833,10.0
函館,1,4,コルテオソレイユ,佐藤悠太,,,,,,,,,,
函館,1,5,ファンシーフリル,蛯名利弘,86.0,86.0,72.0,38.0,89.0,90.0,108.0,,81.286,15.0
函館,1,6,ロードベルファスト,畑端省吾,89.0,111.0,82.0,106.0,102.0,111.0,,,100.167,5.0
函館,1,7,ロンドンオービタル,岩戸孝樹,73.0,84.0,81.0,87.0,89.0,86.0,,,83.333,14.0
函館,1,8,ハチハチローズ,松永康利,135.0,99.0,95.0,55.0,95.0,101.0,,,96.667,7.0
函館,1,9,エミフルソウタ,根本康広,62.0,116.0,93.0,97.0,97.0,105.0,,,95.0,9.0
函館,1,10,マジッククッキー,加藤士津,76.0,94.0,96.0,105.0,98.0,104.0,,,95.5,8.0
函館,1,11,ケイベエ,杉浦宏昭,118.0,105.0,103.0,100.0,105.0,105.0,,,106.0,2.0
函館,1,12,ヨッシーリオ,北出成人,67.0,108.0,113.0,105.0,114.0,108.0,,,102.5,4.0
函館,1,13,ヘクセンハウス,吉田直弘,101.0,93.0,92.0,104.0,105.0,101.0,,,99.333,6.0
函館,1,14,ミルトハッピー,武市康男,65.0,82.0,100.0,99.0,86.0,88.0,,,86.667,13.0
函館,1,15,モルトカリーナ,粕谷昌央,84.0,98.0,79.0,92.0,104.0,88.0,,,90.833,11.0
函館,1,16,ワイズギャング,河嶋宏樹,191.0,143.0,106.0,96.0,121.0,134.0,,,131.833,1.0
函館,2,1,クインズマカロン,小林真也,287.0,97.0,110.0,105.0,98.0,105.0,,,133.667,1.0
函館,2,2,ダノンブロッサム,尾関知人,97.0,92.0,93.0,88.0,100.0,99.0,98.0,,95.286,10.0
函館,2,3,ペイシャキセキ,吉田直弘,101.0,93.0,104.0,101.0,97.0,101.0,105.0,,100.286,6.0
函館,2,4,ミッキーラサルダン,堀宣行　,108.0,107.0,105.0,101.0,102.0,103.0,99.0,,103.571,4.0
函館,2,5,クリップクロップ,高橋一哉,137.0,65.0,63.0,52.0,86.0,84.0,,,81.167,12.0
函館,2,6,ナリタヒカリ,荒川義之,71.0,104.0,113.0,118.0,111.0,101.0,,,103.0,5.0
函館,2,7,デンリッレハウエル,林徹　　,87.0,95.0,94.0,99.0,102.0,98.0,,,95.833,8.0
函館,2,8,ビービープリメーロ,角田晃一,78.0,104.0,102.0,109.0,107.0,100.0,98.0,,99.714,7.0
函館,2,9,メイショウマヒロ,飯田祐史,71.0,108.0,97.0,105.0,89.0,93.0,107.0,,95.714,9.0
函館,2,10,ビスケットマリー,和田雄二,50.0,101.0,81.0,108.0,93.0,94.0,,,87.833,11.0
函館,2,11,デルマラメール,勢司和浩,46.0,79.0,88.0,85.0,89.0,99.0,71.0,,79.571,13.0
函館,2,12,コスモトロイメル,田島俊明,125.0,94.0,104.0,105.0,102.0,99.0,,,104.833,3.0
函館,2,13,エイシンマクルーベ,田中剛　,174.0,113.0,107.0,120.0,116.0,112.0,87.0,,118.429,2.0
函館,3,1,フェアリーグレン,吉田直弘,101.0,93.0,92.0,101.0,97.0,101.0,,,97.5,9.0
函館,3,2,アクアジェット,岩戸孝樹,73.0,84.0,81.0,88.0,86.0,86.0,90.0,,84.0,13.0
函館,3,3,ヤマノインパクト,本間忍　,51.0,92.0,95.0,87.0,82.0,79.0,,,81.0,14.0
函館,3,4,カピオラ,武幸四郎,112.0,109.0,107.0,107.0,115.0,107.0,,,109.5,3.0
函館,3,5,ビジュードネージュ,高柳大輔,64.0,105.0,105.0,106.0,102.0,107.0,,,98.167,8.0
函館,3,6,ラマヌジャン,宮地貴稔,168.0,220.0,45.0,144.0,155.0,,,,146.4,1.0
函館,3,7,ハニードレス,牧光二　,131.0,110.0,106.0,106.0,111.0,104.0,,,111.333,2.0
