場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,ビックリパラダイス,86.0,13.0,,,96.857,10.0,,,
中山,1,2,カシスピーチ,51.2,15.0,,,91.667,15.0,,,
中山,1,3,アシャカバッハ,92.4,11.0,87.0,9.0,97.143,9.0,276.543,92.181,10.0
中山,1,4,エコロバロン,109.0,1.0,119.6,1.0,100.0,5.0,328.6,109.533,1.0
中山,1,5,アイアムステキ,99.2,7.0,98.857,4.0,98.857,6.0,296.914,98.971,5.0
中山,1,6,アシャカルッカ,78.8,14.0,116.5,2.0,98.0,8.0,293.3,97.767,6.0
中山,1,7,ウチュウノハナ,99.6,6.0,96.429,6.0,103.833,4.0,299.86199999999997,99.954,3.0
中山,1,8,ラストシャイニー,102.2,3.0,,,106.429,2.0,,,
中山,1,9,イイクニパッション,96.6,10.0,92.833,7.0,107.833,1.0,297.26599999999996,99.089,4.0
中山,1,10,タイセイガナール,100.2,5.0,91.2,8.0,98.167,7.0,289.567,96.522,8.0
中山,1,11,サントマーレ,98.8,9.0,98.833,5.0,92.167,14.0,289.79999999999995,96.6,7.0
中山,1,12,ウシャス,103.0,2.0,80.8,10.0,94.833,13.0,278.63300000000004,92.878,9.0
中山,1,13,ヌクレオチド,101.2,4.0,114.333,3.0,96.833,11.0,312.366,104.122,2.0
中山,1,14,エバーラスト,86.6,12.0,79.8,11.0,105.571,3.0,271.971,90.657,11.0
中山,1,15,グラデュエール,99.0,8.0,,,96.833,11.0,,,
中山,1,16,ジーティーニッツァ,,,,,90.5,16.0,,,
中山,2,1,セブンワンダーズ,99.6,4.0,,,100.667,5.0,,,
中山,2,2,ザンテソーロ,95.8,9.0,102.167,6.0,100.333,7.0,298.29999999999995,99.433,4.0
中山,2,3,マツリダシリウス,95.2,10.0,,,104.833,3.0,,,
中山,2,4,ブラックパロット,93.4,11.0,108.833,2.0,91.167,12.0,293.4,97.8,7.0
中山,2,5,トモジャユニベール,93.0,12.0,108.833,2.0,95.0,10.0,296.83299999999997,98.944,6.0
中山,2,6,サムシングニュー,,,89.143,11.0,99.857,8.0,,,
中山,2,7,テンバコウクウ,98.6,6.0,,,,,,,
中山,2,8,ライヴマルガリータ,99.8,2.0,116.6,1.0,100.571,6.0,316.971,105.657,1.0
中山,2,9,チャンピオンホース,101.2,1.0,,,94.667,11.0,,,
中山,2,10,ユイノナナフシギ,80.0,14.0,92.429,10.0,108.286,1.0,280.71500000000003,93.572,9.0
中山,2,11,パワポケウォーズ,96.8,8.0,108.5,4.0,99.667,9.0,304.967,101.656,3.0
中山,2,12,モリインビクタス,,,,,89.5,14.0,,,
中山,2,13,ウリズンベー,97.2,7.0,106.333,5.0,105.0,2.0,308.533,102.844,2.0
中山,2,14,ショウナンバーボン,99.0,5.0,95.2,8.0,103.143,4.0,297.34299999999996,99.114,5.0
中山,2,15,ツウキンカイソク,99.8,2.0,94.5,9.0,88.333,15.0,282.63300000000004,94.211,8.0
中山,2,16,シャトーベスト,80.2,13.0,101.667,7.0,91.0,13.0,272.867,90.956,10.0
中山,3,1,エッジランナー,98.0,8.0,113.167,2.0,98.333,8.0,309.5,103.167,5.0
中山,3,2,エメラルファイン,,,126.2,1.0,102.833,4.0,,,
中山,3,3,サイモングリーマン,95.8,11.0,99.0,10.0,108.167,1.0,302.967,100.989,8.0
中山,3,4,クワッドマリニン,100.4,7.0,101.833,9.0,97.0,12.0,299.233,99.744,9.0
中山,3,5,ジーティーブラック,107.6,1.0,98.667,11.0,98.167,10.0,304.43399999999997,101.478,6.0
中山,3,6,モロノカガヤキ,101.0,5.0,111.8,4.0,101.5,5.0,314.3,104.767,1.0
中山,3,7,ガムラスタン,104.6,3.0,113.167,2.0,95.167,13.0,312.93399999999997,104.311,2.0
中山,3,8,サンライズジョー,64.8,14.0,,,55.0,16.0,,,
中山,3,9,キイチムーブメント,93.4,12.0,111.0,5.0,98.833,7.0,303.233,101.078,7.0
中山,3,10,タイセイブルーム,102.4,4.0,,,94.333,14.0,,,
中山,3,11,ベルウッドバモス,96.4,9.0,94.0,12.0,98.333,8.0,288.733,96.244,12.0
中山,3,12,ゴンタ,96.4,9.0,102.167,8.0,92.833,15.0,291.4,97.133,10.0
中山,3,13,スターツトゥデイ,101.0,5.0,108.0,6.0,103.333,3.0,312.33299999999997,104.111,3.0
中山,3,14,インディヴァイン,,,,,101.5,5.0,,,
中山,3,15,ロードクローザー,105.6,2.0,108.0,6.0,97.667,11.0,311.267,103.756,4.0
中山,3,16,イエローマジック,89.8,13.0,93.0,13.0,108.167,1.0,290.967,96.989,11.0
中山,4,1,ゴーツウキリシマ,157.5,1.0,,,146.5,1.0,,,
中山,4,2,ワキノノーブル,110.5,4.0,,,107.0,6.0,,,
中山,4,3,スティルシャイニン,74.5,12.0,92.0,7.0,91.0,9.0,257.5,85.833,6.0
中山,4,4,ローガンパス,110.0,5.0,93.5,6.0,,,,,
中山,4,5,ロイヤルダンス,96.0,6.0,,,103.0,7.0,,,
中山,4,6,サラフィエル,113.5,3.0,,,108.5,5.0,,,
中山,4,7,インヴァリアンス,93.5,7.0,95.5,5.0,94.0,8.0,283.0,94.333,3.0
中山,4,8,コレクテイニア,83.5,10.0,,,109.5,3.0,,,
中山,4,9,アルカンサス,88.0,8.0,105.0,2.0,75.5,11.0,268.5,89.5,5.0
中山,4,10,ホウオウユニコーン,85.5,9.0,99.0,4.0,89.0,10.0,273.5,91.167,4.0
中山,4,11,フォーディアライフ,83.0,11.0,103.5,3.0,117.0,2.0,303.5,101.167,2.0
中山,4,12,キュピドン,120.5,2.0,113.0,1.0,109.0,4.0,342.5,114.167,1.0
中山,5,1,レガーメ,93.6,16.0,,,88.429,17.0,,,
中山,5,2,タイドグラフ,101.8,6.0,102.167,7.0,98.5,7.0,302.467,100.822,6.0
中山,5,3,キャリアビジョン,,,118.4,1.0,96.5,9.0,,,
中山,5,4,サムシングスイート,98.8,12.0,87.5,15.0,92.5,15.0,278.8,92.933,14.0
中山,5,5,ジャストビコーズ,103.2,3.0,,,105.0,2.0,,,
中山,5,6,シェリアドレ,101.8,6.0,103.286,6.0,93.167,14.0,298.25300000000004,99.418,9.0
中山,5,7,アニゴザントス,101.0,9.0,100.143,10.0,102.0,5.0,303.14300000000003,101.048,4.0
中山,5,8,カルダモン,99.8,10.0,104.333,5.0,95.667,10.0,299.79999999999995,99.933,8.0
中山,5,9,クイーンアン,103.8,1.0,100.714,9.0,102.333,4.0,306.847,102.282,3.0
中山,5,10,メープルタフィー,74.6,17.0,,,86.833,18.0,,,
中山,5,11,ナイトバード,102.8,4.0,105.714,3.0,94.5,13.0,303.014,101.005,5.0
中山,5,12,ベリンガム,97.4,14.0,105.714,3.0,103.833,3.0,306.947,102.316,2.0
中山,5,13,ファーザーアウェイ,102.0,5.0,94.714,12.0,94.667,12.0,291.381,97.127,10.0
中山,5,14,レダアトミカ,101.2,8.0,106.143,2.0,107.5,1.0,314.843,104.948,1.0
中山,5,15,キリスパークル,93.8,15.0,102.167,7.0,91.167,16.0,287.134,95.711,11.0
中山,5,16,サトノワーグナー,103.4,2.0,97.0,11.0,100.571,6.0,300.971,100.324,7.0
中山,5,17,フューチャプライム,97.6,13.0,90.8,13.0,95.667,10.0,284.067,94.689,13.0
中山,5,18,ブリサマリーナ,99.4,11.0,90.8,13.0,96.714,8.0,286.914,95.638,12.0
中山,6,1,パシーヴ,102.0,2.0,99.2,5.0,98.0,9.0,299.2,99.733,4.0
中山,6,2,カフェベラノッテ,99.0,7.0,,,,,,,
中山,6,3,チェルシー,98.6,8.0,94.833,10.0,100.143,7.0,293.576,97.859,6.0
中山,6,4,レインボーラッキー,99.4,6.0,111.667,1.0,101.286,6.0,312.353,104.118,2.0
中山,6,5,カツノテンス,96.4,12.0,97.833,7.0,96.667,10.0,290.9,96.967,8.0
中山,6,6,トモジャシーマ,100.4,4.0,92.857,11.0,91.5,12.0,284.757,94.919,11.0
中山,6,7,バム,94.6,13.0,92.667,12.0,79.143,14.0,266.40999999999997,88.803,13.0
中山,6,8,アツキヤマト,98.6,8.0,,,96.333,11.0,,,
中山,6,9,メッエフアパラ,98.2,10.0,106.167,2.0,110.0,1.0,314.367,104.789,1.0
中山,6,10,タルトポワール,101.4,3.0,84.0,14.0,103.429,3.0,288.829,96.276,10.0
中山,6,11,ホーリーブライト,93.8,14.0,98.5,6.0,101.571,5.0,293.871,97.957,5.0
中山,6,12,クインズシフォン,79.2,15.0,95.5,8.0,110.0,1.0,284.7,94.9,12.0
中山,6,13,ルージュベルベット,73.2,16.0,104.667,4.0,,,,,
