場所,R,馬番,馬名,騎手妙味度,騎手妙味度順位,種牡馬妙味度,種牡馬妙味度順位,調教師妙味度,調教師妙味度順位,妙味度合計,総合妙味度,総合妙味度順位
中山,1,1,ストライプブルー,86.0,15.0,,,99.333,7.0,,,
中山,1,2,バル,91.833,13.0,,,85.833,15.0,,,
中山,1,3,ジャガーライズ,105.333,3.0,104.0,4.0,98.167,9.0,307.5,102.5,3.0
中山,1,4,デアトゥノウ,104.833,4.0,,,98.333,8.0,,,
中山,1,5,ヴァイオスペース,99.667,6.0,99.375,9.0,97.0,12.0,296.04200000000003,98.681,6.0
中山,1,6,サトノエスケープ,96.0,10.0,101.167,7.0,97.833,11.0,295.0,98.333,8.0
中山,1,7,ドリームガッサン,100.667,5.0,,,98.0,10.0,,,
中山,1,8,エクスプレスナイト,93.5,11.0,101.125,8.0,101.333,5.0,295.95799999999997,98.653,7.0
中山,1,9,フクノエルデ,93.5,11.0,,,107.375,1.0,,,
中山,1,10,ダイコクヤタエモン,98.667,9.0,103.429,5.0,102.75,3.0,304.846,101.615,4.0
中山,1,11,エコロバロン,110.167,1.0,113.0,2.0,100.0,6.0,323.16700000000003,107.722,1.0
中山,1,12,フレンチブラッサム,99.167,7.0,103.0,6.0,,,,,
中山,1,13,オスロクィーン,91.167,14.0,120.5,1.0,104.5,2.0,316.16700000000003,105.389,2.0
中山,1,14,カシノハンゾウ,,,107.0,3.0,91.667,14.0,,,
中山,1,15,フックセンチョウ,106.833,2.0,,,93.0,13.0,,,
中山,1,16,ベアゴーフォー,99.167,7.0,98.667,10.0,102.5,4.0,300.334,100.111,5.0
中山,2,1,ウォータースパウト,103.333,4.0,104.143,4.0,94.167,12.0,301.64300000000003,100.548,6.0
中山,2,2,ブリスフルイヤー,82.833,15.0,98.375,11.0,94.333,11.0,275.541,91.847,12.0
中山,2,3,ライブリピュア,96.0,11.0,,,94.667,10.0,,,
中山,2,4,オリエンタルガール,99.833,7.0,104.0,6.0,96.0,9.0,299.83299999999997,99.944,8.0
中山,2,5,ルミテュット,92.5,14.0,104.143,4.0,105.0,3.0,301.64300000000003,100.548,6.0
中山,2,6,イサチルクイーン,95.5,13.0,98.667,10.0,101.0,4.0,295.16700000000003,98.389,10.0
中山,2,7,リュウノプティ,,,115.333,1.0,83.375,16.0,,,
中山,2,8,アンファール,106.333,3.0,103.833,7.0,96.5,7.0,306.666,102.222,3.0
中山,2,9,ディレクティオ,101.167,5.0,98.375,11.0,106.0,1.0,305.54200000000003,101.847,4.0
中山,2,10,キタノマテンロウ,109.167,1.0,,,98.167,5.0,,,
中山,2,11,エンゼルランプ,97.0,9.0,,,87.5,15.0,,,
中山,2,12,ラングドシャ,100.333,6.0,103.667,8.0,105.25,2.0,309.25,103.083,2.0
中山,2,13,レイナロハルンバ,109.0,2.0,113.143,2.0,88.375,14.0,310.51800000000003,103.506,1.0
中山,2,14,フォルマシオン,96.333,10.0,102.167,9.0,98.0,6.0,296.5,98.833,9.0
中山,2,15,パルミエ,99.333,8.0,93.75,13.0,91.0,13.0,284.08299999999997,94.694,11.0
中山,2,16,ゴールドソシアル,95.833,12.0,109.5,3.0,96.5,7.0,301.83299999999997,100.611,5.0
中山,3,1,ロジキセキ,97.333,7.0,96.286,5.0,94.25,8.0,287.869,95.956,5.0
中山,3,2,トーセンブリラーレ,109.0,1.0,,,94.167,9.0,,,
中山,3,3,カフェラジェム,103.167,2.0,104.833,3.0,,,,,
中山,3,4,エラルディーク,101.167,3.0,,,91.0,10.0,,,
中山,3,5,クリムゾンリーフ,,,,,103.167,3.0,,,
中山,3,6,ザンテソーロ,94.0,10.0,102.167,4.0,100.333,5.0,296.5,98.833,4.0
中山,3,7,スノースコール,98.833,5.0,,,97.5,7.0,,,
中山,3,8,セブンワンダーズ,99.833,4.0,,,100.667,4.0,,,
中山,3,9,ミアエッテ,98.667,6.0,95.5,6.0,112.167,1.0,306.334,102.111,1.0
中山,3,10,キセログラフィカ,96.333,8.0,107.6,2.0,100.125,6.0,304.058,101.353,2.0
中山,3,11,パテントプール,92.5,11.0,,,105.0,2.0,,,
中山,3,12,サンタピア,94.167,9.0,112.2,1.0,90.167,11.0,296.534,98.845,3.0
中山,4,1,スマートクオーレ,92.833,9.0,104.0,6.0,97.167,7.0,294.0,98.0,7.0
中山,4,2,アルデツヨシ,88.667,11.0,94.75,10.0,104.167,2.0,287.584,95.861,9.0
中山,4,3,ブレイクザアイス,109.5,1.0,120.625,1.0,106.333,1.0,336.45799999999997,112.153,1.0
中山,4,4,ファミーユウルーズ,97.5,6.0,102.833,7.0,101.125,4.0,301.45799999999997,100.486,5.0
中山,4,5,ウインイメル,103.333,3.0,101.571,8.0,102.25,3.0,307.154,102.385,2.0
中山,4,6,マウントバーノン,91.0,10.0,89.5,11.0,101.0,5.0,281.5,93.833,11.0
中山,4,7,カイトヴィント,74.167,12.0,89.5,11.0,85.167,12.0,248.834,82.945,12.0
中山,4,8,チビノシエラザード,106.167,2.0,101.571,8.0,94.667,9.0,302.405,100.802,3.0
中山,4,9,ロードアフェット,96.333,7.0,106.0,5.0,93.833,10.0,296.166,98.722,6.0
中山,4,10,リボルトバレット,,,120.625,1.0,97.5,6.0,,,
中山,4,11,キャストロププ,102.833,4.0,89.5,11.0,95.667,8.0,288.0,96.0,8.0
中山,4,12,フォレストゲート,101.333,5.0,107.125,3.0,93.375,11.0,301.83299999999997,100.611,4.0
中山,4,13,ステイアンビシャス,95.167,8.0,106.125,4.0,83.667,13.0,284.959,94.986,10.0
中山,5,1,モナート,116.6,1.0,98.4,6.0,86.333,14.0,301.33299999999997,100.444,3.0
中山,5,2,イヌボウノサザナミ,109.2,2.0,,,101.167,9.0,,,
中山,5,3,トルークマクト,93.0,11.0,97.833,7.0,88.167,13.0,279.0,93.0,9.0
中山,5,4,ブレイヴソルジャー,60.2,16.0,101.167,4.0,95.0,11.0,256.367,85.456,10.0
中山,5,5,ウインシャリーフ,72.2,14.0,,,102.0,5.0,,,
中山,5,6,ゴーゴーパンチ,63.2,15.0,94.5,11.0,77.833,16.0,235.533,78.511,11.0
中山,5,7,タッカーヴァンバン,97.2,10.0,98.5,5.0,101.5,7.0,297.2,99.067,6.0
中山,5,8,キタノタイキ,90.8,13.0,109.833,2.0,107.167,2.0,307.79999999999995,102.6,2.0
中山,5,9,ハートチャン,100.0,6.0,97.333,9.0,102.0,5.0,299.33299999999997,99.778,4.0
中山,5,10,ココナッツコースト,98.0,8.0,97.833,7.0,103.333,3.0,299.166,99.722,5.0
中山,5,11,ヴァルカンテソーロ,92.0,12.0,95.833,10.0,101.5,7.0,289.33299999999997,96.444,8.0
中山,5,12,デイトナチャンプ,97.6,9.0,,,97.0,10.0,,,
中山,5,13,レガリーノ,103.8,3.0,,,108.667,1.0,,,
中山,5,14,スプリングドリーム,98.8,7.0,110.2,1.0,102.333,4.0,311.33299999999997,103.778,1.0
中山,5,15,アステリアート,101.6,5.0,,,90.167,12.0,,,
中山,5,16,エスシーケイミー,101.8,4.0,101.667,3.0,86.333,14.0,289.79999999999995,96.6,7.0
中山,6,1,ギルドホール,102.2,6.0,94.143,13.0,103.167,6.0,299.51,99.837,6.0
中山,6,2,キンググローリー,99.4,11.0,,,102.0,7.0,,,
