場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
東京,1,1,リゾートライン,ドレフォン,1128.0,1595.0,5315.0,2869.0,2469.0,1428.0,-740.0,,14064.0,1.0
東京,1,2,キミガイチバンイイ,スズカコーズウェイ,-170.0,550.0,1141.0,500.0,674.0,623.0,207.0,,3525.0,6.0
東京,1,3,セーヌデローヴ,ダノンキングリー,-215.0,113.0,661.0,595.0,218.0,128.0,,,1500.0,9.0
東京,1,4,グラスアロー,イスラボニータ,202.0,2297.0,-33.0,762.0,2310.0,-395.0,594.0,,5737.0,3.0
東京,1,5,アイアンナックル,ゴールドドリーム,-970.0,-1742.0,-1839.0,-984.0,-2809.0,-1656.0,,,-10000.0,14.0
東京,1,6,ナックスプレンダー,エスポワールシチー,-105.0,627.0,1023.0,-143.0,935.0,-235.0,-480.0,,1622.0,8.0
東京,1,7,シカゴキャッツ,エスポワールシチー,-105.0,627.0,1023.0,-143.0,935.0,-235.0,313.0,,2415.0,7.0
東京,1,8,オダイ,フォーウィールドライブ,423.0,2466.0,1931.0,896.0,3272.0,2628.0,2028.0,,13644.0,2.0
東京,1,9,タイセイゴッシュ,アルアイン,-1623.0,-1478.0,-1679.0,-2430.0,571.0,-1383.0,,,-8022.0,12.0
東京,1,10,ケブランリ,ゴールドドリーム,-970.0,-1742.0,-1839.0,-984.0,-2809.0,-1656.0,-129.0,,-10129.0,15.0
東京,1,11,ニンジャトットリ,ミッキーアイル,-7.0,518.0,-209.0,770.0,1555.0,1407.0,1409.0,,5443.0,4.0
東京,1,12,ツイスティドシルク,ファインニードル,220.0,453.0,-664.0,594.0,962.0,-19.0,-420.0,,1126.0,10.0
