場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
中山,1,未勝利,ダート,1200,良,1,スケダチムヨウ,2歳,野中悠太,根本康広,追込,0.0,0.0,短距離,右回り,,Lv4 ,スマートファルコン,,,15,E,13.5,13.0,13.5,12.0,38.9,,37.5,1.0,C,,,,
中山,1,未勝利,ダート,1200,良,2,ベアフォースワン,2歳,松岡正海,杉浦宏昭,差し,0.0,0.0,短距離,右回り,,Lv4 ,カレンブラックヒル,,,14,E,12.8,11.0,12.8,7.0,36.3,5.0,37.5,1.0,E,C,,,
中山,1,未勝利,ダート,1200,良,3,ニシノランペイジ,2歳,菅原明良,松山将樹,差し,0.0,0.0,短距離,右回り,,Lv4 ,アジアエクスプレス,休明初戦,距離短縮,12,E,12.5,4.0,13.1,10.0,36.4,6.0,38.5,7.0,C,D,C,C,
中山,1,未勝利,ダート,1200,良,4,モーゲンセン,2歳,マーカン,斎藤誠,差し,0.0,0.0,短距離,右回り,,Lv4 ,Mendelssohn,休明初戦,距離短縮,5,D,12.5,4.0,13.2,11.0,35.7,3.0,38.5,7.0,C,C,,,
中山,1,未勝利,ダート,1200,良,5,タイセイガナール,2歳,長浜鴻緒,伊藤圭三,差し,0.0,25.0,短距離,右回り,,Lv4 ,タワーオブロンドン,,,8,D,12.1,2.0,12.8,7.0,34.9,1.0,38.2,5.0,C,B,B,C,
中山,1,未勝利,ダート,1200,良,6,イヌボウノキラメキ,2歳,北村友一,国枝栄,追込,,,短距離,右回り,,Lv4 ,ドレフォン,,距離短縮,7,D,14.0,15.0,14.0,14.0,37.8,,39.3,,C,,,,
中山,1,未勝利,ダート,1200,良,7,タヤスロレンヌ,2歳,江田照男,岩戸孝樹,差し,0.0,0.0,短距離,右回り,,Lv4 ,タワーオブロンドン,,,3,C,12.5,4.0,12.7,5.0,36.7,,38.9,,C,C,B,C,D
中山,1,未勝利,ダート,1200,良,8,コウユーニポポニコ,2歳,木幡初也,竹内正洋,差し,50.0,50.0,短距離,右回り,,Lv4 ,タリスマニック,休明2走,,4,C,12.7,9.0,12.7,5.0,36.5,7.0,37.8,3.0,C,C,,,
中山,1,未勝利,ダート,1200,良,9,ケイツースクード,2歳,上里直汰,萱野浩二,差し,,,短距離,右回り,,Lv4 ,ダノンスマッシュ,,距離短縮,11,E,14.0,15.0,14.0,14.0,,,,,B,,,,
中山,1,未勝利,ダート,1200,良,10,クルビデンス,2歳,佐々木大,菊川正達,先行,,,短距離,右回り,,Lv4 ,アメリカンペイトリオット,,距離短縮,9,D,12.8,11.0,12.8,7.0,36.5,7.0,39.0,,C,,,,
