場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,ジーナグレイス,4439.0,3.0,-7934.0,13.0,3562.0,4.0,0.067,4.0
中山,1,2,フロリスタン,-5437.0,12.0,-297.0,9.0,62.0,6.0,-5.672,6.0
中山,1,3,ファストワーカー,7991.0,1.0,3307.0,1.0,-4966.0,12.0,6.332,2.0
中山,1,4,マメーアップル,164.0,6.0,1226.0,5.0,-9137.0,13.0,-7.747,10.0
中山,1,5,メインテーマ,3451.0,4.0,-9710.0,15.0,-4449.0,11.0,-10.708,13.0
中山,1,6,バーヴァンシー,-106.0,7.0,541.0,7.0,-13473.0,16.0,-13.038,14.0
中山,1,7,ラストシャイニー,,,1423.0,4.0,10836.0,1.0,,
中山,1,8,トウシンラヴ,-1512.0,10.0,-4594.0,12.0,-1232.0,7.0,-7.338,9.0
中山,1,9,タマモシルエット,1507.0,5.0,-8381.0,14.0,-2358.0,10.0,-9.232,11.0
中山,1,10,ウィザードオブマリ,-409.0,8.0,398.0,8.0,-10106.0,14.0,-10.117,12.0
中山,1,11,マリノレーヴェ,-879.0,9.0,1226.0,5.0,10025.0,2.0,10.372,1.0
中山,1,12,レースクイーン,-7925.0,14.0,-1880.0,11.0,-10106.0,14.0,-19.911,15.0
中山,1,13,ミルトメロディー,-8360.0,15.0,2158.0,3.0,960.0,5.0,-5.242,5.0
中山,1,14,フュルスティン,-6920.0,13.0,2475.0,2.0,5375.0,3.0,0.93,3.0
中山,1,15,プラチナムディスク,6403.0,2.0,-11297.0,16.0,-2249.0,9.0,-7.143,8.0
中山,1,16,アクロスメモリア,-5223.0,11.0,-303.0,10.0,-1259.0,8.0,-6.785,7.0
中山,2,1,クリュメノス,195.0,6.0,375.0,5.0,-2715.0,9.0,-2.145,7.0
中山,2,2,オルブライト,-1379.0,7.0,4361.0,3.0,2554.0,3.0,5.536,3.0
中山,2,3,インスウィング,-8051.0,12.0,-5719.0,12.0,1040.0,4.0,-12.73,10.0
中山,2,4,フィンガー,-4802.0,9.0,4407.0,2.0,-87.0,6.0,-0.482,4.0
中山,2,5,ブルージェネシス,3659.0,4.0,-3822.0,10.0,-1923.0,8.0,-2.086,6.0
中山,2,6,タイガーゲイト,4569.0,3.0,-2249.0,8.0,-3010.0,10.0,-0.69,5.0
中山,2,7,ゴーフォアブローク,7212.0,1.0,2001.0,4.0,-710.0,7.0,8.503,2.0
中山,2,8,ニシノモリミチ,-5077.0,10.0,-2563.0,9.0,3598.0,2.0,-4.042,8.0
中山,2,9,タニセンローマ,1037.0,5.0,-10026.0,13.0,224.0,5.0,-8.765,9.0
中山,2,10,モリインビクタス,-27380.0,13.0,-5057.0,11.0,-12953.0,12.0,-45.39,13.0
中山,2,11,クラウンプレゼンタ,-2429.0,8.0,-280.0,6.0,-10935.0,11.0,-13.644,11.0
中山,2,12,トーセンシーギリヤ,-6711.0,11.0,-1328.0,7.0,-13558.0,13.0,-21.597,12.0
