場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
札幌,1,1,アズライトアスール,-9751.0,12.0,1972.0,8.0,-3004.0,7.0,-10.783,12.0
札幌,1,2,ロードステラート,3830.0,4.0,3934.0,6.0,1627.0,2.0,9.391,2.0
札幌,1,3,アスコットダンス,-5917.0,10.0,18727.0,3.0,-5554.0,12.0,7.256,4.0
札幌,1,4,ショウナンタヅナ,1548.0,7.0,16589.0,4.0,-10008.0,14.0,8.129,3.0
札幌,1,5,フロムザムーン,,,38107.0,1.0,361.0,4.0,,
札幌,1,6,ワンダーアスク,-6875.0,11.0,3806.0,7.0,-3409.0,8.0,-6.478,10.0
札幌,1,7,ダリアフレイバー,7671.0,1.0,38107.0,1.0,14475.0,1.0,60.253,1.0
札幌,1,8,アイムスティルミー,600.0,8.0,730.0,10.0,-2463.0,6.0,-1.133,8.0
札幌,1,9,ゴールデンダガー,1664.0,6.0,4127.0,5.0,-4800.0,10.0,0.991,6.0
札幌,1,10,クールフィデル,,,-12459.0,14.0,1422.0,3.0,,
札幌,1,11,メイショウタイザン,2276.0,5.0,1972.0,8.0,-119.0,5.0,4.129,5.0
札幌,1,12,サンオブザサン,-290.0,9.0,-1312.0,13.0,-4946.0,11.0,-6.548,11.0
札幌,1,13,ベルアズーロ,4105.0,2.0,-1294.0,12.0,-8113.0,13.0,-5.302,9.0
札幌,1,14,アーデルブリックス,3891.0,3.0,-1023.0,11.0,-3879.0,9.0,-1.011,7.0
札幌,2,1,セールデュクール,-2956.0,7.0,4591.0,6.0,1620.0,3.0,3.255,4.0
札幌,2,2,ロゼハイスクール,-5968.0,9.0,4946.0,4.0,-4433.0,12.0,-5.455,5.0
札幌,2,3,フォルトゥナロッサ,4191.0,2.0,-865.0,8.0,3428.0,1.0,6.754,3.0
札幌,2,4,セイレイカ,-1891.0,6.0,,,-3753.0,11.0,,
札幌,2,5,タプティ,-6635.0,10.0,-6264.0,11.0,-1152.0,6.0,-14.051,11.0
札幌,2,6,ルギッドドランジュ,3723.0,3.0,,,,,,
札幌,2,7,コイゾラ,-12923.0,12.0,4646.0,5.0,-2516.0,9.0,-10.793,9.0
札幌,2,8,リラカリス,5291.0,1.0,12303.0,3.0,-3074.0,10.0,14.52,2.0
札幌,2,9,ソーハッピー,988.0,5.0,16816.0,1.0,-236.0,4.0,17.568,1.0
札幌,2,10,アヴレディール,-5070.0,8.0,-614.0,7.0,-476.0,5.0,-6.16,6.0
札幌,2,11,ルイスイメル,-23910.0,13.0,16816.0,1.0,-1609.0,7.0,-8.703,8.0
札幌,2,12,バタフライ,-9012.0,11.0,-4602.0,9.0,2192.0,2.0,-11.422,10.0
札幌,2,13,サトノパラディ,1754.0,4.0,-6141.0,10.0,-1929.0,8.0,-6.316,7.0
札幌,3,1,ダノンキューブ,-6713.0,9.0,3384.0,3.0,-1513.0,6.0,-4.842,6.0
札幌,3,2,サンゴート,-12098.0,11.0,4328.0,1.0,-10261.0,11.0,-18.031,10.0
札幌,3,3,エコロナイン,4305.0,3.0,-353.0,5.0,-678.0,5.0,3.274,3.0
札幌,3,4,アイアムツヨスギル,2244.0,5.0,-6607.0,9.0,-217.0,4.0,-4.58,5.0
札幌,3,5,ロマノヴェリテ,4643.0,2.0,-1988.0,6.0,3570.0,1.0,6.225,2.0
札幌,3,6,チェッリーニ,-7680.0,10.0,1421.0,4.0,-4023.0,8.0,-10.282,8.0
札幌,3,7,マシュマロデイズ,3194.0,4.0,,,2394.0,2.0,,
札幌,3,8,トルネードサンダー,8353.0,1.0,4147.0,2.0,-4467.0,9.0,8.033,1.0
札幌,3,9,イドム,-2794.0,7.0,-8966.0,10.0,-5495.0,10.0,-17.255,9.0
札幌,3,10,マイネルサリーレ,-3601.0,8.0,-3987.0,8.0,-2402.0,7.0,-9.99,7.0
札幌,3,11,シャイニーヒーロー,-764.0,6.0,-3358.0,7.0,695.0,3.0,-3.427,4.0
札幌,4,1,ニシノギャルズ,,,-4770.0,11.0,1509.0,6.0,,
札幌,4,2,ゲレイロ,-10576.0,10.0,649.0,6.0,-541.0,11.0,-10.468,9.0
札幌,4,3,ハクサンレイホウ,4016.0,2.0,1247.0,5.0,3058.0,4.0,8.321,2.0
札幌,4,4,オスロクィーン,-28553.0,11.0,1728.0,4.0,2651.0,5.0,-24.174,11.0
札幌,4,5,アニマレイ,2018.0,3.0,2477.0,2.0,582.0,8.0,5.077,3.0
札幌,4,6,ハイティー,-5169.0,9.0,649.0,6.0,991.0,7.0,-3.529,8.0
札幌,4,7,フェイスリフト,-603.0,4.0,9901.0,1.0,506.0,10.0,9.804,1.0
札幌,4,8,ジューンマロン,-4723.0,8.0,2169.0,3.0,3622.0,2.0,1.068,4.0
札幌,4,9,ディースカウ,-3177.0,6.0,-19010.0,12.0,582.0,8.0,-21.605,10.0
札幌,4,10,マッシブショット,-812.0,5.0,-4275.0,10.0,3448.0,3.0,-1.639,7.0
札幌,4,11,ミスマラッカ,5120.0,1.0,-312.0,9.0,-4140.0,12.0,0.668,6.0
札幌,4,12,スマートコーラル,-4205.0,7.0,160.0,8.0,4910.0,1.0,0.865,5.0
札幌,5,1,ユーフォナイト,-4661.0,10.0,9437.0,3.0,-677.0,9.0,4.099,5.0
札幌,5,2,ハイネスプラウド,-7463.0,12.0,165.0,6.0,2064.0,6.0,-5.234,9.0
札幌,5,3,ロンバルディア,3020.0,4.0,35708.0,1.0,99.0,7.0,38.827,1.0
札幌,5,4,ウィナーズクロノ,-2234.0,9.0,-1491.0,9.0,-2377.0,11.0,-6.102,10.0
