場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,アイムインディ,-4754.0,12.0,2158.0,7.0,3023.0,2.0,0.427,3.0
中山,1,2,メビウスロマンス,-5223.0,13.0,3307.0,6.0,-2637.0,11.0,-4.553,8.0
中山,1,3,マーゴットオーメン,7991.0,1.0,-11297.0,12.0,-746.0,8.0,-4.052,7.0
中山,1,4,テンハートビート,1507.0,5.0,-2146.0,9.0,610.0,6.0,-0.029,4.0
中山,1,5,ブルーノザビーチ,-1204.0,8.0,1226.0,8.0,-7272.0,15.0,-7.25,10.0
中山,1,6,ロマンスドール,-3085.0,11.0,-7237.0,11.0,2162.0,3.0,-8.16,11.0
中山,1,7,マオノサルート,-8360.0,15.0,,,-1259.0,9.0,,
中山,1,8,ララムーティエ,715.0,6.0,-25028.0,13.0,960.0,5.0,-23.353,12.0
中山,1,9,ティアップシャイン,2611.0,3.0,-4962.0,10.0,-3030.0,12.0,-5.381,9.0
中山,1,10,マリノステアハート,-2178.0,10.0,6840.0,4.0,-4720.0,13.0,-0.058,5.0
中山,1,11,ジャメビュ,-32816.0,16.0,13845.0,3.0,-7009.0,14.0,-25.98,13.0
中山,1,12,ロジザボード,-1856.0,9.0,15878.0,2.0,40.0,7.0,14.062,2.0
中山,1,13,ニシノギャルズ,1977.0,4.0,,,1066.0,4.0,,
中山,1,14,ウインディナナコ,5274.0,2.0,3707.0,5.0,-9096.0,16.0,-0.115,6.0
中山,1,15,アリアーネ,-7889.0,14.0,,,10025.0,1.0,,
中山,1,16,トモジャオーリー,327.0,7.0,17480.0,1.0,-1929.0,10.0,15.878,1.0
中山,2,1,ジオストラテジー,-3458.0,13.0,958.0,6.0,-3631.0,10.0,-6.131,11.0
中山,2,2,ロジクリスエス,195.0,7.0,,,-4270.0,12.0,,
中山,2,3,グランドスウェル,-742.0,10.0,-24.0,7.0,5008.0,3.0,4.242,4.0
中山,2,4,デディカス,-4205.0,14.0,6057.0,4.0,448.0,6.0,2.3,6.0
中山,2,5,ダンシングアウェイ,135.0,8.0,-1095.0,8.0,-4588.0,13.0,-5.548,10.0
中山,2,6,サクセスドラム,4944.0,1.0,6057.0,4.0,-2396.0,8.0,8.605,1.0
