場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
新潟,1,1,ロジキセキ,-1451.0,11.0,691.0,5.0,-5885.0,13.0,-6.645,11.0
新潟,1,2,アルファシーナ,-23532.0,14.0,3057.0,4.0,-14483.0,15.0,-34.958,14.0
新潟,1,3,ウェイヴムーン,820.0,7.0,6963.0,3.0,4048.0,3.0,11.831,2.0
新潟,1,4,ハイロード,-1299.0,10.0,17302.0,1.0,4550.0,2.0,20.553,1.0
新潟,1,5,クレセントゼファー,3018.0,5.0,-904.0,9.0,-6347.0,14.0,-4.233,8.0
新潟,1,6,ユイアンゴロー,-5344.0,12.0,-232.0,6.0,-4623.0,12.0,-10.199,13.0
新潟,1,7,クリムゾンリーフ,,,-1532.0,11.0,2830.0,5.0,,
新潟,1,8,ストロングボーイ,4075.0,2.0,-332.0,7.0,-3429.0,10.0,0.314,7.0
新潟,1,9,タイガーゲイト,7974.0,1.0,-8662.0,15.0,1586.0,6.0,0.898,6.0
新潟,1,10,カモンレイル,-7328.0,13.0,-909.0,10.0,3311.0,4.0,-4.926,9.0
新潟,1,11,カリドーラ,3164.0,4.0,-527.0,8.0,-1589.0,9.0,1.048,5.0
新潟,1,12,ティブロン,2211.0,6.0,-6937.0,14.0,-4058.0,11.0,-8.784,12.0
新潟,1,13,ショーンバローズ,-226.0,8.0,11140.0,2.0,-810.0,8.0,10.104,3.0
新潟,1,14,ダノンクラウディア,3720.0,3.0,-3082.0,12.0,7665.0,1.0,8.303,4.0
新潟,1,15,オオアバレ,-865.0,9.0,-6511.0,13.0,984.0,7.0,-6.392,10.0
新潟,2,1,アシャカバッハ,-2035.0,10.0,4980.0,7.0,-2379.0,11.0,0.566,8.0
新潟,2,2,メイショウボンテン,-16130.0,14.0,-5182.0,15.0,-790.0,9.0,-22.102,13.0
新潟,2,3,フィールマイプラン,11281.0,1.0,-3596.0,12.0,-6914.0,13.0,0.771,7.0
新潟,2,4,フローライト,11021.0,2.0,23918.0,1.0,809.0,4.0,35.748,1.0
新潟,2,5,ヨウリンケイジュ,,,-1459.0,9.0,122.0,7.0,,
新潟,2,6,ロードベルファスト,102.0,4.0,-4011.0,14.0,-188.0,8.0,-4.097,10.0
新潟,2,7,カフェプラウド,-8473.0,13.0,12642.0,3.0,-7224.0,14.0,-3.055,9.0
新潟,2,8,フェアリーキャット,-524.0,6.0,6667.0,5.0,8006.0,1.0,14.149,3.0
新潟,2,9,ヴェロシスタ,-265.0,5.0,777.0,8.0,809.0,4.0,1.321,6.0
新潟,2,10,ポッポヘジュセヨ,-6169.0,12.0,-3836.0,13.0,-20619.0,15.0,-30.624,14.0
新潟,2,11,キタノソブリン,-2245.0,11.0,-3583.0,11.0,508.0,6.0,-5.32,11.0
新潟,2,12,ナムラロダン,443.0,3.0,5633.0,6.0,2223.0,3.0,8.299,4.0
新潟,2,13,ピョイットハレルヤ,-1424.0,7.0,13744.0,2.0,4218.0,2.0,16.538,2.0
新潟,2,14,シュヴァルツシルト,-1845.0,9.0,7679.0,4.0,-3403.0,12.0,2.431,5.0
新潟,2,15,アンジュレーヌ,-1469.0,8.0,-3170.0,10.0,-951.0,10.0,-5.59,12.0
新潟,3,1,ランウェイミューズ,1127.0,6.0,129.0,6.0,4764.0,2.0,6.02,3.0
新潟,3,2,ピコパープル,-154.0,8.0,2958.0,3.0,210.0,10.0,3.014,7.0
新潟,3,3,ショウナンバーボン,,,-2289.0,11.0,185.0,11.0,,
新潟,3,4,ミセスジョーンズ,-8790.0,15.0,-1470.0,9.0,-3586.0,15.0,-13.846,14.0
新潟,3,5,オレンジフィールド,-1945.0,11.0,-4158.0,14.0,7709.0,1.0,1.606,8.0
新潟,3,6,トリトマフロックス,2283.0,2.0,,,-1287.0,12.0,,
新潟,3,7,ココネ,11770.0,1.0,-5692.0,15.0,1650.0,8.0,7.728,2.0
新潟,3,8,リアライズガイザー,1969.0,4.0,-274.0,7.0,3792.0,4.0,5.487,4.0
新潟,3,9,バンオンタイム,766.0,7.0,2136.0,4.0,-3179.0,14.0,-0.277,9.0
新潟,3,10,ポセイドンテソーロ,-1507.0,10.0,-963.0,8.0,-4770.0,16.0,-7.24,12.0
新潟,3,11,ドラリズム,-5959.0,13.0,-2815.0,13.0,2470.0,5.0,-6.304,11.0
新潟,3,12,イルミナジーティー,-2700.0,12.0,-2790.0,12.0,2203.0,6.0,-3.287,10.0
新潟,3,13,イーリスアスター,-7475.0,14.0,-2282.0,10.0,-3134.0,13.0,-12.891,13.0
新潟,3,14,ミラキュラスアース,1993.0,3.0,247.0,5.0,1139.0,9.0,3.379,6.0
新潟,3,15,ネッカーズルム,1702.0,5.0,11576.0,1.0,4542.0,3.0,17.82,1.0
新潟,3,16,イーサンミラー,-1050.0,9.0,4275.0,2.0,2063.0,7.0,5.288,5.0
新潟,4,1,リュウゴピュア,-316.0,6.0,-1316.0,5.0,2372.0,3.0,0.74,4.0
新潟,4,2,コーディアリティ,3018.0,2.0,5630.0,1.0,2261.0,4.0,10.909,1.0
新潟,4,3,タマモブレイキン,7974.0,1.0,-3381.0,9.0,10.0,9.0,4.603,3.0
新潟,4,4,ゼランテ,-2372.0,8.0,-909.0,4.0,2850.0,2.0,-0.431,5.0
新潟,4,5,アンデルストープ,-1451.0,7.0,4814.0,2.0,-4541.0,11.0,-1.178,7.0
新潟,4,6,スナークシャラク,-7487.0,9.0,-6937.0,11.0,726.0,7.0,-13.698,10.0
新潟,4,7,メイショウタイザン,2211.0,3.0,3701.0,3.0,-995.0,10.0,4.917,2.0
新潟,4,8,テリコス,21.0,5.0,-5346.0,10.0,790.0,6.0,-4.535,8.0
新潟,4,9,ウインプライム,-8804.0,10.0,-3312.0,8.0,881.0,5.0,-11.235,9.0
新潟,4,10,ワンダーブリッツ,281.0,4.0,-1420.0,6.0,510.0,8.0,-0.629,6.0
新潟,4,11,ボールドタワー,,,-2620.0,7.0,6195.0,1.0,,
新潟,5,1,アナザーフェイス,7315.0,2.0,-11387.0,15.0,4043.0,4.0,-0.029,8.0
新潟,5,2,ヴェニゼロス,2115.0,5.0,-877.0,10.0,-161.0,6.0,1.077,7.0
新潟,5,3,スマートエラン,3010.0,4.0,2388.0,6.0,-2656.0,11.0,2.742,5.0
新潟,5,4,エコロゼット,9242.0,1.0,6395.0,2.0,-7818.0,14.0,7.819,3.0
新潟,5,5,アート,-6326.0,14.0,-5709.0,14.0,4465.0,3.0,-7.57,11.0
新潟,5,6,エングルマン,1831.0,6.0,,,-5244.0,12.0,,
新潟,5,7,ヴァイツェン,-1457.0,10.0,-2824.0,13.0,-7296.0,13.0,-11.577,13.0
新潟,5,8,シェーネエルデ,-4101.0,12.0,-263.0,9.0,979.0,5.0,-3.385,9.0
新潟,5,9,トリニタリオ,-4101.0,12.0,3541.0,4.0,-10294.0,15.0,-10.854,12.0
新潟,5,10,スイートハイデン,87.0,9.0,-2734.0,12.0,-2112.0,10.0,-4.759,10.0
新潟,5,11,コーディアリー,-9121.0,15.0,2266.0,7.0,-11453.0,16.0,-18.308,15.0
