場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
東京,1,1,リゾートライン,4609.0,3.0,14064.0,1.0,-2706.0,10.0,15.967,3.0
東京,1,2,キミガイチバンイイ,5077.0,2.0,3525.0,6.0,9323.0,1.0,17.925,1.0
東京,1,3,セーヌデローヴ,-34847.0,16.0,1500.0,9.0,1585.0,3.0,-31.762,16.0
東京,1,4,グラスアロー,-75.0,8.0,5737.0,3.0,-3992.0,13.0,1.67,6.0
東京,1,5,アイアンナックル,788.0,7.0,-10000.0,15.0,-4535.0,14.0,-13.747,14.0
東京,1,6,ナックスプレンダー,-808.0,9.0,1622.0,8.0,161.0,7.0,0.975,7.0
東京,1,7,シカゴキャッツ,-4117.0,15.0,2415.0,7.0,-4848.0,16.0,-6.55,11.0
東京,1,8,オダイ,4115.0,4.0,13644.0,2.0,-1731.0,9.0,16.028,2.0
東京,1,9,タイセイゴッシュ,-2187.0,12.0,-8022.0,13.0,1002.0,5.0,-9.207,12.0
東京,1,10,ケブランリ,1936.0,5.0,-10129.0,16.0,2142.0,2.0,-6.051,10.0
東京,1,11,ニンジャトットリ,-2892.0,13.0,5443.0,4.0,-3114.0,11.0,-0.563,8.0
東京,1,12,ツイスティドシルク,5550.0,1.0,1126.0,10.0,1115.0,4.0,7.791,4.0
東京,1,13,ピコテーパー,-2109.0,11.0,-6747.0,12.0,-3417.0,12.0,-12.273,13.0
東京,1,14,モーゲンセン,-3866.0,14.0,456.0,11.0,349.0,6.0,-3.061,9.0
東京,1,15,ヴァルボナ,-1208.0,10.0,5443.0,4.0,-576.0,8.0,3.659,5.0
東京,1,16,リオンアンサー,997.0,6.0,-9967.0,14.0,-4792.0,15.0,-13.762,15.0
東京,2,1,アルファシーナ,-29411.0,12.0,1499.0,6.0,-16095.0,13.0,-44.007,12.0
東京,2,2,タイガーゲイト,3797.0,3.0,-9432.0,13.0,2288.0,4.0,-3.347,9.0
東京,2,3,ウインガネーシャ,-3808.0,9.0,-8031.0,11.0,6219.0,1.0,-5.62,10.0
東京,2,4,ゴーフォアブローク,4924.0,2.0,5121.0,2.0,-279.0,7.0,9.766,1.0
東京,2,5,ロジキセキ,4973.0,1.0,-1380.0,9.0,-4190.0,12.0,-0.597,5.0
東京,2,6,アスパラゴ,-6054.0,10.0,4001.0,3.0,-730.0,11.0,-2.783,8.0
東京,2,7,オルブライト,-1007.0,5.0,1913.0,5.0,933.0,5.0,1.839,3.0
東京,2,8,ルージュアリスタ,-552.0,4.0,-986.0,8.0,-344.0,9.0,-1.882,6.0
東京,2,9,ホウオウファミリー,-3445.0,8.0,5505.0,1.0,-192.0,6.0,1.868,2.0
東京,2,10,ゴールドエンバー,-2917.0,7.0,-8055.0,12.0,2664.0,3.0,-8.308,11.0
東京,2,11,フロステリオン,,,-4386.0,10.0,-616.0,10.0,,
東京,2,12,グランドスウェル,-2891.0,6.0,607.0,7.0,-310.0,8.0,-2.594,7.0
東京,2,13,マイネルスラーヴァ,-7992.0,11.0,2825.0,4.0,6219.0,1.0,1.052,4.0
東京,3,1,カスターニエ,-3658.0,14.0,233.0,10.0,1875.0,4.0,-1.55,10.0
東京,3,2,グラスハーティー,681.0,6.0,680.0,8.0,701.0,6.0,2.062,6.0
東京,3,3,タイセイルビー,-1989.0,12.0,1397.0,7.0,10908.0,1.0,10.316,3.0
東京,3,4,メリティス,-808.0,10.0,6094.0,3.0,-1561.0,8.0,3.725,4.0
東京,3,5,フーディエラン,31.0,8.0,187.0,11.0,3360.0,3.0,3.578,5.0
東京,3,6,イデアクリスタル,-1208.0,11.0,-2034.0,15.0,-2121.0,10.0,-5.363,12.0
東京,3,7,ボーントゥラブユー,4248.0,4.0,-559.0,14.0,-1730.0,9.0,1.959,7.0
東京,3,8,スイートハイデン,603.0,7.0,-3585.0,16.0,-3350.0,11.0,-6.332,13.0
東京,3,9,ルージュリリック,9428.0,1.0,309.0,9.0,3976.0,2.0,13.713,1.0
東京,3,10,ペイシャロッチ,-8895.0,15.0,133.0,12.0,185.0,7.0,-8.577,15.0
東京,3,11,ジュワネング,-2628.0,13.0,3530.0,5.0,-6235.0,13.0,-5.333,11.0
東京,3,12,サイモンセレーノ,5077.0,3.0,8343.0,2.0,-11526.0,16.0,1.894,8.0
東京,3,13,バイアブランカ,5550.0,2.0,5143.0,4.0,1025.0,5.0,11.718,2.0
東京,3,14,レーヴルーバ,4115.0,5.0,-353.0,13.0,-10169.0,15.0,-6.407,14.0
東京,3,15,ディアファニス,-75.0,9.0,3318.0,6.0,-3907.0,12.0,-0.664,9.0
東京,3,16,ナンヨーリクエスト,-34847.0,16.0,17199.0,1.0,-7078.0,14.0,-24.726,16.0
東京,4,1,ラッキーヤース,7171.0,1.0,-5865.0,15.0,-6185.0,14.0,-4.879,10.0
東京,4,2,メリーサウンド,-12083.0,14.0,-2849.0,12.0,-935.0,3.0,-15.867,13.0
東京,4,3,ペロ,1603.0,5.0,-3652.0,13.0,-1925.0,5.0,-3.974,8.0
東京,4,4,リッチハンター,700.0,7.0,4917.0,3.0,-285.0,2.0,5.332,3.0
東京,4,5,リッキースタイル,3631.0,2.0,1402.0,8.0,-1182.0,4.0,3.851,4.0
東京,4,6,マックスキュー,2686.0,3.0,-1762.0,11.0,1203.0,1.0,2.127,5.0
東京,4,7,ゼンカイパイロ,242.0,9.0,2767.0,5.0,-4104.0,10.0,-1.095,7.0
東京,4,8,アイアムイチバン,,,4178.0,4.0,-5722.0,12.0,,
東京,4,9,キョウエイスレーヴ,-1768.0,12.0,21828.0,1.0,-2310.0,8.0,17.75,1.0
東京,4,10,サノノアメリカン,1150.0,6.0,-5573.0,14.0,-6181.0,13.0,-10.604,12.0
東京,4,11,ダイタエリュシオン,-1724.0,11.0,2043.0,7.0,-9998.0,15.0,-9.679,11.0
東京,4,12,ブルーリヴァーサル,-28917.0,15.0,-678.0,10.0,-29150.0,16.0,-58.745,15.0
東京,4,13,サンロレンツォ,-3712.0,13.0,-12539.0,16.0,-2296.0,7.0,-18.547,14.0
東京,4,14,ベラジオワールド,-1155.0,10.0,318.0,9.0,-3992.0,9.0,-4.829,9.0
東京,4,15,エルオレンス,383.0,8.0,11323.0,2.0,-2050.0,6.0,9.656,2.0
東京,4,16,マルセルテソーロ,2646.0,4.0,2396.0,6.0,-5188.0,11.0,-0.146,6.0
東京,5,1,モズラストセール,2554.0,4.0,-2173.0,11.0,-551.0,11.0,-0.17,8.0
東京,5,2,ヘヴンリーサイン,-6290.0,14.0,568.0,6.0,-2107.0,14.0,-7.829,14.0
東京,5,3,アグネスブリッツ,-1206.0,9.0,8038.0,2.0,1438.0,7.0,8.27,4.0
東京,5,4,ロードキャリバー,,,-3329.0,14.0,1438.0,7.0,,
東京,5,5,フェアリーキャット,-2826.0,12.0,5003.0,4.0,8777.0,1.0,10.954,3.0
東京,5,6,サトノフレイ,-3286.0,13.0,-2173.0,11.0,1972.0,5.0,-3.487,11.0
東京,5,7,マイシドニー,-1920.0,10.0,-946.0,9.0,-2511.0,15.0,-5.377,12.0
東京,5,8,ロッサコメータ,-9904.0,15.0,-7694.0,16.0,1358.0,9.0,-16.24,15.0
東京,5,9,ヤマニンアレシス,-2712.0,11.0,5936.0,3.0,-616.0,12.0,2.608,7.0
東京,5,10,ホウオウアシュリン,9370.0,1.0,1303.0,5.0,1358.0,9.0,12.031,2.0
東京,5,11,キトゥンズラスター,522.0,6.0,-4068.0,15.0,-3418.0,16.0,-6.964,13.0
東京,5,12,ジャスパーブレイズ,14.0,7.0,137.0,7.0,6295.0,2.0,6.446,5.0
東京,5,13,ジェッディンデデン,4777.0,2.0,17409.0,1.0,4625.0,3.0,26.811,1.0
東京,5,14,カーブドフェザー,3240.0,3.0,-2173.0,11.0,3033.0,4.0,4.1,6.0
東京,5,15,アスクイキゴミ,2177.0,5.0,-782.0,8.0,-1634.0,13.0,-0.239,9.0
東京,5,16,トラスティア,-917.0,8.0,-1258.0,10.0,1822.0,6.0,-0.353,10.0
東京,6,1,コーシューパンジャ,-1302.0,10.0,-7505.0,14.0,-6692.0,13.0,-15.499,13.0
東京,6,2,ジェシーテソーロ,2646.0,5.0,3156.0,6.0,-6095.0,12.0,-0.293,7.0
東京,6,3,サムワンライクユー,-12083.0,14.0,2915.0,7.0,920.0,4.0,-8.248,11.0
東京,6,4,ショウナンマリーナ,1150.0,8.0,2850.0,8.0,1019.0,3.0,5.019,5.0
東京,6,5,ハクシンブライアン,1345.0,7.0,3719.0,5.0,601.0,5.0,5.665,4.0
東京,6,6,レッドエウロス,-1768.0,11.0,21828.0,1.0,-1395.0,8.0,18.665,2.0
東京,6,7,ウインイザナミ,-2239.0,12.0,-7693.0,15.0,-1091.0,7.0,-11.023,12.0
東京,6,8,ウヌボレヤサン,-7903.0,13.0,10273.0,3.0,-285.0,6.0,2.085,6.0
東京,6,9,バム,1085.0,9.0,-6849.0,13.0,-9821.0,15.0,-15.585,14.0
東京,6,10,ネオシルバー,1603.0,6.0,-5766.0,12.0,-1925.0,9.0,-6.088,10.0
東京,6,11,エポカリーナ,3631.0,3.0,328.0,9.0,-9315.0,14.0,-5.356,9.0
東京,6,12,ペネトレイトゴー,,,-5303.0,11.0,-5032.0,11.0,,
東京,6,13,マテンロウミラクル,4360.0,2.0,5890.0,4.0,2600.0,2.0,12.85,3.0
東京,6,14,セブンマイスター,7171.0,1.0,13051.0,2.0,7604.0,1.0,27.826,1.0
東京,6,15,ツーネサーン,3339.0,4.0,-1772.0,10.0,-3206.0,10.0,-1.639,8.0
東京,7,1,リトルジャイアンツ,-412.0,6.0,2091.0,2.0,-7005.0,9.0,-5.326,6.0
東京,7,2,ナイトスラッガー,3345.0,3.0,-12308.0,9.0,1796.0,1.0,-7.167,8.0
東京,7,3,ログラール,1265.0,5.0,-6242.0,8.0,781.0,2.0,-4.196,5.0
東京,7,4,ダイシンバースディ,-8472.0,9.0,-109.0,4.0,-4485.0,8.0,-13.066,9.0
東京,7,5,ペッレグリーニ,1445.0,4.0,8161.0,1.0,192.0,4.0,9.798,1.0
東京,7,6,ボウウィンドウ,3771.0,2.0,-2550.0,6.0,-3007.0,6.0,-1.786,3.0
東京,7,7,バードウォッチャー,6394.0,1.0,-1821.0,5.0,-4213.0,7.0,0.36,2.0
東京,7,8,メディテラニアン,-3439.0,7.0,-2550.0,6.0,346.0,3.0,-5.643,7.0
東京,7,9,コスモエクスプレス,-3695.0,8.0,194.0,3.0,182.0,5.0,-3.319,4.0
東京,8,1,ゴヴェルナーレリコ,7980.0,1.0,-4645.0,7.0,8508.0,1.0,11.843,1.0
