場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,11,1,ジワタネホ,-764.0,9.0,-8109.0,10.0,-3292.0,11.0,-12.165,10.0
中山,11,2,サムシングスイート,4448.0,1.0,-8214.0,11.0,-3045.0,9.0,-6.811,9.0
中山,11,3,リアライズルミナス,1195.0,6.0,6552.0,2.0,-1018.0,7.0,6.729,4.0
中山,11,4,マスターソアラ,-825.0,10.0,2421.0,5.0,3297.0,4.0,4.893,6.0
中山,11,5,ファムクラジューズ,3539.0,2.0,2319.0,6.0,630.0,5.0,6.488,5.0
中山,11,6,アストリル,,,2674.0,4.0,4824.0,3.0,,
中山,11,7,ロングトールサリー,3071.0,3.0,3296.0,3.0,5782.0,2.0,12.149,1.0
中山,11,8,ナイスプレーアスク,2165.0,4.0,-2859.0,8.0,-3197.0,10.0,-3.891,8.0
中山,11,9,ドリームコア,791.0,7.0,10049.0,1.0,-2422.0,8.0,8.418,2.0
中山,11,10,ジッピーチューン,1851.0,5.0,-4294.0,9.0,-434.0,6.0,-2.877,7.0
中山,11,11,ベンヴェヌータ,-542.0,8.0,-605.0,7.0,7953.0,1.0,6.806,3.0
阪神,11,1,ママコチャ,-5681.0,14.0,-804.0,10.0,564.0,10.0,-5.921,13.0
阪神,11,2,クラスペディア,1198.0,6.0,33.0,9.0,2161.0,5.0,3.392,6.0
阪神,11,3,フリッカージャブ,-5665.0,13.0,-3588.0,15.0,1029.0,8.0,-8.224,15.0
阪神,11,4,ティニア,6733.0,2.0,-1364.0,11.0,564.0,10.0,5.933,3.0
阪神,11,5,ダイヤモンドノット,66.0,10.0,-2862.0,13.0,8292.0,1.0,5.496,4.0
阪神,11,6,プロトポロス,1636.0,4.0,206.0,8.0,-4403.0,15.0,-2.561,11.0
阪神,11,7,メイショウヨゾラ,-10366.0,16.0,3040.0,5.0,554.0,12.0,-6.772,14.0
阪神,11,8,ファストネットワーク,139.0,9.0,,,,,,
阪神,11,9,ピューロマジック,7757.0,1.0,5509.0,1.0,1125.0,6.0,14.391,1.0
阪神,11,10,ヤブサメ,445.0,8.0,3069.0,4.0,929.0,9.0,4.443,5.0
阪神,11,11,ヨシノイースター,758.0,7.0,-2670.0,12.0,-3108.0,14.0,-5.02,12.0
阪神,11,12,レッドモンレーヴ,-2976.0,12.0,1730.0,7.0,1088.0,7.0,-0.158,10.0
阪神,11,13,カルプスペルシュ,1541.0,5.0,-3157.0,14.0,3377.0,3.0,1.761,7.0
阪神,11,14,タマモブラックタイ,-6060.0,15.0,3602.0,3.0,3352.0,4.0,0.894,9.0
阪神,11,15,ビッグシーザー,3665.0,3.0,2703.0,6.0,4482.0,2.0,10.85,2.0
阪神,11,16,タマモイカロス,-812.0,11.0,4997.0,2.0,-2855.0,13.0,1.33,8.0
札幌,1,1,ルージュエピック,-2421.0,8.0,-535.0,9.0,5706.0,1.0,2.75,6.0
札幌,1,2,テンレッドサン,6015.0,2.0,-650.0,10.0,2509.0,4.0,7.874,3.0
札幌,1,3,エリカビアリッツ,7671.0,1.0,6840.0,3.0,-547.0,8.0,13.964,2.0
札幌,1,4,ルージュリヴィエラ,4105.0,4.0,1776.0,7.0,196.0,7.0,6.077,4.0
札幌,1,5,サンセリテ,4965.0,3.0,-2005.0,12.0,1798.0,5.0,4.758,5.0
札幌,1,6,ウォータースパウト,-501.0,6.0,38107.0,1.0,-3426.0,12.0,34.18,1.0
札幌,1,7,ワンダーアスク,-6875.0,12.0,3806.0,4.0,-3409.0,11.0,-6.478,10.0
札幌,1,8,クリコイーコ,-23117.0,13.0,8609.0,2.0,4025.0,2.0,-10.483,12.0
札幌,1,9,シンデレラカラー,-6460.0,10.0,-823.0,11.0,-11840.0,13.0,-19.123,13.0
札幌,1,10,セラサイト,-6789.0,11.0,-423.0,8.0,-2667.0,10.0,-9.879,11.0
札幌,1,11,マスカルポーネ,-290.0,5.0,-2695.0,13.0,2644.0,3.0,-0.341,8.0
札幌,1,12,ティンクルバレット,-5917.0,9.0,3381.0,5.0,-829.0,9.0,-3.365,9.0
札幌,1,13,サマースプラッシュ,-582.0,7.0,2222.0,6.0,772.0,6.0,2.412,7.0
札幌,2,1,マイネルリコルディ,7492.0,1.0,-5060.0,6.0,2521.0,1.0,4.953,2.0
札幌,2,2,ロゼプレミア,4879.0,2.0,-202.0,4.0,13.0,6.0,4.69,3.0
札幌,2,3,ソフィーサンライズ,1624.0,6.0,-1505.0,5.0,-6821.0,9.0,-6.702,6.0
札幌,2,4,アオイゲート,-3175.0,8.0,9406.0,1.0,-3524.0,8.0,2.707,4.0
札幌,2,5,ラヴァンドローリエ,4228.0,3.0,-6324.0,8.0,2456.0,2.0,0.36,5.0
札幌,2,6,イッペイ,2990.0,5.0,,,97.0,5.0,,
札幌,2,7,マサノブルスカイ,-7178.0,9.0,-9772.0,9.0,1822.0,4.0,-15.128,8.0
札幌,2,8,バトルナイト,3328.0,4.0,4918.0,3.0,2254.0,3.0,10.5,1.0
