場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
中山,1,1,サラサチャチャチャ,-5425.0,13.0,-4620.0,15.0,3383.0,4.0,-6.662,12.0
中山,1,2,シルブプレ,5858.0,2.0,3700.0,7.0,-1626.0,11.0,7.932,6.0
中山,1,3,リケアマカロニ,4360.0,4.0,2606.0,8.0,3745.0,3.0,10.711,3.0
中山,1,4,ニケフェリーチェ,-2226.0,12.0,5231.0,5.0,,,,
中山,1,5,ギャニミード,,,15288.0,2.0,338.0,6.0,,
中山,1,6,マスカルポーネ,1141.0,7.0,-2249.0,11.0,3022.0,5.0,1.914,8.0
中山,1,7,バイアブランカ,135.0,9.0,9124.0,4.0,-36.0,8.0,9.223,5.0
中山,1,8,クイーンズホリデー,2138.0,6.0,4361.0,6.0,230.0,7.0,6.729,7.0
中山,1,9,パルフェ,-7177.0,15.0,39862.0,1.0,-2396.0,12.0,30.289,1.0
中山,1,10,オルナータス,-6711.0,14.0,-2460.0,13.0,4017.0,2.0,-5.154,10.0
中山,1,11,ジーティーフクフク,3644.0,5.0,-2249.0,11.0,-271.0,10.0,1.124,9.0
中山,1,12,ニューハイ,-436.0,10.0,,,-2422.0,13.0,,
中山,1,13,アルバニクス,-742.0,11.0,-2907.0,14.0,-3834.0,14.0,-7.483,13.0
中山,1,14,ノーブルスアーク,195.0,8.0,-711.0,10.0,-5885.0,15.0,-6.401,11.0
中山,1,15,サンクスアミリオン,4569.0,3.0,636.0,9.0,5505.0,1.0,10.71,4.0
中山,1,16,キミガハマ,7212.0,1.0,9705.0,3.0,-132.0,9.0,16.785,2.0
中山,2,1,ユニバーサルラヴ,1507.0,4.0,3973.0,2.0,-10815.0,16.0,-5.335,6.0
中山,2,2,リオクリスハーレー,8114.0,1.0,,,-4706.0,11.0,,
中山,2,3,ガルディーノ,-409.0,7.0,-5361.0,10.0,-3573.0,10.0,-9.343,8.0
中山,2,4,ベルオーシャン,-106.0,6.0,3973.0,2.0,-8276.0,13.0,-4.409,5.0
中山,2,5,アンチェーン,,,-1860.0,7.0,407.0,5.0,,
中山,2,6,マッシブショット,1977.0,3.0,-4336.0,8.0,2600.0,3.0,0.241,2.0
中山,2,7,ブルーコーヴ,40.0,5.0,,,912.0,4.0,,
中山,2,8,ケイツープラ,-8360.0,14.0,6087.0,1.0,-9426.0,14.0,-11.699,10.0
中山,2,9,スカット,-1667.0,10.0,-11297.0,14.0,-2210.0,6.0,-15.174,12.0
中山,2,10,コリアンダーアイ,-32816.0,15.0,-6611.0,12.0,-2210.0,6.0,-41.637,13.0
中山,2,11,ゲンパチジュピター,-879.0,9.0,3538.0,5.0,2997.0,2.0,5.656,1.0
中山,2,12,エルドラド,-3129.0,12.0,2654.0,6.0,-10106.0,15.0,-10.581,9.0
中山,2,13,ガムチョン,-5437.0,13.0,-4584.0,9.0,-3504.0,9.0,-13.525,11.0
中山,2,14,シャインプレマ,6403.0,2.0,-5653.0,11.0,-4756.0,12.0,-4.006,4.0
中山,2,15,ニンジャトットリ,-2565.0,11.0,3707.0,4.0,-2347.0,8.0,-1.205,3.0
中山,2,16,ベアゴーフォー,-745.0,8.0,-8381.0,13.0,3231.0,1.0,-5.895,7.0
中山,3,1,ユイノサダハル,-5425.0,12.0,,,-36.0,6.0,,
中山,3,2,パワポケウォーズ,-1298.0,8.0,8428.0,5.0,-3010.0,12.0,4.12,7.0
中山,3,3,フライデイゼーン,4944.0,2.0,16958.0,2.0,-8243.0,15.0,13.659,2.0
中山,3,4,ツウカイウォリアー,-8051.0,15.0,375.0,9.0,8200.0,1.0,0.524,10.0
中山,3,5,エタンセル,4569.0,3.0,-2973.0,13.0,3598.0,3.0,5.194,5.0
中山,3,6,マンモスホームラン,-1379.0,9.0,8825.0,4.0,-4270.0,14.0,3.176,9.0
中山,3,7,キチロクゴール,-2494.0,10.0,-367.0,10.0,-1705.0,10.0,-4.566,12.0
中山,3,8,サウジバラード,135.0,6.0,-1899.0,12.0,-1234.0,9.0,-2.998,11.0
中山,3,9,バッハ,7212.0,1.0,10003.0,3.0,-3945.0,13.0,13.27,3.0
中山,3,10,ジョイグリーン,61.0,7.0,42872.0,1.0,1040.0,5.0,43.973,1.0
中山,3,11,マイネルラジェム,1141.0,5.0,2922.0,8.0,3022.0,4.0,7.085,4.0
中山,3,12,ニューカワイイ,-3458.0,11.0,7527.0,6.0,-169.0,7.0,3.9,8.0
中山,3,13,ホウオウライセンス,1597.0,4.0,-1096.0,11.0,3812.0,2.0,4.313,6.0
中山,3,14,ジェネラスキング,-7177.0,13.0,-7033.0,14.0,-832.0,8.0,-15.042,14.0
中山,3,15,カスターニエ,-7663.0,14.0,4361.0,7.0,-2977.0,11.0,-6.279,13.0
中山,4,1,メイヨシュア,-4105.0,13.0,2373.0,7.0,-38.0,6.0,-1.77,7.0
中山,4,2,セツナサ,-3563.0,12.0,-10043.0,13.0,159.0,4.0,-13.447,11.0
中山,4,3,コスモシュンライ,3507.0,4.0,11534.0,1.0,3148.0,2.0,18.189,1.0
中山,4,4,ショウナンダット,-368.0,8.0,-9648.0,12.0,-3883.0,13.0,-13.899,12.0
中山,4,5,ルモンテ,-9041.0,15.0,,,-1532.0,8.0,,
中山,4,6,コスモアミュレット,595.0,7.0,-4545.0,10.0,2904.0,3.0,-1.046,6.0
中山,4,7,マイトビーウォン,-2367.0,10.0,-26462.0,14.0,-2583.0,10.0,-31.412,14.0
中山,4,8,ベルランコントル,6046.0,2.0,2825.0,6.0,-3595.0,12.0,5.276,4.0
中山,4,9,サイモンナイスラン,-1602.0,9.0,-3396.0,9.0,-7728.0,16.0,-12.726,10.0
中山,4,10,クリアーゲイル,-2659.0,11.0,10461.0,2.0,83.0,5.0,7.885,3.0
中山,4,11,リコラピッド,3024.0,5.0,5768.0,5.0,5920.0,1.0,14.712,2.0
中山,4,12,トーセンブリラーレ,6722.0,1.0,,,-3967.0,14.0,,
中山,4,13,ピースフルマインド,3918.0,3.0,7838.0,3.0,-7395.0,15.0,4.361,5.0
中山,4,14,アロハオエ,788.0,6.0,-5776.0,11.0,-765.0,7.0,-5.753,8.0
中山,4,15,ヤマメホープ,-8606.0,14.0,-1727.0,8.0,-2126.0,9.0,-12.459,9.0
中山,4,16,ミクロスギガース,-21001.0,16.0,6345.0,4.0,-3157.0,11.0,-17.813,13.0
中山,5,1,ヴァルカンテソーロ,-2367.0,7.0,-5697.0,8.0,-858.0,8.0,-8.922,10.0
中山,5,2,キンググローリー,6046.0,1.0,1263.0,5.0,1218.0,2.0,8.527,1.0
中山,5,3,ゴンファロニエーレ,,,-18265.0,13.0,-1519.0,10.0,,
中山,5,4,オドラタス,3507.0,4.0,-9753.0,12.0,-304.0,6.0,-6.55,8.0
中山,5,5,ノーブルウェザー,-21001.0,12.0,-6856.0,11.0,-1998.0,11.0,-29.855,12.0
中山,5,6,メテオレムナント,-3563.0,9.0,8143.0,1.0,-765.0,7.0,3.815,5.0
