場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
中山,1,1,グレートセンス,相沢郁　,688.0,-1345.0,-726.0,-1668,-1186.0,-5,,,-4242.0,13.0
中山,1,2,テルユアワールド,斎藤誠　,-160.0,1148.0,673.0,394,2099.0,202,-939.0,,3417.0,3.0
中山,1,3,ミニョンマルーン,伊藤圭三,-1387.0,-680.0,919.0,557,244.0,-144,,,-491.0,8.0
中山,1,4,アイアンオバーカム,南田美知,-739.0,-2065.0,-2460.0,-301,-3960.0,-1452,,,-10977.0,15.0
中山,1,5,コウバイ,宗像義忠,8.0,-1103.0,-512.0,-486,508.0,731,,,-854.0,9.0
中山,1,6,トレジャーハウス,田中剛　,266.0,1210.0,820.0,2070,247.0,1035,,,5648.0,1.0
中山,1,7,リクエイ,竹内正洋,35.0,269.0,1159.0,-179,1653.0,-57,,,2880.0,4.0
中山,1,8,ユリヤテソーロ,嘉藤貴行,-137.0,415.0,476.0,357,552.0,574,628.0,,2865.0,5.0
中山,1,9,ハイエンドモデル,武藤善則,-761.0,-20.0,-1252.0,352,-550.0,268,,,-1963.0,12.0
中山,1,10,ルシェロアズーリ,鈴木伸尋,-256.0,264.0,-1367.0,349,-605.0,-181,,,-1796.0,11.0
中山,1,11,ワイドレッド,武井亮　,571.0,778.0,1402.0,791,523.0,1211,,,5276.0,2.0
中山,1,12,ウィステリアベル,蛯名正義,-104.0,1896.0,-182.0,-170,451.0,428,,,2319.0,6.0
中山,1,13,エマリオンレイ,青木孝文,568.0,270.0,-599.0,92,-1065.0,1683,-497.0,,452.0,7.0
中山,1,14,セイウンユズカ,村田一誠,-2449.0,-3583.0,-3702.0,-2164,-3038.0,-2769,,,-17705.0,16.0
中山,1,15,カパラミプ,蛯名利弘,-668.0,-1588.0,-705.0,223,-1358.0,-1183,,,-5279.0,14.0
中山,1,16,マニーシーン,小手川準,259.0,-312.0,1019.0,-1187,-138.0,-949,,,-1308.0,10.0
中山,2,1,コガクボウ,金成貴史,800.0,548.0,1519.0,126,226.0,449,,,3668.0,2.0
中山,2,2,チャールズテソーロ,武市康男,-1162.0,-2410.0,-2334.0,-1462,-511.0,-1800,-384.0,,-10063.0,15.0
中山,2,3,ホファヴァルト,武市康男,-1162.0,-2410.0,-2334.0,-1462,-511.0,-1800,-387.0,,-10066.0,16.0
中山,2,4,アドラマリク,稲垣幸雄,1099.0,257.0,1550.0,761,606.0,635,689.0,,5597.0,1.0
中山,2,5,オオタチ,久保田貴,-472.0,75.0,-72.0,-284,-388.0,-668,,,-1809.0,6.0
中山,2,6,ライジングハース,松山将樹,-1571.0,-33.0,-392.0,-1451,425.0,-1932,,,-4954.0,12.0
中山,2,7,ノーブルプライム,田村康仁,-927.0,-267.0,-584.0,-326,-1080.0,-1042,,,-4226.0,11.0
中山,2,8,ゲンキイッパイ,石栗龍彦,-470.0,-196.0,722.0,94,-814.0,-251,,,-915.0,5.0
中山,2,9,アタックスリー,和田雄二,147.0,161.0,-2355.0,646,-675.0,-731,,,-2807.0,8.0
中山,2,10,スマートクオーレ,粕谷昌央,396.0,-201.0,-863.0,-625,-3778.0,-1213,,,-6284.0,13.0
中山,2,11,ナックエルドラド,小野次郎,-91.0,-341.0,-356.0,1329,549.0,1266,,,2356.0,3.0
中山,2,12,ノアファースト,小笠倫弘,-405.0,-993.0,-35.0,-1082,-1094.0,-134,,,-3743.0,10.0
中山,2,13,フィンガーダンシン,萱野浩二,1058.0,-342.0,-1278.0,-332,-351.0,-450,-458.0,,-2153.0,7.0
中山,2,14,ハルノアラシ,相沢郁　,688.0,-1345.0,-726.0,-1668,-274.0,-5,,,-3330.0,9.0
中山,2,15,プロフェータ,斎藤誠　,-160.0,1148.0,673.0,394,-1630.0,202,,,627.0,4.0
中山,2,16,チュウワクリスエス,栗田徹　,-299.0,-1273.0,-1703.0,-1931,-356.0,-990,,,-6552.0,14.0
中山,3,1,エリュテイア,深山雅史,1683.0,665.0,-234.0,35,731.0,1932,,,4812.0,2.0
中山,3,2,ポップグルーヴ,小手川準,259.0,-312.0,1019.0,-1187,-138.0,-949,,,-1308.0,7.0
中山,3,3,フューチャステップ,青木孝文,568.0,270.0,-599.0,92,-1065.0,1683,,,949.0,4.0
中山,3,4,レイオーバー,本間忍　,-1056.0,-1127.0,-1531.0,-1656,-473.0,-2583,125.0,,-8301.0,15.0
中山,3,5,コンパクトファイト,天間昭一,-796.0,-250.0,-1845.0,-1349,-1327.0,-1438,,,-7005.0,13.0
中山,3,6,サマーブライド,的場均　,-217.0,-1357.0,-2673.0,-1179,-3862.0,-229,,,-9517.0,16.0
中山,3,7,サブアトミック,伊藤圭三,-1387.0,-680.0,919.0,557,244.0,-144,,,-491.0,5.0
中山,3,8,カービスベイ,武藤善則,-761.0,-20.0,-1252.0,352,-550.0,268,-495.0,,-2458.0,9.0
中山,3,9,ジーティーウララ,伊藤伸一,730.0,-1973.0,-1993.0,-2611,-775.0,-698,,,-7320.0,14.0
中山,3,10,ニシノヒルブライト,稲垣幸雄,1099.0,257.0,1550.0,761,852.0,635,,,5154.0,1.0
中山,3,11,ナインオブレター,高橋文雅,398.0,-473.0,17.0,-897,190.0,194,-134.0,,-705.0,6.0
中山,3,12,ヒロノビックバン,蛯名利弘,-668.0,-1588.0,-705.0,223,-1358.0,-1183,-1085.0,,-6364.0,12.0
中山,3,13,ジョイナーテソーロ,畠山吉宏,246.0,-212.0,314.0,-297,-1056.0,-356,,,-1361.0,8.0
中山,3,14,ジェイエルケープ,小西一男,-343.0,-1792.0,-297.0,174,-696.0,-61,,,-3015.0,10.0
中山,3,15,フジルバーブ,西田雄一,635.0,739.0,536.0,-801,252.0,-65,,,1296.0,3.0
中山,3,16,トキメキジニア,佐藤吉勝,-792.0,-1237.0,753.0,-1387,451.0,-1071,,,-3283.0,11.0
中山,4,1,ウィズマイマミー,田村康仁,-927.0,339.0,-584.0,-326,-1080.0,-1042,,,-3620.0,15.0
中山,4,2,リザンテラ,竹内正洋,35.0,922.0,1159.0,-179,-377.0,-57,,,1503.0,4.0
中山,4,3,エメラルハッピー,勢司和浩,-12.0,1228.0,-1354.0,-1270,-808.0,-126,,,-2342.0,14.0
中山,4,4,パイシャオピン,鈴木伸尋,-256.0,-68.0,-1367.0,349,-738.0,-181,,,-2261.0,13.0
中山,4,5,ナムラローラ,河嶋宏樹,237.0,-962.0,4272.0,2910,2228.0,5288,,,13973.0,1.0
中山,4,6,アウフヴィント,戸田博文,550.0,-107.0,-353.0,496,-1005.0,-115,,,-534.0,7.0
中山,4,7,ビートウマザンマイ,和田勇介,-461.0,-24.0,-420.0,773,134.0,-558,,,-556.0,8.0
中山,4,8,ノースカトレア,和田勇介,-461.0,-24.0,-420.0,773,134.0,-558,,,-556.0,8.0
中山,4,9,ブルームワルツ,稲垣幸雄,1099.0,69.0,1550.0,761,606.0,635,,,4720.0,2.0
中山,4,10,ハッピードリーム,石坂公一,-127.0,999.0,149.0,-12,1327.0,810,,,3146.0,3.0
中山,4,11,ヨチヨチモンスター,伊藤圭三,-1387.0,-235.0,919.0,557,-600.0,-144,,,-890.0,12.0
中山,4,12,メイショウオハコ,高橋亮　,24.0,-611.0,-374.0,-204,762.0,479,,,76.0,6.0
中山,4,13,トウテイラン,宗像義忠,8.0,440.0,-512.0,-486,-61.0,731,,,120.0,5.0
中山,4,14,メイショウナナカゼ,和田勇介,-461.0,-24.0,-420.0,773,134.0,-558,,,-556.0,8.0
中山,4,15,パーソナルアフェア,和田勇介,-461.0,-24.0,-420.0,773,134.0,-558,,,-556.0,8.0
中山,4,16,アルバーチョ,田村康仁,-927.0,339.0,-584.0,-326,-1080.0,-1042,,,-3620.0,15.0
中山,5,1,レジェンド,新谷功一,-40.0,-701.0,-541.0,-658,-462.0,-493,,,-2895.0,14.0
中山,5,2,ポッポノフェスタ,堀内岳志,-1697.0,1514.0,1068.0,-1523,-1745.0,-1367,,,-3750.0,17.0
中山,5,3,ピンキースウェア,鹿戸雄一,-72.0,1061.0,1756.0,-84,596.0,246,,,3503.0,1.0
中山,5,4,ノブノリオウ,久保田貴,-472.0,101.0,330.0,-284,-388.0,-668,,,-1381.0,9.0
中山,5,5,クラウドプリーザー,菊沢隆徳,-699.0,102.0,887.0,524,-223.0,-639,,,-48.0,6.0
中山,5,6,リュトン,蛯名正義,-104.0,-172.0,-298.0,-170,-533.0,428,,,-849.0,7.0
中山,5,7,リワードパシオン,勢司和浩,-12.0,1228.0,-350.0,-1270,-808.0,-126,,,-1338.0,8.0
中山,5,8,インサイト,粕谷昌央,396.0,-9.0,-1578.0,-625,-3778.0,-1213,,,-6807.0,18.0
中山,5,9,ウインマグノリア,千葉直人,320.0,574.0,938.0,422,-1175.0,-1051,,,28.0,5.0
中山,5,10,ラーシャローム,奥村武　,-493.0,63.0,206.0,-691,-662.0,-309,,,-1886.0,11.0
中山,5,11,フルボーグ,高木登　,149.0,-278.0,528.0,647,1330.0,311,,,2687.0,2.0
中山,5,12,ブルーマエストロ,黒岩陽一,-179.0,23.0,358.0,-581,-545.0,-509,,,-1433.0,10.0
中山,5,13,コインアフレーズ,中舘英二,706.0,-222.0,-1200.0,-1411,-137.0,-76,,,-2340.0,12.0
中山,5,14,インパクトシー,大竹正博,-210.0,399.0,-659.0,-299,-453.0,-1188,,,-2410.0,13.0
中山,5,15,ラブフォルテッシモ,田村康仁,-927.0,339.0,-573.0,-326,-1080.0,-1042,,,-3609.0,16.0
中山,5,16,アンダーザブリッジ,尾関知人,-241.0,-657.0,-963.0,-1465,-42.0,-109,,,-3477.0,15.0
中山,5,17,ハクサンハナビ,加藤士津,1659.0,131.0,-396.0,-1271,562.0,-541,,,144.0,4.0
中山,5,18,ミッキーラサルダン,堀宣行　,562.0,387.0,1080.0,69,198.0,352,,,2648.0,3.0
中山,6,1,ダンツファイター,蛯名正義,-104.0,-1277.0,-182.0,-170,-533.0,428,,,-1838.0,6.0
中山,6,2,ヒットミー,鹿戸雄一,-72.0,328.0,57.0,-84,596.0,246,,,1071.0,3.0
中山,6,3,シャイニーシップ,畠山吉宏,246.0,-555.0,314.0,-297,609.0,-356,,,-39.0,4.0
中山,6,4,クレーキング,中舘英二,706.0,15.0,607.0,-1411,-137.0,-76,-419.0,,-715.0,5.0
中山,6,5,タマモトリノ,辻哲英　,1211.0,955.0,-129.0,404,1065.0,683,,,4189.0,1.0
中山,6,6,リュキア,牧光二　,-404.0,-542.0,911.0,919,1614.0,816,-234.0,,3080.0,2.0
中山,7,1,タッカー,清水英克,-235.0,1176.0,-1236.0,405,1.0,1660,,,1771.0,6.0
中山,7,2,サンマルヴァレー,佐藤吉勝,-792.0,688.0,753.0,3499,451.0,-1071,169.0,,3697.0,2.0
中山,7,3,ドナレア,高木登　,149.0,-546.0,959.0,265,-36.0,311,38.0,,1140.0,7.0
中山,7,4,キボウノホシ,奥平雅士,257.0,-209.0,-503.0,-471,46.0,1552,,,672.0,9.0
中山,7,5,ホーリーブライト,竹内正洋,35.0,919.0,1159.0,496,1653.0,-57,-279.0,,3926.0,1.0
中山,7,6,オオタニサーン,堀宣行　,562.0,186.0,429.0,60,804.0,352,1091.0,,3484.0,3.0
