場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
京都,1,1,ベイストラトラ,鮫島一歩,-1075,685,934,353,387,796,,,2080.0,5.0
京都,1,2,ノイエムジーク,須貝尚介,-1940,655,141,6,104,-31,,,-1065.0,9.0
京都,1,3,スーパージョック,佐々木晶,-1537,274,440,752,-321,494,,,102.0,8.0
京都,1,4,モズシューター,飯田祐史,108,680,-542,472,-863,-1075,,,-1220.0,10.0
京都,1,5,ウエスタンレーヴ,矢作芳人,332,140,1034,71,-356,818,,,2039.0,6.0
京都,1,6,グレートジーンズ,音無秀孝,-412,-260,-354,-1320,-875,-1841,,,-5062.0,12.0
京都,1,7,ブレゲアン,田村康仁,-24,-267,-584,-326,-1080,-1042,,,-3323.0,11.0
京都,1,8,エイユーファイヤー,森田直行,1305,1291,957,945,106,1187,1125.0,,6916.0,1.0
京都,1,9,ドウジギリ,西園正都,962,-415,2145,446,797,377,,,4312.0,3.0
京都,1,10,ゴールドプレミアム,大橋勇樹,-2052,684,226,1673,822,1128,,,2481.0,4.0
京都,1,11,トーアグッドラック,村山明　,-275,330,248,-314,979,807,,,1775.0,7.0
京都,1,12,アナポリス,浜田多実,1805,788,1671,745,827,-228,309.0,,5917.0,2.0
京都,2,1,キタサンモンドー,橋口慎介,-1302,128,-110,-202,-5,-489,,,-1980.0,7.0
京都,2,2,パーフェクト,松下武士,110,-565,-172,-545,-1147,-1022,,,-3341.0,8.0
京都,2,3,トルストイ,杉山晴紀,863,609,650,969,822,1196,,,5109.0,2.0
京都,2,4,インターステラ,中舘英二,-552,-320,607,-1411,-137,-76,,,-1889.0,6.0
京都,2,5,ロロノア,昆貢　　,-2369,-954,-709,-351,57,-818,,,-5144.0,11.0
京都,2,6,フクキタテーラー,河内洋　,212,-333,-603,-205,-43,-706,-129.0,,-1807.0,5.0
京都,2,7,ノーザトゥルース,村山明　,-275,330,248,-314,979,807,125.0,,1900.0,3.0
京都,2,8,リアルサファリ,小崎憲　,-2258,-36,-313,-6,793,-2548,-665.0,,-5033.0,10.0
京都,2,9,メイショウフソウ,荒川義之,2534,481,2613,2407,1278,270,,,9583.0,1.0
京都,2,10,オーレアミスト,友道康夫,-1555,-188,-414,-590,-89,-794,,,-3630.0,9.0
京都,2,11,トーラスキング,庄野靖志,1229,-417,-125,14,205,277,,,1183.0,4.0
京都,3,1,レネネト,田中克典,-359,1892,1729,2106,-57,2288,,,7599.0,1.0
京都,3,2,イモルテル,清水久詞,-950,-809,-1429,-1261,-548,141,,,-4856.0,11.0
京都,3,3,サラサハウナイス,岡田稲男,692,58,745,419,286,-138,-486.0,,1576.0,5.0
京都,3,4,ブレイジングスター,高橋康之,589,-871,-1149,-1746,407,-855,730.0,,-2895.0,6.0
京都,3,5,リメンバーヒム,浜田多実,1805,788,1671,745,659,-228,,,5440.0,2.0
京都,3,6,ビリオネアボーイ,新谷功一,-698,-469,-524,-658,-353,-493,,,-3195.0,8.0
京都,3,7,ダシータピット,中竹和也,30,949,-161,419,394,1491,,,3122.0,4.0
京都,3,8,ボーヌロマネ,橋口慎介,-1302,128,-110,-202,-1061,-489,,,-3036.0,7.0
京都,3,9,メイショウタビズキ,笹田和秀,-840,-1857,-1315,-1047,-2533,-1009,,,-8601.0,12.0
