場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
中山,1,1,アンパシオンス,田島俊明,-8.0,-1166.0,409.0,-351.0,-504.0,137.0,,224.0,-1259.0,7.0
中山,1,2,ハナムラサキ,和田雄二,-934.0,902.0,-1889.0,961.0,-1216.0,-638.0,-146.0,-544.0,-3504.0,11.0
中山,1,3,フェルアフリーゼ,深山雅史,1757.0,260.0,130.0,137.0,-3.0,821.0,,-56.0,3046.0,2.0
中山,1,4,ピコラアルテ,上原博之,752.0,191.0,254.0,541.0,-140.0,1089.0,,858.0,3545.0,1.0
中山,1,5,アドミ,中川公成,-942.0,164.0,6.0,978.0,830.0,-603.0,,433.0,866.0,5.0
中山,1,6,キタノシオン,本間忍　,-294.0,277.0,-879.0,-613.0,646.0,-1717.0,,-908.0,-3488.0,10.0
中山,1,7,マメーアップル,岩戸孝樹,-910.0,-1613.0,-1016.0,-1147.0,-2054.0,-2343.0,,-54.0,-9137.0,14.0
中山,1,8,カンレイスター,矢野英一,-152.0,-133.0,-1144.0,-328.0,-1175.0,-971.0,,-529.0,-4432.0,12.0
中山,1,9,ウィザードオブマリ,蛯名利弘,-1508.0,-2548.0,-1315.0,-853.0,-1098.0,-1296.0,-680.0,-808.0,-10106.0,15.0
中山,1,10,ベイビーシスター,林徹　　,9.0,180.0,-466.0,332.0,-1033.0,-307.0,,161.0,-1124.0,6.0
中山,1,11,マーマレードスカイ,堀内岳志,-656.0,624.0,-828.0,-577.0,-549.0,-512.0,209.0,288.0,-2001.0,9.0
中山,1,12,エコロセレナ,斎藤誠　,241.0,738.0,320.0,50.0,1257.0,327.0,,7.0,2940.0,3.0
中山,1,13,マリノフォルトゥナ,水野貴広,416.0,289.0,1297.0,22.0,-814.0,649.0,,-119.0,1740.0,4.0
中山,1,14,ニシノゲッパク,伊藤伸一,-208.0,-3515.0,-2874.0,-2722.0,-3273.0,-1675.0,,-1071.0,-15338.0,16.0
中山,1,15,オレンジリバー,黒岩陽一,-20.0,-325.0,-15.0,300.0,128.0,-71.0,,-1256.0,-1259.0,7.0
中山,1,16,ジュンオルレアン,中舘英二,700.0,-785.0,-752.0,-2147.0,-1055.0,-282.0,,-435.0,-4756.0,13.0
中山,2,1,キョウエイシュバル,萱野浩二,1875.0,877.0,-114.0,-704.0,321.0,370.0,-303.0,1243.0,3565.0,2.0
中山,2,2,ノーブルスアーク,尾形和幸,-577.0,-431.0,-1654.0,-1011.0,-3.0,-968.0,-548.0,-1241.0,-6433.0,12.0
中山,2,3,ノーブルジャッカル,武藤善則,327.0,1210.0,-130.0,707.0,-389.0,824.0,,304.0,2853.0,3.0
中山,2,4,シシリアンキッス,佐藤吉勝,-1287.0,-1569.0,-744.0,-2049.0,-817.0,-1333.0,-463.0,101.0,-8161.0,13.0
中山,2,5,アオハルブルース,栗田徹　,-330.0,-1088.0,-1108.0,-1322.0,9.0,-778.0,,-1093.0,-5710.0,11.0
中山,2,6,ケイジ,高柳瑞樹,-343.0,48.0,-865.0,163.0,-824.0,-319.0,-844.0,-256.0,-3240.0,8.0
中山,2,7,プリンセスダーコ,清水英克,595.0,1230.0,-208.0,679.0,455.0,1817.0,,-330.0,4238.0,1.0
中山,2,8,ファントムヴォルト,松下武士,15.0,308.0,233.0,-665.0,-617.0,-264.0,,-135.0,-1125.0,6.0
中山,2,9,トーセンアミューズ,加藤征弘,-427.0,466.0,-674.0,-191.0,-252.0,-552.0,,396.0,-1234.0,7.0
中山,2,10,ロードリュイール,田中博康,86.0,-97.0,246.0,-14.0,-57.0,-247.0,,-4.0,-87.0,4.0
中山,2,11,ゴールドドレッサ,中川公成,-942.0,164.0,6.0,978.0,-383.0,-603.0,,433.0,-347.0,5.0
中山,2,12,アドマイヤウルトラ,宮田敬介,-914.0,-125.0,-845.0,360.0,-436.0,-1153.0,,-506.0,-3619.0,9.0
中山,2,13,ドウドウファイト,武市康男,-1023.0,-1958.0,-2850.0,-1117.0,-1384.0,-1611.0,,-1185.0,-11128.0,14.0
中山,2,14,ガーディアンテイル,小手川準,-205.0,-386.0,-155.0,-359.0,-219.0,-1352.0,-674.0,-1749.0,-5099.0,10.0
中山,3,1,エコロバロン,菊沢隆徳,-382.0,-11.0,-166.0,-123.0,949.0,-625.0,,-388.0,-746.0,6.0
中山,3,2,ライカ,杉浦宏昭,324.0,815.0,245.0,108.0,929.0,1516.0,,-706.0,3231.0,5.0
中山,3,3,クリオロゴールド,高柳瑞樹,-343.0,48.0,-865.0,163.0,248.0,-319.0,,-256.0,-1324.0,9.0
中山,3,4,ヨルヴィック,稲垣幸雄,820.0,102.0,1030.0,667.0,854.0,820.0,,-107.0,4186.0,4.0
中山,3,5,ココラッシー,室井潔　,,,,,,,,,,
中山,3,6,ツクバアヴァロン,奥平雅士,114.0,-340.0,-572.0,-314.0,-1258.0,74.0,,-734.0,-3030.0,12.0
中山,3,7,ソーマッチ,鈴木伸尋,-776.0,580.0,-376.0,660.0,-657.0,-506.0,-632.0,98.0,-1609.0,10.0
中山,3,8,テンカラットレター,本間忍　,-294.0,277.0,-879.0,-613.0,646.0,-1717.0,166.0,-908.0,-3322.0,13.0
中山,3,9,スウィートラキ,堀内岳志,-656.0,624.0,-828.0,-577.0,-549.0,-512.0,905.0,288.0,-1305.0,8.0
中山,3,10,カーボフリオ,高木登　,506.0,423.0,1231.0,841.0,1634.0,176.0,,197.0,5008.0,2.0
中山,3,11,ビタミンドロップ,松山将樹,-1129.0,646.0,177.0,-615.0,-150.0,-565.0,,408.0,-1228.0,7.0
中山,3,12,タツナナイロ,的場均　,-794.0,-870.0,-4228.0,-1273.0,-5876.0,-2084.0,,-2173.0,-17298.0,15.0
中山,3,13,コロッセウム,清水英克,595.0,1230.0,-208.0,679.0,1305.0,1817.0,241.0,-330.0,5329.0,1.0
中山,3,14,トコシエノヒトミ,小笠倫弘,-292.0,-817.0,-235.0,-863.0,178.0,-311.0,,91.0,-2249.0,11.0
中山,3,15,ホカミテダメ,田中勝春,916.0,43.0,-17.0,563.0,977.0,1228.0,921.0,-148.0,4483.0,3.0
中山,3,16,ヴィラロボス,小手川準,-205.0,-386.0,-155.0,-359.0,-243.0,-1352.0,,-1749.0,-4449.0,14.0
中山,4,1,エンジョイドライブ,宮本博　,-281.0,1930.0,,-416.0,348.0,510.0,-414.0,,1677.0,4.0
中山,4,2,アルシミスト,浅利英明,-403.0,469.0,,909.0,-55.0,-1342.0,1099.0,,677.0,6.0
中山,4,3,ユナホークパワー,和田雄二,-934.0,902.0,,-674.0,49.0,-638.0,-146.0,,-1441.0,10.0
中山,4,4,メイショウゲキリン,笹田和秀,80.0,-982.0,,-879.0,340.0,-886.0,,,-2327.0,13.0
中山,4,5,フォルガイル,加藤和宏,-475.0,-1296.0,,-2087.0,-358.0,-3341.0,,,-7557.0,14.0
中山,4,6,ラキアレクサンダー,竹内正洋,541.0,1074.0,,-472.0,-322.0,397.0,-36.0,,1182.0,5.0
中山,4,7,ジオパーククラウン,清水英克,595.0,1230.0,,-439.0,314.0,1817.0,,,3517.0,1.0
中山,4,8,アバットゥータ,中竹和也,94.0,31.0,,390.0,-24.0,1404.0,,,1895.0,3.0
中山,4,9,プラウドヘリテージ,田中剛　,-341.0,276.0,,-96.0,62.0,361.0,-507.0,,-245.0,8.0
中山,4,10,マテンロウノカゼ,昆貢　　,62.0,-772.0,,63.0,-14.0,-953.0,,,-1614.0,11.0
中山,4,11,モンツァフレイバー,久保田貴,-282.0,-478.0,,-59.0,316.0,-453.0,,,-956.0,9.0
中山,4,12,ミレニアムヒロイン,池上昌和,406.0,179.0,,625.0,-62.0,847.0,115.0,,2110.0,2.0
中山,4,13,ゴールデンステップ,和田勇介,131.0,167.0,,410.0,-232.0,171.0,,,647.0,7.0
中山,4,14,ディベルティスマン,菊沢隆徳,-382.0,-11.0,,-437.0,-86.0,-625.0,-203.0,,-1744.0,12.0
中山,5,1,ベルウッドバイオ,高橋文雅,-601.0,-1719.0,-882.0,-1222.0,-215.0,-821.0,,,-5460.0,13.0
中山,5,2,ミダレセツゲツカ,清水英克,595.0,1230.0,2093.0,679.0,1305.0,1817.0,,,7719.0,1.0
中山,5,3,ヴェガリア,栗田徹　,-330.0,-1088.0,-374.0,-1322.0,-1499.0,-778.0,,,-5391.0,12.0
中山,5,4,キタノアヤカ,萱野浩二,1875.0,877.0,-229.0,-704.0,-395.0,370.0,136.0,,1930.0,5.0
中山,5,5,レッドフリーマン,大竹正博,-66.0,695.0,-427.0,51.0,-821.0,-140.0,,,-708.0,7.0
中山,5,6,アリアス,高柳瑞樹,-343.0,48.0,-23.0,163.0,248.0,-319.0,658.0,,432.0,6.0
中山,5,7,ツウキンカイソク,岩戸孝樹,-910.0,-1613.0,-2313.0,-1147.0,-2054.0,-2343.0,,,-10380.0,15.0
中山,5,8,デルマツルギ,蛯名利弘,-1508.0,-2548.0,-2109.0,-853.0,-1098.0,-1296.0,,,-9412.0,14.0
中山,5,9,フリーリターン,稲垣幸雄,820.0,102.0,259.0,667.0,854.0,820.0,,,3522.0,4.0
中山,5,10,マイネルヴェーゼン,相沢郁　,479.0,-947.0,-1623.0,-1752.0,-1082.0,-129.0,,,-5054.0,11.0
中山,5,11,フリーヤ,鈴木伸尋,-776.0,580.0,-667.0,660.0,-657.0,-506.0,,,-1366.0,9.0
中山,5,12,ジーナグレイス,田中勝春,916.0,43.0,1414.0,563.0,977.0,1228.0,921.0,,6062.0,2.0
中山,5,13,ヤマニンアレシス,堀内岳志,-656.0,624.0,350.0,-577.0,-549.0,-512.0,,,-1320.0,8.0
中山,5,14,デルマテイネ,的場均　,-794.0,-870.0,-3333.0,-1273.0,-5876.0,-2084.0,,,-14230.0,16.0
中山,5,15,ムーングレイル,森一誠　,281.0,1654.0,1014.0,1229.0,688.0,554.0,-518.0,,4902.0,3.0
中山,5,16,スコアレジーナ,矢野英一,-152.0,-133.0,-932.0,-328.0,-1175.0,-971.0,,,-3691.0,10.0
中山,6,1,コパノミラノ,上原博之,752.0,191.0,254.0,541.0,332.0,1089.0,,858.0,4017.0,3.0
中山,6,2,マイネルモンブラン,鈴木慎太,948.0,1182.0,1660.0,1485.0,433.0,1151.0,-14.0,1341.0,8186.0,1.0
中山,6,3,クアッドフォルツァ,伊藤圭三,-2234.0,-1193.0,995.0,471.0,-486.0,-756.0,,226.0,-2977.0,10.0
中山,6,4,ヴァンデスペランス,中舘英二,700.0,-785.0,-752.0,-2147.0,-244.0,-282.0,,-435.0,-3945.0,11.0
中山,6,5,セーヌデローヴ,黒岩陽一,-20.0,-325.0,-15.0,300.0,220.0,-71.0,,-1256.0,-1167.0,8.0
中山,6,6,トランセンコ,松永康利,-222.0,-395.0,-45.0,-1240.0,85.0,66.0,63.0,46.0,-1642.0,9.0
中山,6,7,メディチパワー,中川公成,-942.0,164.0,6.0,978.0,-383.0,-603.0,178.0,433.0,-169.0,6.0
中山,6,8,アビヤント,鹿戸雄一,-682.0,1052.0,339.0,395.0,394.0,-440.0,,462.0,1520.0,5.0
中山,6,9,ストーリーオブラブ,小野次郎,399.0,29.0,-286.0,1331.0,939.0,1905.0,365.0,-572.0,4110.0,2.0
中山,6,10,カシマライフウ,伊藤伸一,-208.0,-3515.0,-2874.0,-2722.0,-888.0,-1675.0,,-1071.0,-12953.0,12.0
中山,6,11,マツリダシリウス,水野貴広,416.0,289.0,1297.0,22.0,468.0,649.0,,-119.0,3022.0,4.0
中山,6,12,ジェイエルトランプ,平岩大典,,,,,,,,,,
中山,6,13,ウインドオブヘヴン,戸田博文,135.0,844.0,-510.0,355.0,-927.0,-207.0,,135.0,-175.0,7.0
中山,7,1,マリアイリダータ,田中博康,86.0,65.0,-1190.0,-316.0,-57.0,-247.0,127.0,,-1532.0,4.0
中山,7,2,ロジャリーマイン,久保田貴,-282.0,740.0,-533.0,-59.0,85.0,-453.0,-58.0,,-560.0,2.0
中山,7,3,チョングク,佐藤吉勝,-1287.0,1013.0,-908.0,253.0,-817.0,-1333.0,,,-3079.0,8.0
中山,7,4,ニシノエピカリ,秋本大介,,,,,,,,,,
中山,7,5,ルージュカエラ,加藤征弘,-427.0,-1378.0,-181.0,-419.0,-252.0,-552.0,,,-3209.0,9.0
中山,7,6,ジェシーテソーロ,牧光二　,-797.0,-831.0,-378.0,-229.0,71.0,-312.0,,,-2476.0,6.0
中山,7,7,アリスメティーク,大竹正博,-66.0,-1197.0,-427.0,-514.0,-181.0,-140.0,71.0,,-2454.0,5.0
中山,7,8,パストラーレ,武市康男,-1023.0,-633.0,555.0,-1967.0,-1384.0,-1611.0,,,-6063.0,10.0
中山,7,9,ベネスピラ,鹿戸雄一,-682.0,-401.0,623.0,-261.0,394.0,-440.0,360.0,,-407.0,1.0
中山,7,10,キューティリップ,戸田博文,135.0,-1419.0,-83.0,-329.0,-927.0,-207.0,,,-2830.0,7.0
中山,7,11,ウインファヴォリ,松尾卓哉,,,,,,,,,,
中山,7,12,マイネルイグザルト,佐藤吉勝,-1287.0,1013.0,-908.0,253.0,-817.0,-1333.0,1966.0,,-1113.0,3.0
中山,8,1,オウケンシルヴァー,松永康利,-222.0,647.0,-45.0,344.0,85.0,66.0,,46.0,921.0,6.0
中山,8,2,ロジルーラー,稲垣幸雄,820.0,851.0,1030.0,-367.0,480.0,820.0,,-107.0,3527.0,3.0
中山,8,3,ファルコンミノル,中舘英二,700.0,-303.0,-752.0,132.0,-244.0,-282.0,,-435.0,-1184.0,9.0
中山,8,4,グランプラネッタ,小島茂之,513.0,500.0,333.0,79.0,-36.0,1161.0,1238.0,272.0,4060.0,2.0
中山,8,5,ロードソルスティス,斎藤誠　,241.0,-206.0,320.0,-812.0,-1459.0,327.0,-727.0,7.0,-2309.0,10.0
中山,8,6,ニシノケンタマン,深山雅史,1757.0,-124.0,130.0,135.0,287.0,821.0,-113.0,-56.0,2837.0,5.0
中山,8,7,インテルメディオ,浅利英明,-403.0,-1148.0,-779.0,909.0,1090.0,-1342.0,1099.0,72.0,-502.0,8.0
中山,8,8,ツマヤ,小野次郎,399.0,874.0,-286.0,-216.0,939.0,1905.0,365.0,-572.0,3408.0,4.0
中山,8,9,スモーキーゴッド,萩原清　,-238.0,-137.0,257.0,-375.0,321.0,107.0,,227.0,162.0,7.0
中山,8,10,ナムラジミー,武市康男,-1023.0,-633.0,-2850.0,-83.0,-1384.0,-1611.0,,-1185.0,-8769.0,11.0
中山,8,11,ノアヴィヴァーチェ,鈴木慎太,948.0,-114.0,1660.0,-91.0,433.0,1151.0,,1341.0,5328.0,1.0
中山,9,1,ブラウンバナナ,林徹　　,9.0,-469.0,-222.0,332.0,321.0,-307.0,-617.0,219.0,-734.0,6.0
中山,9,2,グレーヌドジョワ,今野貞一,-285.0,698.0,-903.0,55.0,-324.0,-1338.0,,-346.0,-2443.0,11.0
中山,9,3,ヤマニンヘルシェ,辻哲英　,1387.0,993.0,1728.0,429.0,2304.0,629.0,,818.0,8288.0,1.0
中山,9,4,ポッドクロス,大竹正博,-66.0,-1197.0,-427.0,51.0,-181.0,-140.0,,-888.0,-2848.0,12.0
