場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
札幌,1,1,ルージュエピック,田中克典,77.0,1263.0,651.0,1372.0,1435.0,505.0,,-63.0,5240.0,4.0
札幌,1,2,セラサイト,茶木太樹,5.0,144.0,-428.0,-494.0,-721.0,-1027.0,,-146.0,-2667.0,10.0
札幌,1,3,ジェイストリーク,武幸四郎,617.0,599.0,1242.0,661.0,1843.0,1143.0,206.0,86.0,6397.0,3.0
札幌,1,4,アルデバローズ,矢野英一,-91.0,-133.0,-1144.0,-328.0,-705.0,-971.0,,-529.0,-3901.0,11.0
札幌,1,5,サマースプラッシュ,石栗龍彦,-153.0,534.0,776.0,-154.0,-822.0,55.0,,536.0,772.0,5.0
札幌,1,6,ルージュボニート,高柳瑞樹,-94.0,48.0,-865.0,163.0,-824.0,-319.0,,-256.0,-2147.0,9.0
札幌,1,7,ハスカップジャム,中舘英二,-155.0,-785.0,-752.0,-2147.0,-244.0,-282.0,,-435.0,-4800.0,12.0
札幌,1,8,サンエンジェルス,谷潔　　,-804.0,-809.0,-503.0,-1097.0,-1394.0,-726.0,,-288.0,-5621.0,14.0
札幌,1,9,フィーユレアル,斎藤誠　,352.0,738.0,320.0,50.0,-1459.0,327.0,,7.0,335.0,6.0
札幌,1,10,マーゴットクリュグ,小林真也,143.0,274.0,2336.0,2036.0,1494.0,979.0,,493.0,7755.0,2.0
札幌,1,11,ルパピヨンブラン,杉山佳明,345.0,1052.0,1990.0,1169.0,2129.0,1331.0,,673.0,8689.0,1.0
札幌,1,12,ワイルドカグラ,渡辺薫彦,-39.0,-2134.0,-714.0,-1397.0,-595.0,-692.0,,33.0,-5538.0,13.0
札幌,1,13,シャドウルーラー,藤岡健一,236.0,-144.0,147.0,-276.0,-409.0,-752.0,,-110.0,-1308.0,8.0
札幌,1,14,ジーティービキニ,松下武士,-124.0,308.0,233.0,-665.0,-617.0,-264.0,746.0,-135.0,-518.0,7.0
札幌,2,1,ランダムナンバー,橋田宜長,,,,,,,,,,
札幌,2,2,ショパンコンクール,岩戸孝樹,-76.0,-1613.0,-2313.0,-970.0,-2054.0,-2343.0,,-704.0,-10073.0,10.0
札幌,2,3,アルデシンザン,矢野英一,-91.0,-133.0,-932.0,-718.0,-1175.0,-971.0,,-170.0,-4190.0,8.0
札幌,2,4,リアルジャパン,大橋勇樹,142.0,2404.0,11.0,490.0,443.0,3152.0,,88.0,6730.0,1.0
