場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
福島,1,未勝利,ダート,1150,良,1,サードウインド,2歳,丹内祐次,西田雄一,追込,,0.0,短距離,右回り,,Lv2 ,454,,距離短縮
福島,1,未勝利,ダート,1150,良,2,ライヴドライバー,2歳,吉田隼人,尾形和幸,先行,,,短距離,右回り,,Lv2 ,510,,距離短縮
福島,1,未勝利,ダート,1150,良,3,ユウオウマイシン,2歳,長浜鴻緒,松永康利,逃げ,,,短距離,右回り,,Lv2 ,466,,距離短縮
福島,1,未勝利,ダート,1150,良,4,ゼンダンタカ,2歳,角田大和,角田晃一,先行,,100.0,短距離,右回り,,Lv2 ,438,,距離短縮
福島,1,未勝利,ダート,1150,良,5,エソテリック,2歳,嶋田純次,矢嶋大樹,追込,,0.0,短距離,右回り,,Lv2 ,438,,距離短縮
福島,1,未勝利,ダート,1150,良,6,ワイドレッド,2歳,石神深道,武井亮,差し,,0.0,短距離,右回り,,Lv2 ,436,,距離短縮
福島,1,未勝利,ダート,1150,良,7,ブルドッグワイルド,2歳,丸山元気,西園正都,先行,,100.0,短距離,右回り,,Lv2 ,476,休明初戦,距離短縮
福島,1,未勝利,ダート,1150,良,8,ブリックダルジャン,2歳,永島まな,鈴木慎太,差し,,,短距離,右回り,,Lv2 ,420,休明初戦,距離短縮
福島,1,未勝利,ダート,1150,良,9,ポップグルーヴ,2歳,佐藤翔馬,小手川準,先行,,100.0,短距離,右回り,,Lv2 ,394,,距離短縮
福島,1,未勝利,ダート,1150,良,10,コモモチャン,2歳,高杉吏麒,牧浦充徳,差し,,,短距離,右回り,,Lv2 ,456,,距離短縮
福島,1,未勝利,ダート,1150,良,11,コパノハーン,2歳,河原田菜,村山明,差し,,0.0,短距離,右回り,,Lv2 ,468,,距離短縮
福島,1,未勝利,ダート,1150,良,12,リュウノヒルド,2歳,荻野極,伊坂重信,逃げ,,,短距離,右回り,,Lv2 ,442,休明2走,距離延長
福島,1,未勝利,ダート,1150,良,13,クールマーロウ,2歳,菊沢一樹,矢野英一,先行,,,短距離,右回り,,Lv2 ,426,休明初戦,距離短縮
福島,2,未勝利,ダート,1700,良,1,フェアリーブルー,2歳,西塚洸二,西園翔太,先行,,,中距離,右回り,,Lv3 ,482,,距離延長
