場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
新潟,1,1,ロジキセキ,アドマイヤマーズ,-84.0,-1760.0,1725.0,24.0,513.0,-192.0,465.0,,691.0,5.0
新潟,1,2,アルファシーナ,アポロケンタッキー,941.0,381.0,684.0,151.0,213.0,252.0,435.0,,3057.0,4.0
新潟,1,3,ウェイヴムーン,キズナ,405.0,2090.0,-72.0,1369.0,2590.0,955.0,-374.0,,6963.0,3.0
新潟,1,4,ハイロード,シニスターミニスター,177.0,2541.0,6646.0,2818.0,4029.0,1091.0,,,17302.0,1.0
新潟,1,5,クレセントゼファー,ベストウォーリア,-208.0,-370.0,592.0,-30.0,-109.0,-779.0,,,-904.0,9.0
新潟,1,6,ユイアンゴロー,サトノダイヤモンド,617.0,1095.0,973.0,-2260.0,-488.0,-169.0,,,-232.0,6.0
新潟,1,7,クリムゾンリーフ,クリソベリル,-275.0,-600.0,-541.0,,574.0,-578.0,-112.0,,-1532.0,11.0
新潟,1,8,ストロングボーイ,アスクピーターパン,,-166.0,,,,-83.0,-83.0,,-332.0,7.0
新潟,1,9,タイガーゲイト,リオンディーズ,-416.0,-2276.0,183.0,-2090.0,-343.0,-1995.0,-1725.0,,-8662.0,15.0
新潟,1,10,カモンレイル,コントレイル,-40.0,-394.0,-300.0,,-419.0,244.0,,,-909.0,10.0
新潟,1,11,カリドーラ,ブリックスアンドモルタル,291.0,718.0,-1580.0,-27.0,326.0,-255.0,,,-527.0,8.0
新潟,1,12,ティブロン,リオンディーズ,-416.0,-2276.0,183.0,-2090.0,-343.0,-1995.0,,,-6937.0,14.0
新潟,1,13,ショーンバローズ,サンダースノー,-220.0,3456.0,3648.0,3139.0,820.0,297.0,,,11140.0,2.0
新潟,1,14,ダノンクラウディア,ダノンスマッシュ,783.0,-1092.0,-1088.0,,-1120.0,-435.0,-130.0,,-3082.0,12.0
新潟,1,15,オオアバレ,ゴールドドリーム,-824.0,-1742.0,-1839.0,-984.0,534.0,-1656.0,,,-6511.0,13.0
新潟,2,1,アシャカバッハ,モーニン,-140.0,971.0,2334.0,1159.0,932.0,-276.0,,,4980.0,7.0
新潟,2,2,メイショウボンテン,キセキ,-414.0,-1760.0,-702.0,,-1575.0,-731.0,,,-5182.0,15.0
新潟,2,3,フィールマイプラン,サトノクラウン,509.0,-1807.0,73.0,-837.0,-238.0,-589.0,-707.0,,-3596.0,12.0
新潟,2,4,フローライト,ルヴァンスレーヴ,-648.0,-185.0,9332.0,8529.0,2153.0,2664.0,2073.0,,23918.0,1.0
新潟,2,5,ヨウリンケイジュ,マジェスティックウォリアー,-455.0,-1942.0,396.0,258.0,197.0,87.0,,,-1459.0,9.0
新潟,2,6,ロードベルファスト,ロジャーバローズ,-413.0,-1022.0,-2477.0,-9.0,-516.0,426.0,,,-4011.0,14.0
新潟,2,7,カフェプラウド,ドレフォン,-1034.0,1595.0,5315.0,2869.0,2469.0,1428.0,,,12642.0,3.0
