,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,448.0,369.0,,375.0,398.0,44.0,321.0,496.0,94.0,74.0,47.0,112.0,45.0,12.0,164.0,,135.0,134.0,90.0,135.0,56.0,265.0,429.0,30.0,37.0
2022,380.0,319.0,,320.0,343.0,36.0,200.0,499.0,102.0,77.0,,,41.0,14.0,159.0,,199.0,107.0,78.0,114.0,56.0,218.0,355.0,33.0,37.0
2023,306.0,229.0,,255.0,253.0,27.0,199.0,336.0,69.0,56.0,24.0,44.0,34.0,15.0,121.0,42.0,108.0,22.0,94.0,94.0,32.0,158.0,279.0,33.0,33.0
2024,143.0,88.0,,108.0,116.0,7.0,69.0,162.0,,,46.0,8.0,2.0,8.0,59.0,31.0,4.0,73.0,43.0,22.0,12.0,69.0,128.0,14.0,8.0
2025,203.0,105.0,,139.0,152.0,17.0,109.0,199.0,35.0,49.0,45.0,43.0,19.0,20.0,47.0,6.0,15.0,29.0,63.0,38.0,20.0,91.0,163.0,19.0,15.0
