場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
函館,1,1,ロイヤルタイム,サトノクラウン,92.0,86.0,94.0,92.0,88.0,95.0,,,91.167,7.0
函館,1,2,ジャストビート,デクラレーションオブウォー,82.0,99.0,103.0,104.0,95.0,100.0,93.0,,96.571,5.0
函館,1,3,チェンドル,アルアイン,99.0,82.0,88.0,92.0,84.0,88.0,66.0,,85.571,8.0
函館,1,4,ブルームオブピース,デクラレーションオブウォー,82.0,99.0,103.0,104.0,95.0,100.0,93.0,,96.571,5.0
函館,1,5,トーセンシーギリヤ,Magna Grecia,,,,,,,,,,
函館,1,6,サマーカムカム,ダノンスマッシュ,,,,,,,,,,
函館,1,7,セレーノ,モーリス,96.0,100.0,99.0,98.0,99.0,98.0,101.0,,98.714,3.0
函館,1,8,ラシッド,マクマホン,,,,,,,,,,
函館,1,9,スマートプリエール,エピファネイア,94.0,96.0,97.0,108.0,97.0,93.0,,,97.5,4.0
函館,1,10,ティブロン,リオンディーズ,103.0,94.0,98.0,109.0,100.0,102.0,,,101.0,1.0
函館,1,11,シャインヴィーラ,オルフェーヴル,96.0,103.0,105.0,95.0,103.0,103.0,,,100.833,2.0
函館,2,1,ハイエンドモデル,モズアスコット,81.0,109.0,117.0,109.0,117.0,,,,106.6,3.0
函館,2,2,メイショウユウモウ,ゴールドドリーム,21.0,66.0,94.0,52.0,102.0,,,,67.0,10.0
函館,2,3,オンサイト,アドミラブル,,,,,,,,,,
函館,2,4,エーデルムート,シルバーステート,82.0,92.0,77.0,98.0,97.0,99.0,95.0,,91.429,8.0
函館,2,5,プレインコート,ロードカナロア,103.0,98.0,100.0,97.0,102.0,96.0,,,99.333,4.0
函館,2,6,フォレストオール,パイロ,117.0,104.0,105.0,112.0,102.0,106.0,,,107.667,2.0
函館,2,7,タマゴ,ルヴァンスレーヴ,21.0,90.0,106.0,115.0,133.0,,,,93.0,7.0
函館,2,8,バスキュラリティ,リオンディーズ,103.0,94.0,99.0,92.0,97.0,102.0,,,97.833,5.0
函館,2,9,テーオーリップマン,モズアスコット,81.0,109.0,117.0,109.0,117.0,140.0,,,112.167,1.0
函館,2,10,レストプレドゥモア,モーリス,96.0,100.0,93.0,99.0,97.0,98.0,96.0,,97.0,6.0
函館,2,11,ブラックエンパイア,ゴールドドリーム,21.0,66.0,94.0,52.0,102.0,106.0,,,73.5,9.0
函館,2,12,フルグライト,オーヴァルエース,,,,,,,,,,
函館,3,1,ケイアイワイラーパ,ブリックスアンドモルタル,39.0,98.0,94.0,103.0,92.0,97.0,,,87.167,9.0
函館,3,2,ライジングショット,ナダル,153.0,95.0,112.0,101.0,,,,,115.25,1.0
函館,3,3,アルデツヨシ,マインドユアビスケッツ,112.0,99.0,93.0,90.0,102.0,93.0,96.0,,97.857,6.0
函館,3,4,ステイアンビシャス,ドレフォン,111.0,107.0,107.0,105.0,110.0,104.0,,,107.333,3.0
函館,3,5,ドルチェリターン,ハービンジャー,111.0,99.0,88.0,100.0,101.0,104.0,106.0,,101.286,5.0
函館,3,6,チョウリニア,ルーラーシップ,75.0,107.0,99.0,102.0,99.0,100.0,97.0,,97.0,8.0
函館,3,7,クレヨンポップ,ロジャーバローズ,21.0,89.0,96.0,97.0,21.0,81.0,91.0,,70.857,12.0
函館,3,8,マブアンドフェール,マインドユアビスケッツ,112.0,99.0,93.0,90.0,102.0,93.0,96.0,,97.857,6.0
函館,3,9,スナドケイ,ルヴァンスレーヴ,21.0,90.0,106.0,133.0,77.0,,,,85.4,10.0
函館,3,10,メアリーバローズ,ロジャーバローズ,21.0,89.0,96.0,97.0,21.0,81.0,93.0,,71.143,11.0
函館,3,11,スティレセイル,キズナ,109.0,104.0,101.0,104.0,117.0,104.0,114.0,,107.571,2.0
函館,3,12,ハイアップグレード,ディーマジェスティ,121.0,102.0,106.0,108.0,87.0,105.0,89.0,,102.571,4.0
函館,4,1,ロアヴィヴィエンヌ,ノーブルミッション,,,,,,,,,,
函館,4,2,ウェーヴレット,エピファネイア,94.0,96.0,97.0,94.0,92.0,93.0,88.0,,93.429,13.0
函館,4,3,マゴイチタ,ミッキーアイル,128.0,103.0,107.0,97.0,102.0,103.0,114.0,,107.714,2.0
函館,4,4,アンビシャスヨシノ,アルアイン,99.0,82.0,88.0,81.0,88.0,88.0,,,87.667,14.0
函館,4,5,キントラダンサー,キタサンブラック,108.0,106.0,99.0,97.0,104.0,103.0,112.0,,104.143,5.0
函館,4,6,ブラックティンカー,シルバーステート,82.0,92.0,104.0,98.0,97.0,99.0,,,95.333,12.0
函館,4,7,テーオーシュターデ,スクリーンヒーロー,121.0,105.0,109.0,115.0,107.0,106.0,,,110.5,1.0
函館,4,8,ダディーズグーグー,タワーオブロンドン,75.0,107.0,108.0,102.0,98.0,,,,98.0,10.0
函館,4,9,ベールドインパクト,ダノンバラード,114.0,100.0,107.0,98.0,110.0,103.0,110.0,,106.0,3.0
函館,4,10,ガジュノリホワイト,リアルスティール,92.0,113.0,105.0,110.0,112.0,104.0,,,106.0,3.0
函館,4,11,ダイヤノゴトク,サトノダイヤモンド,104.0,108.0,97.0,97.0,102.0,98.0,113.0,,102.714,7.0
函館,4,12,ジョーブラック,キタサンブラック,108.0,106.0,99.0,97.0,104.0,103.0,,,102.833,6.0
函館,4,13,マーゴットジェム,サトノダイヤモンド,104.0,108.0,97.0,97.0,102.0,98.0,113.0,,102.714,7.0
函館,4,14,メイショウハボマイ,マジェスティックウォリアー,109.0,91.0,96.0,105.0,100.0,105.0,,,101.0,9.0
函館,4,15,ラブカマクフィー,マクフィ,89.0,98.0,102.0,93.0,98.0,100.0,,,96.667,11.0
