場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
函館,1,1,シンヒダカゴールド,リオンディーズ,139.0,-1814.0,-714.0,-2627.0,-1631.0,1038.0,481.0,455.0,-4673.0,8.0
函館,1,2,カルミネイション,ビッグアーサー,142.0,-2689.0,63.0,-2474.0,-2015.0,-1572.0,,,-8545.0,11.0
函館,1,3,メイズ,ロジャーバローズ,-551.0,-1748.0,-476.0,-527.0,601.0,-2735.0,,,-5436.0,10.0
函館,1,4,レオンバルディア,Caravaggio,,,,,,,,,,
函館,1,5,グリフォン,サートゥルナーリア,78.0,-800.0,418.0,-390.0,,,,,-694.0,5.0
函館,1,6,オーケーダイナ,Saxon Warrior,-37.0,-114.0,190.0,-383.0,-127.0,-282.0,430.0,-25.0,-348.0,4.0
函館,1,7,ブラックティンカー,シルバーステート,-482.0,-2175.0,1981.0,-716.0,-1355.0,-268.0,,,-3015.0,6.0
函館,1,8,ズットマツモト,ミッキーアイル,700.0,682.0,1956.0,-612.0,830.0,1117.0,,,4673.0,1.0
函館,1,9,メルシーボクアスク,シルバーステート,-482.0,-2175.0,1981.0,-716.0,-1355.0,-268.0,-837.0,209.0,-3643.0,7.0
函館,1,10,ホウオウハナビ,エピファネイア,-352.0,-1602.0,-2937.0,-3588.0,-3687.0,-5692.0,-3695.0,-2058.0,-23611.0,13.0
函館,1,11,リリーオブザハート,ブリックスアンドモルタル,-1645.0,-621.0,1704.0,1564.0,66.0,-1051.0,391.0,103.0,511.0,3.0
函館,1,12,エファセデリエール,パドトロワ,,,,,,,,,,
函館,1,13,アスコットレイ,モズアスコット,-134.0,616.0,1176.0,906.0,1376.0,,,,3940.0,2.0
函館,1,14,ミストラルフェザー,モーリス,-154.0,-5.0,-847.0,-400.0,-2142.0,-1652.0,,,-5200.0,9.0
