場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
函館,1,1,シンヒダカゴールド,角田晃一,78.0,104.0,110.0,109.0,101.0,100.0,97.0,116.0,101.875,5.0
函館,1,2,カルミネイション,緒方努　,83.0,89.0,73.0,99.0,94.0,92.0,94.0,44.0,83.5,12.0
函館,1,3,メイズ,森一誠　,136.0,127.0,113.0,135.0,88.0,130.0,,,121.5,1.0
函館,1,4,レオンバルディア,佐藤悠太,,,,,,,,,,
函館,1,5,グリフォン,小椋研介,21.0,58.0,63.0,36.0,78.0,57.0,21.0,21.0,44.375,14.0
函館,1,6,オーケーダイナ,奥村豊　,95.0,108.0,107.0,103.0,106.0,107.0,,,104.333,3.0
函館,1,7,ブラックティンカー,和田雄二,50.0,101.0,99.0,108.0,88.0,94.0,21.0,83.0,80.5,13.0
函館,1,8,ズットマツモト,竹内正洋,52.0,103.0,102.0,99.0,112.0,100.0,88.0,137.0,99.125,6.0
函館,1,9,メルシーボクアスク,蛯名正義,91.0,124.0,97.0,98.0,104.0,104.0,,,103.0,4.0
函館,1,10,ホウオウハナビ,奥村武　,102.0,87.0,101.0,90.0,102.0,97.0,77.0,98.0,94.25,9.0
函館,1,11,リリーオブザハート,辻野泰之,89.0,111.0,109.0,108.0,111.0,105.0,,,105.5,2.0
函館,1,12,エファセデリエール,伊坂重信,100.0,95.0,84.0,87.0,89.0,87.0,94.0,122.0,94.75,8.0
函館,1,13,アスコットレイ,粕谷昌央,84.0,98.0,79.0,91.0,104.0,88.0,,,90.667,10.0
函館,1,14,ミストラルフェザー,茶木太樹,105.0,102.0,86.0,97.0,98.0,96.0,111.0,73.0,96.0,7.0
函館,1,15,グランクリュ,今野貞一,73.0,83.0,86.0,89.0,98.0,91.0,,,86.667,11.0
函館,2,1,ステイアンビシャス,堀内岳志,63.0,97.0,86.0,85.0,75.0,90.0,,,82.667,12.0
函館,2,2,ケイアイワイラーパ,野中賢二,56.0,95.0,100.0,98.0,130.0,104.0,98.0,91.0,96.5,9.0
函館,2,3,ピストルスター,高橋亮　,98.0,100.0,95.0,98.0,185.0,103.0,,,113.167,2.0
函館,2,4,メムエクラ,高木登　,60.0,114.0,106.0,106.0,128.0,102.0,,,102.667,7.0
函館,2,5,ドラギニャン,河嶋宏樹,191.0,143.0,140.0,148.0,110.0,134.0,,,144.333,1.0
函館,2,6,マージャング,矢作芳人,118.0,101.0,105.0,100.0,92.0,102.0,,,103.0,5.0
函館,2,7,ライジングショット,吉村圭司,116.0,100.0,108.0,107.0,107.0,110.0,,,108.0,4.0
函館,2,8,ウィスパーボイス,千田輝彦,138.0,118.0,115.0,115.0,71.0,113.0,115.0,109.0,111.75,3.0
函館,2,9,ガウラサンダー,高柳大輔,64.0,105.0,107.0,106.0,94.0,107.0,,,97.167,8.0
函館,2,10,ハイクオリティ,今野貞一,73.0,83.0,98.0,89.0,62.0,91.0,222.0,105.0,102.875,6.0
函館,2,11,ニホンピロカミーノ,安達昭夫,93.0,79.0,99.0,86.0,87.0,95.0,85.0,109.0,91.625,11.0
函館,2,12,サンピラーゴールド,鈴木伸尋,76.0,103.0,91.0,103.0,82.0,99.0,,,92.333,10.0
函館,3,1,オルロジェール,池江泰寿,81.0,89.0,96.0,88.0,97.0,97.0,,,91.333,12.0
函館,3,2,ロッキンミー,杉浦宏昭,118.0,105.0,102.0,107.0,97.0,105.0,,,105.667,4.0
函館,3,3,ハッピールンナ,大根田裕,134.0,115.0,114.0,109.0,112.0,109.0,,,115.5,2.0
函館,3,4,クインズマカロン,小林真也,287.0,97.0,110.0,105.0,98.0,105.0,114.0,108.0,128.0,1.0
函館,3,5,ヒサエノオモカゲ,千葉直人,21.0,118.0,100.0,110.0,77.0,87.0,,,85.5,13.0
函館,3,6,メイショウナナコ,荒川義之,71.0,104.0,113.0,118.0,111.0,101.0,,,103.0,8.0
