場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
函館,1,1,シンヒダカゴールド,リオンディーズ,103.0,94.0,98.0,92.0,97.0,102.0,103.0,106.0,99.375,3.0
函館,1,2,カルミネイション,ビッグアーサー,104.0,88.0,100.0,89.0,96.0,96.0,,,95.5,8.0
函館,1,3,メイズ,ロジャーバローズ,21.0,89.0,96.0,97.0,105.0,81.0,,,81.5,13.0
函館,1,4,レオンバルディア,Caravaggio,,,,,,,,,,
函館,1,5,グリフォン,サートゥルナーリア,101.0,94.0,105.0,96.0,,,,,99.0,5.0
函館,1,6,オーケーダイナ,Saxon Warrior,91.0,97.0,103.0,92.0,96.0,94.0,123.0,98.0,99.25,4.0
函館,1,7,ブラックティンカー,シルバーステート,82.0,92.0,104.0,98.0,97.0,99.0,,,95.333,9.0
函館,1,8,ズットマツモト,ミッキーアイル,128.0,103.0,107.0,97.0,102.0,103.0,,,106.667,1.0
函館,1,9,メルシーボクアスク,シルバーステート,82.0,92.0,104.0,98.0,97.0,99.0,95.0,102.0,96.125,7.0
函館,1,10,ホウオウハナビ,エピファネイア,94.0,96.0,97.0,94.0,92.0,93.0,88.0,88.0,92.75,12.0
函館,1,11,リリーオブザハート,ブリックスアンドモルタル,39.0,98.0,104.0,103.0,100.0,97.0,103.0,101.0,93.125,11.0
函館,1,12,エファセデリエール,パドトロワ,,,,,,,,,,
函館,1,13,アスコットレイ,モズアスコット,81.0,109.0,117.0,109.0,117.0,,,,106.6,2.0
函館,1,14,ミストラルフェザー,モーリス,96.0,100.0,99.0,99.0,97.0,98.0,,,98.167,6.0
函館,1,15,グランクリュ,エピファネイア,94.0,96.0,97.0,94.0,92.0,93.0,,,94.333,10.0
函館,2,1,ステイアンビシャス,ドレフォン,111.0,107.0,107.0,105.0,110.0,104.0,106.0,107.0,107.125,2.0
函館,2,2,ケイアイワイラーパ,ブリックスアンドモルタル,39.0,98.0,94.0,103.0,92.0,97.0,91.0,105.0,89.875,10.0
函館,2,3,ピストルスター,アニマルキングダム,21.0,90.0,95.0,97.0,113.0,101.0,72.0,92.0,85.125,11.0
函館,2,4,メムエクラ,イスラボニータ,106.0,103.0,92.0,103.0,94.0,102.0,115.0,97.0,101.5,8.0
函館,2,5,ドラギニャン,オルフェーヴル,96.0,103.0,99.0,104.0,108.0,103.0,103.0,103.0,102.375,7.0
函館,2,6,マージャング,Kameko,,,,,,,,,,
函館,2,7,ライジングショット,ナダル,153.0,95.0,112.0,101.0,78.0,101.0,,,106.667,3.0
函館,2,8,ウィスパーボイス,ハービンジャー,111.0,99.0,88.0,100.0,101.0,104.0,106.0,88.0,99.625,9.0
函館,2,9,ガウラサンダー,シュヴァルグラン,132.0,88.0,89.0,99.0,153.0,94.0,121.0,92.0,108.5,1.0
函館,2,10,ハイクオリティ,リアルスティール,92.0,113.0,108.0,110.0,97.0,104.0,95.0,107.0,103.25,5.0
函館,2,11,ニホンピロカミーノ,ジャスタウェイ,114.0,104.0,103.0,100.0,111.0,102.0,107.0,106.0,105.875,4.0
函館,2,12,サンピラーゴールド,リアルスティール,92.0,113.0,108.0,110.0,97.0,104.0,95.0,107.0,103.25,5.0
函館,3,1,オルロジェール,ナダル,153.0,95.0,112.0,108.0,101.0,104.0,101.0,,110.571,2.0
函館,3,2,ロッキンミー,スクリーンヒーロー,121.0,105.0,99.0,115.0,102.0,106.0,110.0,108.0,108.25,3.0
函館,3,3,ハッピールンナ,ホークビル,111.0,105.0,51.0,102.0,105.0,90.0,105.0,29.0,87.25,12.0
函館,3,4,クインズマカロン,マインドユアビスケッツ,112.0,99.0,93.0,90.0,93.0,93.0,,,96.667,9.0
函館,3,5,ヒサエノオモカゲ,ノーブルミッション,,,,,,,,,,
函館,3,6,メイショウナナコ,モズアスコット,81.0,109.0,117.0,146.0,117.0,,,,114.0,1.0
函館,3,7,レディゴディヴァ,ルヴァンスレーヴ,21.0,90.0,106.0,114.0,133.0,,,,92.8,10.0
函館,3,8,デアルーチェ,ドレフォン,111.0,107.0,107.0,105.0,105.0,104.0,110.0,107.0,107.0,4.0
函館,3,9,デルマアポロニア,オルフェーヴル,96.0,103.0,99.0,104.0,103.0,103.0,,,101.333,8.0
函館,3,10,コスモトロイメル,ダノンバラード,114.0,100.0,102.0,98.0,104.0,103.0,110.0,103.0,104.25,6.0
函館,3,11,フィヤール,リアルスティール,92.0,113.0,108.0,110.0,103.0,104.0,95.0,107.0,104.0,7.0
函館,3,12,シルフラ,ルヴァンスレーヴ,21.0,90.0,106.0,114.0,133.0,77.0,91.0,,90.286,11.0
函館,3,13,キタノホウセキ,ロジャーバローズ,21.0,89.0,96.0,97.0,89.0,81.0,,,78.833,13.0
函館,3,14,デザフィアドール,ミッキーアイル,128.0,103.0,97.0,97.0,100.0,103.0,,,104.667,5.0
函館,4,1,レッドヴァリアート,ルーラーシップ,75.0,107.0,101.0,102.0,96.0,100.0,,,96.833,11.0
函館,4,2,アルハイルフォート,Frankel,117.0,102.0,105.0,97.0,109.0,97.0,107.0,100.0,104.25,2.0
函館,4,3,シャインフリーリー,ウインブライト,158.0,107.0,97.0,99.0,99.0,76.0,59.0,,99.286,7.0
函館,4,4,アルマデオロ,レイデオロ,85.0,100.0,96.0,89.0,95.0,91.0,,,92.667,13.0
函館,4,5,マイネルラカイユ,ジャスタウェイ,114.0,104.0,99.0,100.0,99.0,102.0,107.0,91.0,102.0,4.0
函館,4,6,ペールノエル,モーリス,96.0,100.0,99.0,99.0,99.0,98.0,,,98.5,9.0
函館,4,7,カリータフェリス,ゴールドシップ,100.0,102.0,101.0,102.0,102.0,103.0,,,101.667,5.0
函館,4,8,ヨヒーン,キズナ,109.0,104.0,105.0,104.0,105.0,104.0,100.0,104.0,104.375,1.0
函館,4,9,フィエールガール,フィエールマン,21.0,123.0,111.0,114.0,103.0,,,,94.4,12.0
函館,4,10,アスクデッドヒート,ルーラーシップ,75.0,107.0,101.0,102.0,96.0,100.0,107.0,104.0,99.0,8.0
函館,4,11,アイルビリーヴ,オルフェーヴル,96.0,103.0,105.0,104.0,103.0,103.0,112.0,104.0,103.75,3.0
函館,4,12,ピティロディア,キンシャサノキセキ,108.0,100.0,90.0,93.0,97.0,97.0,,,97.5,10.0
函館,4,13,ホウオウチェスター,ハービンジャー,111.0,99.0,101.0,100.0,98.0,104.0,87.0,97.0,99.625,6.0
函館,5,1,ケイベエ,エピファネイア,94.0,119.0,97.0,108.0,92.0,93.0,,,100.5,5.0
函館,5,2,チェンドル,アルアイン,99.0,85.0,88.0,92.0,88.0,88.0,,,90.0,10.0
函館,5,3,チョウブク,パドトロワ,,,,,,,,,,
函館,5,4,ココソラーレ,セイウンコウセイ,,,,,,,,,,
函館,5,5,フィオラーノ,インディチャンプ,,,,,,,,,,
函館,5,6,トーセンシーギリヤ,Magna Grecia,,,,,,,,,,
函館,5,7,ロンドンオービタル,タワーオブロンドン,75.0,91.0,108.0,103.0,102.0,98.0,,,96.167,8.0
函館,5,8,オンマイビート,ジャスタウェイ,114.0,92.0,99.0,98.0,103.0,102.0,,,101.333,4.0
函館,5,9,テンバコウクウ,ハッピースプリント,,,,,,,,,,
函館,5,10,ブルームオブピース,デクラレーションオブウォー,82.0,104.0,103.0,104.0,105.0,100.0,,,99.667,6.0
函館,5,11,ナムラシンジロー,ミッキーアイル,128.0,82.0,107.0,103.0,102.0,103.0,,,104.167,1.0
函館,5,12,ラシューバ,フィエールマン,21.0,102.0,111.0,112.0,107.0,103.0,,,92.667,9.0
函館,5,13,ピコパープル,キタサンブラック,108.0,96.0,99.0,105.0,104.0,103.0,,,102.5,3.0
函館,5,14,ハネマン,ファインニードル,97.0,100.0,104.0,94.0,101.0,100.0,,,99.333,7.0
函館,5,15,ニシノオールワン,ミッキーアイル,128.0,82.0,107.0,103.0,102.0,103.0,,,104.167,1.0
函館,5,16,イッスンボウシ,ダノンプレミアム,,,,,,,,,,
函館,6,1,ブラックレーション,デクラレーションオブウォー,82.0,99.0,96.0,102.0,95.0,100.0,105.0,111.0,98.75,6.0
函館,6,2,ロコモーション,サトノクラウン,92.0,86.0,99.0,93.0,88.0,95.0,93.0,123.0,96.125,11.0
函館,6,3,レズルレクティオ,ドゥラメンテ,106.0,97.0,95.0,98.0,98.0,99.0,,,98.833,5.0
函館,6,4,ダイハッシュウ,ブリックスアンドモルタル,39.0,98.0,94.0,103.0,104.0,97.0,103.0,105.0,92.875,12.0
函館,6,5,ララエキリーブル,マインドユアビスケッツ,112.0,99.0,93.0,90.0,93.0,93.0,,,96.667,9.0
函館,6,6,オキョンピー,ファインニードル,97.0,97.0,95.0,100.0,114.0,100.0,,,100.5,3.0
函館,6,7,シティオブロンドン,タワーオブロンドン,75.0,107.0,81.0,121.0,98.0,,,,96.4,10.0
函館,6,8,テーオーノーベル,ロードカナロア,103.0,98.0,100.0,97.0,93.0,96.0,,,97.833,7.0
函館,6,9,サスペンスクィーン,サンダースノー,44.0,112.0,116.0,115.0,106.0,114.0,74.0,140.0,102.625,2.0
函館,6,10,アスクガンバーレ,サートゥルナーリア,101.0,116.0,89.0,96.0,,,,,100.5,3.0
函館,6,11,スリーセンス,ドゥラメンテ,106.0,97.0,95.0,98.0,98.0,99.0,96.0,92.0,97.625,8.0
函館,6,12,デコピン,タワーオブロンドン,75.0,107.0,81.0,121.0,98.0,115.0,153.0,,107.143,1.0
函館,7,1,サノノロンドン,グレーターロンドン,54.0,124.0,117.0,113.0,121.0,119.0,120.0,92.0,107.5,1.0
函館,7,2,シホノインプルソ,サトノクラウン,92.0,115.0,94.0,88.0,95.0,93.0,88.0,,95.0,13.0
函館,7,3,ゴーゴータカシ,モーリス,96.0,95.0,99.0,99.0,99.0,98.0,,,97.667,9.0
函館,7,4,トレミニョン,リアルインパクト,102.0,99.0,101.0,92.0,97.0,99.0,,,98.333,7.0
函館,7,5,バレル,シルバーステート,82.0,96.0,104.0,100.0,97.0,99.0,96.0,102.0,97.0,10.0
函館,7,6,マイネルモメンタム,ゴールドシップ,100.0,98.0,101.0,104.0,102.0,103.0,96.0,96.0,100.0,5.0
函館,7,7,ホウオウガイア,シルバーステート,82.0,96.0,104.0,98.0,97.0,99.0,,,96.0,11.0
函館,7,8,ブラックバラード,ダノンバラード,114.0,97.0,107.0,96.0,104.0,103.0,105.0,105.0,103.875,2.0
函館,7,9,ウィズマスタング,レイデオロ,85.0,99.0,96.0,89.0,95.0,91.0,,,92.5,14.0
函館,7,10,ヴィーナスバブル,ダノンバラード,114.0,97.0,107.0,98.0,104.0,103.0,,,103.833,3.0
函館,7,11,パーリーラスター,モーリス,96.0,95.0,99.0,99.0,99.0,98.0,101.0,99.0,98.25,8.0
函館,7,12,エイシンジェンマ,コパノリチャード,,,,,,,,,,
函館,7,13,マイスターヴェルク,ドレフォン,111.0,105.0,96.0,105.0,105.0,104.0,110.0,86.0,102.75,4.0
函館,7,14,イリスレーン,ハーツクライ,98.0,96.0,93.0,95.0,95.0,94.0,,,95.167,12.0
函館,7,15,ウォータークラーク,ウォータービルド,,,,,,,,,,
函館,7,16,フォルテフィオーレ,ドゥラメンテ,106.0,96.0,99.0,99.0,98.0,99.0,96.0,103.0,99.5,6.0
函館,8,1,ルシード,スクリーンヒーロー,121.0,110.0,99.0,115.0,107.0,106.0,109.0,108.0,109.375,1.0
函館,8,2,サベージラヴ,マジェスティックウォリアー,109.0,111.0,103.0,106.0,100.0,105.0,,,105.667,5.0
函館,8,3,キャリーグレイス,カリフォルニアクローム,125.0,106.0,105.0,104.0,107.0,105.0,,,108.667,2.0
函館,8,4,イチトゼロノアイダ,サンダースノー,44.0,117.0,116.0,115.0,114.0,114.0,,,103.333,6.0
函館,8,5,トーアジョウトウ,モズアスコット,81.0,117.0,109.0,117.0,,,,,106.0,3.0
函館,8,6,アースミューズ,フリオーソ,88.0,101.0,101.0,97.0,107.0,99.0,95.0,104.0,99.0,10.0
函館,8,7,ビーマックス,サトノアラジン,84.0,101.0,95.0,95.0,99.0,97.0,,,95.167,12.0
函館,8,8,ミライハーモニー,タリスマニック,77.0,97.0,102.0,105.0,104.0,99.0,,,97.333,11.0
函館,8,9,キングヴァージル,ロードカナロア,103.0,99.0,100.0,104.0,102.0,96.0,112.0,94.0,101.25,7.0
函館,8,10,ミッキースピナッチ,ミッキーアイル,128.0,104.0,97.0,101.0,102.0,103.0,,,105.833,4.0
函館,8,11,ナンヨークリスタル,ロードカナロア,103.0,99.0,100.0,102.0,102.0,96.0,,,100.333,9.0
函館,8,12,ミスターディジェイ,タリスマニック,77.0,97.0,102.0,105.0,104.0,99.0,124.0,102.0,101.25,7.0
函館,9,1,ハリウッドメモリー,ロードカナロア,103.0,99.0,98.0,97.0,102.0,96.0,,,99.167,7.0
函館,9,2,スプリングデイ,ディスクリートキャット,110.0,103.0,119.0,101.0,109.0,106.0,,,108.0,1.0
函館,9,3,エルサトアナ,カリフォルニアクローム,125.0,106.0,96.0,104.0,107.0,105.0,,,107.167,2.0
函館,9,4,アルマロクザン,ドレフォン,111.0,105.0,96.0,109.0,103.0,104.0,,,104.667,3.0
函館,9,5,ラセーヌシュメール,ロードカナロア,103.0,99.0,98.0,104.0,102.0,96.0,,,100.333,6.0
函館,9,6,アジュマン,アルアイン,99.0,112.0,88.0,81.0,88.0,88.0,,,92.667,8.0
函館,9,7,ブルーアイドガール,キタサンブラック,108.0,103.0,99.0,105.0,104.0,103.0,,,103.667,4.0
函館,9,8,フリントロック,ブラックタイド,127.0,94.0,93.0,102.0,94.0,102.0,,,102.0,5.0
函館,10,1,コスモエクスプレス,エイシンヒカリ,117.0,91.0,109.0,87.0,98.0,114.0,,,102.667,6.0
函館,10,2,タイキラフター,ハーツクライ,98.0,96.0,93.0,95.0,95.0,94.0,90.0,,94.429,13.0
函館,10,3,テリオスサラ,ロジャーバローズ,21.0,101.0,96.0,89.0,81.0,91.0,,,79.833,16.0
函館,10,4,オメガインペリアル,Kingman,81.0,71.0,86.0,76.0,91.0,83.0,78.0,,80.857,15.0
函館,10,5,ムガ,キズナ,109.0,105.0,105.0,105.0,105.0,104.0,114.0,,106.714,2.0
函館,10,6,ナムララジベラ,リアルスティール,92.0,102.0,105.0,103.0,104.0,95.0,,,100.167,9.0
函館,10,7,カネラフィーナ,Frankel,117.0,94.0,105.0,97.0,109.0,97.0,,,103.167,5.0
函館,10,8,ウインアクトゥール,ゴールドアクター,126.0,125.0,128.0,117.0,122.0,114.0,122.0,,122.0,1.0
函館,10,9,バードウォッチャー,ブラックタイド,127.0,94.0,93.0,92.0,103.0,102.0,,,101.833,7.0
函館,10,10,デルマグレムリン,ディーマジェスティ,121.0,108.0,97.0,92.0,102.0,105.0,,,104.167,3.0
函館,10,11,ジルバーン,ハーツクライ,98.0,96.0,93.0,95.0,95.0,94.0,90.0,,94.429,13.0
函館,10,12,テイデ,ディープインパクト,87.0,97.0,99.0,98.0,97.0,97.0,,,95.833,12.0
函館,10,13,レッセパッセ,ダノンバラード,114.0,97.0,107.0,96.0,104.0,103.0,,,103.5,4.0
函館,10,14,トーアライデン,マインドユアビスケッツ,112.0,88.0,110.0,93.0,93.0,96.0,,,98.667,11.0
函館,10,15,マイノワール,マインドユアビスケッツ,112.0,88.0,110.0,105.0,93.0,93.0,96.0,,99.571,10.0
函館,10,16,マイネルフランツ,ゴールドシップ,100.0,98.0,101.0,104.0,102.0,103.0,,,101.333,8.0
