場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
函館,1,未勝利,芝,1200,稍重,1,スカイピア,2歳,小林美駒,前川恭子,追込,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,436,連闘,
函館,1,未勝利,芝,1200,稍重,2,クワイエットアイ,2歳,鮫島克駿,中竹和也,先行,100.0,100.0,短距離,右回り,芝道悪,Lv1 ,448,,
函館,1,未勝利,芝,1200,稍重,3,マーシャルアン,2歳,黛弘人,大和田成,差し,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,444,,
函館,1,未勝利,芝,1200,稍重,4,スノーランス,2歳,佐々木大,上原佑紀,差し,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,452,,
函館,1,未勝利,芝,1200,稍重,5,タガノアラリア,2歳,斎藤新,西園翔太,差し,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,434,,
函館,1,未勝利,芝,1200,稍重,6,ラブミーヘンリー,2歳,古川吉洋,宮徹,追込,,,短距離,右回り,芝道悪,Lv1 ,424,,距離延長
函館,1,未勝利,芝,1200,稍重,7,スミッコディスコ,2歳,横山和生,鈴木慎太,差し,100.0,100.0,短距離,右回り,芝道悪,Lv1 ,432,連闘,
函館,1,未勝利,芝,1200,稍重,8,イッスンボウシ,2歳,柴田裕一,的場均,追込,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,420,連闘,
函館,1,未勝利,芝,1200,稍重,9,ヒッグスボソン,2歳,丹内祐次,高橋義忠,追込,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,432,,
函館,1,未勝利,芝,1200,稍重,10,エターナルギア,2歳,森田誠也,加藤士津,差し,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,454,,距離延長
函館,2,未勝利,ダート,1000,稍重,1,タマゴ,3歳,佐々木大,鈴木孝志,先行,,0.0,短距離,右回り,ダ道悪,Lv1 ,420,休明2走,距離短縮
函館,2,未勝利,ダート,1000,稍重,2,マニーシーン,3歳,舟山瑠泉,小手川準,先行,,0.0,短距離,右回り,ダ道悪,Lv1 ,472,休明3走,距離短縮
函館,2,未勝利,ダート,1000,稍重,3,モウフブキ,3歳,古川奈穂,松山将樹,追込,0.0,0.0,短距離,右回り,ダ道悪,Lv1 ,410,,
函館,2,未勝利,ダート,1000,稍重,4,サツキレジーナ,3歳,古川吉洋,石栗龍彦,追込,,0.0,短距離,右回り,ダ道悪,Lv1 ,424,,距離短縮
函館,2,未勝利,ダート,1000,稍重,5,グランシャット,3歳,丹内祐次,宮田敬介,追込,0.0,0.0,短距離,右回り,ダ道悪,Lv1 ,442,,
函館,2,未勝利,ダート,1000,稍重,6,アウスラフラッグ,3歳,柴田裕一,高柳瑞樹,先行,,,短距離,右回り,ダ道悪,Lv1 ,466,休明3走,距離短縮
函館,2,未勝利,ダート,1000,稍重,7,パールフロント,3歳,川又賢治,寺島良,先行,,,短距離,右回り,ダ道悪,Lv1 ,532,,距離短縮
函館,2,未勝利,ダート,1000,稍重,8,フォレストオール,3歳,横山武史,栗田徹,先行,100.0,50.0,短距離,右回り,ダ道悪,Lv1 ,444,休明3走,
函館,2,未勝利,ダート,1000,稍重,9,ファンシーデイ,3歳,和田陽希,藤野健太,追込,,0.0,短距離,右回り,ダ道悪,Lv1 ,454,休明初戦,距離短縮
函館,2,未勝利,ダート,1000,稍重,10,ハイエンドモデル,3歳,小林美駒,武藤善則,先行,0.0,33.33333333333333,短距離,右回り,ダ道悪,Lv1 ,454,休明2走,
函館,2,未勝利,ダート,1000,稍重,11,メルシーボクアスク,3歳,藤岡佑介,蛯名正義,先行,,,短距離,右回り,ダ道悪,Lv1 ,440,連闘,距離短縮
函館,2,未勝利,ダート,1000,稍重,12,プレインコート,3歳,森田誠也,吉岡辰弥,差し,,,短距離,右回り,ダ道悪,Lv1 ,410,休明2走,距離短縮
函館,3,未勝利,ダート,1700,稍重,1,ビービープリメーロ,3歳,古川吉洋,角田晃一,逃げ,,0.0,中距離,右回り,ダ道悪,Lv2 ,448,休明2走,距離延長
