場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
福島,1,1,シェイプオブユー,川又賢治,-75.0,-918.0,-1079.0,22.0,-2090.0,,-4140.0,12.0
福島,1,2,ヤスナ,和田陽希,-638.0,-541.0,2294.0,1344.0,-1469.0,,990.0,4.0
福島,1,3,メインテーマ,河原田菜,27.0,-2203.0,-1452.0,-2431.0,-4370.0,,-10429.0,14.0
福島,1,4,ジューンミレニアム,石田拓郎,-425.0,997.0,-793.0,-926.0,192.0,,-955.0,8.0
福島,1,5,カッサンドラ,横山琉人,577.0,-1084.0,609.0,-759.0,27.0,,-630.0,7.0
福島,1,6,ペイシャクロス,柴田大知,-3.0,-542.0,-1013.0,-1918.0,387.0,,-3089.0,11.0
福島,1,7,ドリームガッサン,小林美駒,259.0,25.0,-196.0,-836.0,399.0,,-349.0,6.0
福島,1,8,フレンドリーエール,上里直汰,24.0,-504.0,893.0,-2460.0,-913.0,,-2960.0,10.0
福島,1,9,ブロンディ,古川奈穂,897.0,-1513.0,-49.0,273.0,-1472.0,,-1864.0,9.0
福島,1,10,トゥレイス,舟山瑠泉,1191.0,-2686.0,-37.0,369.0,1447.0,,284.0,5.0
福島,1,11,トモジャカトゥーラ,幸英明　,0.0,-1206.0,-661.0,-2216.0,-1598.0,,-5681.0,13.0
福島,1,12,モズオウンゴール,永島まな,-946.0,-2841.0,-3116.0,-2446.0,-4203.0,,-13552.0,15.0
福島,1,13,ラブデウザ,鷲頭虎太,243.0,488.0,2501.0,1794.0,1936.0,,6962.0,2.0
福島,1,14,マーゴットオーメン,菊沢一樹,750.0,2470.0,1138.0,3221.0,830.0,,8409.0,1.0
福島,1,15,プティシラー,長浜鴻緒,-15.0,-226.0,786.0,864.0,1497.0,,2906.0,3.0
福島,1,16,ハミングディスト,遠藤汰月,638.0,-7636.0,-6073.0,-7583.0,-3188.0,,-23842.0,16.0
福島,2,1,オスロクィーン,上里直汰,24.0,-504.0,-504.0,-2460.0,-913.0,,-4357.0,13.0
福島,2,2,サツキクローネ,富田暁　,-144.0,170.0,-689.0,-695.0,-602.0,,-1960.0,9.0
