場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
中山,1,1,チッピンガム,ドゥラメンテ,96.0,97.0,95.0,98.0,91.0,99.0,,,96.0,11.0
中山,1,2,ルリモンハナバチ,アメリカンペイトリオット,111.0,99.0,95.0,97.0,100.0,106.0,,,101.333,8.0
中山,1,3,ペイシャヴァルスリ,オーヴァルエース,,,,,,,,,,
中山,1,4,グレコ,サングレーザー,,,,,,,,,,
中山,1,5,アンスリウムリリー,ファインニードル,102.0,97.0,95.0,100.0,101.0,100.0,105.0,81.0,97.625,10.0
中山,1,6,パラサイコロジー,モズアスコット,94.0,109.0,117.0,109.0,117.0,,,,109.2,5.0
中山,1,7,ラヴィーズドリーム,ゴールドドリーム,90.0,66.0,94.0,52.0,102.0,,,,80.8,14.0
中山,1,8,キタノロワーズ,モーニン,89.0,90.0,88.0,80.0,85.0,92.0,,,87.333,12.0
中山,1,9,コットンフラワー,モーニン,89.0,90.0,88.0,80.0,85.0,92.0,,,87.333,12.0
中山,1,10,ハクシンマルペンサ,サトノダイヤモンド,106.0,108.0,100.0,97.0,102.0,98.0,,,101.833,7.0
中山,1,11,サトミノマリア,リオンディーズ,105.0,94.0,99.0,92.0,97.0,102.0,103.0,103.0,99.375,9.0
中山,1,12,タブロー,ドレフォン,100.0,107.0,107.0,105.0,103.0,104.0,,,104.333,6.0
中山,1,13,アサクサグレース,フォーウィールドライブ,119.0,117.0,116.0,133.0,113.0,125.0,68.0,,113.0,2.0
中山,1,14,シスター,シニスターミニスター,116.0,123.0,115.0,116.0,110.0,119.0,,,116.5,1.0
中山,1,15,レトロブーム,エスポワールシチー,118.0,115.0,108.0,106.0,108.0,110.0,,,110.833,3.0
中山,1,16,ミートザターゲット,リアルスティール,113.0,113.0,108.0,110.0,112.0,104.0,,,110.0,4.0
中山,2,1,ニシノブレイゼスト,シルバーステート,118.0,92.0,77.0,98.0,97.0,99.0,,,96.833,9.0
中山,2,2,アステルリヴェール,ロードカナロア,100.0,98.0,100.0,97.0,93.0,96.0,112.0,94.0,98.75,7.0
中山,2,3,バイオマックス,リオンディーズ,105.0,94.0,99.0,92.0,100.0,102.0,103.0,103.0,99.75,6.0
中山,2,4,メイショウコウベ,サトノアラジン,93.0,94.0,95.0,95.0,93.0,97.0,,,94.5,10.0
中山,2,5,タキノボリ,ルヴァンスレーヴ,118.0,90.0,106.0,114.0,133.0,,,,112.2,2.0
中山,2,6,スパーブケン,マルターズアポジー,,,,,,,,,,
中山,2,7,トレインザマインド,マインドユアビスケッツ,84.0,99.0,93.0,90.0,93.0,93.0,,,92.0,11.0
中山,2,8,セレブウマザンマイ,ルヴァンスレーヴ,118.0,90.0,106.0,114.0,133.0,77.0,91.0,,104.143,3.0
中山,2,9,フォルスマジック,ミッキーロケット,119.0,102.0,83.0,95.0,100.0,104.0,,,100.5,5.0
中山,2,10,ミステンザン,オルフェーヴル,101.0,103.0,99.0,104.0,103.0,103.0,112.0,103.0,103.5,4.0
中山,2,11,アスコットロマン,モズアスコット,94.0,109.0,117.0,146.0,117.0,98.0,163.0,,120.571,1.0
中山,2,12,ピコシー,サトノダイヤモンド,106.0,108.0,100.0,97.0,99.0,98.0,89.0,91.0,98.5,8.0
中山,3,1,オイセサン,マクフィ,91.0,98.0,99.0,93.0,98.0,100.0,106.0,82.0,95.875,9.0
中山,3,2,キープサインオン,ビッグアーサー,101.0,88.0,87.0,89.0,96.0,96.0,93.0,94.0,93.0,11.0
中山,3,3,アイアンオバーカム,モーニン,89.0,90.0,88.0,80.0,85.0,92.0,93.0,95.0,89.0,14.0
中山,3,4,ポッドベル,モズアスコット,94.0,109.0,117.0,109.0,117.0,,,,109.2,3.0
中山,3,5,ダイヤモンドピラー,サートゥルナーリア,74.0,101.0,116.0,105.0,96.0,,,,98.4,7.0
中山,3,6,マテンロウバディ,サートゥルナーリア,74.0,101.0,116.0,105.0,96.0,88.0,55.0,,90.714,12.0
中山,3,7,ガトリンテソーロ,フィエールマン,158.0,123.0,118.0,107.0,103.0,68.0,346.0,,146.143,1.0
中山,3,8,エテオクロス,サトノアラジン,93.0,94.0,95.0,95.0,99.0,97.0,,,95.5,10.0
中山,3,9,ノイシュロス,アルアイン,84.0,82.0,84.0,81.0,88.0,88.0,74.0,57.0,79.75,15.0
中山,3,10,チャンピオンリボン,サンダースノー,129.0,112.0,116.0,115.0,114.0,114.0,,,116.667,2.0
中山,3,11,スプリット,ベストウォーリア,96.0,88.0,99.0,91.0,101.0,97.0,103.0,102.0,97.125,8.0
中山,3,12,オロパタジン,ノヴェリスト,92.0,80.0,88.0,94.0,88.0,102.0,,,90.667,13.0
中山,3,13,ベルツリー,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,102.0,99.0,101.125,6.0
中山,3,14,ドリームジャック,イスラボニータ,106.0,103.0,92.0,103.0,107.0,102.0,103.0,97.0,101.625,5.0
中山,3,15,グルナルーフス,ブルドッグボス,,,,,,,,,,
中山,3,16,アイビーガオー,パイロ,95.0,104.0,105.0,112.0,102.0,106.0,101.0,106.0,103.875,4.0
中山,4,1,クラシカルカイザー,リアルスティール,113.0,113.0,105.0,110.0,103.0,104.0,,,108.0,3.0
中山,4,2,マジックスクロール,ミッキーグローリー,63.0,80.0,80.0,82.0,77.0,65.0,78.0,,75.0,17.0
中山,4,3,ヤマニンエイドロン,サトノクラウン,107.0,86.0,94.0,93.0,88.0,95.0,93.0,,93.714,14.0
中山,4,4,ケルティックハーツ,ビッグアーサー,101.0,88.0,100.0,89.0,86.0,96.0,86.0,,92.286,15.0
中山,4,5,スノークルーズ,リアルインパクト,98.0,104.0,101.0,111.0,97.0,99.0,98.0,,101.143,9.0
中山,4,6,エレガントプルーフ,ルーラーシップ,100.0,107.0,101.0,102.0,96.0,100.0,,,101.0,10.0
中山,4,7,ウインスティーガ,ウインブライト,110.0,107.0,97.0,99.0,99.0,,,,102.4,6.0
中山,4,8,エイシンパルサー,エイシンヒカリ,122.0,124.0,109.0,115.0,98.0,114.0,,,113.667,2.0
中山,4,9,ミエノフェアリー,キズナ,104.0,104.0,105.0,104.0,105.0,104.0,,,104.333,4.0
中山,4,10,ロードフィアレス,ロードカナロア,100.0,98.0,98.0,97.0,93.0,96.0,,,97.0,12.0
中山,4,11,バトラーズワーフ,ブリックスアンドモルタル,104.0,98.0,104.0,103.0,104.0,97.0,91.0,,100.143,11.0
中山,4,12,ケイアイカラキア,ミスターメロディ,58.0,96.0,121.0,59.0,91.0,89.0,,,85.667,16.0
中山,4,13,パトリオティズム,アメリカンペイトリオット,111.0,99.0,107.0,97.0,102.0,106.0,91.0,,101.857,7.0
中山,4,14,アオイウィンダム,レインボーライン,,,,,,,,,,
中山,4,15,ゴールドジェスター,シルバーステート,118.0,92.0,104.0,98.0,97.0,99.0,,,101.333,8.0
中山,4,16,ケイツーブル,グレーターロンドン,136.0,114.0,117.0,113.0,121.0,119.0,,,120.0,1.0
中山,4,17,タイセイグレーター,エピファネイア,91.0,96.0,97.0,94.0,97.0,93.0,,,94.667,13.0
中山,4,18,メイデンヘッド,パイロ,95.0,104.0,91.0,112.0,108.0,106.0,,,102.667,5.0
中山,5,1,ニシノクードクール,ホークビル,36.0,95.0,99.0,102.0,69.0,90.0,115.0,,86.571,7.0
中山,5,2,ドゥカート,レイデオロ,96.0,99.0,96.0,89.0,102.0,91.0,100.0,,96.143,6.0
中山,5,3,ハイタイド,サトノダイヤモンド,106.0,95.0,97.0,97.0,102.0,98.0,113.0,,101.143,5.0
中山,5,4,アタラシイカドデニ,イスラボニータ,106.0,100.0,113.0,103.0,107.0,102.0,,,105.167,1.0
中山,5,5,シュードタキライト,ウインブライト,110.0,21.0,97.0,102.0,99.0,,,,85.8,8.0
中山,5,6,ソルエパトリオット,アメリカンペイトリオット,111.0,100.0,107.0,97.0,100.0,106.0,,,103.5,3.0
中山,5,7,デリュージョン,レッドベルジュール,,,,,,,,,,
中山,5,8,ママアリガトー,ノーブルミッション,,,,,,,,,,
中山,5,9,アルレッキーノ,ブリックスアンドモルタル,104.0,116.0,104.0,103.0,100.0,97.0,,,104.0,2.0
中山,5,10,ゲンジ,オルフェーヴル,101.0,107.0,105.0,104.0,101.0,103.0,103.0,,103.429,4.0
中山,6,1,ニシノルミリオン,ファインニードル,102.0,104.0,95.0,127.0,101.0,100.0,92.0,81.0,100.25,7.0
中山,6,2,クイーンアポーン,アポロキングダム,103.0,99.0,108.0,62.0,116.0,113.0,90.0,114.0,100.625,6.0
中山,6,3,オオゾラヒバリ,トーセンラー,93.0,101.0,85.0,123.0,106.0,99.0,,,101.167,5.0
中山,6,4,カフェベラノッテ,アロマカフェ,,,,,,,,,,
中山,6,5,エスペラード,エスポワールシチー,118.0,100.0,108.0,105.0,108.0,110.0,82.0,105.0,104.5,4.0
中山,6,6,マーゴットレーヴ,エスポワールシチー,118.0,100.0,108.0,93.0,108.0,110.0,116.0,105.0,107.25,2.0
中山,6,7,グラスブランシュ,エピカリス,,,,,,,,,,
中山,6,8,ショウナンハクウン,ダイワメジャー,97.0,97.0,92.0,94.0,97.0,96.0,,,95.5,11.0
中山,6,9,バンブトンプロ,マクフィ,91.0,100.0,99.0,103.0,98.0,100.0,,,98.5,10.0
中山,6,10,ハジメテノチュウ,アドマイヤムーン,94.0,90.0,79.0,113.0,93.0,92.0,,,93.5,13.0
中山,6,11,オセアエクスプレス,アジアエクスプレス,104.0,117.0,102.0,114.0,103.0,106.0,,,107.667,1.0
中山,6,12,セイゲン,エスポワールシチー,118.0,100.0,108.0,93.0,108.0,110.0,,,106.167,3.0
中山,6,13,ペッパーミル,コパノリッキー,103.0,92.0,94.0,97.0,91.0,96.0,,,95.5,11.0
中山,6,14,トモジャシーマ,シャンハイボビー,84.0,94.0,101.0,86.0,101.0,104.0,131.0,92.0,99.125,9.0
中山,6,15,マーゴットファブ,サトノアラジン,93.0,101.0,95.0,110.0,99.0,97.0,,,99.167,8.0
中山,6,16,スピードパンサー,アポロケンタッキー,,,,,,,,,,
中山,7,1,イデアユウシン,ドレフォン,100.0,105.0,107.0,109.0,105.0,104.0,,,105.0,2.0
中山,7,2,ベルフィーヌ,マインドユアビスケッツ,84.0,88.0,93.0,105.0,93.0,93.0,96.0,97.0,93.625,14.0
中山,7,3,ミツカネヴィーナス,ヘニーヒューズ,99.0,100.0,103.0,98.0,108.0,102.0,,,101.667,7.0
中山,7,4,スペイドアン,カリフォルニアクローム,107.0,106.0,105.0,21.0,100.0,105.0,,,90.667,15.0
中山,7,5,ネオシルバー,シルバーステート,118.0,96.0,77.0,94.0,97.0,99.0,96.0,87.0,95.5,11.0
中山,7,6,カルツァクライン,イスラボニータ,106.0,100.0,92.0,96.0,94.0,102.0,,,98.333,9.0
中山,7,7,ロジウムエポック,サトノクラウン,107.0,115.0,99.0,88.0,95.0,93.0,123.0,,102.857,6.0
中山,7,8,ロジプラヤ,ルーラーシップ,100.0,96.0,99.0,99.0,96.0,100.0,,,98.333,9.0
中山,7,9,キョウエイフロイデ,サトノクラウン,107.0,115.0,99.0,115.0,88.0,95.0,,,103.167,4.0
中山,7,10,オブシディアン,ホッコータルマエ,103.0,98.0,102.0,82.0,100.0,98.0,110.0,104.0,99.625,8.0
中山,7,11,ゴンザーゴ,ブリックスアンドモルタル,104.0,116.0,94.0,104.0,97.0,,,,103.0,5.0
中山,7,12,ファルコンミノル,ゴールドシップ,96.0,98.0,94.0,88.0,102.0,103.0,96.0,85.0,95.25,12.0
中山,7,13,マッスルバック,ミュゼスルタン,,,,,,,,,,
中山,7,14,ブレットフライ,フリオーソ,65.0,101.0,101.0,111.0,93.0,99.0,,,95.0,13.0
中山,7,15,エコロブレード,Mendelssohn,129.0,102.0,123.0,107.0,127.0,124.0,,,118.667,1.0
中山,7,16,フリッパー,ドレフォン,100.0,105.0,107.0,109.0,105.0,104.0,,,105.0,2.0
中山,8,1,スズカキング,キズナ,104.0,108.0,123.0,105.0,117.0,104.0,114.0,,110.714,1.0
中山,8,2,ルレーヴドゥリリ,ルーラーシップ,100.0,99.0,102.0,97.0,99.0,100.0,97.0,,99.143,9.0
中山,8,3,ヤマタケアオイバラ,ジャスタウェイ,95.0,101.0,116.0,103.0,111.0,102.0,107.0,,105.0,5.0
中山,8,4,ケンアンビシャス,トゥザワールド,91.0,89.0,105.0,99.0,116.0,102.0,106.0,,101.143,7.0
中山,8,5,ブラックボイス,ブラックタイド,111.0,97.0,89.0,102.0,92.0,102.0,99.0,,98.857,10.0
中山,8,6,ビートザレコード,ジャスタウェイ,95.0,101.0,116.0,103.0,111.0,102.0,107.0,,105.0,5.0
中山,8,7,ウン,キタサンブラック,90.0,96.0,152.0,114.0,104.0,103.0,109.0,,109.714,3.0
中山,8,8,バーンパッション,エイシンフラッシュ,96.0,77.0,109.0,93.0,106.0,86.0,84.0,,93.0,12.0
中山,8,9,インディゴブラック,キタサンブラック,90.0,96.0,152.0,114.0,104.0,103.0,109.0,,109.714,3.0
中山,8,10,ゴールドブリーズ,トゥザワールド,91.0,89.0,105.0,99.0,116.0,102.0,106.0,,101.143,7.0
中山,8,11,インプレス,キズナ,104.0,108.0,123.0,105.0,117.0,104.0,114.0,,110.714,1.0
中山,8,12,フェーレンベルク,エイシンフラッシュ,96.0,77.0,109.0,93.0,106.0,86.0,84.0,,93.0,12.0
中山,8,13,ロードトゥフェイム,マツリダゴッホ,,,,,,,,,,
中山,8,14,マケルナマサムネ,ディープブリランテ,99.0,115.0,88.0,82.0,107.0,96.0,96.0,,97.571,11.0
中山,9,1,マイネルトルファン,オルフェーヴル,101.0,107.0,105.0,102.0,103.0,103.0,112.0,,104.714,2.0
中山,9,2,エセルフリーダ,キタサンブラック,90.0,103.0,99.0,105.0,101.0,103.0,112.0,,101.857,5.0
中山,9,3,バックスクリーン,スクリーンヒーロー,101.0,110.0,109.0,95.0,102.0,106.0,110.0,,104.714,2.0
中山,9,4,モンタナアゲート,ダイワメジャー,97.0,97.0,98.0,94.0,95.0,96.0,,,96.167,10.0
中山,9,5,マイネルフランツ,ゴールドシップ,96.0,98.0,101.0,104.0,102.0,103.0,,,100.667,7.0
中山,9,6,イルチルコ,ドゥラメンテ,96.0,96.0,99.0,89.0,98.0,99.0,98.0,,96.429,9.0
中山,9,7,ブラックヴァール,ジャングルポケット,82.0,98.0,104.0,82.0,103.0,87.0,,,92.667,12.0
中山,9,8,ピンキープロミス,ゴールドシップ,96.0,98.0,101.0,88.0,102.0,103.0,,,98.0,8.0
中山,9,9,テーオーダグラス,リアルスティール,113.0,102.0,105.0,88.0,103.0,104.0,95.0,,101.429,6.0
中山,9,10,マーシャルポイント,エピファネイア,91.0,88.0,97.0,91.0,97.0,93.0,95.0,,93.143,11.0
中山,9,11,エコロレイズ,アメリカンペイトリオット,111.0,100.0,107.0,106.0,102.0,106.0,,,105.333,1.0
中山,9,12,オウケンボルト,フェノーメノ,,,,,,,,,,
中山,9,13,ロゼル,シルバーステート,118.0,96.0,104.0,100.0,97.0,99.0,,,102.333,4.0
中山,10,1,アイファーエポック,トビーズコーナー,130.0,120.0,137.0,130.0,134.0,130.0,,,130.167,1.0
中山,10,2,スノーグレース,ドレフォン,100.0,105.0,107.0,109.0,105.0,104.0,,,105.0,10.0
中山,10,3,ストライク,アジアエクスプレス,104.0,117.0,102.0,122.0,103.0,106.0,,,109.0,8.0
中山,10,4,ペンティメント,レッドファルクス,107.0,111.0,113.0,107.0,98.0,,,,107.2,9.0
中山,10,5,バリアントバイオ,トーセンジョーダン,101.0,99.0,112.0,131.0,116.0,101.0,110.0,125.0,111.875,5.0
中山,10,6,バンドマスター,バンドワゴン,172.0,115.0,110.0,108.0,107.0,,,,122.4,3.0
中山,10,7,ロジアデレード,ドレフォン,100.0,105.0,107.0,106.0,105.0,104.0,,,104.5,11.0
中山,10,8,ユキマル,グレーターロンドン,136.0,124.0,120.0,121.0,119.0,120.0,136.0,,125.143,2.0
中山,10,9,エスティメート,プリサイスエンド,98.0,110.0,112.0,99.0,132.0,111.0,,,110.333,6.0
中山,10,10,ソーニーイシュー,シニスターミニスター,116.0,108.0,115.0,112.0,118.0,119.0,,,114.667,4.0
中山,10,11,コブラ,ダノンレジェンド,111.0,110.0,116.0,98.0,113.0,114.0,105.0,114.0,110.125,7.0
中山,10,12,クロニクル,ハーツクライ,98.0,96.0,98.0,95.0,95.0,94.0,,,96.0,15.0
中山,10,13,ウインリブルマン,エピファネイア,91.0,88.0,88.0,81.0,97.0,93.0,,,89.667,16.0
中山,10,14,メイショウフジ,ホッコータルマエ,103.0,98.0,102.0,82.0,100.0,98.0,,,97.167,14.0
中山,10,15,プラウドヘリテージ,ジャスタウェイ,95.0,101.0,103.0,103.0,99.0,102.0,105.0,106.0,101.75,12.0
中山,10,16,サンライズパスカル,ミッキーアイル,100.0,104.0,97.0,101.0,100.0,103.0,,,100.833,13.0
中山,11,1,ミッキーマドンナ,エピファネイア,91.0,97.0,97.0,94.0,97.0,93.0,,,94.833,13.0
中山,11,2,キョウエイタイコ,モーニン,89.0,89.0,48.0,80.0,89.0,92.0,,,81.167,15.0
中山,11,3,レーヴドロペラ,モーリス,95.0,96.0,99.0,99.0,99.0,98.0,96.0,,97.429,9.0
中山,11,4,パラディレーヌ,キズナ,104.0,108.0,105.0,104.0,105.0,104.0,,,105.0,1.0
中山,11,5,ハギノピアチェーレ,キズナ,104.0,108.0,105.0,104.0,105.0,104.0,,,105.0,1.0
中山,11,6,インヴォーグ,ロードカナロア,100.0,113.0,98.0,97.0,93.0,96.0,96.0,,99.0,8.0
中山,11,7,ジョスラン,エピファネイア,91.0,97.0,97.0,94.0,97.0,93.0,,,94.833,13.0
中山,11,8,ホウオウガイア,シルバーステート,118.0,105.0,104.0,98.0,97.0,99.0,96.0,,102.429,5.0
中山,11,9,ジャルディニエ,アドマイヤマーズ,80.0,86.0,95.0,108.0,116.0,85.0,,,95.0,11.0
中山,11,10,ハードワーカー,ノーブルミッション,,,,,,,,,,
中山,11,11,レーゼドラマ,キズナ,104.0,108.0,105.0,104.0,105.0,104.0,100.0,,104.286,3.0
中山,11,12,ゴーソーファー,キズナ,104.0,108.0,105.0,104.0,105.0,104.0,100.0,,104.286,3.0
中山,11,13,ホリーアン,ゴールドアクター,98.0,21.0,128.0,113.0,122.0,114.0,,,99.333,7.0
中山,11,14,コンテナライン,ドゥラメンテ,96.0,93.0,99.0,98.0,98.0,99.0,,,97.167,10.0
中山,11,15,ヴォンフレ,ブラックタイド,111.0,97.0,93.0,101.0,103.0,102.0,94.0,,100.143,6.0
中山,11,16,エナジーショット,サンダースノー,129.0,21.0,85.0,115.0,106.0,114.0,,,95.0,11.0
中山,12,1,ノヴァエクスプレス,アジアエクスプレス,104.0,117.0,102.0,114.0,103.0,106.0,,,107.667,4.0
中山,12,2,アポロプラネット,リオンディーズ,105.0,101.0,99.0,95.0,97.0,102.0,,,99.833,11.0
中山,12,3,ベルシャンソン,イスラボニータ,106.0,100.0,92.0,111.0,107.0,102.0,,,103.0,6.0
中山,12,4,ジョヴィアン,Justify,75.0,87.0,93.0,90.0,83.0,,,,85.6,15.0
中山,12,5,マーシヴィガラス,ネロ,89.0,135.0,94.0,115.0,110.0,130.0,88.0,,108.714,3.0
中山,12,6,マイレーヌ,ロゴタイプ,98.0,108.0,98.0,81.0,87.0,99.0,,,95.167,14.0
中山,12,7,ターニングアップ,カレンブラックヒル,92.0,104.0,107.0,82.0,105.0,102.0,,,98.667,13.0
中山,12,8,ブライトルピナス,サンダースノー,129.0,117.0,116.0,114.0,114.0,159.0,140.0,,127.0,1.0
中山,12,9,ヘルメース,ファインニードル,102.0,104.0,95.0,127.0,101.0,100.0,,,104.833,5.0
中山,12,10,ルーラルハピネス,ファインニードル,102.0,104.0,95.0,101.0,100.0,,,,100.4,9.0
