場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
函館,1,未勝利,芝,1200,良,1,ソルトアイリス,3歳,舟山瑠泉,四位洋文,差し,,,短距離,右回り,,Lv3 ,アドマイヤマーズ,休明初戦,距離短縮,1,B,13.1,12.0,13.1,11.0,35.0,8.0,34.1,3.0,C,C,B,,
函館,1,未勝利,芝,1200,良,2,キミノナハオリョウ,3歳,国分恭介,千田輝彦,追込,,0.0,短距離,右回り,,Lv3 ,アドマイヤマーズ,休明初戦,,14,E,12.5,7.0,12.5,4.0,34.7,5.0,34.6,5.0,D,B,C,,
函館,1,未勝利,芝,1200,良,3,バレンタインビスタ,3歳,武豊,蛯名正義,先行,,100.0,短距離,右回り,,Lv3 ,ロードカナロア,休明初戦,距離短縮,3,C,11.8,1.0,12.4,2.0,34.2,3.0,35.5,,B,D,E,C,C
函館,1,未勝利,芝,1200,良,4,スワトウ,3歳,小沢大仁,牧田和弥,差し,,,短距離,右回り,,Lv3 ,アルアイン,休明初戦,距離短縮,8,D,13.4,15.0,13.6,14.0,36.3,,33.5,2.0,B,B,B,B,
函館,1,未勝利,芝,1200,良,5,エビスディアーナ,3歳,古川奈穂,加藤征弘,差し,,,短距離,右回り,,Lv3 ,マジェスティックウォリアー,休明2走,,16,E,13.1,12.0,13.1,11.0,37.4,,38.2,,C,D,,,
函館,1,未勝利,芝,1200,良,6,クリーンブーケ,3歳,吉田隼人,荒川義之,追込,,,短距離,右回り,,Lv3 ,シルバーステート,休明初戦,,13,E,13.3,14.0,13.3,13.0,36.6,,33.4,1.0,B,C,B,,
函館,1,未勝利,芝,1200,良,7,ルージュフローラ,3歳,古川吉洋,森一誠,先行,,0.0,短距離,右回り,,Lv3 ,モーリス,休明初戦,,7,D,12.9,11.0,13.7,15.0,35.2,,34.4,4.0,C,B,B,,
函館,1,未勝利,芝,1200,良,8,ファインコンダクト,3歳,横山武史,久保田貴,先行,,,短距離,右回り,,Lv3 ,ファインニードル,休明初戦,距離短縮,4,D,12.8,9.0,12.9,9.0,35.7,,34.7,6.0,B,C,D,,
函館,1,未勝利,芝,1200,良,9,エコロアビス,3歳,丹内祐次,牧浦充徳,先行,,33.33333333333333,短距離,右回り,,Lv3 ,ロジャーバローズ,休明初戦,距離延長,5,D,12.0,4.0,12.7,6.0,34.6,4.0,34.9,7.0,C,B,C,C,B
函館,1,未勝利,芝,1200,良,10,スプリングドリーム,3歳,佐々木大,加藤士津,逃げ,,,短距離,右回り,,Lv3 ,モズアスコット,休明3走,距離延長,6,D,11.9,2.0,12.5,4.0,34.0,1.0,37.4,,C,C,C,,
函館,1,未勝利,芝,1200,良,11,ハルヒメ,3歳,長浜鴻緒,矢嶋大樹,逃げ,100.0,66.66666666666666,短距離,右回り,,Lv3 ,マインドユアビスケッツ,休明3走,,2,B,11.9,2.0,12.4,2.0,34.0,1.0,36.6,,D,B,C,C,B
函館,1,未勝利,芝,1200,良,12,ノーブルマドンナ,3歳,和田陽希,藤野健太,差し,,0.0,短距離,右回り,,Lv3 ,ノーブルミッション,休明初戦,,15,E,12.5,7.0,12.8,7.0,34.9,7.0,35.3,,C,B,B,C,
函館,1,未勝利,芝,1200,良,13,トリアングルレディ,3歳,岩田康誠,尾関知人,先行,,0.0,短距離,右回り,,Lv3 ,ダノンバラード,休明初戦,,10,D,12.3,6.0,12.3,1.0,35.1,,35.9,,C,B,,,
函館,1,未勝利,芝,1200,良,14,ミレニアルピンク,3歳,斎藤新,安田翔伍,先行,,,短距離,右回り,,Lv3 ,ラブリーデイ,休明初戦,距離短縮,9,D,12.8,9.0,12.8,7.0,35.1,,35.0,,C,D,,,
函館,1,未勝利,芝,1200,良,15,ブリリアンブルーム,3歳,小林美駒,西村真幸,,,,短距離,右回り,,Lv3 ,サトノダイヤモンド,,,12,E,,,,,,,,,,,,,
函館,1,未勝利,芝,1200,良,16,チャーミングアイ,3歳,大久保友,菊川正達,差し,,0.0,短距離,右回り,,Lv3 ,マテラスカイ,休明3走,,11,E,12.2,5.0,12.9,9.0,34.7,5.0,34.9,7.0,D,D,C,D,C
函館,2,未勝利,ダート,2400,良,1,ハイドパーク,3歳,国分恭介,田中克典,追込,,,長距離,右回り,,Lv2 ,クリソベリル,,距離延長,4,D,13.3,5.0,13.8,7.0,36.6,3.0,37.3,2.0,B,C,C,C,C
函館,2,未勝利,ダート,2400,良,2,ポップアップ,3歳,佐々木大,寺島良,追込,,,長距離,右回り,,Lv2 ,ロジャーバローズ,,距離延長,2,B,13.5,8.0,14.0,9.0,36.2,1.0,37.8,3.0,C,C,C,C,E
函館,2,未勝利,ダート,2400,良,3,ウインモンクール,3歳,丹内祐次,新谷功一,先行,,,長距離,右回り,,Lv2 ,ルヴァンスレーヴ,休明3走,距離延長,3,B,12.7,2.0,13.7,4.0,36.5,2.0,38.8,,C,C,C,,
函館,2,未勝利,ダート,2400,良,4,キヨタリート,3歳,舟山瑠泉,小崎憲,差し,,,長距離,右回り,,Lv2 ,キズナ,連闘,距離延長,5,D,12.9,3.0,13.5,3.0,,,,,B,C,,,
函館,2,未勝利,ダート,2400,良,5,ラヴィニアパーク,3歳,岩田康誠,大竹正博,差し,,,長距離,右回り,,Lv2 ,ハービンジャー,,距離延長,6,D,13.4,7.0,14.2,11.0,38.3,,40.2,,D,C,D,C,
函館,2,未勝利,ダート,2400,良,6,マーゴットデウス,3歳,小沢大仁,今野貞一,追込,,,長距離,右回り,,Lv2 ,ドレフォン,,距離延長,9,E,13.5,8.0,13.8,7.0,38.7,,38.2,,B,C,D,B,
函館,2,未勝利,ダート,2400,良,7,テンカフブ,3歳,川又賢治,吉村圭司,追込,,,長距離,右回り,,Lv2 ,ニューイヤーズデイ,,距離延長,11,E,13.3,5.0,13.3,2.0,38.5,,39.7,,C,D,,,
函館,2,未勝利,ダート,2400,良,8,ロードステラート,3歳,横山武史,武英智,先行,,,長距離,右回り,,Lv2 ,キタサンブラック,,距離延長,1,B,12.4,1.0,12.8,1.0,38.0,,37.0,1.0,C,C,C,D,C
函館,2,未勝利,ダート,2400,良,9,ジャストグレース,3歳,古川吉洋,大根田裕,追込,,,長距離,右回り,,Lv2 ,ホッコータルマエ,,距離延長,8,D,13.7,11.0,14.1,10.0,37.4,5.0,38.1,5.0,C,C,C,,
函館,2,未勝利,ダート,2400,良,10,トーセンアミューズ,3歳,長浜鴻緒,加藤征弘,追込,0.0,,長距離,右回り,,Lv2 ,ダイワメジャー,連闘,距離延長,10,E,13.0,4.0,13.7,4.0,36.9,4.0,38.9,,C,C,C,C,
函館,2,未勝利,ダート,2400,良,11,フクチャンブラック,3歳,松本大輝,高橋康之,追込,,,長距離,右回り,,Lv2 ,キタサンブラック,,距離延長,7,D,13.5,8.0,13.7,4.0,39.0,,38.0,4.0,C,C,C,C,C
函館,3,未勝利,ダート,1000,良,1,ステキサプライズ,3歳,長浜鴻緒,粕谷昌央,差し,,0.0,短距離,右回り,,Lv2 ,ゴールドシップ,休明2走,距離短縮,11,E,12.4,6.0,12.8,5.0,35.7,,38.4,,C,D,E,B,D
函館,3,未勝利,ダート,1000,良,2,ユーベルジーク,3歳,河原田菜,辻哲英,差し,,,短距離,右回り,,Lv2 ,タワーオブロンドン,,距離短縮,12,E,12.8,11.0,13.3,9.0,35.9,,39.7,,C,C,,,
函館,3,未勝利,ダート,1000,良,3,エコロデュラン,3歳,古川奈穂,矢作芳人,差し,,0.0,短距離,右回り,,Lv2 ,Caravaggio,休明2走,距離短縮,7,D,12.4,6.0,12.8,5.0,35.0,3.0,38.5,,B,C,C,,
