rlevel,topk,place_low_min,place_high_max,pop_min,pop_max,diff_pop_min,bets,win_roi,win_hit,place_roi,place_hit,umaren_box_bets,umaren_box_roi,umaren_box_races,umaren_axis1_bets,umaren_axis1_roi,umaren_axis1_races
1,2,1.3,3.5,2,6,0,235,116.36085106382978,1.0,83.31914893617022,0.451063829787234,33,90.9090909090909,33,518,60.077220077220076,190
1,2,1.3,3.5,2,6,1,121,107.40909090909089,1.0,74.13223140495869,0.4049586776859504,16,136.875,16,314,67.45222929936305,105
1,2,1.4,3.5,2,6,0,197,110.38223350253806,1.0,82.69035532994924,0.43147208121827413,26,31.153846153846153,26,447,55.59284116331096,161
1,2,1.4,3.5,2,6,1,104,95.0048076923077,1.0,73.65384615384616,0.38461538461538464,12,0.0,12,280,60.75000000000001,92
1,2,1.5,3.5,2,6,0,154,88.71818181818182,1.0,75.45454545454545,0.37012987012987014,20,0.0,20,358,26.340782122905026,126
1,2,1.5,3.5,2,6,1,88,83.48181818181818,1.0,66.47727272727273,0.32954545454545453,11,0.0,11,239,29.414225941422593,77
1,2,1.6,3.5,2,6,0,118,79.55932203389831,1.0,73.22033898305085,0.3389830508474576,15,0.0,15,274,27.810218978102192,97
1,2,1.6,3.5,2,6,1,70,62.92000000000001,1.0,55.714285714285715,0.2571428571428571,9,0.0,9,193,24.300518134715027,61
1,2,1.7,3.5,2,6,0,93,77.24731182795699,1.0,72.47311827956989,0.3225806451612903,10,0.0,10,217,27.050691244239633,78
1,2,1.7,3.5,2,6,1,56,49.54107142857143,1.0,48.75,0.21428571428571427,6,0.0,6,156,22.17948717948718,50
1,2,1.8,3.5,2,6,0,75,83.66133333333335,1.0,81.06666666666666,0.36,6,0.0,6,174,38.735632183908045,65
1,2,1.8,3.5,2,6,1,43,62.38139534883721,1.0,63.48837209302326,0.27906976744186046,3,0.0,3,119,36.38655462184874,40
1,2,1.9,3.5,2,6,0,51,59.10980392156861,1.0,94.31372549019608,0.4117647058823529,5,0.0,5,114,59.122807017543856,45
1,2,1.9,3.5,2,6,1,26,34.40384615384615,1.0,87.6923076923077,0.38461538461538464,2,0.0,2,67,64.62686567164178,24
1,2,2.0,3.5,2,6,0,33,61.312121212121205,1.0,89.6969696969697,0.36363636363636365,2,0.0,2,79,70.63291139240506,30
1,2,2.0,3.5,2,6,1,20,42.35999999999999,1.0,72.0,0.3,1,0.0,1,55,57.63636363636364,19
1,2,2.1,3.5,2,6,0,26,28.088461538461534,1.0,65.38461538461539,0.2692307692307692,1,0.0,1,64,53.59374999999999,24
1,2,2.1,3.5,2,6,1,16,9.524999999999999,1.0,45.625,0.1875,1,0.0,1,44,43.86363636363637,15
1,2,2.2,3.5,2,6,0,18,36.205555555555556,1.0,81.66666666666667,0.3333333333333333,1,0.0,1,40,59.25,16
1,2,2.2,3.5,2,6,1,8,9.225,1.0,62.5,0.25,1,0.0,1,20,43.5,7
1,3,1.3,3.5,2,6,0,264,107.29242424242422,1.0,80.07575757575758,0.42803030303030304,56,68.92857142857143,54,545,57.10091743119266,197
1,3,1.3,3.5,2,6,1,130,100.62153846153845,1.0,72.46153846153847,0.3923076923076923,19,115.26315789473685,19,340,62.29411764705882,111
1,3,1.4,3.5,2,6,0,225,100.97511111111113,1.0,79.33333333333333,0.4088888888888889,47,35.53191489361702,45,478,51.987447698744774,169
1,3,1.4,3.5,2,6,1,113,88.18407079646016,1.0,71.76991150442478,0.37168141592920356,15,0.0,15,306,55.58823529411765,98
1,3,1.5,3.5,2,6,0,178,82.10561797752808,1.0,72.52808988764045,0.3539325842696629,34,0.0,32,396,25.984848484848484,137
1,3,1.5,3.5,2,6,1,95,78.11368421052633,1.0,66.3157894736842,0.3263157894736842,12,0.0,12,265,26.528301886792455,83
1,3,1.6,3.5,2,6,0,135,76.20296296296296,1.0,70.96296296296296,0.32592592592592595,21,0.0,21,315,37.26984126984127,108
