場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,タイセイモノリス,横山和生,1309.0,-784.0,896.0,1072.0,2261.0,,4754.0,3.0
中山,1,2,チャーミングアイ,小林美駒,-341.0,-1267.0,-1549.0,-339.0,-896.0,,-4392.0,9.0
中山,1,3,ジーモンスター,岩田望来,594.0,136.0,-745.0,-739.0,1444.0,,690.0,6.0
中山,1,4,ヤマタケボニータ,原優介　,-315.0,-4128.0,644.0,-373.0,-1489.0,,-5661.0,10.0
中山,1,5,ユニゾン,丹内祐次,-784.0,665.0,-92.0,3048.0,3082.0,,5919.0,2.0
中山,1,6,ショウナンタヅナ,池添謙一,-217.0,149.0,-228.0,406.0,-744.0,,-634.0,7.0
中山,1,7,ニシノガウェイン,内田博幸,-617.0,-558.0,-1314.0,-3480.0,-1358.0,,-7327.0,11.0
中山,1,8,ハイライトニング,戸崎圭太,-410.0,318.0,-1345.0,-349.0,203.0,,-1583.0,8.0
中山,1,9,タイガーゲイト,菊沢一樹,175.0,3343.0,2401.0,1567.0,2520.0,,10006.0,1.0
中山,1,10,ルージュノヴァ,上里直汰,,,,,,,,
中山,1,11,マシン,団野大成,-448.0,-1726.0,3499.0,1736.0,729.0,,3790.0,4.0
中山,1,12,リフレックス,佐々木大,268.0,537.0,468.0,-818.0,2169.0,,2624.0,5.0
中山,2,1,リーデレクオーレ,柴田大知,-694.0,-1585.0,-1410.0,-2932.0,-1268.0,,-7889.0,16.0
中山,2,2,ケイベエ,木幡巧也,-820.0,715.0,-867.0,-122.0,-432.0,,-1526.0,10.0
中山,2,3,コパノセビリア,菊沢一樹,175.0,3343.0,2869.0,3695.0,2520.0,,12602.0,1.0
中山,2,4,スラッシュコード,佐々木大,268.0,537.0,1146.0,2205.0,2169.0,,6325.0,3.0
中山,2,5,トラスコンガーデン,吉田豊　,-478.0,-812.0,-1263.0,-247.0,-1272.0,,-4072.0,13.0
中山,2,6,ステキサプライズ,横山琉人,-132.0,-1045.0,-985.0,-1128.0,-563.0,,-3853.0,12.0
中山,2,7,ハッピーラッキー,丸田恭介,2211.0,-353.0,-385.0,706.0,1212.0,,3391.0,6.0
中山,2,8,ルディドゥゲンジ,黛弘人　,639.0,1090.0,383.0,-86.0,2516.0,,4542.0,5.0
中山,2,9,カレンデュラ,嶋田純次,-414.0,-40.0,768.0,61.0,-301.0,,74.0,8.0
中山,2,10,フェイスリフト,内田博幸,-617.0,-558.0,-1699.0,-146.0,-1358.0,,-4378.0,14.0
中山,2,11,インザライムライト,石神深道,-377.0,-455.0,-2027.0,-2057.0,-2181.0,,-7097.0,15.0
中山,2,12,サトノエスケープ,戸崎圭太,-410.0,318.0,100.0,-943.0,203.0,,-732.0,9.0
中山,2,13,ダノンルミエール,三浦皇成,566.0,1497.0,-435.0,328.0,1109.0,,3065.0,7.0
中山,2,14,フォーエバーラブ,丹内祐次,-784.0,665.0,3364.0,-600.0,3082.0,,5727.0,4.0
中山,2,15,サフィニア,石橋脩　,-436.0,-366.0,-2893.0,1273.0,-1116.0,,-3538.0,11.0
中山,2,16,ノブピースオブラブ,岩田望来,594.0,136.0,2392.0,2683.0,1444.0,,7249.0,2.0
中山,3,1,サムシングニュー,柴田善臣,-456.0,283.0,-992.0,-139.0,-306.0,,-1610.0,10.0
中山,3,2,サバイバルトゥルー,吉田隼人,19.0,-220.0,-533.0,-112.0,-649.0,,-1495.0,9.0
中山,3,3,マイネルリーヒム,戸崎圭太,-410.0,318.0,100.0,-349.0,203.0,,-138.0,6.0
中山,3,4,シシリアンフラッグ,小林美駒,-341.0,-1267.0,195.0,-339.0,-896.0,,-2648.0,11.0
中山,3,5,シデンイッセン,丹内祐次,-784.0,665.0,3364.0,3048.0,3082.0,,9375.0,2.0
中山,3,6,ブランニューホーム,黛弘人　,639.0,1090.0,383.0,1440.0,2516.0,,6068.0,3.0
中山,3,7,フロムドーン,石田拓郎,-3555.0,980.0,-2879.0,-677.0,-1195.0,,-7326.0,14.0
中山,3,8,カリドーラ,三浦皇成,566.0,1497.0,-435.0,623.0,1109.0,,3360.0,5.0
中山,3,9,マイネルパーロル,木幡巧也,-820.0,715.0,-867.0,298.0,-432.0,,-1106.0,8.0
中山,3,10,アイドクレース,石神深道,-377.0,-455.0,-2027.0,-3918.0,-2181.0,,-8958.0,15.0
中山,3,11,オーキッドワン,菊沢一樹,175.0,3343.0,2869.0,1567.0,2520.0,,10474.0,1.0
中山,3,12,コッツォリーノ,横山典弘,64.0,463.0,-582.0,671.0,-807.0,,-191.0,7.0
中山,3,13,エーデルゼーレ,モレイラ,,,,,,,,
中山,3,14,ショウナンパステル,吉田豊　,-478.0,-812.0,-1263.0,-422.0,-1272.0,,-4247.0,12.0
中山,3,15,レイナロハルンバ,長浜鴻緒,-145.0,1492.0,629.0,1851.0,254.0,,4081.0,4.0
中山,3,16,ステラスペース,武藤雅　,-441.0,-644.0,-2112.0,-727.0,-939.0,,-4863.0,13.0
中山,4,1,ルーナディサングエ,菅原隆一,-632.0,184.0,-751.0,-641.0,-909.0,,-2749.0,10.0
中山,4,2,ユーフォリア,嶋田純次,-414.0,1151.0,-372.0,61.0,-301.0,,125.0,7.0
中山,4,3,ヌクレオチド,柴田善臣,-456.0,138.0,1347.0,262.0,-306.0,,985.0,5.0
中山,4,4,ジョイアミーア,モレイラ,,,,,,,,
中山,4,5,キミガイチバンイイ,菊沢一樹,175.0,627.0,2401.0,3695.0,2520.0,,9418.0,1.0
中山,4,6,ルクスレイモンド,津村明秀,361.0,494.0,-40.0,1782.0,-302.0,,2295.0,4.0
中山,4,7,モズセンピロ,小林美駒,-341.0,-94.0,-1549.0,-935.0,-896.0,,-3815.0,11.0
中山,4,8,ビックリパラダイス,遠藤汰月,,,,,,,,
中山,4,9,アンセートゥモダン,木幡巧也,-820.0,397.0,298.0,-122.0,-432.0,,-679.0,8.0
中山,4,10,アイアンブランド,柴田大知,-694.0,-233.0,-2164.0,-2932.0,-1268.0,,-7291.0,13.0
中山,4,11,マイネルテオドロス,佐々木大,268.0,1125.0,468.0,2205.0,2169.0,,6235.0,2.0
中山,4,12,マジックアロマ,松山弘平,-330.0,-382.0,931.0,-605.0,-1083.0,,-1469.0,9.0
中山,4,13,ガルディーノ,石田拓郎,-3555.0,-1379.0,-675.0,-2815.0,-1195.0,,-9619.0,14.0
中山,4,14,スタームーンナイト,横山和生,1309.0,489.0,896.0,109.0,2261.0,,5064.0,3.0
中山,4,15,サノノアルペン,丹内祐次,-784.0,-1273.0,-92.0,-600.0,3082.0,,333.0,6.0
中山,4,16,ツクバヴァンガード,内田博幸,-617.0,-708.0,-1314.0,-146.0,-1358.0,,-4143.0,12.0
中山,5,1,アンラコル,武藤雅　,-441.0,-112.0,-2112.0,-727.0,-939.0,,-4331.0,12.0
中山,5,2,マリブ,吉田豊　,-478.0,159.0,-1263.0,-422.0,-1272.0,,-3276.0,11.0
中山,5,3,アルカマル,内田博幸,-617.0,-708.0,-1699.0,-3480.0,-1358.0,,-7862.0,15.0
中山,5,4,トーセンエリオット,佐々木大,268.0,1125.0,1146.0,-818.0,2169.0,,3890.0,3.0
中山,5,5,フクスケ,木幡巧也,-820.0,397.0,-867.0,298.0,-432.0,,-1424.0,6.0
中山,5,6,ティラーノ,大野拓弥,-410.0,42.0,1845.0,378.0,485.0,,2340.0,4.0
中山,5,7,ブレイズランナー,横山武史,-311.0,-313.0,-190.0,-1160.0,-845.0,,-2819.0,10.0
中山,5,8,ウインブリザード,石神深道,-377.0,-1580.0,-2027.0,-3918.0,-2181.0,,-10083.0,16.0
中山,5,9,ヒズマスターピース,菅原明良,-1023.0,-415.0,-53.0,-762.0,-353.0,,-2606.0,8.0
中山,5,10,パーシヴァル,石川裕紀,1580.0,-248.0,-196.0,88.0,274.0,,1498.0,5.0
中山,5,11,キャルナイト,ルメール,-585.0,-250.0,-170.0,-313.0,-914.0,,-2232.0,7.0
中山,5,12,フロステリオン,菊沢一樹,175.0,627.0,2869.0,1567.0,2520.0,,7758.0,1.0
中山,5,13,ナイスプレーアスク,荻野極　,1471.0,26.0,-679.0,-1798.0,-1724.0,,-2704.0,9.0
中山,5,14,ナンヨーロイヤル,松山弘平,-330.0,-382.0,-2209.0,-349.0,-1083.0,,-4353.0,13.0
中山,5,15,エピックフライト,モレイラ,,,,,,,,
中山,5,16,イブキ,原優介　,-315.0,-500.0,-2557.0,-373.0,-1489.0,,-5234.0,14.0
中山,5,17,ベルランコントル,丹内祐次,-784.0,-1273.0,3364.0,3048.0,3082.0,,7437.0,2.0
中山,6,1,スマートクオーレ,木幡初也,395.0,-189.0,-623.0,-479.0,119.0,,-777.0,7.0
中山,6,2,フジレイメイ,松岡正海,157.0,-2184.0,-2983.0,-380.0,965.0,,-4425.0,12.0
中山,6,3,ジャクソン,大野拓弥,-410.0,-369.0,-1332.0,378.0,485.0,,-1248.0,8.0
中山,6,4,コッレヴェッキオ,岩田望来,594.0,310.0,-745.0,-739.0,1444.0,,864.0,6.0
中山,6,5,ポンサン,石田拓郎,-3555.0,-1759.0,-675.0,-677.0,-1195.0,,-7861.0,14.0
中山,6,6,ロストボール,上里直汰,,,,,,,,
中山,6,7,プレジール,横山和生,1309.0,415.0,896.0,1072.0,2261.0,,5953.0,3.0
中山,6,8,ヤコブセン,横山武史,-311.0,-1919.0,-2911.0,-1160.0,-845.0,,-7146.0,13.0
中山,6,9,コーリンカルベラ,吉田豊　,-478.0,466.0,205.0,-422.0,-1272.0,,-1501.0,9.0
中山,6,10,カイトヴィント,石神深道,-377.0,-3264.0,-3589.0,-3918.0,-2181.0,,-13329.0,15.0
中山,6,11,ラストレガシー,丹内祐次,-784.0,3505.0,-92.0,3048.0,3082.0,,8759.0,1.0
中山,6,12,クラウングスタフ,武藤雅　,-441.0,-1078.0,-262.0,-727.0,-939.0,,-3447.0,11.0
中山,6,13,ファルコンミノル,長浜鴻緒,-145.0,-241.0,-605.0,1851.0,254.0,,1114.0,5.0
中山,6,14,プロスペクトパーク,荻野極　,1471.0,-73.0,250.0,-1798.0,-1724.0,,-1874.0,10.0
中山,6,15,グランエシェゾー,横山琉人,-132.0,641.0,567.0,1004.0,-563.0,,1517.0,4.0
中山,6,16,ティアップドライブ,丸田恭介,2211.0,438.0,1727.0,840.0,1212.0,,6428.0,2.0
中山,7,1,ジーティーポライト,石田拓郎,-3555.0,-1759.0,-2879.0,-2815.0,-1195.0,,-12203.0,14.0
中山,7,2,グルナルーフス,宮崎北斗,4.0,-144.0,-405.0,55.0,-95.0,,-585.0,6.0
中山,7,3,ゴーゴータカシ,丹内祐次,-784.0,3505.0,3364.0,-600.0,3082.0,,8567.0,1.0
中山,7,4,ドルビナ,大野拓弥,-410.0,-369.0,1845.0,445.0,485.0,,1996.0,5.0
中山,7,5,リバーバレイト,モレイラ,,,,,,,,
中山,7,6,ベラジオワールド,佐々木大,268.0,1173.0,1146.0,2205.0,2169.0,,6961.0,3.0
中山,7,7,ルミナスピラー,石神深道,-377.0,-3264.0,-2027.0,-2057.0,-2181.0,,-9906.0,13.0
中山,7,8,レッドロスタム,坂井瑠星,602.0,1601.0,767.0,2319.0,1583.0,,6872.0,4.0
中山,7,9,グランシャーク,上里直汰,,,,,,,,
中山,7,10,ミエノブラボー,柴田善臣,-456.0,-599.0,-992.0,262.0,-306.0,,-2091.0,7.0
中山,7,11,アウフヴィント,武藤雅　,-441.0,-1078.0,-2112.0,-1816.0,-939.0,,-6386.0,12.0
中山,7,12,エアグリフォン,岩田望来,594.0,310.0,2392.0,2683.0,1444.0,,7423.0,2.0
中山,7,13,ソルエパトリオット,横山琉人,-132.0,641.0,-985.0,-1128.0,-563.0,,-2167.0,8.0
中山,7,14,キャトルエピス,松山弘平,-330.0,-1163.0,-2209.0,-605.0,-1083.0,,-5390.0,11.0
中山,7,15,インパクトシー,横山武史,-311.0,-1919.0,-190.0,-1784.0,-845.0,,-5049.0,10.0
中山,7,16,プリムツァール,武豊　　,-81.0,-382.0,-1575.0,-765.0,-1109.0,,-3912.0,9.0
中山,8,1,オルゴーリオ,横山和生,1309.0,415.0,896.0,1072.0,2261.0,,5953.0,3.0
中山,8,2,ブレイゼスト,木幡巧也,-820.0,-1843.0,298.0,298.0,-432.0,,-2499.0,11.0
中山,8,3,オセアバトルプラン,上里直汰,,,,,,,,
中山,8,4,プルナチャンドラ,原田和真,-917.0,2055.0,-384.0,-1005.0,-662.0,,-913.0,8.0
中山,8,5,マーシヴィガラス,長浜鴻緒,-145.0,-241.0,-605.0,1851.0,254.0,,1114.0,5.0
中山,8,6,ドッビアーコ,佐々木大,268.0,1173.0,468.0,-818.0,2169.0,,3260.0,4.0
