場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
札幌,1,1,カプリースカラー,ホークビル,32.0,96.0,-982.0,299.0,9.0,175.0,,,-371.0,6.0
札幌,1,2,テイクマイハート,サートゥルナーリア,-184.0,-10.0,-2606.0,-3016.0,685.0,-2661.0,-395.0,,-8187.0,8.0
札幌,1,3,カッサンドラ,インディチャンプ,-472.0,1391.0,448.0,,800.0,530.0,,,2697.0,4.0
札幌,1,4,クリコイーコ,ディーマジェスティ,-145.0,1859.0,1746.0,1911.0,560.0,984.0,,,6915.0,3.0
札幌,1,5,アイビーミャーオ,フォーウィールドライブ,373.0,2466.0,1931.0,896.0,3272.0,67.0,,,9005.0,1.0
札幌,1,6,ロングフルスペック,フォーウィールドライブ,373.0,2466.0,1931.0,896.0,3272.0,67.0,,,9005.0,1.0
札幌,1,7,カレンココナ,カレンブラックヒル,-67.0,-725.0,240.0,-840.0,-491.0,-1405.0,,,-3288.0,7.0
札幌,1,8,レヴヴィ,Good Magic,,-129.0,928.0,0.0,34.0,739.0,88.0,,1660.0,5.0
札幌,2,1,サノノベリー,グレーターロンドン,-80.0,824.0,1739.0,688.0,1666.0,1242.0,,,6079.0,2.0
札幌,2,2,ヴィヴィアンリーチ,タワーオブロンドン,-68.0,448.0,-1035.0,-110.0,-1986.0,-1795.0,,,-4546.0,4.0
札幌,2,3,テイクケア,ジャンダルム,,,,,,,,,,
札幌,2,4,コックニー,タワーオブロンドン,-68.0,448.0,-1035.0,-110.0,-1986.0,-1795.0,,,-4546.0,4.0
札幌,2,5,ヌーンベルク,タワーオブロンドン,-68.0,448.0,-1035.0,-110.0,-1986.0,-1795.0,,,-4546.0,4.0
札幌,2,6,ライフイズアート,モズアスコット,499.0,3811.0,3755.0,2846.0,3566.0,1792.0,,,16269.0,1.0
札幌,2,7,シガレス,マテラスカイ,-236.0,-202.0,131.0,-261.0,108.0,580.0,,,120.0,3.0
札幌,2,8,トーセンルルド,ハイランドリール,,,,,,,,,,
札幌,3,1,ゴーントゥファー,ドレフォン,453.0,1595.0,5315.0,2869.0,1879.0,3246.0,,,15357.0,1.0
札幌,3,2,クロームクロス,ミスターメロディ,-311.0,2.0,-949.0,1134.0,-1707.0,58.0,794.0,,-979.0,6.0
札幌,3,3,ヤマメイッカ,リアルスティール,351.0,1582.0,893.0,3343.0,1692.0,1651.0,,,9512.0,3.0
札幌,3,4,ダンツアラーム,リアルスティール,351.0,1582.0,893.0,3343.0,1692.0,1651.0,869.0,,10381.0,2.0
札幌,3,5,メイショウシンガン,ニューイヤーズデイ,-388.0,190.0,643.0,-135.0,261.0,630.0,-982.0,,219.0,4.0
札幌,3,6,アオイミズホ,ビーチパトロール,-74.0,-245.0,-1299.0,492.0,767.0,-224.0,,,-583.0,5.0
札幌,3,7,メイショウノヴァス,ノーブルミッション,-434.0,-5484.0,-3755.0,-5173.0,-4435.0,-5027.0,,,-24308.0,10.0
札幌,3,8,ブルーフレア,エイシンフラッシュ,-169.0,-178.0,-597.0,-1230.0,-512.0,-1082.0,-80.0,,-3848.0,8.0
札幌,3,9,ワンダーゾルダート,ゴールドドリーム,236.0,-1742.0,-1839.0,-984.0,534.0,-277.0,-129.0,,-4201.0,9.0
札幌,3,10,マクローリン,ヴァンゴッホ,-79.0,-1291.0,-483.0,,1090.0,349.0,-708.0,,-1122.0,7.0
札幌,4,1,レイナデルアイレ,レイデオロ,-70.0,2847.0,3468.0,-699.0,1962.0,-234.0,2070.0,,9344.0,3.0
札幌,4,2,サンエンジェルス,カリフォルニアクローム,-226.0,2027.0,823.0,1522.0,3334.0,2271.0,1227.0,,10978.0,1.0
札幌,4,3,アロハ,エピファネイア,-299.0,-1162.0,-3133.0,-3396.0,-2550.0,-4432.0,-4399.0,,-19371.0,14.0
札幌,4,4,エアヴァイブス,コントレイル,118.0,-394.0,131.0,,96.0,-620.0,-399.0,,-1068.0,8.0
札幌,4,5,スパークルレイ,ディープブリランテ,22.0,-524.0,-410.0,-307.0,-433.0,-46.0,-301.0,,-1999.0,10.0
札幌,4,6,ペカリーナ,ルーラーシップ,-123.0,638.0,-1112.0,-87.0,849.0,-959.0,556.0,,-238.0,7.0
札幌,4,7,ビップジョワ,サトノダイヤモンド,368.0,1095.0,-2004.0,-2260.0,302.0,-1050.0,-1294.0,,-4843.0,11.0
札幌,4,8,サンセリテ,コントレイル,118.0,-394.0,131.0,,96.0,-620.0,-399.0,,-1068.0,8.0
札幌,4,9,イノリ,キセキ,-166.0,-1760.0,-1676.0,,-1575.0,-1695.0,-461.0,,-7333.0,12.0
札幌,4,10,フローズンクイーン,ダノンプレミアム,-197.0,248.0,1702.0,,2261.0,987.0,,,5001.0,5.0
札幌,4,11,フレッチャアズーラ,イスラボニータ,-551.0,2297.0,2755.0,762.0,2310.0,2721.0,594.0,,10888.0,2.0
札幌,4,12,イヌボウノシオカゼ,ベンバトル,,1307.0,1574.0,,435.0,130.0,-218.0,,3228.0,6.0
札幌,4,13,カスタニッチャ,ミッキーアイル,-267.0,518.0,2567.0,770.0,1555.0,982.0,1980.0,,8105.0,4.0
札幌,4,14,ロジマギー,ハービンジャー,23.0,-1622.0,-1765.0,-654.0,-1010.0,-403.0,-2569.0,,-8000.0,13.0
札幌,5,1,レガメデルヴェント,ルヴァンスレーヴ,954.0,3782.0,9332.0,2163.0,7661.0,8101.0,,,31993.0,1.0
