場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
東京,1,未勝利,ダート,1600,良,1,ニシノギブソン,2歳,野中悠太,根本康広,追込,,,短距離,左回り,,Lv3 ,472.0,,距離延長,10,E,12.9,6.0,12.9,5.0,37.5,4.0,37.8,1.0,C,,,,
東京,1,未勝利,ダート,1600,良,2,セイウンリメンバー,2歳,長浜鴻緒,千葉直人,先行,,,短距離,左回り,,Lv3 ,470.0,,距離延長,7,D,12.7,2.0,13.3,8.0,,,,,C,D,,,
東京,1,未勝利,ダート,1600,良,3,フォールティア,2歳,原田和真,小野次郎,追込,,,短距離,左回り,,Lv3 ,500.0,休明初戦,距離短縮,16,E,13.9,15.0,13.9,15.0,38.1,6.0,43.2,8.0,D,,,,
東京,1,未勝利,ダート,1600,良,4,ウォータースパウト,2歳,佐々木大,小笠倫弘,差し,,,短距離,左回り,,Lv3 ,474.0,休明初戦,距離短縮,8,D,13.6,13.0,13.6,13.0,37.1,2.0,41.1,6.0,B,,,,
東京,1,未勝利,ダート,1600,良,5,ヴンダーバール,2歳,横山武史,斎藤誠,逃げ,,,短距離,左回り,,Lv3 ,482.0,,距離短縮,2,B,12.8,4.0,12.8,3.0,36.1,1.0,39.5,4.0,C,D,,,
東京,1,未勝利,ダート,1600,良,6,ドゥーニ,2歳,津村明秀,矢嶋大樹,差し,,,短距離,左回り,,Lv3 ,482.0,休明初戦,距離短縮,9,E,13.4,9.0,13.4,9.0,38.1,6.0,41.2,7.0,C,,,,
東京,1,未勝利,ダート,1600,良,7,ミラクルカイザー,2歳,丸田恭介,武市康男,差し,0.0,0.0,短距離,左回り,,Lv3 ,484.0,連闘,,14,E,13.5,12.0,13.5,12.0,37.8,5.0,40.0,5.0,D,C,,,
東京,1,未勝利,ダート,1600,良,8,ボグラーモデル,2歳,石神深道,柄崎将寿,差し,,,短距離,左回り,,Lv3 ,472.0,,,13,E,12.8,4.0,12.8,3.0,,,,,D,,,,
東京,1,未勝利,ダート,1600,良,9,エマープ,2歳,原優介,青木孝文,逃げ,,,短距離,左回り,,Lv3 ,490.0,,,5,C,12.7,2.0,12.7,2.0,,,,,D,B,,,
東京,1,未勝利,ダート,1600,良,10,セントゴーデンス,2歳,内田博幸,黒岩陽一,先行,,,短距離,左回り,,Lv3 ,520.0,,距離短縮,4,C,13.1,7.0,13.1,6.0,,,,,D,,,,
東京,1,未勝利,ダート,1600,良,11,パワポケウォーズ,2歳,上里直汰,大和田成,追込,0.0,0.0,短距離,左回り,,Lv3 ,422.0,連闘,,12,E,13.4,9.0,13.4,9.0,37.3,3.0,39.2,3.0,D,C,B,,
東京,1,未勝利,ダート,1600,良,12,ヴァルボナ,2歳,大野拓弥,田村康仁,逃げ,,,短距離,左回り,,Lv3 ,470.0,,,1,B,12.4,1.0,12.4,1.0,,,,,E,,,,
東京,1,未勝利,ダート,1600,良,13,タイセイゴッシュ,2歳,丹内祐次,池上昌和,追込,,,短距離,左回り,,Lv3 ,482.0,,,11,E,13.9,15.0,13.9,15.0,,,,,B,,,,
東京,1,未勝利,ダート,1600,良,14,サンデーパーティー,2歳,横山琉人,相沢郁,先行,,,短距離,左回り,,Lv3 ,,,距離短縮,6,C,13.6,13.0,13.6,13.0,38.8,8.0,38.1,2.0,C,,,,
東京,1,未勝利,ダート,1600,良,15,サンダーヴィント,2歳,菅原明良,高木登,追込,,,短距離,左回り,,Lv3 ,450.0,,距離延長,3,C,13.4,9.0,13.4,9.0,,,,,B,,,,
東京,1,未勝利,ダート,1600,良,16,スーパーチャイルド,2歳,菊沢一樹,本間忍,差し,,,短距離,左回り,,Lv3 ,484.0,休明初戦,距離短縮,15,E,13.2,8.0,13.2,7.0,,,,,B,,,,
東京,2,未勝利,芝,1600,良,1,テンユウ,2歳,横山和生,奥村武,先行,0.0,0.0,短距離,左回り,,Lv1 ,480.0,休明2走,,5,D,12.4,1.0,12.4,1.0,36.1,3.0,34.9,,C,B,,,
東京,2,未勝利,芝,1600,良,2,ウインラファーガ,2歳,丹内祐次,村田一誠,先行,,,短距離,左回り,,Lv1 ,454.0,,距離短縮,6,D,12.8,3.0,12.8,3.0,36.9,,36.3,,B,,,,
東京,2,未勝利,芝,1600,良,3,コズミックボックス,2歳,ルメール,中舘英二,差し,,50.0,短距離,左回り,,Lv1 ,438.0,,,1,A,13.1,7.0,13.1,7.0,36.1,3.0,34.5,4.0,C,C,,,
東京,2,未勝利,芝,1600,良,4,キンググローリー,2歳,菅原明良,古賀慎明,差し,,0.0,短距離,左回り,,Lv1 ,466.0,,距離短縮,3,C,13.2,8.0,13.2,8.0,37.5,,34.1,2.0,C,B,,,
東京,2,未勝利,芝,1600,良,5,サザンテイオー,2歳,長浜鴻緒,根本康広,先行,,0.0,短距離,左回り,,Lv1 ,436.0,,,7,D,12.5,2.0,12.5,2.0,35.7,2.0,35.3,,B,C,C,D,C
東京,2,未勝利,芝,1600,良,6,フィーユレアル,2歳,横山琉人,斎藤誠,先行,,0.0,短距離,左回り,,Lv1 ,466.0,,,4,C,12.9,4.0,12.9,4.0,36.6,5.0,34.3,3.0,C,B,,,
東京,2,未勝利,芝,1600,良,7,イヌボウノユウヒ,2歳,石神深道,鹿戸雄一,追込,,,短距離,左回り,,Lv1 ,452.0,,距離短縮,10,E,13.3,9.0,13.3,9.0,38.0,,36.8,,B,,,,
