場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
東京,1,未勝利,ダート,1600,稍重,1,ライズトゥザトップ,2歳,野中悠太,牧光二,先行,0.0,0.0,短距離,左回り,ダ道悪,Lv2 ,488.0,,
東京,1,未勝利,ダート,1600,稍重,2,ピコピンク,2歳,田辺裕信,尾形和幸,追込,,,短距離,左回り,ダ道悪,Lv2 ,496.0,,距離延長
東京,1,未勝利,ダート,1600,稍重,3,トーセンビギン,2歳,内田博幸,田村康仁,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv2 ,466.0,休明2走,
東京,1,未勝利,ダート,1600,稍重,4,キスメット,2歳,丸田恭介,大和田成,追込,0.0,,短距離,左回り,ダ道悪,Lv2 ,468.0,,距離延長
東京,1,未勝利,ダート,1600,稍重,5,キョウキランブ,2歳,北村宏司,古賀慎明,差し,100.0,100.0,短距離,左回り,ダ道悪,Lv2 ,512.0,,
東京,1,未勝利,ダート,1600,稍重,6,ヤマメキング,2歳,戸崎圭太,田島俊明,差し,,,短距離,左回り,ダ道悪,Lv2 ,490.0,,
東京,1,未勝利,ダート,1600,稍重,7,アイスリーディング,2歳,菅原明良,小笠倫弘,先行,,,短距離,左回り,ダ道悪,Lv2 ,436.0,休明2走,
東京,1,未勝利,ダート,1600,稍重,8,ポミチョッタ,2歳,嶋田純次,萱野浩二,差し,0.0,,短距離,左回り,ダ道悪,Lv2 ,562.0,,距離延長
東京,1,未勝利,ダート,1600,稍重,9,ベアイミュニティ,2歳,佐藤翔馬,杉浦宏昭,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv2 ,472.0,,
東京,1,未勝利,ダート,1600,稍重,10,キョウエイスレーヴ,2歳,長浜鴻緒,萱野浩二,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv2 ,450.0,,距離短縮
東京,1,未勝利,ダート,1600,稍重,11,ドラゴンムスメ,2歳,石神深道,和田雄二,先行,,,短距離,左回り,ダ道悪,Lv2 ,426.0,休明初戦,距離延長
東京,1,未勝利,ダート,1600,稍重,12,コンスピラシー,2歳,原田和真,本間忍,差し,0.0,,短距離,左回り,ダ道悪,Lv2 ,458.0,,距離延長
東京,1,未勝利,ダート,1600,稍重,13,トーセンディーン,2歳,原優介,池上昌和,追込,,,短距離,左回り,ダ道悪,Lv2 ,472.0,休明初戦,
東京,1,未勝利,ダート,1600,稍重,14,オーレオリン,2歳,柴田大知,黒岩陽一,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv2 ,472.0,,
東京,1,未勝利,ダート,1600,稍重,15,ルクソールカフェ,2歳,ムーア,堀宣行,先行,,,短距離,左回り,ダ道悪,Lv2 ,536.0,休明初戦,距離短縮
東京,1,未勝利,ダート,1600,稍重,16,アドマイヤデイトナ,2歳,ルメール,加藤征弘,先行,50.0,50.0,短距離,左回り,ダ道悪,Lv2 ,512.0,,
東京,2,未勝利,芝,1400,良,1,エリカマユーリ,2歳,ムーア,堀宣行,先行,100.0,,短距離,左回り,,Lv5 ,470.0,,距離短縮
東京,2,未勝利,芝,1400,良,2,ニューウォーク,2歳,北村宏司,粕谷昌央,差し,,,短距離,左回り,,Lv5 ,436.0,休明初戦,距離延長
東京,2,未勝利,芝,1400,良,3,ソープストーン,2歳,小林脩斗,清水英克,差し,,,短距離,左回り,,Lv5 ,372.0,,距離延長
東京,2,未勝利,芝,1400,良,4,ミヤイグアス,2歳,菊沢一樹,青木孝文,差し,,,短距離,左回り,,Lv5 ,426.0,休明初戦,距離短縮
東京,2,未勝利,芝,1400,良,5,ソーダーンライト,2歳,戸崎圭太,鹿戸雄一,先行,0.0,,短距離,左回り,,Lv5 ,430.0,,距離短縮
東京,2,未勝利,芝,1400,良,6,ガジュノリホワイト,2歳,マーカン,尾形和幸,先行,100.0,100.0,短距離,左回り,,Lv5 ,456.0,休明2走,
東京,2,未勝利,芝,1400,良,7,ナックオリオン,2歳,大野拓弥,杉浦宏昭,差し,,,短距離,左回り,,Lv5 ,474.0,,
