場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
東京,1,1,ラストヨンマル,松岡正海,-1076.0,379.0,-2983.0,213.0,-1794.0,,-5261.0,15.0
東京,1,2,サルジュ,野中悠太,342.0,473.0,-243.0,551.0,50.0,,1173.0,5.0
東京,1,3,ショウナンヤッホー,菅原明良,913.0,883.0,583.0,1418.0,836.0,,4633.0,1.0
東京,1,4,ノブダブルホワイト,木幡育也,-203.0,826.0,-33.0,518.0,447.0,,1555.0,3.0
東京,1,5,コオリナラグーン,ルメール,826.0,-874.0,-431.0,-844.0,392.0,,-931.0,8.0
東京,1,6,サトノエバー,三浦皇成,882.0,1497.0,1338.0,328.0,-202.0,,3843.0,2.0
東京,1,7,コパカツ,小林脩斗,-252.0,-1210.0,-113.0,-326.0,-396.0,,-2297.0,10.0
東京,1,8,タワークライマー,内田博幸,-421.0,-558.0,-1314.0,-146.0,-1360.0,,-3799.0,13.0
東京,1,9,タイセイアダマス,長浜鴻緒,-880.0,1492.0,-605.0,-1080.0,-718.0,,-1791.0,9.0
東京,1,10,ホープリュミエール,小林凌大,-245.0,-1225.0,-73.0,-627.0,-776.0,,-2946.0,11.0
東京,1,11,ミラクルミッキー,木幡巧也,368.0,715.0,298.0,-122.0,266.0,,1525.0,4.0
東京,1,12,アラスカフレイバー,戸崎圭太,-1122.0,318.0,-1345.0,-943.0,-1178.0,,-4270.0,14.0
東京,1,13,タイキクリエイター,原優介　,1603.0,-4128.0,644.0,-1704.0,122.0,,-3463.0,12.0
東京,1,14,ワカギミ,江田照男,-1844.0,1213.0,-1634.0,-1472.0,-2285.0,,-6022.0,16.0
東京,1,15,ウフドゥウフ,田辺裕信,353.0,425.0,-661.0,-105.0,586.0,,598.0,6.0
東京,1,16,ニシノライオネス,池添謙一,499.0,149.0,-228.0,-616.0,542.0,,346.0,7.0
東京,2,1,ニシノジョバンニ,池添謙一,499.0,149.0,-228.0,406.0,542.0,,1368.0,4.0
東京,2,2,カイトベルク,キング　,,,,,,,,
東京,2,3,ラストレガシー,横山武史,-1885.0,69.0,-2911.0,-1160.0,-2451.0,,-8338.0,14.0
東京,2,4,ダカラフェスティヴ,戸崎圭太,-1122.0,318.0,-1345.0,-349.0,-1178.0,,-3676.0,11.0
東京,2,5,ロイヤルカスタマー,丸田恭介,-400.0,-353.0,1727.0,840.0,444.0,,2258.0,2.0
東京,2,6,プレイザットソング,内田博幸,-421.0,-558.0,-1314.0,-3480.0,-1360.0,,-7133.0,13.0
東京,2,7,ナンヨービッグ,江田照男,-1844.0,1213.0,-1634.0,-1190.0,-2285.0,,-5740.0,12.0
東京,2,8,キタノブレイク,長浜鴻緒,-880.0,1492.0,-605.0,1851.0,-718.0,,1140.0,5.0
東京,2,9,スターコンパス,木幡巧也,368.0,715.0,298.0,298.0,266.0,,1945.0,3.0
東京,2,10,タイキアベンチュラ,原優介　,1603.0,-4128.0,644.0,-373.0,122.0,,-2132.0,9.0
東京,2,11,スーパーホース,原田和真,242.0,-3300.0,-384.0,-1005.0,1664.0,,-2783.0,10.0
東京,2,12,ヌンボラ,柴田大知,-2388.0,-1585.0,-2164.0,-369.0,-2210.0,,-8716.0,15.0
東京,2,13,ノイシュタット,田辺裕信,353.0,425.0,-661.0,212.0,586.0,,915.0,6.0
東京,2,14,マウントバーノン,北村友一,-462.0,1113.0,16.0,511.0,-1179.0,,-1.0,7.0
東京,2,15,マイネルジーニアス,野中悠太,342.0,473.0,-243.0,-1354.0,50.0,,-732.0,8.0
東京,2,16,ブラックセイバー,菅原明良,913.0,883.0,583.0,-762.0,836.0,,2453.0,1.0
東京,3,1,ヴォーパルソード,木幡初也,-584.0,-343.0,-623.0,-130.0,-665.0,,-2345.0,11.0
東京,3,2,デアルーチェ,野中悠太,342.0,473.0,-243.0,551.0,50.0,,1173.0,6.0
東京,3,3,コンティオ,横山和生,-607.0,-784.0,896.0,109.0,-1147.0,,-1533.0,9.0
東京,3,4,アルマヴィーナス,松岡正海,-1076.0,379.0,-2983.0,213.0,-1794.0,,-5261.0,15.0
