場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
東京,1,1,スペクトログラム,小牧加矢,92.0,96.0,,,,,94.0,7.0
東京,1,2,タイセイジャスパー,難波剛健,131.0,108.0,,,,,119.5,2.0
東京,1,3,ネイチャーシップ,大江原圭,61.0,94.0,,,,,77.5,10.0
東京,1,4,コスモエスメラルダ,土田真翔,21.0,122.0,,,,,71.5,14.0
東京,1,5,ウィズユアドリーム,高田潤　,171.0,92.0,,,,,131.5,1.0
東京,1,6,コンクエスト,石神深一,61.0,88.0,,,,,74.5,12.0
東京,1,7,ヘザルフェン,小坂忠士,65.0,111.0,,,,,88.0,8.0
東京,1,8,プラチナトレジャー,伴啓太　,67.0,104.0,,,,,85.5,9.0
東京,1,9,アルマドラード,上野翔　,122.0,113.0,,,,,117.5,3.0
東京,1,10,ウェイトゥザドーン,金子光希,30.0,115.0,,,,,72.5,13.0
東京,1,11,スカパラダイス,五十嵐雄,111.0,95.0,,,,,103.0,6.0
東京,1,12,ゴールデンルーキー,江田勇亮,131.0,88.0,,,,,109.5,4.0
東京,1,13,マーゴットメネス,水沼元輝,60.0,90.0,,,,,75.0,11.0
東京,1,14,ジオフロント,鷲頭虎太,104.0,,,,,,104.0,5.0
東京,2,1,クリナッチ,伊藤工真,84.0,101.0,97.0,103.0,98.0,,96.6,9.0
東京,2,2,アドリアフレイバー,戸崎圭太,96.0,101.0,96.0,98.0,97.0,,97.6,6.0
東京,2,3,コットンフラワー,木幡育也,95.0,114.0,99.0,107.0,107.0,,104.4,1.0
東京,2,4,ジェイエルライナー,小林凌大,82.0,87.0,99.0,94.0,80.0,,88.4,12.0
東京,2,5,サンマルレーヴ,岩部純二,75.0,84.0,80.0,81.0,63.0,,76.6,14.0
東京,2,6,ステラマテュティナ,内田博幸,98.0,97.0,96.0,99.0,94.0,,96.8,8.0
東京,2,7,カフェスカーレット,北村宏司,106.0,98.0,101.0,106.0,107.0,,103.6,2.0
東京,2,8,デルマエアロール,石橋脩　,90.0,98.0,107.0,105.0,101.0,,100.2,4.0
東京,2,9,コオリナラグーン,レーン　,,,,,,,,
東京,2,10,スーパーキティ,丹内祐次,75.0,102.0,100.0,98.0,100.0,,95.0,10.0
東京,2,11,ユラジスティック,舟山瑠泉,,,,,,,,
東京,2,12,フジルバーブ,松岡正海,93.0,102.0,88.0,101.0,91.0,,95.0,10.0
東京,2,13,ウインレアリゼ,石神深道,79.0,97.0,75.0,86.0,60.0,,79.4,13.0
東京,2,14,インレット,津村明秀,101.0,105.0,100.0,106.0,105.0,,103.4,3.0
東京,2,15,シアワセデスカ,長浜鴻緒,89.0,107.0,98.0,96.0,95.0,,97.0,7.0
東京,2,16,ブルージュ,ルメール,103.0,95.0,98.0,97.0,101.0,,98.8,5.0
東京,3,1,サイモンカクタス,横山琉人,101.0,93.0,103.0,93.0,103.0,,98.6,7.0
東京,3,2,ミヤビアミーラ,石田拓郎,82.0,108.0,95.0,80.0,90.0,,91.0,13.0
東京,3,3,マードラド,内田博幸,98.0,97.0,96.0,99.0,94.0,,96.8,11.0
東京,3,4,ルシャルムール,菅原明良,103.0,104.0,102.0,104.0,102.0,,103.0,3.0
東京,3,5,ファリーザ,長浜鴻緒,89.0,107.0,98.0,96.0,95.0,,97.0,10.0
東京,3,6,ダブルドラゴン,嶋田純次,130.0,99.0,95.0,101.0,116.0,,108.2,1.0
東京,3,7,シャイニーヒル,ディー　,,,,,,,,
東京,3,8,アルデスト,江田照男,79.0,111.0,89.0,89.0,83.0,,90.2,14.0
東京,3,9,レベチアミーゴ,原優介　,106.0,84.0,102.0,96.0,100.0,,97.6,9.0
東京,3,10,ノブレスジャン,丹内祐次,75.0,102.0,100.0,98.0,100.0,,95.0,12.0
東京,3,11,コーシューパンジャ,横山和生,97.0,96.0,103.0,100.0,95.0,,98.2,8.0
東京,3,12,ジーティーラピッド,津村明秀,101.0,105.0,100.0,106.0,105.0,,103.4,2.0
東京,3,13,サラニキケン,木幡初也,79.0,93.0,93.0,98.0,86.0,,89.8,15.0
東京,3,14,ナイトダンサー,木幡巧也,101.0,103.0,101.0,100.0,101.0,,101.2,4.0
東京,3,15,アオイハナミチ,吉田豊　,102.0,95.0,101.0,99.0,101.0,,99.6,6.0
東京,3,16,ベネスピラ,荻野極　,91.0,97.0,101.0,109.0,105.0,,100.6,5.0
東京,4,1,パルピタシオン,田辺裕信,101.0,103.0,106.0,101.0,102.0,,102.6,1.0
東京,4,2,ラッキーロジータ,横山琉人,101.0,93.0,93.0,106.0,103.0,,99.2,8.0
東京,4,3,ガーンディーヴァ,丹内祐次,75.0,102.0,107.0,107.0,100.0,,98.2,11.0
東京,4,4,ホウオウヌーヴォー,戸崎圭太,96.0,101.0,100.0,99.0,97.0,,98.6,9.0
東京,4,5,ゴダルティチェコ,丸田恭介,98.0,98.0,98.0,105.0,102.0,,100.2,5.0
東京,4,6,イサゴールド,長浜鴻緒,89.0,107.0,103.0,109.0,95.0,,100.6,4.0
東京,4,7,バッキンガムパレス,大野拓弥,95.0,97.0,107.0,102.0,98.0,,99.8,6.0
東京,4,8,アンビアンス,三浦皇成,104.0,108.0,99.0,102.0,99.0,,102.4,2.0
東京,4,9,ランスオブフェイス,菅原明良,103.0,104.0,100.0,98.0,102.0,,101.4,3.0
東京,4,10,ストレートブラック,松岡正海,93.0,102.0,108.0,98.0,91.0,,98.4,10.0
東京,4,11,スタニングヴュー,伊藤工真,84.0,101.0,67.0,72.0,98.0,,84.4,13.0
東京,4,12,タイショウロマン,小林脩斗,87.0,84.0,72.0,83.0,95.0,,84.2,14.0
東京,4,13,エポナ,ルメール,103.0,95.0,100.0,99.0,101.0,,99.6,7.0
東京,4,14,マルリンモンロー,原優介　,106.0,84.0,91.0,99.0,100.0,,96.0,12.0
東京,5,1,ダイヤテソーロ,木幡巧也,101.0,106.0,97.0,100.0,101.0,,101.0,3.0
東京,5,2,ゾロアストロ,ルメール,103.0,97.0,100.0,97.0,101.0,,99.6,5.0
東京,5,3,アドレニコル,横山琉人,101.0,118.0,93.0,93.0,103.0,,101.6,2.0
東京,5,4,ベルバード,横山武史,92.0,96.0,100.0,95.0,91.0,,94.8,6.0
東京,5,5,テンユウ,岩田康誠,94.0,91.0,96.0,93.0,93.0,,93.4,7.0
東京,5,6,マイネルマスター,丹内祐次,75.0,79.0,107.0,98.0,100.0,,91.8,8.0
東京,5,7,ディバインウインド,レーン　,,,,,,,,
東京,5,8,スタートレイン,佐々木大,87.0,117.0,103.0,106.0,99.0,,102.4,1.0
東京,5,9,ステラスペース,江田照男,79.0,68.0,90.0,89.0,83.0,,81.8,9.0
東京,5,10,フィールドアピール,菅原明良,103.0,95.0,100.0,104.0,102.0,,100.8,4.0
東京,6,1,タイセイルヴァン,大野拓弥,95.0,97.0,95.0,102.0,98.0,,97.4,11.0
東京,6,2,マイラブユキチャン,菊沢一樹,105.0,115.0,108.0,112.0,111.0,,110.2,1.0
東京,6,3,サツマノカゼ,丸田恭介,98.0,98.0,108.0,103.0,102.0,,101.8,4.0
東京,6,4,アイドル,津村明秀,101.0,105.0,100.0,106.0,105.0,,103.4,3.0
東京,6,5,シルフレイ,横山武史,92.0,100.0,92.0,95.0,91.0,,94.0,14.0
東京,6,6,キャンディリボン,上里直汰,,,,,,,,
東京,6,7,エーデルムート,原優介　,106.0,84.0,102.0,96.0,100.0,,97.6,9.0
東京,6,8,パーティーガール,長浜鴻緒,89.0,107.0,98.0,96.0,95.0,,97.0,12.0
東京,6,9,ブラヴォケラトプス,佐々木大,87.0,102.0,101.0,106.0,99.0,,99.0,7.0
東京,6,10,シプレーノート,横山琉人,101.0,93.0,103.0,93.0,103.0,,98.6,8.0
東京,6,11,グルナルーフス,宮崎北斗,118.0,104.0,112.0,102.0,109.0,,109.0,2.0
東京,6,12,リッスンクロース,丹内祐次,75.0,102.0,100.0,98.0,100.0,,95.0,13.0
東京,6,13,ジョイナーテソーロ,レーン　,,,,,,,,
東京,6,14,シルバードン,石橋脩　,90.0,98.0,107.0,105.0,101.0,,100.2,5.0
東京,6,15,ナムラペルル,戸崎圭太,96.0,101.0,96.0,98.0,97.0,,97.6,9.0
東京,6,16,ヒルビリーエレジー,吉田豊　,102.0,95.0,101.0,99.0,101.0,,99.6,6.0
東京,7,1,キューティリップ,横山武史,92.0,100.0,100.0,95.0,91.0,,95.6,10.0
東京,7,2,ジーティーアムール,水沼元輝,60.0,90.0,54.0,83.0,77.0,,72.8,16.0
