場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
東京,1,1,スペクトログラム,池江泰寿,88.0,89.0,,,,,,,88.5,13.0
東京,1,2,タイセイジャスパー,伊藤圭三,99.0,95.0,,,,,,,97.0,6.0
東京,1,3,ネイチャーシップ,根本康広,90.0,116.0,,,,,,,103.0,4.0
東京,1,4,コスモエスメラルダ,土田稔　,68.0,70.0,,,,,,,69.0,14.0
東京,1,5,ウィズユアドリーム,宮地貴稔,168.0,,,,,,,,168.0,1.0
東京,1,6,コンクエスト,小笠倫弘,90.0,92.0,,,,,,,91.0,10.0
東京,1,7,ヘザルフェン,昆貢　　,92.0,87.0,,,,,,,89.5,12.0
東京,1,8,プラチナトレジャー,国枝栄　,99.0,86.0,,,,,,,92.5,9.0
東京,1,9,アルマドラード,小笠倫弘,90.0,92.0,,,,,,,91.0,10.0
東京,1,10,ウェイトゥザドーン,戸田博文,103.0,111.0,,,,,,,107.0,3.0
東京,1,11,スカパラダイス,大和田成,127.0,113.0,,,,,,,120.0,2.0
東京,1,12,ゴールデンルーキー,粕谷昌央,102.0,98.0,,,,,,,100.0,5.0
東京,1,13,マーゴットメネス,伊坂重信,94.0,95.0,,,,,,,94.5,7.0
東京,1,14,ジオフロント,清水久詞,92.0,95.0,,,,,,,93.5,8.0
東京,2,1,クリナッチ,金成貴史,99.0,107.0,113.0,101.0,101.0,100.0,,,103.5,5.0
東京,2,2,アドリアフレイバー,久保田貴,116.0,101.0,99.0,97.0,104.0,107.0,,,104.0,4.0
東京,2,3,コットンフラワー,松永康利,88.0,99.0,102.0,105.0,95.0,93.0,,,97.0,11.0
東京,2,4,ジェイエルライナー,小西一男,98.0,82.0,98.0,102.0,93.0,90.0,,,93.833,13.0
東京,2,5,サンマルレーヴ,和田勇介,94.0,105.0,95.0,108.0,91.0,100.0,,,98.833,9.0
東京,2,6,ステラマテュティナ,高柳瑞樹,91.0,95.0,91.0,95.0,95.0,93.0,,,93.333,14.0
東京,2,7,カフェスカーレット,古賀慎明,105.0,109.0,93.0,105.0,101.0,101.0,,,102.333,6.0
東京,2,8,デルマエアロール,大和田成,127.0,113.0,107.0,108.0,115.0,127.0,,,116.167,1.0
東京,2,9,コオリナラグーン,古賀慎明,105.0,109.0,93.0,105.0,101.0,101.0,,,102.333,6.0
東京,2,10,スーパーキティ,菊川正達,78.0,101.0,90.0,96.0,90.0,86.0,,,90.167,15.0
東京,2,11,ユラジスティック,嘉藤貴行,109.0,105.0,104.0,104.0,105.0,102.0,,,104.833,3.0
東京,2,12,フジルバーブ,西田雄一,87.0,107.0,104.0,92.0,102.0,93.0,,,97.5,10.0
東京,2,13,ウインレアリゼ,小手川準,85.0,98.0,106.0,90.0,99.0,101.0,,,96.5,12.0
東京,2,14,インレット,鈴木慎太,113.0,109.0,109.0,110.0,113.0,108.0,106.0,,109.714,2.0
東京,2,15,シアワセデスカ,蛯名正義,97.0,124.0,98.0,98.0,104.0,92.0,90.0,,100.429,8.0
