場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
中山,1,1,マジカルレインボー,尾関知人,30.0,-1447.0,-1998.0,-403.0,-2013.0,-445.0,,,-6276.0,15.0
中山,1,2,ビレッジルミエール,伊藤圭三,-1295.0,-1156.0,-1372.0,-818.0,-1515.0,-833.0,,,-6989.0,16.0
中山,1,3,シャトーペリオット,根本康広,-405.0,226.0,377.0,-367.0,-637.0,-165.0,154.0,,-817.0,9.0
中山,1,4,ノエル,斎藤誠　,127.0,502.0,967.0,-148.0,1812.0,-83.0,-646.0,,2531.0,5.0
中山,1,5,サツキレジーナ,石栗龍彦,-338.0,-61.0,1045.0,-182.0,1743.0,522.0,,,2729.0,4.0
中山,1,6,エーデルムート,矢野英一,-374.0,-197.0,-342.0,-507.0,-729.0,-1641.0,,,-3790.0,13.0
中山,1,7,ショウナンラリー,嘉藤貴行,536.0,160.0,918.0,-36.0,1349.0,1419.0,,,4346.0,2.0
中山,1,8,アパッシメント,堀宣行　,346.0,-70.0,333.0,340.0,139.0,223.0,,,1311.0,6.0
中山,1,9,オスカージュディ,小島茂之,927.0,1524.0,-700.0,342.0,1204.0,764.0,,,4061.0,3.0
中山,1,10,リクエイ,竹内正洋,147.0,699.0,1770.0,524.0,1674.0,-220.0,,,4594.0,1.0
中山,1,11,チュラット,水野貴広,768.0,-1435.0,313.0,-1944.0,-2245.0,1024.0,,,-3519.0,11.0
中山,1,12,マーリーヒル,矢野英一,-374.0,-197.0,-342.0,-507.0,-729.0,-1641.0,-356.0,,-4146.0,14.0
中山,1,13,バースフラワー,小手川準,-1002.0,-892.0,-278.0,-300.0,-291.0,-1004.0,,,-3767.0,12.0
中山,1,14,ライズトゥザトップ,牧光二　,-649.0,471.0,-62.0,158.0,62.0,-5.0,,,-25.0,7.0
中山,1,15,アイファーシャドー,根本康広,-405.0,226.0,377.0,-367.0,-637.0,-165.0,154.0,,-817.0,9.0
中山,1,16,ダングラール,田中博康,342.0,-82.0,-184.0,103.0,-704.0,65.0,,,-460.0,8.0
中山,2,1,ヒロノエクスカリバ,小手川準,-1002.0,-892.0,-278.0,-300.0,-700.0,-1004.0,-1471.0,,-5647.0,14.0
