場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
東京,1,1,ジーティーレイナ,上里直汰,,,,,,,,
東京,1,2,ペイシャケリー,木幡初也,-584.0,-343.0,-623.0,-130.0,-665.0,-382.0,-2727.0,9.0
東京,1,3,シュガーハイ,小林美駒,-824.0,-1267.0,-1549.0,-935.0,-938.0,372.0,-5141.0,12.0
東京,1,4,エコロジェイド,横山琉人,62.0,-1045.0,567.0,-1128.0,437.0,51.0,-1056.0,7.0
東京,1,5,ロアリングフレイム,横山典弘,153.0,463.0,608.0,-451.0,717.0,362.0,1852.0,3.0
東京,1,6,フルグライト,遠藤汰月,,,,,,,,
東京,1,7,ダルドワーズ,石川裕紀,-75.0,-560.0,-98.0,-265.0,-710.0,-730.0,-2438.0,8.0
東京,1,8,ジルクン,津村明秀,144.0,707.0,-40.0,1782.0,1270.0,-578.0,3285.0,1.0
東京,1,9,アルマヴィーナス,内田博幸,-421.0,-558.0,-1314.0,-146.0,-1360.0,-1011.0,-4810.0,11.0
東京,1,10,キタノショウリュウ,松岡正海,-1076.0,379.0,-2983.0,213.0,-1794.0,-54.0,-5315.0,13.0
東京,1,11,ニシノクレシダ,長浜鴻緒,-880.0,1492.0,-605.0,-1080.0,-718.0,3080.0,1289.0,5.0
東京,1,12,ガストフロント,武藤雅　,-321.0,-644.0,-262.0,-1816.0,-1317.0,-65.0,-4425.0,10.0
東京,1,13,ペイシャブギー,佐々木大,-1373.0,537.0,468.0,2205.0,-175.0,838.0,2500.0,2.0
東京,1,14,ノブダブルホワイト,木幡育也,-203.0,826.0,-33.0,518.0,447.0,279.0,1834.0,4.0
東京,1,15,シンボリライト,岩部純二,-1184.0,-1282.0,-1828.0,-2020.0,-2287.0,-350.0,-8951.0,14.0
東京,1,16,ヒソカ,佐藤翔馬,220.0,648.0,-199.0,802.0,-736.0,-838.0,-103.0,6.0
東京,2,1,ジャヴェール,横山琉人,62.0,-1045.0,-985.0,-111.0,437.0,-174.0,-1816.0,6.0
東京,2,2,タナハシ,上里直汰,,,,,,,,
東京,2,3,エターナルシルバー,内田博幸,-421.0,-558.0,-1699.0,637.0,-1360.0,171.0,-3230.0,9.0
東京,2,4,メイショウアゴナス,石橋脩　,-1295.0,-366.0,-2893.0,-505.0,132.0,-471.0,-5398.0,13.0
東京,2,5,エスキモーギャル,大野拓弥,-746.0,-593.0,1845.0,-265.0,-334.0,-481.0,-574.0,4.0
東京,2,6,ヴィクトワールバゴ,北村宏司,1135.0,-177.0,1000.0,31.0,1520.0,312.0,3821.0,1.0
東京,2,7,バルデラマ,ルメール,826.0,-874.0,-170.0,427.0,392.0,-107.0,494.0,3.0
東京,2,8,ポッポノフェスタ,西村太一,-351.0,-107.0,-1027.0,0.0,-621.0,0.0,-2106.0,7.0
東京,2,9,デルマジュテーム,的場勇人,-1642.0,-133.0,-577.0,0.0,-1316.0,-194.0,-3862.0,11.0
東京,2,10,ジェイルブレイク,長浜鴻緒,-880.0,1492.0,629.0,-953.0,-718.0,926.0,496.0,2.0
東京,2,11,コンサートツアー,小林美駒,-824.0,-1267.0,195.0,-711.0,-938.0,376.0,-3169.0,8.0
東京,2,12,ブライトメール,ディー　,,,,,,,,
東京,2,13,エンデューロ,柴田大知,-2388.0,-1585.0,-1410.0,-88.0,-2210.0,-281.0,-7962.0,14.0
東京,2,14,メイブロッサム,原優介　,1603.0,-4128.0,-2557.0,448.0,122.0,-520.0,-5032.0,12.0
東京,2,15,ウラルト,江田照男,-1844.0,1213.0,-900.0,-17.0,-2285.0,121.0,-3712.0,10.0
東京,2,16,オビドス,吉田豊　,478.0,-812.0,-1263.0,-341.0,206.0,648.0,-1084.0,5.0
東京,3,1,ガジュノリホワイト,小林美駒,-824.0,-1267.0,195.0,-935.0,-938.0,376.0,-3393.0,10.0
東京,3,2,キャピタルプレイン,横山武史,-1885.0,69.0,-190.0,-1784.0,-2451.0,417.0,-5824.0,14.0
東京,3,3,リケアディンブラ,小林凌大,-245.0,-1225.0,-1349.0,-627.0,-776.0,-438.0,-4660.0,13.0
東京,3,4,ギフトバスケット,内田博幸,-421.0,-558.0,-1699.0,-146.0,-1360.0,171.0,-4013.0,12.0
東京,3,5,サンタアニタ,戸崎圭太,-1122.0,318.0,100.0,-943.0,-1178.0,-378.0,-3203.0,9.0
東京,3,6,アドベントシーズン,大野拓弥,-746.0,-593.0,1845.0,445.0,-334.0,-481.0,136.0,6.0
東京,3,7,ルリモンハナバチ,菅原隆一,-452.0,-732.0,-736.0,-641.0,-101.0,-79.0,-2741.0,7.0
東京,3,8,エストソール,長浜鴻緒,-880.0,1492.0,629.0,-1080.0,-718.0,926.0,369.0,5.0
東京,3,9,ダンケルド,レーン　,,,,,,,,
東京,3,10,ヴェロニカペルシカ,原優介　,1603.0,-4128.0,-2557.0,-1704.0,122.0,-520.0,-7184.0,15.0
東京,3,11,ミライヘノハナ,北村宏司,1135.0,-177.0,1000.0,1191.0,1520.0,312.0,4981.0,1.0
東京,3,12,ヴェリーヌ,柴田大知,-2388.0,-1585.0,-1410.0,-2932.0,-2210.0,-281.0,-10806.0,17.0
東京,3,13,シャルパンティエ,石橋脩　,-1295.0,-366.0,-2893.0,1273.0,132.0,-471.0,-3620.0,11.0
東京,3,14,ファストパスキー,横山琉人,62.0,-1045.0,-985.0,-1128.0,437.0,-174.0,-2833.0,8.0
東京,3,15,シリウスライト,石神深道,-533.0,-455.0,-2027.0,-2057.0,-4525.0,105.0,-9492.0,16.0
東京,3,16,ロベルタインパクト,木幡巧也,368.0,715.0,-867.0,-122.0,266.0,290.0,650.0,4.0
東京,3,17,サマーツアー,嶋田純次,1041.0,-40.0,768.0,61.0,1069.0,625.0,3524.0,2.0
東京,3,18,メイリー,佐々木大,-1373.0,537.0,1146.0,2205.0,-175.0,1009.0,3349.0,3.0
東京,4,1,ゲインサポート,森一馬　,-124.0,-81.0,,,,,-205.0,6.0
東京,4,2,ヴラディア,大江原圭,-118.0,-420.0,,,,,-538.0,12.0
東京,4,3,アンカリング,水沼元輝,-80.0,-789.0,,,,,-869.0,13.0
