場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
東京,1,1,ジーティーレイナ,ドレフォン,1152.0,2712.0,5543.0,2608.0,2133.0,1854.0,,,16002.0,1.0
東京,1,2,ペイシャケリー,エスポワールシチー,16.0,842.0,1555.0,495.0,1164.0,336.0,-828.0,265.0,3845.0,5.0
東京,1,3,シュガーハイ,リオンディーズ,-641.0,-1814.0,-460.0,-2627.0,-1631.0,-2040.0,481.0,337.0,-8395.0,12.0
東京,1,4,エコロジェイド,レッドファルクス,-522.0,-221.0,2243.0,-36.0,-129.0,737.0,-1307.0,277.0,1042.0,6.0
東京,1,5,ロアリングフレイム,オーヴァルエース,,,,,,,,,,
東京,1,6,フルグライト,オーヴァルエース,,,,,,,,,,
東京,1,7,ダルドワーズ,エピカリス,,,,,,,,,,
東京,1,8,ジルクン,オルフェーヴル,-230.0,930.0,-224.0,1034.0,147.0,273.0,2285.0,287.0,4502.0,3.0
東京,1,9,アルマヴィーナス,サトノダイヤモンド,-275.0,2121.0,-41.0,-1057.0,414.0,-456.0,,,706.0,9.0
東京,1,10,キタノショウリュウ,トゥザワールド,-264.0,161.0,455.0,-176.0,-354.0,378.0,708.0,24.0,932.0,7.0
東京,1,11,ニシノクレシダ,モズアスコット,477.0,616.0,1002.0,906.0,851.0,,,,3852.0,4.0
東京,1,12,ガストフロント,ロジャーバローズ,1228.0,-1748.0,-499.0,-527.0,601.0,1667.0,,,722.0,8.0
東京,1,13,ペイシャブギー,モーニン,-954.0,-1368.0,-2772.0,-2999.0,-1992.0,-1940.0,,,-12025.0,13.0
東京,1,14,ノブダブルホワイト,バゴ,-873.0,-2134.0,-150.0,-1956.0,500.0,-832.0,-1176.0,256.0,-6365.0,11.0
東京,1,15,シンボリライト,ドレフォン,1152.0,2712.0,5543.0,2608.0,2133.0,1854.0,,,16002.0,1.0
東京,1,16,ヒソカ,バトルプラン,-430.0,271.0,-737.0,-303.0,-452.0,-694.0,650.0,147.0,-1548.0,10.0
東京,2,1,ジャヴェール,ゴールドアクター,-228.0,621.0,1736.0,813.0,412.0,650.0,490.0,226.0,4720.0,2.0
東京,2,2,タナハシ,コパノリッキー,-506.0,-342.0,1101.0,-1865.0,135.0,-1208.0,-126.0,547.0,-2264.0,9.0
