rlevel,topk,place_low_min,place_high_max,pop_min,pop_max,diff_pop_min,bets,win_roi,win_hit,place_roi,place_hit,umaren_box_bets,umaren_box_roi,umaren_box_races,umaren_axis1_bets,umaren_axis1_roi,umaren_axis1_races
5,5,1.8,3.5,2,6,1,24,87.91666666666667,0.125,116.25000000000001,0.5,1,0.0,1,1,0.0,1
5,5,1.8,3.5,2,7,1,24,87.91666666666667,0.125,116.25000000000001,0.5,1,0.0,1,1,0.0,1
5,3,1.3,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,3,1.3,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,3,1.4,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,3,1.4,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,3,1.5,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,3,1.5,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,4,1.3,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,4,1.3,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,4,1.4,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,4,1.4,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,4,1.5,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,4,1.5,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,5,1.3,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,5,1.3,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,5,1.4,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,5,1.4,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,5,1.5,3.5,3,7,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,5,1.5,3.5,3,8,1,28,100.71428571428571,0.14285714285714285,115.35714285714285,0.5,1,0.0,1,1,0.0,1
5,2,1.7,3.5,3,7,1,25,84.39999999999999,0.12,114.8,0.48,1,0.0,1,1,0.0,1
5,2,1.7,3.5,3,8,1,25,84.39999999999999,0.12,114.8,0.48,1,0.0,1,1,0.0,1
5,3,1.3,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,3,1.3,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,3,1.4,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,3,1.4,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,3,1.5,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,3,1.5,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,4,1.3,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,4,1.3,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,4,1.4,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,4,1.4,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,4,1.5,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,4,1.5,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,5,1.3,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,5,1.3,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,5,1.4,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,5,1.4,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,5,1.5,3.5,2,6,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
5,5,1.5,3.5,2,7,1,30,94.0,0.13333333333333333,114.33333333333333,0.5,1,0.0,1,1,0.0,1
4,2,2.1,3.5,2,6,0,35,139.14285714285714,0.17142857142857143,114.28571428571428,0.42857142857142855,0,,0,0,,0
5,3,1.6,3.5,3,7,1,27,78.14814814814814,0.1111111111111111,114.07407407407408,0.48148148148148145,1,0.0,1,1,0.0,1
5,3,1.6,3.5,3,8,1,27,78.14814814814814,0.1111111111111111,114.07407407407408,0.48148148148148145,1,0.0,1,1,0.0,1
5,4,1.6,3.5,3,7,1,27,78.14814814814814,0.1111111111111111,114.07407407407408,0.48148148148148145,1,0.0,1,1,0.0,1
5,4,1.6,3.5,3,8,1,27,78.14814814814814,0.1111111111111111,114.07407407407408,0.48148148148148145,1,0.0,1,1,0.0,1
5,5,1.6,3.5,3,7,1,27,78.14814814814814,0.1111111111111111,114.07407407407408,0.48148148148148145,1,0.0,1,1,0.0,1
5,5,1.6,3.5,3,8,1,27,78.14814814814814,0.1111111111111111,114.07407407407408,0.48148148148148145,1,0.0,1,1,0.0,1
5,2,1.6,3.5,2,6,1,27,78.14814814814814,0.1111111111111111,113.70370370370371,0.48148148148148145,1,0.0,1,1,0.0,1
5,2,1.6,3.5,2,7,1,27,78.14814814814814,0.1111111111111111,113.70370370370371,0.48148148148148145,1,0.0,1,1,0.0,1
4,3,2.1,3.5,2,7,1,31,127.74193548387096,0.16129032258064516,112.90322580645163,0.41935483870967744,0,,0,0,,0
4,3,2.1,3.5,3,7,1,31,127.74193548387096,0.16129032258064516,112.90322580645163,0.41935483870967744,0,,0,0,,0
4,3,2.1,3.5,3,8,1,31,127.74193548387096,0.16129032258064516,112.90322580645163,0.41935483870967744,0,,0,0,,0
4,4,2.1,3.5,2,6,1,31,127.74193548387096,0.16129032258064516,112.90322580645163,0.41935483870967744,0,,0,0,,0
4,5,2.1,3.5,2,6,1,31,127.74193548387096,0.16129032258064516,112.90322580645163,0.41935483870967744,0,,0,0,,0
4,3,2.2,3.5,2,6,0,26,152.3076923076923,0.19230769230769232,112.6923076923077,0.4230769230769231,0,,0,0,,0
5,3,1.8,3.5,3,7,1,23,91.73913043478261,0.13043478260869565,112.6086956521739,0.4782608695652174,1,0.0,1,1,0.0,1
5,3,1.8,3.5,3,8,1,23,91.73913043478261,0.13043478260869565,112.6086956521739,0.4782608695652174,1,0.0,1,1,0.0,1
5,4,1.8,3.5,3,7,1,23,91.73913043478261,0.13043478260869565,112.6086956521739,0.4782608695652174,1,0.0,1,1,0.0,1
5,4,1.8,3.5,3,8,1,23,91.73913043478261,0.13043478260869565,112.6086956521739,0.4782608695652174,1,0.0,1,1,0.0,1
5,5,1.8,3.5,3,7,1,23,91.73913043478261,0.13043478260869565,112.6086956521739,0.4782608695652174,1,0.0,1,1,0.0,1
5,5,1.8,3.5,3,8,1,23,91.73913043478261,0.13043478260869565,112.6086956521739,0.4782608695652174,1,0.0,1,1,0.0,1
5,2,1.8,3.5,2,6,1,23,91.73913043478261,0.13043478260869565,112.17391304347825,0.4782608695652174,1,0.0,1,1,0.0,1
5,2,1.8,3.5,2,7,1,23,91.73913043478261,0.13043478260869565,112.17391304347825,0.4782608695652174,1,0.0,1,1,0.0,1
5,2,1.3,3.5,3,7,1,27,104.44444444444446,0.14814814814814814,111.85185185185185,0.48148148148148145,1,0.0,1,1,0.0,1
5,2,1.3,3.5,3,8,1,27,104.44444444444446,0.14814814814814814,111.85185185185185,0.48148148148148145,1,0.0,1,1,0.0,1
5,2,1.4,3.5,3,7,1,27,104.44444444444446,0.14814814814814814,111.85185185185185,0.48148148148148145,1,0.0,1,1,0.0,1
5,2,1.4,3.5,3,8,1,27,104.44444444444446,0.14814814814814814,111.85185185185185,0.48148148148148145,1,0.0,1,1,0.0,1
5,2,1.5,3.5,3,7,1,27,104.44444444444446,0.14814814814814814,111.85185185185185,0.48148148148148145,1,0.0,1,1,0.0,1
5,2,1.5,3.5,3,8,1,27,104.44444444444446,0.14814814814814814,111.85185185185185,0.48148148148148145,1,0.0,1,1,0.0,1
5,3,1.1,3.5,3,7,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,3,1.1,3.5,3,8,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,3,1.2,3.5,3,7,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,3,1.2,3.5,3,8,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,4,1.1,3.5,3,7,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,4,1.1,3.5,3,8,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,4,1.2,3.5,3,7,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,4,1.2,3.5,3,8,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,5,1.1,3.5,3,7,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,5,1.1,3.5,3,8,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,5,1.2,3.5,3,7,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,5,1.2,3.5,3,8,1,29,97.24137931034483,0.13793103448275862,111.37931034482757,0.4827586206896552,1,0.0,1,1,0.0,1
5,3,2.0,3.5,2,6,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,3,2.0,3.5,2,7,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,3,2.0,3.5,3,7,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,3,2.0,3.5,3,8,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,4,2.0,3.5,2,6,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,4,2.0,3.5,2,7,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,4,2.0,3.5,3,7,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,4,2.0,3.5,3,8,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,5,2.0,3.5,2,6,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,5,2.0,3.5,2,7,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,5,2.0,3.5,3,7,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
5,5,2.0,3.5,3,8,1,16,44.375,0.0625,111.25,0.4375,1,0.0,1,1,0.0,1
4,2,2.1,3.5,2,7,0,36,135.27777777777777,0.16666666666666666,111.11111111111111,0.4166666666666667,0,,0,0,,0
4,2,2.1,3.5,3,7,0,36,135.27777777777777,0.16666666666666666,111.11111111111111,0.4166666666666667,0,,0,0,,0
4,2,2.1,3.5,3,8,0,36,135.27777777777777,0.16666666666666666,111.11111111111111,0.4166666666666667,0,,0,0,,0
5,2,1.3,3.5,2,6,1,29,97.24137931034483,0.13793103448275862,111.03448275862068,0.4827586206896552,1,0.0,1,1,0.0,1
5,2,1.3,3.5,2,7,1,29,97.24137931034483,0.13793103448275862,111.03448275862068,0.4827586206896552,1,0.0,1,1,0.0,1
5,2,1.4,3.5,2,6,1,29,97.24137931034483,0.13793103448275862,111.03448275862068,0.4827586206896552,1,0.0,1,1,0.0,1
5,2,1.4,3.5,2,7,1,29,97.24137931034483,0.13793103448275862,111.03448275862068,0.4827586206896552,1,0.0,1,1,0.0,1
5,2,1.5,3.5,2,6,1,29,97.24137931034483,0.13793103448275862,111.03448275862068,0.4827586206896552,1,0.0,1,1,0.0,1
5,2,1.5,3.5,2,7,1,29,97.24137931034483,0.13793103448275862,111.03448275862068,0.4827586206896552,1,0.0,1,1,0.0,1
5,3,1.1,3.5,2,6,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,3,1.1,3.5,2,7,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,3,1.2,3.5,2,6,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,3,1.2,3.5,2,7,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,4,1.1,3.5,2,6,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,4,1.1,3.5,2,7,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,4,1.2,3.5,2,6,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,4,1.2,3.5,2,7,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,5,1.1,3.5,2,6,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,5,1.1,3.5,2,7,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,5,1.2,3.5,2,6,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,5,1.2,3.5,2,7,1,31,90.96774193548387,0.12903225806451613,110.64516129032258,0.4838709677419355,1,0.0,1,1,0.0,1
5,4,2.1,3.5,2,6,0,19,128.94736842105263,0.15789473684210525,110.5263157894737,0.42105263157894735,2,0.0,2,2,0.0,2
5,4,2.1,3.5,2,7,0,19,128.94736842105263,0.15789473684210525,110.5263157894737,0.42105263157894735,2,0.0,2,2,0.0,2
5,5,2.1,3.5,2,6,0,19,128.94736842105263,0.15789473684210525,110.5263157894737,0.42105263157894735,2,0.0,2,2,0.0,2
5,5,2.1,3.5,2,7,0,19,128.94736842105263,0.15789473684210525,110.5263157894737,0.42105263157894735,2,0.0,2,2,0.0,2
5,4,1.7,3.5,3,7,0,49,92.04081632653062,0.12244897959183673,110.40816326530611,0.46938775510204084,7,297.14285714285717,7,7,297.14285714285717,7
5,4,1.7,3.5,3,8,0,49,92.04081632653062,0.12244897959183673,110.40816326530611,0.46938775510204084,7,297.14285714285717,7,7,297.14285714285717,7
5,5,1.7,3.5,3,7,0,49,92.04081632653062,0.12244897959183673,110.40816326530611,0.46938775510204084,7,297.14285714285717,7,7,297.14285714285717,7
5,5,1.7,3.5,3,8,0,49,92.04081632653062,0.12244897959183673,110.40816326530611,0.46938775510204084,7,297.14285714285717,7,7,297.14285714285717,7
5,2,1.6,3.5,3,7,1,26,81.15384615384616,0.11538461538461539,110.38461538461539,0.46153846153846156,1,0.0,1,1,0.0,1
5,2,1.6,3.5,3,8,1,26,81.15384615384616,0.11538461538461539,110.38461538461539,0.46153846153846156,1,0.0,1,1,0.0,1
5,4,1.8,3.5,3,7,0,43,89.53488372093024,0.11627906976744186,110.23255813953487,0.46511627906976744,5,416.0,5,5,416.0,5
5,4,1.8,3.5,3,8,0,43,89.53488372093024,0.11627906976744186,110.23255813953487,0.46511627906976744,5,416.0,5,5,416.0,5
5,5,1.8,3.5,3,7,0,43,89.53488372093024,0.11627906976744186,110.23255813953487,0.46511627906976744,5,416.0,5,5,416.0,5
5,5,1.8,3.5,3,8,0,43,89.53488372093024,0.11627906976744186,110.23255813953487,0.46511627906976744,5,416.0,5,5,416.0,5
5,2,2.2,3.5,2,6,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,2,2.2,3.5,2,7,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,2,2.2,3.5,3,7,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,2,2.2,3.5,3,8,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,3,2.2,3.5,2,6,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,3,2.2,3.5,2,7,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,3,2.2,3.5,3,7,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,3,2.2,3.5,3,8,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,4,2.2,3.5,2,6,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,4,2.2,3.5,2,7,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,4,2.2,3.5,3,7,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,4,2.2,3.5,3,8,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
5,5,2.2,3.5,2,6,1,8,0.0,0.0,110.00000000000001,0.375,0,,0,0,,0
