,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,480.0,322.0,,400.0,354.0,48.0,391.0,411.0,55.0,76.0,,11.0,296.0,161.0,84.0,,119.0,,79.0,100.0,94.0,227.0,369.0,34.0,77.0
2022,351.0,216.0,,296.0,234.0,37.0,347.0,220.0,40.0,,,14.0,283.0,116.0,50.0,,64.0,,77.0,87.0,74.0,151.0,260.0,27.0,55.0
2023,414.0,252.0,,348.0,271.0,47.0,316.0,350.0,68.0,21.0,,22.0,281.0,138.0,13.0,43.0,80.0,,95.0,104.0,83.0,179.0,309.0,28.0,67.0
2024,360.0,230.0,,310.0,249.0,31.0,331.0,259.0,23.0,,,62.0,236.0,138.0,33.0,86.0,12.0,,45.0,63.0,87.0,164.0,257.0,26.0,56.0
2025,343.0,178.0,,248.0,234.0,39.0,275.0,246.0,23.0,3.0,14.0,41.0,213.0,127.0,21.0,36.0,43.0,,58.0,67.0,64.0,134.0,242.0,21.0,60.0
