,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,56.0,77.0,,88.0,45.0,,59.0,74.0,,,20.0,36.0,20.0,47.0,3.0,,1.0,6.0,15.0,35.0,17.0,62.0,50.0,4.0,
2022,56.0,72.0,,75.0,52.0,1.0,58.0,70.0,,1.0,18.0,26.0,31.0,44.0,1.0,,7.0,,12.0,28.0,21.0,64.0,41.0,,2.0
2023,40.0,96.0,,89.0,46.0,1.0,85.0,51.0,,,12.0,23.0,57.0,34.0,5.0,3.0,2.0,,11.0,36.0,22.0,73.0,39.0,1.0,1.0
2024,31.0,86.0,,68.0,47.0,2.0,50.0,67.0,2.0,,10.0,17.0,28.0,44.0,5.0,11.0,,,3.0,27.0,15.0,50.0,46.0,1.0,5.0
2025,56.0,104.0,,84.0,73.0,3.0,81.0,79.0,,,13.0,25.0,52.0,55.0,4.0,8.0,3.0,,8.0,39.0,26.0,77.0,51.0,1.0,5.0
