場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
函館,1,1,ゴールドサニーデイ,トーセンラー,115.0,91.0,98.0,96.0,106.0,99.0,88.0,,99.0,7.0
函館,1,2,カネトシブレーブ,タワーオブロンドン,75.0,107.0,108.0,102.0,98.0,,,,98.0,8.0
函館,1,3,カルミネイション,ビッグアーサー,104.0,88.0,100.0,89.0,96.0,96.0,93.0,,95.143,12.0
函館,1,4,ジンガー,スワーヴリチャード,101.0,101.0,97.0,94.0,87.0,92.0,102.0,,96.286,11.0
函館,1,5,セイウンネルケ,ネロ,272.0,113.0,138.0,117.0,115.0,110.0,138.0,,143.286,1.0
函館,1,6,イデアニポーテ,フィエールマン,21.0,123.0,111.0,107.0,103.0,,,,93.0,13.0
函館,1,7,ロアヴィヴィエンヌ,ノーブルミッション,,,,,,,,,,
函館,1,8,エムティキング,アドマイヤマーズ,95.0,95.0,104.0,116.0,107.0,,,,103.4,5.0
函館,1,9,サマースピリット,Invincible Spirit,188.0,84.0,102.0,80.0,100.0,94.0,167.0,,116.429,3.0
函館,1,10,エルサトアナ,カリフォルニアクローム,125.0,108.0,96.0,104.0,107.0,105.0,,,107.5,4.0
函館,1,11,アークシャルダーム,ブリックスアンドモルタル,39.0,98.0,104.0,103.0,100.0,97.0,103.0,,92.0,14.0
函館,1,12,オルミラベル,サートゥルナーリア,101.0,94.0,105.0,96.0,88.0,,,,96.8,10.0
函館,1,13,クリアクォーツ,タワーオブロンドン,75.0,107.0,108.0,102.0,98.0,,,,98.0,8.0
函館,1,14,タイニービキニ,トーセンラー,115.0,91.0,98.0,96.0,106.0,99.0,,,100.833,6.0
函館,1,15,ウォーターカルミア,トビーズコーナー,87.0,129.0,59.0,169.0,127.0,130.0,,,116.833,2.0
函館,1,16,アメリータ,アルアイン,99.0,82.0,88.0,81.0,88.0,88.0,,,87.667,15.0
函館,2,1,サーフギャラクシー,ビーチパトロール,91.0,98.0,97.0,109.0,105.0,98.0,97.0,,99.286,5.0
函館,2,2,シティオブロンドン,タワーオブロンドン,75.0,107.0,81.0,121.0,98.0,82.0,,,94.0,10.0
函館,2,3,エポカリーナ,エポカドーロ,,,,,,,,,,
函館,2,4,ブルームワルツ,サトノダイヤモンド,104.0,108.0,100.0,97.0,99.0,98.0,,,101.0,4.0
函館,2,5,アスクガンバーレ,サートゥルナーリア,101.0,116.0,89.0,96.0,88.0,,,,98.0,6.0
函館,2,6,ララエキリーブル,マインドユアビスケッツ,112.0,99.0,93.0,90.0,93.0,93.0,,,96.667,8.0
函館,2,7,バルジール,ルヴァンスレーヴ,21.0,90.0,106.0,114.0,133.0,,,,92.8,11.0
函館,2,8,マイネルラカイユ,ジャスタウェイ,114.0,104.0,103.0,100.0,99.0,102.0,105.0,,103.857,1.0
函館,2,9,ザハント,マジェスティックウォリアー,109.0,91.0,103.0,105.0,104.0,105.0,,,102.833,3.0
