場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
函館,1,1,ゴールドサニーデイ,トーセンラー,229.0,-673.0,-175.0,-294.0,483.0,-162.0,-402.0,,-994.0,12.0
函館,1,2,カネトシブレーブ,タワーオブロンドン,-255.0,494.0,796.0,197.0,-157.0,,,,1075.0,5.0
函館,1,3,カルミネイション,ビッグアーサー,142.0,-2689.0,63.0,-2474.0,-2015.0,-1572.0,-792.0,,-9337.0,14.0
函館,1,4,ジンガー,スワーヴリチャード,11.0,145.0,-1019.0,-1873.0,-3067.0,-2064.0,196.0,,-7671.0,13.0
函館,1,5,セイウンネルケ,ネロ,515.0,261.0,1676.0,476.0,881.0,427.0,730.0,,4966.0,2.0
函館,1,6,イデアニポーテ,フィエールマン,-630.0,1356.0,869.0,292.0,140.0,,,,2027.0,4.0
函館,1,7,ロアヴィヴィエンヌ,ノーブルミッション,,,,,,,,,,
函館,1,8,エムティキング,アドマイヤマーズ,-240.0,-428.0,266.0,968.0,185.0,,,,751.0,7.0
函館,1,9,サマースピリット,Invincible Spirit,88.0,-96.0,33.0,-348.0,-12.0,-122.0,266.0,,-191.0,9.0
函館,1,10,エルサトアナ,カリフォルニアクローム,496.0,1874.0,-569.0,1253.0,1311.0,1358.0,,,5723.0,1.0
函館,1,11,アークシャルダーム,ブリックスアンドモルタル,-1645.0,-621.0,1704.0,1564.0,66.0,-1051.0,391.0,,408.0,8.0
函館,1,12,オルミラベル,サートゥルナーリア,78.0,-800.0,418.0,-390.0,-209.0,,,,-903.0,11.0
函館,1,13,クリアクォーツ,タワーオブロンドン,-255.0,494.0,796.0,197.0,-157.0,,,,1075.0,5.0
函館,1,14,タイニービキニ,トーセンラー,229.0,-673.0,-175.0,-294.0,483.0,-162.0,,,-592.0,10.0
函館,1,15,ウォーターカルミア,トビーズコーナー,-25.0,403.0,-205.0,1179.0,898.0,1167.0,,,3417.0,3.0
函館,1,16,アメリータ,アルアイン,-9.0,-3469.0,-2262.0,-3762.0,-1576.0,-2238.0,,,-13316.0,15.0
函館,2,1,サーフギャラクシー,ビーチパトロール,-52.0,-346.0,-441.0,1005.0,669.0,-346.0,-220.0,,269.0,6.0
函館,2,2,シティオブロンドン,タワーオブロンドン,-255.0,494.0,-614.0,246.0,-157.0,-414.0,,,-700.0,8.0
函館,2,3,エポカリーナ,エポカドーロ,,,,,,,,,,
函館,2,4,ブルームワルツ,サトノダイヤモンド,127.0,2121.0,-41.0,-1057.0,-472.0,-854.0,,,-176.0,7.0
函館,2,5,アスクガンバーレ,サートゥルナーリア,78.0,452.0,-851.0,-390.0,-209.0,,,,-920.0,9.0
函館,2,6,ララエキリーブル,マインドユアビスケッツ,252.0,-272.0,-2646.0,-2569.0,-1831.0,-2241.0,,,-9307.0,13.0
函館,2,7,バルジール,ルヴァンスレーヴ,-315.0,-957.0,891.0,1137.0,3608.0,,,,4364.0,2.0
