場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
函館,1,1,ゴールドサニーデイ,渡辺薫彦,-29.0,-605.0,897.0,-250.0,-444.0,660.0,,,229.0,5.0
函館,1,2,カネトシブレーブ,寺島良　,97.0,-480.0,-1676.0,-164.0,-1076.0,-1543.0,,,-4842.0,9.0
函館,1,3,カルミネイション,緒方努　,-223.0,-1134.0,-3102.0,-105.0,-827.0,-1582.0,-1925.0,,-8898.0,16.0
函館,1,4,ジンガー,吉村圭司,113.0,35.0,988.0,911.0,1938.0,1824.0,,,5809.0,1.0
函館,1,5,セイウンネルケ,矢野英一,-319.0,-456.0,-1479.0,-750.0,-1282.0,-1440.0,,,-5726.0,12.0
函館,1,6,イデアニポーテ,矢嶋大樹,-130.0,924.0,-1578.0,1832.0,-1048.0,-1344.0,,,-1344.0,7.0
函館,1,7,ロアヴィヴィエンヌ,本間忍　,-390.0,-1127.0,-424.0,-1656.0,-473.0,-2583.0,,,-6653.0,14.0
函館,1,8,エムティキング,小野次郎,-364.0,-341.0,1372.0,1329.0,49.0,1266.0,,,3311.0,4.0
函館,1,9,サマースピリット,国枝栄　,-239.0,-895.0,-1192.0,-1342.0,-841.0,-856.0,,,-5365.0,10.0
函館,1,10,エルサトアナ,本田優　,-486.0,-2456.0,-168.0,-212.0,-63.0,-2053.0,,,-5438.0,11.0
函館,1,11,アークシャルダーム,友道康夫,30.0,-188.0,430.0,-590.0,-19.0,-794.0,277.0,,-854.0,6.0
函館,1,12,オルミラベル,上村洋行,56.0,-105.0,1583.0,844.0,-65.0,1241.0,,,3554.0,3.0
函館,1,13,クリアクォーツ,的場均　,113.0,-1357.0,-1941.0,-1179.0,-3862.0,-229.0,,,-8455.0,15.0
函館,1,14,タイニービキニ,森田直行,-22.0,1291.0,-18.0,945.0,1488.0,1187.0,,,4871.0,2.0
函館,1,15,ウォーターカルミア,藤野健太,474.0,-1027.0,146.0,-1075.0,-1019.0,-509.0,,,-3010.0,8.0
函館,1,16,アメリータ,今野貞一,-159.0,-1492.0,-1432.0,-1057.0,-139.0,-1820.0,,,-6099.0,13.0
函館,2,1,サーフギャラクシー,松山将樹,-790.0,-33.0,-392.0,-1451.0,425.0,-1932.0,,,-4173.0,10.0
函館,2,2,シティオブロンドン,吉村圭司,113.0,35.0,985.0,911.0,-372.0,1824.0,,,3496.0,4.0
函館,2,3,エポカリーナ,土田稔　,-45.0,-2629.0,-2924.0,-1508.0,-1075.0,-1331.0,,,-9512.0,14.0
函館,2,4,ブルームワルツ,稲垣幸雄,403.0,257.0,1550.0,761.0,606.0,635.0,,,4212.0,2.0
函館,2,5,アスクガンバーレ,福永祐一,-120.0,126.0,683.0,389.0,183.0,479.0,,,1740.0,5.0
函館,2,6,ララエキリーブル,坂口智康,-155.0,-873.0,-1371.0,-1777.0,-837.0,-1133.0,,,-6146.0,13.0
函館,2,7,バルジール,萩原清　,-48.0,614.0,382.0,236.0,533.0,229.0,-413.0,,1533.0,6.0
函館,2,8,マイネルラカイユ,天間昭一,236.0,-250.0,-1845.0,-1349.0,-484.0,-1438.0,,,-5130.0,12.0
函館,2,9,ザハント,田中克典,544.0,1892.0,1729.0,2106.0,2205.0,2288.0,,,10764.0,1.0
函館,2,10,タイセイアビリティ,小林真也,1306.0,-256.0,1467.0,368.0,-217.0,878.0,,,3546.0,3.0
函館,2,11,ニホンピロカミーノ,安達昭夫,-28.0,-1522.0,-170.0,-1064.0,-557.0,-811.0,-341.0,,-4493.0,11.0
函館,2,12,キタノチェンジ,羽月友彦,226.0,59.0,-40.0,-233.0,231.0,-28.0,,,215.0,9.0
函館,2,13,ピストルスター,高橋亮　,-22.0,39.0,-374.0,-204.0,762.0,479.0,,,680.0,8.0
函館,2,14,ライフゲート,伊藤圭三,673.0,-680.0,919.0,557.0,-600.0,-144.0,,,725.0,7.0
函館,3,1,セイウンヤタガラス,堀内岳志,-407.0,-295.0,-2150.0,-1523.0,1104.0,-1367.0,,,-4638.0,8.0
函館,3,2,カイトリヒト,武市康男,-281.0,-2410.0,-2334.0,-1462.0,-1688.0,-1800.0,,,-9975.0,9.0
函館,3,3,アイルクラウン,田島俊明,246.0,-704.0,670.0,635.0,-107.0,-186.0,,,554.0,5.0
函館,3,4,アスゴッド,矢作芳人,424.0,140.0,1034.0,71.0,1247.0,818.0,-616.0,,3118.0,3.0
