場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
函館,1,未勝利,芝,1800,良,1,サンゴート,2歳,鷲頭虎太,村田一誠,,,,中距離,右回り,,Lv1 ,インディチャンプ,,
函館,1,未勝利,芝,1800,良,2,ロジクラウン,2歳,武豊,須貝尚介,先行,,,中距離,右回り,,Lv1 ,サトノクラウン,,距離延長
函館,1,未勝利,芝,1800,良,3,アートオブブライト,2歳,丹内祐次,水野貴広,追込,0.0,0.0,中距離,右回り,,Lv1 ,ウインブライト,,
函館,1,未勝利,芝,1800,良,4,ロードレスポンス,2歳,横山和生,和田勇介,追込,0.0,,中距離,右回り,,Lv1 ,ロジャーバローズ,,距離延長
函館,1,未勝利,芝,1800,良,5,レインボースター,2歳,舟山瑠泉,加藤公太,差し,0.0,,中距離,右回り,,Lv1 ,キズナ,,距離延長
函館,1,未勝利,芝,1800,良,6,イッペイ,2歳,浜中俊,松永幹夫,追込,100.0,100.0,中距離,右回り,,Lv1 ,エフフォーリア,連闘,
函館,1,未勝利,芝,1800,良,7,ハイビスカス,2歳,佐々木大,杉浦宏昭,先行,,,中距離,右回り,,Lv1 ,ウィルテイクチャージ,,距離延長
函館,1,未勝利,芝,1800,良,8,ガーシュウィン,2歳,河原田菜,和田雄二,追込,50.0,,中距離,右回り,,Lv1 ,ロジャーバローズ,,距離延長
函館,2,未勝利,ダート,1000,良,1,レディリリス,3歳,鮫島克駿,高柳瑞樹,追込,,,短距離,右回り,,Lv1 ,タワーオブロンドン,休明初戦,距離短縮
函館,2,未勝利,ダート,1000,良,2,メモリーデイズ,3歳,小沢大仁,畑端省吾,差し,,0.0,短距離,右回り,,Lv1 ,フィレンツェファイア,,距離短縮
函館,2,未勝利,ダート,1000,良,3,ジェッディンデデン,3歳,黛弘人,大和田成,先行,0.0,0.0,短距離,右回り,,Lv1 ,モズアスコット,休明3走,
函館,2,未勝利,ダート,1000,良,4,ブルーメンフェスト,3歳,和田陽希,緒方努,先行,,,短距離,右回り,,Lv1 ,ダノンスマッシュ,休明初戦,距離短縮
函館,2,未勝利,ダート,1000,良,5,チュラヴェール,3歳,丹内祐次,松山将樹,先行,0.0,30.0,短距離,右回り,,Lv1 ,ホッコータルマエ,,
