場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
中山,11,重賞,芝,2200,重,1,ウェイクフィールド,3歳,横山和生,嘉藤貴行,先行,50.0,0.0,中距離,右回り,芝道悪,Lv5 ,キズナ,,距離短縮,13,E,12.3,2.0,13.2,9.0,34.6,1.0,34.4,,C,B,D,B,C
中山,11,重賞,芝,2200,重,2,アウダーシア,3歳,津村明秀,手塚貴久,先行,100.0,,中距離,右回り,芝道悪,Lv5 ,キズナ,休明初戦,距離短縮,7,D,13.1,15.0,13.9,14.0,36.3,,32.9,4.0,D,E,D,D,B
中山,11,重賞,芝,2200,重,3,バドリナート,3歳,丸山元気,松永幹夫,先行,0.0,0.0,中距離,右回り,芝道悪,Lv5 ,コントレイル,休明初戦,距離延長,11,D,12.5,4.0,13.2,9.0,35.2,6.0,33.6,8.0,A,B,B,D,C
中山,11,重賞,芝,2200,重,4,リッツパーティー,3歳,丹内祐次,岩戸孝樹,先行,,,中距離,右回り,芝道悪,Lv5 ,ミッキーロケット,休明初戦,距離延長,10,D,12.2,1.0,12.2,1.0,34.8,2.0,34.1,,D,D,D,E,
中山,11,重賞,芝,2200,重,5,アスクエジンバラ,3歳,岩田康誠,福永祐一,先行,66.66666666666666,,中距離,右回り,芝道悪,Lv5 ,リオンディーズ,休明初戦,距離短縮,4,C,12.5,4.0,12.5,2.0,34.9,4.0,33.6,8.0,D,E,B,D,C
中山,11,重賞,芝,2200,重,6,サヴォアフェール,3歳,松山弘平,杉山晴紀,先行,,0.0,中距離,右回り,芝道悪,Lv5 ,エピファネイア,,距離延長,2,B,12.9,11.0,13.3,11.0,36.3,,32.5,1.0,D,D,D,C,C
中山,11,重賞,芝,2200,重,7,ジャスティンシカゴ,3歳,原優介,宮田敬介,逃げ,0.0,,中距離,右回り,芝道悪,Lv5 ,スワーヴリチャード,休明初戦,距離延長,9,D,12.7,8.0,13.1,7.0,34.8,2.0,33.7,,D,B,D,B,D
中山,11,重賞,芝,2200,重,8,ゴーイントゥスカイ,3歳,武豊,上原佑紀,差し,,,中距離,右回り,芝道悪,Lv5 ,コントレイル,休明初戦,距離短縮,3,C,13.3,16.0,13.7,13.0,36.1,,32.5,1.0,D,B,A,C,C
中山,11,重賞,芝,2200,重,9,サノノグレーター,3歳,田辺裕信,尾形和幸,追込,33.33333333333333,,中距離,右回り,芝道悪,Lv5 ,グレーターロンドン,休明初戦,距離延長,6,C,13.0,12.0,13.0,6.0,35.6,8.0,33.3,7.0,A,B,D,B,D
中山,11,重賞,芝,2200,重,10,バステール,3歳,川田将雅,斉藤崇史,差し,50.0,,中距離,右回り,芝道悪,Lv5 ,キタサンブラック,休明初戦,距離短縮,1,B,13.0,12.0,14.0,16.0,36.1,,33.0,5.0,B,B,D,B,D
中山,11,重賞,芝,2200,重,11,ミリオンクラウン,3歳,横山典弘,和田雄二,先行,0.0,,中距離,右回り,芝道悪,Lv5 ,リーチザクラウン,休明初戦,距離延長,14,E,12.6,6.0,12.9,3.0,35.9,,34.9,,D,D,C,D,C
中山,11,重賞,芝,2200,重,12,ラージアンサンブル,3歳,岩田望来,武井亮,差し,50.0,100.0,中距離,右回り,芝道悪,Lv5 ,ベンバトル,休明初戦,距離延長,8,D,12.8,9.0,12.9,3.0,35.1,5.0,33.6,8.0,B,D,D,C,C
中山,11,重賞,芝,2200,重,13,フウセン,3歳,鮫島克駿,杉山晴紀,先行,,100.0,中距離,右回り,芝道悪,Lv5 ,コントレイル,,距離延長,15,E,12.8,9.0,12.9,3.0,35.9,,32.7,3.0,C,B,C,D,C
中山,11,重賞,芝,2200,重,14,ティラーノ,3歳,石橋脩,小手川準,追込,33.33333333333333,25.0,中距離,右回り,芝道悪,Lv5 ,ゴールドシップ,休明初戦,,16,E,12.4,3.0,13.9,14.0,35.8,,34.1,,C,E,C,C,C
中山,11,重賞,芝,2200,重,15,エリプティクカーブ,3歳,横山武史,古賀大生,先行,0.0,,中距離,右回り,芝道悪,Lv5 ,レイデオロ,休明初戦,距離短縮,12,E,13.0,12.0,13.1,7.0,35.8,,33.2,6.0,C,B,B,D,D
中山,11,重賞,芝,2200,重,16,ラディアントスター,3歳,池添謙一,林徹,先行,100.0,100.0,中距離,右回り,芝道悪,Lv5 ,サトノアラジン,休明初戦,,5,C,12.6,6.0,13.5,12.0,35.4,7.0,34.6,,E,C,D,D,C
阪神,11,重賞,芝,1800,良,1,アンジュドジョワ,3歳,北村友一,福永祐一,先行,100.0,100.0,中距離,右回り,,Lv2 ,キタサンブラック,休明初戦,距離短縮,6,D,12.5,4.0,14.2,11.0,35.6,5.0,33.1,3.0,B,C,C,,
阪神,11,重賞,芝,1800,良,2,エンネ,3歳,坂井瑠星,吉岡辰弥,追込,100.0,100.0,中距離,右回り,,Lv2 ,キズナ,休明初戦,距離短縮,2,C,13.8,12.0,14.4,12.0,37.2,,32.8,2.0,B,B,D,,
阪神,11,重賞,芝,1800,良,3,スマートプリエール,3歳,田山旺佑,大久保龍,差し,50.0,80.0,中距離,右回り,,Lv2 ,エピファネイア,休明初戦,距離短縮,7,D,12.3,1.0,13.5,9.0,36.4,,33.5,6.0,B,B,D,C,B
阪神,11,重賞,芝,1800,良,4,アンディムジーク,3歳,古川吉洋,渡辺薫彦,差し,33.33333333333333,,中距離,右回り,,Lv2 ,アドマイヤマーズ,休明初戦,距離延長,12,E,12.9,8.0,13.3,6.0,35.9,,34.4,,D,B,B,B,C
阪神,11,重賞,芝,1800,良,5,ファストフォワード,3歳,小崎綾也,小林真也,先行,,50.0,中距離,右回り,,Lv2 ,ハービンジャー,休明初戦,,11,E,12.6,5.0,13.1,5.0,35.5,4.0,33.9,,C,D,B,C,B
阪神,11,重賞,芝,1800,良,6,イクシード,3歳,ルメール,木村哲也,差し,,100.0,中距離,右回り,,Lv2 ,キタサンブラック,休明初戦,,3,C,13.6,11.0,13.6,10.0,37.1,,33.1,3.0,B,A,B,,
阪神,11,重賞,芝,1800,良,7,モンローウォーク,3歳,戸崎圭太,上村洋行,先行,,100.0,中距離,右回り,,Lv2 ,キズナ,休明3走,,1,B,12.4,2.0,12.8,2.0,35.8,6.0,33.6,,B,D,D,,
