場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
福島,1,1,ロケットパンチ,武藤善則,113.0,100.0,92.0,85.0,91.0,102.0,,,97.167,11.0
福島,1,2,キタノファーンヒル,加藤公太,,,,,,,,,,
福島,1,3,ロミオ,上原佑紀,128.0,95.0,108.0,98.0,105.0,118.0,,,108.667,4.0
福島,1,4,ハードシングス,小崎憲　,73.0,100.0,98.0,80.0,108.0,85.0,,,90.667,13.0
福島,1,5,フリーマン,高橋義忠,140.0,106.0,96.0,84.0,98.0,100.0,,,104.0,7.0
福島,1,6,トワイライトビュー,佐々木晶,87.0,103.0,106.0,107.0,97.0,104.0,,,100.667,8.0
福島,1,7,セントポールヒロ,田島俊明,117.0,94.0,104.0,87.0,102.0,99.0,,,100.5,9.0
福島,1,8,ロードヴェルテクス,奥村豊　,122.0,108.0,103.0,117.0,104.0,107.0,,,110.167,3.0
福島,1,9,ヒリュウ,橋口慎介,91.0,102.0,99.0,95.0,100.0,97.0,102.0,,98.0,10.0
福島,1,10,テンオンスゴールド,田中剛　,121.0,113.0,107.0,95.0,116.0,112.0,118.0,,111.714,2.0
福島,1,11,ミスエベレスト,伊坂重信,85.0,95.0,88.0,94.0,84.0,87.0,,,88.833,14.0
福島,1,12,ココラッシー,西園翔太,120.0,102.0,108.0,82.0,111.0,106.0,,,104.833,6.0
福島,1,13,ユニゾン,菊川正達,96.0,101.0,90.0,84.0,92.0,95.0,,,93.0,12.0
福島,1,14,コレデヨカロウ,角田晃一,121.0,104.0,102.0,97.0,107.0,100.0,,,105.167,5.0
福島,1,15,ボールドタワー,鈴木慎太,116.0,109.0,109.0,130.0,107.0,110.0,,,113.5,1.0
福島,2,1,メイショウゴールド,荒川義之,77.0,118.0,113.0,118.0,107.0,101.0,97.0,,104.429,5.0
福島,2,2,ローズブルーム,伊藤大士,91.0,95.0,92.0,97.0,93.0,95.0,98.0,,94.429,13.0
福島,2,3,ファイブセンス,高橋文雅,93.0,99.0,100.0,97.0,102.0,102.0,113.0,,100.857,8.0
福島,2,4,プレゼンティーア,田中克典,61.0,110.0,113.0,109.0,99.0,113.0,110.0,,102.143,7.0
福島,2,5,レジェンダリーデイ,森田直行,116.0,100.0,110.0,116.0,111.0,107.0,140.0,,114.286,2.0
福島,2,6,サイコウダネ,天間昭一,93.0,93.0,82.0,101.0,89.0,90.0,116.0,,94.857,12.0
福島,2,7,キーガッツ,杉山佳明,108.0,99.0,111.0,104.0,108.0,106.0,,,106.0,4.0
福島,2,8,ツーピース,河嶋宏樹,103.0,121.0,140.0,148.0,121.0,134.0,,,127.833,1.0
福島,2,9,ベニシア,粕谷昌央,62.0,78.0,93.0,97.0,104.0,88.0,,,87.0,16.0
福島,2,10,シャインミラカナ,北出成人,114.0,105.0,105.0,111.0,114.0,108.0,131.0,,112.571,3.0
福島,2,11,アスゴッド,矢作芳人,111.0,102.0,105.0,100.0,107.0,102.0,94.0,,103.0,6.0
福島,2,12,サンロレンツォ,武藤善則,113.0,97.0,92.0,92.0,96.0,102.0,,,98.667,11.0
福島,2,13,スターランウェイ,斎藤誠　,95.0,99.0,103.0,103.0,109.0,101.0,88.0,,99.714,10.0
福島,2,14,タイセイピューマ,新開幸一,115.0,94.0,95.0,109.0,94.0,96.0,,,100.5,9.0
福島,2,15,ゴッドカインド,飯田祐史,102.0,88.0,97.0,78.0,95.0,93.0,107.0,,94.286,14.0
福島,2,16,スピニングマーリン,西田雄一,78.0,85.0,104.0,79.0,102.0,99.0,,,91.167,15.0
福島,3,1,ウールヴヘジン,青木孝文,110.0,102.0,103.0,96.0,101.0,109.0,,,103.5,7.0
福島,3,2,ブラックジャック,須貝尚介,74.0,107.0,102.0,107.0,101.0,100.0,,,98.5,8.0
福島,3,3,ダーリンダーリン,秋山真一,,,,,,,,,,
福島,3,4,エグジスタンス,奥村豊　,122.0,108.0,107.0,117.0,104.0,107.0,109.0,,110.571,2.0
福島,3,5,アメティスタ,牧浦充徳,123.0,102.0,110.0,90.0,107.0,110.0,,,107.0,4.0
福島,3,6,ブランニューホーム,深山雅史,102.0,105.0,109.0,110.0,102.0,113.0,,,106.833,5.0
福島,3,7,ヴルールドロワ,高橋一哉,177.0,65.0,95.0,45.0,86.0,84.0,,,92.0,13.0
福島,3,8,ウインラファーガ,村田一誠,105.0,75.0,82.0,61.0,72.0,79.0,,,79.0,15.0
福島,3,9,ユーゲットミー,西田雄一,78.0,107.0,81.0,116.0,91.0,99.0,,,95.333,11.0
福島,3,10,エオリアンリッジ,尾関知人,116.0,92.0,93.0,85.0,100.0,99.0,,,97.5,9.0
