,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,160.0,237.0,,215.0,166.0,16.0,207.0,190.0,,,35.0,100.0,98.0,138.0,9.0,,16.0,1.0,42.0,101.0,34.0,170.0,166.0,17.0,10.0
2022,178.0,252.0,,258.0,158.0,14.0,243.0,187.0,,2.0,30.0,61.0,153.0,141.0,29.0,,7.0,7.0,41.0,120.0,46.0,177.0,177.0,17.0,13.0
2023,165.0,215.0,,219.0,144.0,17.0,220.0,160.0,2.0,,54.0,50.0,158.0,100.0,12.0,,,4.0,34.0,79.0,39.0,164.0,148.0,14.0,15.0
2024,181.0,229.0,,228.0,162.0,20.0,222.0,188.0,,,47.0,38.0,181.0,140.0,3.0,,,1.0,19.0,74.0,46.0,172.0,170.0,14.0,8.0
2025,193.0,199.0,,227.0,146.0,19.0,189.0,203.0,1.0,,50.0,62.0,117.0,142.0,10.0,1.0,2.0,7.0,36.0,68.0,42.0,150.0,170.0,19.0,11.0
