,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,451.0,440.0,,456.0,410.0,25.0,417.0,474.0,,,,56.0,79.0,34.0,282.0,,302.0,138.0,90.0,176.0,106.0,272.0,420.0,39.0,53.0
2022,399.0,384.0,,373.0,387.0,23.0,380.0,403.0,16.0,,,43.0,84.0,40.0,253.0,,229.0,118.0,56.0,122.0,97.0,229.0,374.0,26.0,57.0
2023,458.0,443.0,,473.0,397.0,31.0,354.0,547.0,16.0,,,21.0,125.0,57.0,208.0,164.0,260.0,50.0,102.0,168.0,99.0,273.0,419.0,38.0,72.0
2024,414.0,415.0,,423.0,375.0,31.0,263.0,566.0,14.0,,6.0,31.0,95.0,25.0,137.0,351.0,109.0,61.0,85.0,145.0,94.0,234.0,405.0,32.0,64.0
2025,436.0,400.0,,401.0,400.0,35.0,247.0,589.0,14.0,,,15.0,69.0,39.0,163.0,210.0,243.0,83.0,83.0,111.0,100.0,255.0,384.0,37.0,60.0
