場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
阪神,11,1,ロブチェン,杉山晴紀,1037.0,347.0,1179.0,760.0,-130.0,1908.0,-57.0,,5044.0,1.0
阪神,11,2,エイシンインアウト,中尾秀正,-1002.0,36.0,53.0,-61.0,-73.0,-486.0,-612.0,,-2145.0,8.0
阪神,11,3,ゴーラッキー,黒岩陽一,14.0,101.0,525.0,300.0,9.0,-71.0,-725.0,,153.0,6.0
阪神,11,4,アルトラムス,野中賢二,-542.0,-30.0,-727.0,-1257.0,39.0,-964.0,-336.0,,-3817.0,10.0
阪神,11,5,カムアップローゼス,浜田多実,-707.0,-120.0,847.0,692.0,-162.0,563.0,949.0,,2062.0,3.0
阪神,11,6,エムズビギン,友道康夫,-327.0,178.0,610.0,-471.0,49.0,-735.0,-125.0,,-821.0,7.0
阪神,11,7,コンジェスタス,高野友和,148.0,557.0,533.0,61.0,288.0,442.0,12.0,,2041.0,4.0
阪神,11,8,シートゥサミット,吉岡辰弥,865.0,4.0,147.0,510.0,-6.0,828.0,-502.0,,1846.0,5.0
阪神,11,9,グリーンエナジー,上原佑紀,-7.0,41.0,966.0,220.0,-6.0,1493.0,1522.0,,4229.0,2.0
阪神,11,10,カフジエメンタール,矢作芳人,-834.0,-378.0,-2264.0,-1800.0,-513.0,-1739.0,-625.0,,-8153.0,11.0
阪神,11,11,ショウナンハヤナミ,渡辺薫彦,-247.0,-43.0,-538.0,-1397.0,7.0,-692.0,6.0,,-2904.0,9.0
阪神,1,1,ハイネスプラウド,武井亮　,-219.0,530.0,1067.0,499.0,-340.0,211.0,,,1748.0,3.0
阪神,1,2,マコトブリッツ,武英智　,584.0,343.0,196.0,-144.0,453.0,630.0,,,2062.0,2.0
阪神,1,3,ポカポカヨウキ,東田明士,594.0,-858.0,-603.0,-52.0,326.0,306.0,,,-287.0,4.0
阪神,1,4,ワンダーラヴグッド,羽月友彦,-873.0,-800.0,-1571.0,-1079.0,-329.0,-933.0,,,-5585.0,8.0
阪神,1,5,ガヤーズサムライ,田中勝春,777.0,43.0,-17.0,-31.0,683.0,1228.0,,,2683.0,1.0
阪神,1,6,ランズエンド,野中賢二,-542.0,-1227.0,-311.0,-438.0,-474.0,-964.0,,,-3956.0,7.0
阪神,1,7,ゴルディアス,小崎憲　,-1277.0,363.0,-2.0,-652.0,563.0,-1664.0,-246.0,,-2915.0,6.0
阪神,1,8,エコロラーダ,大久保龍,86.0,-560.0,422.0,-261.0,-78.0,-33.0,71.0,,-353.0,5.0
阪神,2,1,マリアンデール,中村直也,836.0,1274.0,164.0,132.0,-898.0,749.0,,,2257.0,4.0
阪神,2,2,ジーティーハルカゼ,辻野泰之,718.0,1695.0,1110.0,115.0,-61.0,1013.0,,,4590.0,1.0
阪神,2,3,ハマナスノサクコロ,武英智　,584.0,343.0,1333.0,-144.0,1309.0,630.0,,,4055.0,2.0
阪神,2,4,ドリームリボン,谷潔　　,-501.0,-809.0,-491.0,696.0,612.0,-726.0,,,-1219.0,7.0
阪神,2,5,リアンフィニ,野中賢二,-542.0,-1227.0,-727.0,-438.0,-457.0,-964.0,,,-4355.0,10.0
阪神,2,6,ルージュムーサ,安田翔伍,18.0,482.0,195.0,-339.0,295.0,-161.0,,,490.0,6.0
阪神,2,7,イテルム,田中克典,870.0,1263.0,130.0,-104.0,-531.0,505.0,466.0,,2599.0,3.0
阪神,2,8,パルフェクシオン,大久保龍,86.0,-560.0,-717.0,-261.0,-413.0,-33.0,,,-1898.0,8.0
阪神,2,9,ラガッタレアーレ,秋山真一,2300.0,-461.0,-87.0,92.0,570.0,-1087.0,,,1327.0,5.0
阪神,2,10,スターリーデー,茶木太樹,-217.0,144.0,-1237.0,-76.0,-901.0,-1027.0,-367.0,,-3681.0,9.0
阪神,3,1,アトランタ,高柳大輔,225.0,287.0,106.0,774.0,949.0,692.0,-616.0,,2417.0,3.0
阪神,3,2,メイショウレイナ,池添学　,0.0,671.0,-61.0,183.0,502.0,481.0,,,1776.0,5.0
阪神,3,3,コジアン,小椋研介,-719.0,-967.0,-1992.0,-591.0,-21.0,-3210.0,,,-7500.0,13.0
阪神,3,4,エルダークローネ,西村真幸,-934.0,-652.0,-789.0,4.0,-399.0,-1987.0,,,-4757.0,12.0
阪神,3,5,ケンシロウワールド,森秀行　,128.0,440.0,1152.0,985.0,2830.0,1716.0,,,7251.0,1.0
阪神,3,6,ノヴァーリス,安田翔伍,18.0,482.0,195.0,-339.0,295.0,-161.0,,,490.0,6.0
阪神,3,7,カフジポポー,森田直行,-802.0,932.0,-1112.0,-489.0,494.0,-326.0,,,-1303.0,9.0
阪神,3,8,キャンドル,清水久詞,-695.0,-1379.0,-643.0,-695.0,211.0,-277.0,,,-3478.0,10.0
阪神,3,9,カツダルマ,秋山真一,2300.0,-461.0,-87.0,92.0,570.0,-1087.0,-1240.0,,87.0,7.0
阪神,3,10,メイショウスパーク,飯田祐史,-1195.0,-290.0,-1449.0,-351.0,-114.0,-1262.0,,,-4661.0,11.0
阪神,3,11,コメットサン,西園翔太,528.0,-584.0,-97.0,-841.0,218.0,-458.0,,,-1234.0,8.0
阪神,3,12,ミライノシャチョウ,森秀行　,128.0,440.0,1152.0,985.0,2830.0,1716.0,,,7251.0,1.0
阪神,3,13,ココモフィーバー,池添学　,0.0,671.0,-61.0,183.0,502.0,481.0,8.0,,1784.0,4.0
阪神,4,1,エイントノーウェイ,須貝尚介,-388.0,2.0,-81.0,182.0,556.0,-54.0,,,217.0,8.0
阪神,4,2,ワインオクロック,柴田卓　,,,,,,,,,,
阪神,4,3,スウィートライト,橋口慎介,-171.0,-299.0,-308.0,-39.0,-1366.0,-447.0,,,-2630.0,13.0
阪神,4,4,ジェルメーヌ,中尾秀正,-1002.0,-174.0,-565.0,-30.0,-178.0,-486.0,,,-2435.0,11.0
阪神,4,5,レジェンディーヴァ,高橋亮　,165.0,-458.0,190.0,-276.0,84.0,1104.0,,,809.0,5.0
阪神,4,6,キミチャン,加藤公太,-436.0,1209.0,-1043.0,1623.0,1283.0,-157.0,,,2479.0,2.0
阪神,4,7,テーオーローズ,岡田稲男,-75.0,-194.0,184.0,-402.0,101.0,-903.0,,,-1289.0,10.0
阪神,4,8,マヒナピハ,緒方努　,389.0,-687.0,173.0,-1477.0,-556.0,888.0,,,-1270.0,9.0
阪神,4,9,ナイスウーマン,鈴木孝志,194.0,-223.0,-104.0,-587.0,-707.0,-1164.0,,,-2591.0,12.0
阪神,4,10,リケアワルツ,宮本博　,568.0,-314.0,491.0,236.0,-750.0,510.0,,,741.0,7.0
阪神,4,11,ジョイザモーメント,橋田宜長,,,,,,,,,,
阪神,4,12,サノノマリーナ,前川恭子,718.0,-1137.0,1523.0,-911.0,12.0,875.0,,,1080.0,4.0
阪神,4,13,パクスフェリーチェ,角田晃一,306.0,257.0,1219.0,-151.0,9.0,503.0,,,2143.0,3.0
阪神,4,14,アプリコットスカイ,大根田裕,1195.0,481.0,2557.0,964.0,-47.0,1598.0,,,6748.0,1.0
阪神,4,15,ワンスフォーユー,高橋亮　,165.0,-458.0,190.0,-276.0,84.0,1104.0,,,809.0,5.0
阪神,5,1,ルジェドリール,鈴木孝志,194.0,-223.0,-1457.0,-587.0,-638.0,-1164.0,,,-3875.0,7.0
阪神,5,2,シンゼンジュウベエ,飯田祐史,-1195.0,-198.0,-1449.0,-351.0,-994.0,-1262.0,,,-5449.0,9.0
阪神,5,3,ニューイントリーグ,吉岡辰弥,865.0,-121.0,147.0,-22.0,99.0,828.0,,,1796.0,3.0
阪神,5,4,アヴァロン,清水久詞,-695.0,-496.0,-643.0,-695.0,-1336.0,-277.0,,,-4142.0,8.0
阪神,5,5,セブンサークル,畑端省吾,-124.0,-315.0,-1580.0,-1031.0,-277.0,484.0,,,-2843.0,6.0
阪神,5,6,シホノノービレ,佐藤悠太,749.0,333.0,1875.0,1530.0,735.0,3099.0,,,8321.0,1.0
阪神,5,7,キングリア,中内田充,-331.0,118.0,34.0,-107.0,95.0,-402.0,,,-593.0,5.0
阪神,5,8,フリーレイン,角田晃一,306.0,257.0,138.0,-151.0,1291.0,503.0,,,2344.0,2.0
阪神,5,9,キミアドーネ,吉村圭司,-490.0,319.0,402.0,618.0,-884.0,-8.0,,,-43.0,4.0
阪神,5,10,ハナナ,矢作芳人,-834.0,-55.0,-2264.0,-28.0,-1455.0,-1739.0,,,-6375.0,10.0
阪神,6,1,ビゾー,斉藤崇史,525.0,-294.0,401.0,-250.0,64.0,627.0,-579.0,,494.0,10.0
阪神,6,2,スコーピオンイメル,武英智　,584.0,361.0,196.0,1086.0,453.0,630.0,270.0,,3580.0,6.0
阪神,6,3,ドメイン,松下武士,16.0,-458.0,233.0,-665.0,-617.0,-264.0,-138.0,,-1893.0,14.0
阪神,6,4,ゴールドコット,田中克典,870.0,387.0,651.0,1372.0,1435.0,505.0,466.0,,5686.0,4.0
阪神,6,5,ジーティーアメリカ,吉岡辰弥,865.0,1043.0,872.0,309.0,99.0,828.0,-502.0,,3514.0,7.0
阪神,6,6,エイユーファイヤー,森田直行,-802.0,-594.0,943.0,-199.0,-205.0,-326.0,-50.0,,-1233.0,13.0
阪神,6,7,クイノールト,橋口慎介,-171.0,-107.0,-308.0,-132.0,227.0,-447.0,374.0,,-564.0,11.0
阪神,6,8,ルシタニア,武幸四郎,386.0,981.0,1242.0,767.0,1843.0,1143.0,206.0,,6568.0,3.0
阪神,6,9,マジックブルー,荒川義之,274.0,1573.0,1664.0,822.0,387.0,560.0,-227.0,,5053.0,5.0
阪神,6,10,ロットブラータ,平田修　,25.0,-444.0,855.0,519.0,744.0,-194.0,-677.0,,828.0,9.0
阪神,6,11,メイショウジンライ,高橋亮　,165.0,341.0,190.0,-88.0,339.0,1104.0,639.0,,2690.0,8.0
阪神,6,12,ディープサミット,四位洋文,535.0,576.0,812.0,865.0,525.0,1902.0,1941.0,,7156.0,2.0
阪神,6,13,カイラーサ,河嶋宏樹,-845.0,-364.0,3000.0,3830.0,1106.0,2063.0,316.0,,9106.0,1.0
阪神,6,14,フィサブロス,橋口慎介,-171.0,-107.0,-308.0,-132.0,227.0,-447.0,374.0,,-564.0,11.0
阪神,6,15,クラッチスラッガー,池添学　,0.0,-931.0,-26.0,-1097.0,-441.0,481.0,8.0,,-2006.0,15.0
阪神,7,1,ルクスノア,平田修　,25.0,-444.0,-608.0,-1756.0,-992.0,-194.0,-462.0,,-4431.0,16.0
阪神,7,2,ダンデノン,田中克典,870.0,387.0,130.0,1372.0,-531.0,505.0,466.0,,3199.0,5.0
阪神,7,3,ベルセクレト,藤岡健一,-216.0,-139.0,-541.0,-276.0,-163.0,-752.0,,,-2087.0,10.0
阪神,7,4,リピ,西園翔太,528.0,1506.0,-97.0,708.0,218.0,-458.0,114.0,,2519.0,7.0
阪神,7,5,ベルサンローラン,清水久詞,-695.0,-72.0,-643.0,-1543.0,211.0,-277.0,618.0,,-2401.0,11.0
阪神,7,6,ヴァージル,小椋研介,-719.0,-2011.0,-1992.0,-46.0,-21.0,-3210.0,-1722.0,,-9721.0,18.0
阪神,7,7,ブルーカミング,牧浦充徳,-243.0,311.0,344.0,724.0,118.0,820.0,714.0,,2788.0,6.0
阪神,7,8,シャインベック,北出成人,1471.0,771.0,1970.0,378.0,2815.0,1926.0,175.0,,9506.0,2.0
阪神,7,9,マダムカマラード,宮徹　　,-623.0,8.0,1507.0,-584.0,315.0,164.0,-865.0,,-78.0,9.0
阪神,7,10,ペールノエル,西村真幸,-934.0,-894.0,-789.0,3.0,-399.0,-1987.0,109.0,,-4891.0,17.0
阪神,7,11,ベルサ,鈴木孝志,194.0,329.0,-1457.0,135.0,-707.0,-1164.0,-1505.0,,-4175.0,15.0
阪神,7,12,ケールハイム,福永祐一,1837.0,814.0,969.0,1884.0,804.0,1506.0,369.0,,8183.0,3.0
阪神,7,13,ルディシャ,森田直行,-802.0,-594.0,-1112.0,-199.0,494.0,-326.0,-50.0,,-2589.0,12.0
阪神,7,14,アイスヴィレッジ,高橋康之,-1074.0,357.0,-442.0,7.0,510.0,-1443.0,-620.0,,-2705.0,13.0
阪神,7,15,オーケーダイナ,奥村豊　,-500.0,-132.0,409.0,162.0,298.0,844.0,-108.0,,973.0,8.0
阪神,7,16,ムーンライトダイヤ,河嶋宏樹,-845.0,-364.0,-925.0,3830.0,1126.0,2063.0,,,4885.0,4.0
阪神,7,17,メイクワンズデイ,宮地貴稔,1061.0,2438.0,4441.0,-310.0,1529.0,2558.0,,,11717.0,1.0
阪神,7,18,バーケンティン,平田修　,25.0,-444.0,-608.0,-1756.0,-992.0,-194.0,,,-3969.0,14.0
阪神,8,1,キタノサワヤカ,吉田直弘,155.0,-175.0,146.0,285.0,-262.0,-68.0,366.0,,447.0,8.0
阪神,8,2,レーンアジリティ,中尾秀正,-1002.0,38.0,-565.0,292.0,-320.0,-486.0,-679.0,,-2722.0,9.0
阪神,8,3,ロードアルディート,武幸四郎,386.0,981.0,1242.0,767.0,1843.0,1143.0,206.0,,6568.0,4.0
阪神,8,4,アメリカンバー,宮地貴稔,1061.0,2438.0,534.0,709.0,2542.0,2558.0,2828.0,,12670.0,1.0
阪神,8,5,メイショウカスガイ,角田晃一,306.0,1132.0,1219.0,22.0,1291.0,503.0,1307.0,,5780.0,5.0
阪神,8,6,ディニテ,辻野泰之,718.0,-58.0,427.0,292.0,1860.0,1013.0,457.0,,4709.0,6.0
阪神,8,7,レッドフレーザー,矢作芳人,-834.0,-772.0,-34.0,-1800.0,-1455.0,-1739.0,,,-6634.0,11.0
阪神,8,8,オーレアミスト,井上智史,1755.0,906.0,2451.0,-180.0,3784.0,2642.0,-685.0,,10673.0,2.0
阪神,8,9,クレスコドルフィン,羽月友彦,-873.0,4.0,-1571.0,128.0,-329.0,-933.0,-878.0,,-4452.0,10.0
阪神,8,10,エアフォースワン,大根田裕,1195.0,1305.0,2557.0,-57.0,1672.0,1598.0,-516.0,,7754.0,3.0
阪神,8,11,ラテライト,橋田宜長,,,,,,,,,,
阪神,8,12,リリーサンダー,緒方努　,389.0,274.0,173.0,1227.0,-749.0,888.0,,,2202.0,7.0
阪神,9,1,ロードオルデン,辻野泰之,718.0,-58.0,427.0,-78.0,-61.0,1013.0,457.0,,2418.0,6.0
阪神,9,2,モズタチアガレ,中尾秀正,-1002.0,38.0,-565.0,292.0,-178.0,-486.0,-679.0,,-2580.0,14.0
阪神,9,3,ポートデラメール,斉藤崇史,525.0,-294.0,401.0,-250.0,746.0,627.0,171.0,,1926.0,7.0
阪神,9,4,ダイシンリンク,森秀行　,128.0,1339.0,1802.0,747.0,2830.0,1716.0,1911.0,,10473.0,2.0
阪神,9,5,サンコンクエスト,渡辺薫彦,-247.0,633.0,-714.0,-125.0,-646.0,-692.0,6.0,,-1785.0,13.0
阪神,9,6,コロナドブリッジ,庄野靖志,-531.0,733.0,655.0,1041.0,1179.0,1203.0,942.0,,5222.0,5.0
阪神,9,7,プチプラージュ,大根田裕,1195.0,1305.0,2557.0,-411.0,-47.0,1598.0,-516.0,,5681.0,4.0
阪神,9,8,ワーズワース,高橋一哉,1803.0,-324.0,-815.0,415.0,-618.0,-692.0,-425.0,,-656.0,12.0
阪神,9,9,スターオブロンドン,矢作芳人,-834.0,-772.0,-34.0,-1800.0,-279.0,-1739.0,-625.0,,-6083.0,16.0
阪神,9,10,ラピダリア,吉田直弘,155.0,-175.0,146.0,-343.0,249.0,-68.0,366.0,,330.0,11.0
阪神,9,11,オコタンペ,須貝尚介,-388.0,216.0,-81.0,-210.0,556.0,-54.0,328.0,,367.0,10.0
阪神,9,12,ピカラ,坂口智康,144.0,-1415.0,-1154.0,-909.0,-1437.0,-178.0,158.0,,-4791.0,15.0
阪神,9,13,アンビシャスヨシノ,吉田直弘,155.0,-175.0,146.0,285.0,249.0,-68.0,366.0,,958.0,9.0
阪神,9,14,ヤマニンバロネス,千田輝彦,734.0,1048.0,2483.0,37.0,3087.0,3656.0,1138.0,,12183.0,1.0
阪神,9,15,シーニックビュー,金成貴史,-350.0,780.0,1978.0,-1035.0,-641.0,181.0,376.0,,1289.0,8.0
阪神,9,16,ライトオブヌカタ,上村洋行,1268.0,1110.0,135.0,964.0,184.0,1872.0,1099.0,,6632.0,3.0
阪神,10,1,キタサンハナビラ,斉藤崇史,525.0,-294.0,-176.0,-250.0,64.0,627.0,-579.0,,-83.0,10.0
阪神,10,2,テーオーダグラス,須貝尚介,-388.0,216.0,584.0,-210.0,-36.0,-54.0,328.0,,440.0,8.0
阪神,10,3,レジェンドシップ,佐藤悠太,749.0,556.0,1875.0,-773.0,735.0,3099.0,245.0,,6486.0,3.0
阪神,10,4,ミスタージーティー,矢作芳人,-834.0,-772.0,-2264.0,-701.0,-1455.0,-1739.0,-625.0,,-8390.0,16.0
阪神,10,5,スパークリシャール,小島茂之,-36.0,500.0,660.0,-875.0,-36.0,1161.0,-1119.0,,255.0,9.0
