場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
中山,1,未勝利,ダート,1200,良,1,モモクロオー,3歳,古川吉洋,的場均,追込,0.0,0.0,短距離,右回り,,Lv3 ,494,休明初戦,
中山,1,未勝利,ダート,1200,良,2,レイオーバー,3歳,内田博幸,本間忍,先行,75.0,75.0,短距離,右回り,,Lv3 ,468,,
中山,1,未勝利,ダート,1200,良,3,ルラクソント,3歳,杉原誠人,中川公成,先行,0.0,0.0,短距離,右回り,,Lv3 ,480,休明2走,
中山,1,未勝利,ダート,1200,良,4,ユイノマホウジン,3歳,戸崎圭太,深山雅史,先行,,,短距離,右回り,,Lv3 ,460,休明初戦,
中山,1,未勝利,ダート,1200,良,5,テイエムファラオ,3歳,石田拓郎,伊藤圭三,先行,0.0,0.0,短距離,右回り,,Lv3 ,466,休明2走,
中山,1,未勝利,ダート,1200,良,6,ベストヒューマ,3歳,江田照男,佐藤吉勝,追込,,,短距離,右回り,,Lv3 ,434,,
中山,1,未勝利,ダート,1200,良,7,サラサエンペラー,3歳,横山和生,村田一誠,先行,0.0,0.0,短距離,右回り,,Lv3 ,472,,
中山,1,未勝利,ダート,1200,良,8,ヨシノイクスプレス,3歳,菅原明良,高木登,追込,,,短距離,右回り,,Lv3 ,522,休明初戦,距離短縮
中山,1,未勝利,ダート,1200,良,9,アミグダラ,3歳,嶋田純次,岩戸孝樹,差し,,,短距離,右回り,,Lv3 ,434,,
中山,1,未勝利,ダート,1200,良,10,ショージージョ,3歳,武藤雅,小笠倫弘,追込,,0.0,短距離,右回り,,Lv3 ,526,,
中山,1,未勝利,ダート,1200,良,11,ニシノヒミチュ,3歳,佐々木大,伊藤大士,差し,,,短距離,右回り,,Lv3 ,444,,
中山,1,未勝利,ダート,1200,良,12,ペイシャマリーン,3歳,丹内祐次,菊川正達,逃げ,100.0,100.0,短距離,右回り,,Lv3 ,456,連闘,
中山,1,未勝利,ダート,1200,良,13,セギレエルビエント,3歳,荻野極,伊坂重信,追込,,,短距離,右回り,,Lv3 ,456,休明初戦,距離短縮
中山,1,未勝利,ダート,1200,良,14,セレブウマザンマイ,3歳,原優介,青木孝文,追込,,,短距離,右回り,,Lv3 ,432,休明初戦,
中山,1,未勝利,ダート,1200,良,15,エネルゲイア,3歳,菊沢一樹,清水英克,差し,,,短距離,右回り,,Lv3 ,472,休明初戦,
中山,1,未勝利,ダート,1200,良,16,ダイチラポール,3歳,長浜鴻緒,蛯名利弘,先行,33.33333333333333,33.33333333333333,短距離,右回り,,Lv3 ,476,,
中山,2,未勝利,ダート,1800,良,1,イトウ,3歳,ルメール,高柳瑞樹,先行,100.0,100.0,中距離,右回り,,Lv2 ,488,,
中山,2,未勝利,ダート,1800,良,2,マイネルジーニアス,3歳,野中悠太,高木登,先行,0.0,0.0,中距離,右回り,,Lv2 ,540,,
中山,2,未勝利,ダート,1800,良,3,リッキースタイル,3歳,大野拓弥,水野貴広,先行,,,中距離,右回り,,Lv2 ,476,,距離延長
中山,2,未勝利,ダート,1800,良,4,ケアンズ,3歳,武藤雅,武藤善則,追込,,,中距離,右回り,,Lv2 ,472,休明2走,
中山,2,未勝利,ダート,1800,良,5,セイウングレイ,3歳,津村明秀,竹内正洋,差し,0.0,,中距離,右回り,,Lv2 ,442,,距離延長
中山,2,未勝利,ダート,1800,良,6,ミヤビノオウザ,3歳,原優介,青木孝文,,,,中距離,右回り,,Lv2 ,442,,
中山,2,未勝利,ダート,1800,良,7,ロイヤルカスタマー,3歳,石田拓郎,加藤和宏,追込,0.0,0.0,中距離,右回り,,Lv2 ,488,,
中山,2,未勝利,ダート,1800,良,8,カージオイド,3歳,菅原明良,黒岩陽一,先行,50.0,50.0,中距離,右回り,,Lv2 ,514,,
中山,2,未勝利,ダート,1800,良,9,ビリーヴアンドラン,3歳,原田和真,蛯名利弘,追込,0.0,0.0,中距離,右回り,,Lv2 ,496,休明3走,
中山,2,未勝利,ダート,1800,良,10,レッドシュトラール,3歳,戸崎圭太,宮田敬介,,,,中距離,右回り,,Lv2 ,482,,
中山,2,未勝利,ダート,1800,良,11,ヌンボラ,3歳,石神深道,深山雅史,差し,100.0,100.0,中距離,右回り,,Lv2 ,466,,
中山,2,未勝利,ダート,1800,良,12,シャンハイナイト,3歳,江田照男,村田一誠,追込,,,中距離,右回り,,Lv2 ,462,休明2走,距離延長
中山,2,未勝利,ダート,1800,良,13,イスキオス,3歳,横山武史,栗田徹,差し,,,中距離,右回り,,Lv2 ,478,,距離延長
中山,2,未勝利,ダート,1800,良,14,フジレイメイ,3歳,松岡正海,小笠倫弘,差し,33.33333333333333,33.33333333333333,中距離,右回り,,Lv2 ,482,,
中山,2,未勝利,ダート,1800,良,15,スムースオペレター,3歳,藤懸貴志,岩戸孝樹,追込,0.0,0.0,中距離,右回り,,Lv2 ,440,休明2走,
中山,2,未勝利,ダート,1800,良,16,ハインズテソーロ,3歳,柴田大知,田中剛,追込,0.0,,中距離,右回り,,Lv2 ,496,,距離延長
中山,3,新馬,ダート,1800,良,1,アークエタニティ,3歳,松岡正海,伊藤伸一,,,,中距離,右回り,,Lv2 ,442,,
中山,3,新馬,ダート,1800,良,2,ファイアーワークス,3歳,横山武史,加藤征弘,,,,中距離,右回り,,Lv2 ,574,,
中山,3,新馬,ダート,1800,良,3,カイトベルク,3歳,丸山元気,和田雄二,,,,中距離,右回り,,Lv2 ,548,,
中山,3,新馬,ダート,1800,良,4,ミッキーサンズ,3歳,戸崎圭太,萩原清,,,,中距離,右回り,,Lv2 ,460,,
中山,3,新馬,ダート,1800,良,5,プレイザットソング,3歳,内田博幸,中舘英二,,,,中距離,右回り,,Lv2 ,544,,
中山,3,新馬,ダート,1800,良,6,タニセンダイヤ,3歳,古川吉洋,根本康広,,,,中距離,右回り,,Lv2 ,524,,
中山,3,新馬,ダート,1800,良,7,ペイシャリサデル,3歳,佐藤翔馬,奥平雅士,,,,中距離,右回り,,Lv2 ,500,,
中山,3,新馬,ダート,1800,良,8,ロジリッキー,3歳,三浦皇成,国枝栄,,,,中距離,右回り,,Lv2 ,490,,
中山,3,新馬,ダート,1800,良,9,リヴァーブ,3歳,石橋脩,上原佑紀,,,,中距離,右回り,,Lv2 ,540,,
中山,3,新馬,ダート,1800,良,10,ワンダーレイザー,3歳,柴田大知,畠山吉宏,,,,中距離,右回り,,Lv2 ,534,,
中山,3,新馬,ダート,1800,良,11,ヴォーパルソード,3歳,木幡初也,武市康男,,,,中距離,右回り,,Lv2 ,472,,
中山,3,新馬,ダート,1800,良,12,ネイチャーズロウ,3歳,菅原明良,大竹正博,,,,中距離,右回り,,Lv2 ,500,,
中山,3,新馬,ダート,1800,良,13,メイショウフソウ,3歳,斎藤新,荒川義之,,,,中距離,右回り,,Lv2 ,498,,
中山,3,新馬,ダート,1800,良,14,エンデューロ,3歳,丹内祐次,林徹,,,,中距離,右回り,,Lv2 ,568,,
中山,3,新馬,ダート,1800,良,15,マウントバーノン,3歳,大野拓弥,戸田博文,,,,中距離,右回り,,Lv2 ,522,,
中山,3,新馬,ダート,1800,良,16,クリスティテソーロ,3歳,木幡巧也,畠山吉宏,,,,中距離,右回り,,Lv2 ,530,,
中山,4,未勝利,障害,2880,良,1,ヒートオンビート,5歳以上,石神深一,青木孝文,差し,,,長距離,右回り,,,486,休明初戦,距離延長
中山,4,未勝利,障害,2880,良,2,プリンセスララア,5歳以上,大江原圭,的場均,追込,,,長距離,右回り,,,426,休明2走,距離短縮
中山,4,未勝利,障害,2880,良,3,ノアフェイス,4歳,土田真翔,武藤善則,差し,100.0,,長距離,右回り,,,516,,
中山,4,未勝利,障害,2880,良,4,ミラクルジニア,4歳,伴啓太,粕谷昌央,先行,,,長距離,右回り,,,468,休明3走,距離短縮
中山,4,未勝利,障害,2880,良,5,シンドバッド,5歳以上,江田勇亮,土田稔,先行,,,長距離,右回り,,,500,休明初戦,距離延長
