場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
中山,1,1,エレパイオ,ロードカナロア,100.0,98.0,100.0,97.0,102.0,96.0,112.0,,100.714,9.0
中山,1,2,アミラジオネ,リアルスティール,113.0,113.0,108.0,110.0,112.0,104.0,106.0,,109.429,4.0
中山,1,3,ライラックダンサー,サートゥルナーリア,74.0,101.0,116.0,105.0,96.0,,,,98.4,11.0
中山,1,4,ビップモアナ,アドマイヤマーズ,80.0,95.0,169.0,104.0,116.0,107.0,,,111.833,2.0
中山,1,5,デンリッレハウエル,レイデオロ,96.0,100.0,98.0,89.0,102.0,91.0,,,96.0,12.0
中山,1,6,マハーギータ,バゴ,82.0,87.0,98.0,85.0,103.0,101.0,,,92.667,13.0
中山,1,7,ヒルビリーエレジー,サンダースノー,129.0,112.0,116.0,115.0,114.0,114.0,,,116.667,1.0
中山,1,8,ゴールドハンマー,ミスターメロディ,58.0,96.0,56.0,98.0,91.0,,,,79.8,15.0
中山,1,9,ガールネクストドア,カリフォルニアクローム,107.0,108.0,105.0,104.0,107.0,105.0,123.0,,108.429,5.0
中山,1,10,キタノエモシオン,ノーブルミッション,,,,,,,,,,
中山,1,11,キタノライブリー,アジアエクスプレス,104.0,96.0,102.0,97.0,103.0,106.0,,,101.333,8.0
中山,1,12,フジルバーブ,ヘニーヒューズ,99.0,108.0,103.0,103.0,101.0,102.0,,,102.667,7.0
中山,1,13,ドナカルナバル,ディスクリートキャット,106.0,106.0,101.0,106.0,109.0,106.0,,,105.667,6.0
中山,1,14,ポートタウランガ,ダノンレジェンド,111.0,102.0,116.0,110.0,111.0,114.0,,,110.667,3.0
中山,1,15,モモイロカタオモイ,ミスターメロディ,58.0,96.0,56.0,98.0,91.0,114.0,,,85.5,14.0
中山,1,16,スマイルバニラ,リオンディーズ,105.0,94.0,99.0,92.0,97.0,102.0,103.0,,98.857,10.0
中山,2,1,ロングウェイホーム,ジャスタウェイ,95.0,104.0,103.0,100.0,99.0,102.0,,,100.5,10.0
中山,2,2,アッサジャン,ブラックタイド,111.0,103.0,109.0,101.0,103.0,102.0,94.0,113.0,104.5,4.0
中山,2,3,マブアンドフェール,マインドユアビスケッツ,84.0,99.0,93.0,90.0,93.0,93.0,101.0,97.0,93.75,14.0
中山,2,4,ゴールドパートナー,ゴールドアクター,98.0,114.0,96.0,113.0,122.0,114.0,,,109.5,3.0
中山,2,5,ルシャルムール,ルヴァンスレーヴ,118.0,90.0,106.0,114.0,133.0,,,,112.2,1.0
中山,2,6,セイウンピカイチ,リアルインパクト,98.0,104.0,99.0,111.0,97.0,99.0,,,101.333,9.0
中山,2,7,ベアキングダム,アニマルキングダム,94.0,90.0,95.0,97.0,100.0,101.0,,,96.167,11.0
中山,2,8,エンデューロ,キズナ,104.0,104.0,101.0,104.0,105.0,104.0,,,103.667,5.0
中山,2,9,カレラエンブレマ,サートゥルナーリア,74.0,101.0,116.0,89.0,96.0,,,,95.2,12.0
中山,2,10,ミスターヨッシャー,ノーブルミッション,,,,,,,,,,
中山,2,11,タケルサバイバル,ホッコータルマエ,103.0,105.0,102.0,106.0,100.0,98.0,,,102.333,6.0
中山,2,12,フィールザゴールド,ルヴァンスレーヴ,118.0,90.0,106.0,114.0,133.0,,,,112.2,1.0
中山,2,13,スマートクオーレ,オルフェーヴル,101.0,103.0,99.0,104.0,103.0,103.0,,,102.167,7.0
中山,2,14,レッドレントラー,サトノアラジン,93.0,94.0,95.0,95.0,93.0,97.0,,,94.5,13.0
中山,2,15,セブンスウェイ,ジャスタウェイ,95.0,104.0,103.0,100.0,99.0,102.0,107.0,106.0,102.0,8.0
中山,2,16,クリノフローレンス,アドミラブル,,,,,,,,,,
中山,3,1,フレイム,パイロ,95.0,104.0,105.0,112.0,102.0,106.0,,,104.0,4.0
中山,3,2,ガンハンマー,リアルスティール,113.0,113.0,108.0,110.0,112.0,104.0,,,110.0,3.0
中山,3,3,アイドル,ルーラーシップ,100.0,107.0,99.0,102.0,107.0,100.0,,,102.5,7.0
中山,3,4,シンガソング,ファインニードル,102.0,97.0,95.0,100.0,101.0,100.0,,,99.167,10.0
中山,3,5,リクエイ,フォーウィールドライブ,119.0,117.0,116.0,133.0,113.0,,,,119.6,1.0
中山,3,6,ポッドソル,オルフェーヴル,101.0,103.0,99.0,104.0,101.0,103.0,103.0,103.0,102.125,9.0
中山,3,7,クラウンキュー,ミスターメロディ,58.0,96.0,56.0,98.0,91.0,,,,79.8,15.0
中山,3,8,サンブリンガー,ダイワメジャー,97.0,94.0,92.0,96.0,97.0,96.0,,,95.333,12.0
中山,3,9,ニニンサンキャク,ユアーズトゥルーリ,,,,,,,,,,
中山,3,10,サラサエンペラー,タワーオブロンドン,68.0,107.0,81.0,102.0,98.0,,,,91.2,14.0
中山,3,11,ヴレーデ,ダノンレジェンド,111.0,102.0,116.0,110.0,111.0,114.0,113.0,114.0,111.375,2.0
中山,3,12,スーパーキティ,ルヴァンスレーヴ,118.0,90.0,106.0,115.0,133.0,68.0,91.0,,103.0,6.0
中山,3,13,アイアムイチバン,パイロ,95.0,104.0,105.0,112.0,102.0,106.0,101.0,106.0,103.875,5.0
中山,3,14,ダークスピリット,ラブリーデイ,94.0,98.0,91.0,98.0,95.0,100.0,100.0,79.0,94.375,13.0
中山,3,15,ルジュウェール,ダノンバラード,69.0,100.0,102.0,98.0,110.0,103.0,105.0,103.0,98.75,11.0
中山,3,16,セイラダンサー,レッドファルクス,107.0,98.0,113.0,100.0,99.0,98.0,,,102.5,7.0
中山,4,1,サクラファレル,サートゥルナーリア,74.0,101.0,94.0,89.0,96.0,88.0,113.0,,93.571,14.0
中山,4,2,リザードアイランド,イスラボニータ,106.0,103.0,113.0,103.0,94.0,102.0,,,103.5,3.0
中山,4,3,スノーリン,ノヴェリスト,92.0,80.0,105.0,94.0,101.0,102.0,,,95.667,11.0
