場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
福島,1,1,オースミストロング,ナダル,54.0,95.0,112.0,108.0,101.0,78.0,,,91.333,15.0
福島,1,2,エイシンヤタガラス,ディーマジェスティ,95.0,102.0,106.0,108.0,102.0,105.0,89.0,,101.0,5.0
福島,1,3,ベネディクティオ,ミッキーアイル,99.0,103.0,97.0,97.0,100.0,103.0,,,99.833,9.0
福島,1,4,キャバリエクエスト,ストロングリターン,125.0,100.0,99.0,94.0,86.0,100.0,103.0,,101.0,5.0
福島,1,5,タナハシ,コパノリッキー,104.0,98.0,94.0,91.0,100.0,96.0,109.0,,98.857,12.0
福島,1,6,アルテボーイ,ミッキーアイル,99.0,103.0,97.0,97.0,100.0,103.0,,,99.833,9.0
福島,1,7,カンプウ,イスラボニータ,103.0,103.0,92.0,103.0,94.0,102.0,103.0,,100.0,7.0
福島,1,8,グリスタン,アドマイヤマーズ,114.0,95.0,169.0,108.0,116.0,107.0,,,118.167,1.0
福島,1,9,ノボリディアマン,サトノダイヤモンド,106.0,108.0,100.0,97.0,99.0,98.0,113.0,,103.0,4.0
福島,1,10,コパノディラン,コパノリッキー,104.0,98.0,94.0,91.0,100.0,96.0,109.0,,98.857,12.0
福島,1,11,スズノソレイユ,ディスクリートキャット,99.0,106.0,101.0,106.0,93.0,106.0,127.0,,105.429,3.0
福島,1,12,ビービーバザーク,シニスターミニスター,115.0,123.0,115.0,116.0,118.0,119.0,113.0,,117.0,2.0
福島,1,13,ヴォルケシェッツェ,サトノクラウン,97.0,86.0,99.0,93.0,88.0,95.0,,,93.0,14.0
福島,1,14,コンストラクション,ホッコータルマエ,74.0,105.0,102.0,106.0,100.0,98.0,110.0,,99.286,11.0
福島,1,15,セラード,イスラボニータ,103.0,103.0,92.0,103.0,94.0,102.0,103.0,,100.0,7.0
福島,2,1,ビアンカネーヴェ,サトノダイヤモンド,106.0,108.0,97.0,97.0,102.0,98.0,,,101.333,5.0
福島,2,2,ハリウッドメモリー,ロードカナロア,87.0,98.0,98.0,97.0,102.0,96.0,,,96.333,11.0
福島,2,3,アメリータ,アルアイン,95.0,82.0,88.0,81.0,88.0,88.0,74.0,,85.143,16.0
福島,2,4,タイニービキニ,トーセンラー,97.0,91.0,98.0,96.0,106.0,99.0,,,97.833,8.0
福島,2,5,ペイシャアーサー,ビッグアーサー,103.0,88.0,100.0,89.0,96.0,96.0,93.0,,95.0,12.0
福島,2,6,ピースフルゴールド,ロードカナロア,87.0,98.0,98.0,97.0,102.0,96.0,112.0,,98.571,7.0
福島,2,7,アミグダラ,アドマイヤムーン,82.0,91.0,99.0,93.0,93.0,92.0,,,91.667,13.0
福島,2,8,アンビシャスヨシノ,アルアイン,95.0,82.0,88.0,81.0,88.0,88.0,,,87.0,15.0
福島,2,9,ダディーズグーグー,タワーオブロンドン,88.0,107.0,108.0,102.0,98.0,,,,100.6,6.0
福島,2,10,ソニックサンライズ,モーリス,88.0,100.0,99.0,99.0,97.0,98.0,96.0,,96.714,10.0
