場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
福島,1,1,オースミストロング,ナダル,-275.0,-285.0,1035.0,443.0,55.0,-462.0,,,511.0,7.0
福島,1,2,エイシンヤタガラス,ディーマジェスティ,-82.0,138.0,699.0,544.0,150.0,869.0,-546.0,,1772.0,6.0
福島,1,3,ベネディクティオ,ミッキーアイル,-41.0,682.0,-837.0,-612.0,47.0,1117.0,,,356.0,8.0
福島,1,4,キャバリエクエスト,ストロングリターン,392.0,10.0,-189.0,-438.0,-872.0,-23.0,184.0,,-936.0,12.0
福島,1,5,タナハシ,コパノリッキー,75.0,-342.0,-2742.0,-1865.0,97.0,-1172.0,1034.0,,-4915.0,13.0
福島,1,6,アルテボーイ,ミッキーアイル,-41.0,682.0,-837.0,-612.0,47.0,1117.0,,,356.0,8.0
福島,1,7,カンプウ,イスラボニータ,154.0,693.0,-2141.0,725.0,-990.0,620.0,474.0,,-465.0,10.0
福島,1,8,グリスタン,アドマイヤマーズ,150.0,-240.0,1511.0,328.0,968.0,185.0,,,2902.0,4.0
福島,1,9,ノボリディアマン,サトノダイヤモンド,210.0,2121.0,-41.0,-1057.0,-472.0,-854.0,2069.0,,1976.0,5.0
福島,1,10,コパノディラン,コパノリッキー,75.0,-342.0,-2742.0,-1865.0,97.0,-1172.0,1034.0,,-4915.0,13.0
福島,1,11,スズノソレイユ,ディスクリートキャット,-39.0,684.0,293.0,831.0,-456.0,1280.0,2208.0,,4801.0,2.0
福島,1,12,ビービーバザーク,シニスターミニスター,669.0,3492.0,9037.0,4395.0,5738.0,8102.0,1722.0,,33155.0,1.0
福島,1,13,ヴォルケシェッツェ,サトノクラウン,-128.0,-3346.0,-174.0,-1737.0,-2706.0,-1479.0,,,-9570.0,15.0
福島,1,14,コンストラクション,ホッコータルマエ,-1032.0,954.0,965.0,1566.0,40.0,-768.0,1357.0,,3082.0,3.0
福島,1,15,セラード,イスラボニータ,154.0,693.0,-2141.0,725.0,-990.0,620.0,474.0,,-465.0,10.0
福島,2,1,ビアンカネーヴェ,サトノダイヤモンド,210.0,2121.0,-1096.0,-1057.0,414.0,-854.0,,,-262.0,7.0
福島,2,2,ハリウッドメモリー,ロードカナロア,-1168.0,-606.0,-1519.0,-1124.0,1653.0,-3552.0,,,-6316.0,12.0
福島,2,3,アメリータ,アルアイン,-126.0,-3469.0,-2262.0,-3762.0,-1576.0,-2238.0,-1826.0,,-15259.0,16.0
福島,2,4,タイニービキニ,トーセンラー,-31.0,-673.0,-175.0,-294.0,483.0,-162.0,,,-852.0,8.0
福島,2,5,ペイシャアーサー,ビッグアーサー,147.0,-2689.0,63.0,-2474.0,-2015.0,-1572.0,-792.0,,-9332.0,14.0
福島,2,6,ピースフルゴールド,ロードカナロア,-1168.0,-606.0,-1519.0,-1124.0,1653.0,-3552.0,4167.0,,-2149.0,10.0
福島,2,7,アミグダラ,アドマイヤムーン,-332.0,-620.0,-63.0,-583.0,-919.0,-766.0,,,-3283.0,11.0
福島,2,8,アンビシャスヨシノ,アルアイン,-126.0,-3469.0,-2262.0,-3762.0,-1576.0,-2238.0,,,-13433.0,15.0
福島,2,9,ダディーズグーグー,タワーオブロンドン,-214.0,494.0,796.0,197.0,-157.0,,,,1116.0,5.0
福島,2,10,ソニックサンライズ,モーリス,-734.0,-5.0,-847.0,-400.0,-2142.0,-1652.0,-1055.0,,-6835.0,13.0
福島,2,11,シャルパンティエ,ダノンバラード,623.0,-59.0,1958.0,-197.0,1588.0,634.0,,,4547.0,4.0
福島,2,12,リアンエターナル,キズナ,414.0,1802.0,4251.0,2547.0,-331.0,3253.0,54.0,,11990.0,2.0
福島,2,13,メイリー,タワーオブロンドン,-214.0,494.0,796.0,197.0,-157.0,-414.0,,,702.0,6.0
福島,2,14,カーティブヨーク,フォーウィールドライブ,-164.0,1462.0,1902.0,3796.0,1050.0,741.0,,,8787.0,3.0
福島,2,15,ブルーラジカル,ロージズインメイ,-579.0,245.0,-218.0,-138.0,-178.0,-556.0,-83.0,,-1507.0,9.0
福島,2,16,タイセイアズーロ,リアルスティール,-238.0,3353.0,1953.0,4033.0,3839.0,1961.0,1095.0,,15996.0,1.0
福島,3,1,サトノシャルレーヌ,サトノダイヤモンド,210.0,2121.0,-1096.0,-1057.0,-472.0,-854.0,,,-1148.0,7.0
福島,3,2,ジーティーキュート,バゴ,-62.0,-2134.0,-586.0,-1956.0,-993.0,94.0,,,-5637.0,14.0
福島,3,3,マザーズウィル,キズナ,414.0,1802.0,4251.0,2547.0,3921.0,3253.0,5483.0,,21671.0,1.0
福島,3,4,カンナギ,ゴールドシップ,907.0,396.0,580.0,662.0,1279.0,1463.0,,,5287.0,4.0
福島,3,5,アットザホップ,サトノアラジン,-789.0,-993.0,-1033.0,-998.0,-1250.0,-827.0,275.0,,-5615.0,13.0
福島,3,6,メアリーバローズ,ロジャーバローズ,-256.0,-1748.0,-476.0,-527.0,-1282.0,-2735.0,,,-7024.0,15.0
福島,3,7,シンヒダカゴールド,リオンディーズ,794.0,-1814.0,-714.0,-2627.0,78.0,1038.0,-2297.0,,-5542.0,12.0
福島,3,8,グラツィオーソ,ロゴタイプ,655.0,-1977.0,-879.0,-408.0,1068.0,-167.0,,,-1708.0,8.0
