場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
福島,1,1,オースミストロング,角田大和,105.0,99.0,107.0,108.0,104.0,,104.6,7.0
福島,1,2,エイシンヤタガラス,川又賢治,117.0,95.0,100.0,86.0,95.0,,98.6,13.0
福島,1,3,ベネディクティオ,高杉吏麒,125.0,109.0,116.0,105.0,105.0,,112.0,3.0
福島,1,4,キャバリエクエスト,小崎綾也,153.0,81.0,101.0,107.0,91.0,,106.6,5.0
福島,1,5,タナハシ,菊沢一樹,115.0,115.0,108.0,106.0,108.0,,110.4,4.0
福島,1,6,アルテボーイ,斎藤新　,98.0,102.0,102.0,97.0,102.0,,100.2,11.0
福島,1,7,カンプウ,泉谷楓真,125.0,95.0,99.0,103.0,103.0,,105.0,6.0
福島,1,8,グリスタン,丹内祐次,94.0,102.0,100.0,107.0,104.0,,101.4,10.0
福島,1,9,ノボリディアマン,国分恭介,162.0,111.0,112.0,108.0,112.0,,121.0,2.0
福島,1,10,コパノディラン,荻野琢真,198.0,125.0,104.0,101.0,112.0,,128.0,1.0
福島,1,11,スズノソレイユ,藤懸貴志,97.0,105.0,105.0,102.0,107.0,,103.2,8.0
福島,1,12,ビービーバザーク,佐々木大,89.0,102.0,101.0,98.0,104.0,,98.8,12.0
福島,1,13,ヴォルケシェッツェ,嶋田純次,101.0,99.0,95.0,97.0,97.0,,97.8,14.0
福島,1,14,コンストラクション,石神深道,71.0,97.0,75.0,53.0,81.0,,75.4,15.0
福島,1,15,セラード,石田拓郎,126.0,108.0,95.0,93.0,90.0,,102.4,9.0
福島,2,1,ビアンカネーヴェ,亀田温心,125.0,95.0,103.0,100.0,106.0,,105.8,3.0
福島,2,2,ハリウッドメモリー,丹内祐次,94.0,102.0,107.0,98.0,104.0,,101.0,7.0
福島,2,3,アメリータ,田口貫太,82.0,96.0,99.0,103.0,102.0,,96.4,12.0
福島,2,4,タイニービキニ,荻野極　,87.0,97.0,97.0,109.0,92.0,,96.4,12.0
福島,2,5,ペイシャアーサー,国分恭介,162.0,111.0,107.0,114.0,112.0,,121.2,1.0
福島,2,6,ピースフルゴールド,斎藤新　,98.0,102.0,98.0,103.0,102.0,,100.6,10.0
福島,2,7,アミグダラ,水沼元輝,58.0,90.0,54.0,83.0,87.0,,74.4,16.0
