場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
札幌,1,1,ハイライトニング,横山和生,103.0,96.0,102.0,104.0,106.0,,102.2,4.0
札幌,1,2,ラシッド,石川倭　,,,,,,,,
札幌,1,3,エバーシャンティ,横山武史,98.0,100.0,100.0,97.0,98.0,,98.6,6.0
札幌,1,4,ブルームオブピース,古川吉洋,102.0,103.0,112.0,104.0,101.0,,104.4,3.0
札幌,1,5,グロリアスマーチ,佐々木大,98.0,102.0,103.0,98.0,104.0,,101.0,5.0
札幌,1,6,マイネルシンベリン,丹内祐次,112.0,102.0,107.0,107.0,104.0,,106.4,2.0
札幌,1,7,クリスタルメモリー,原優介　,204.0,84.0,91.0,99.0,95.0,,114.6,1.0
札幌,2,1,スフレ,佐々木大,98.0,102.0,101.0,98.0,104.0,,100.6,8.0
札幌,2,2,ユージュアーナ,斎藤新　,131.0,102.0,102.0,97.0,102.0,,106.8,5.0
札幌,2,3,ティアップマッハ,黛弘人　,112.0,108.0,110.0,108.0,109.0,,109.4,2.0
札幌,2,4,シンシーネ,舟山瑠泉,,,,,,,,
札幌,2,5,アイドルアイズ,キング　,,,,,,,,
札幌,2,6,グランクリュ,荻野琢真,98.0,125.0,104.0,101.0,112.0,,108.0,4.0
札幌,2,7,シャインシュシュ,松岡正海,152.0,102.0,88.0,98.0,104.0,,108.8,3.0
札幌,2,8,ミストラルフェザー,鮫島克駿,101.0,107.0,105.0,107.0,106.0,,105.2,6.0
札幌,2,9,エピックサイクル,原優介　,204.0,84.0,102.0,99.0,95.0,,116.8,1.0
札幌,2,10,ミセスリリー,鷲頭虎太,88.0,104.0,107.0,101.0,108.0,,101.6,7.0
札幌,2,11,メルヘンライズ,横山武史,98.0,100.0,92.0,97.0,98.0,,97.0,10.0
札幌,2,12,スマートイザナミ,武豊　　,97.0,95.0,100.0,97.0,98.0,,97.4,9.0
札幌,2,13,カスバートテソーロ,吉田隼人,86.0,97.0,96.0,99.0,96.0,,94.8,11.0
札幌,2,14,サウンドルーチェ,小林美駒,90.0,90.0,97.0,96.0,,,93.25,12.0
札幌,3,1,ステラノヴァ,武豊　　,97.0,95.0,100.0,97.0,98.0,,97.4,6.0
札幌,3,2,キョウエイセレッソ,石川倭　,,,,,,,,
札幌,3,3,フルグライト,鷲頭虎太,88.0,104.0,107.0,113.0,108.0,,104.0,3.0
札幌,3,4,ジェニー,柴田裕一,91.0,96.0,104.0,82.0,,,93.25,7.0
札幌,3,5,レイアポポ,丹内祐次,112.0,102.0,100.0,98.0,104.0,,103.2,4.0
札幌,3,6,エアザキントス,松本大輝,157.0,102.0,103.0,104.0,106.0,,114.4,1.0
札幌,3,7,ロードバルセロナ,森田誠也,,,,,,,,
札幌,3,8,カービスベイ,小林美駒,90.0,90.0,94.0,96.0,,,92.5,8.0
札幌,3,9,ヒロスズラン,岩田康誠,104.0,92.0,99.0,93.0,100.0,,97.6,5.0
札幌,3,10,ディニトーソ,舟山瑠泉,,,,,,,,
札幌,3,11,ラピルスイメル,古川奈穂,67.0,89.0,94.0,91.0,92.0,,86.6,9.0
札幌,3,12,ブラックエンパイア,荻野琢真,98.0,125.0,104.0,130.0,112.0,,113.8,2.0
札幌,4,1,アルシャンティ,キング　,,,,,,,,
札幌,4,2,エピファランド,浜中俊　,109.0,103.0,107.0,103.0,103.0,,105.0,3.0
札幌,4,3,ベルジャッド,柴田裕一,91.0,69.0,104.0,82.0,,,86.5,11.0
札幌,4,4,バーンズベリー,丹内祐次,112.0,102.0,107.0,98.0,104.0,,104.6,4.0
札幌,4,5,ハクサンミラクル,黛弘人　,112.0,108.0,102.0,99.0,109.0,,106.0,2.0
札幌,4,6,フリアフロリダ,鷲頭虎太,88.0,104.0,105.0,113.0,108.0,,103.6,6.0
札幌,4,7,リラゲイル,佐々木大,98.0,102.0,103.0,106.0,104.0,,102.6,7.0
札幌,4,8,スタークルージング,舟山瑠泉,,,,,,,,
札幌,4,9,アグネス,原優介　,204.0,84.0,91.0,96.0,95.0,,114.0,1.0
札幌,4,10,ワタシマツワ,小林美駒,90.0,102.0,94.0,96.0,,,95.5,10.0
札幌,4,11,リリーオブザハート,鮫島克駿,101.0,107.0,103.0,102.0,106.0,,103.8,5.0
札幌,4,12,デザートスノー,古川奈穂,67.0,89.0,91.0,91.0,92.0,,86.0,12.0
札幌,4,13,ペタルブランシュ,横山和生,103.0,96.0,102.0,100.0,106.0,,101.4,8.0
札幌,4,14,ラウニウ,横山武史,98.0,100.0,100.0,95.0,98.0,,98.2,9.0
札幌,5,1,シンギュラーレディ,舟山瑠泉,,,,,,,,
札幌,5,2,エルドラド,松岡正海,152.0,99.0,108.0,101.0,104.0,,112.8,2.0
札幌,5,3,リバテイー,原田和真,70.0,183.0,115.0,119.0,90.0,,115.4,1.0
札幌,5,4,ナオミライトニング,佐々木大,98.0,117.0,103.0,106.0,104.0,,105.6,5.0
札幌,5,5,ラスベガスサイン,横山武史,98.0,96.0,100.0,95.0,98.0,,97.4,7.0
札幌,5,6,ベンテンカグラ,小林美駒,93.0,102.0,94.0,96.0,,,96.25,8.0
札幌,5,7,プレヒティヒ,鷲頭虎太,88.0,139.0,105.0,113.0,108.0,,110.6,3.0
札幌,5,8,グリーンスリーヴス,柴田裕一,102.0,69.0,104.0,82.0,,,89.25,10.0
札幌,5,9,ウーマンズパワー,斎藤新　,131.0,102.0,98.0,103.0,102.0,,107.2,4.0
札幌,5,10,ディアナタコス,古川奈穂,67.0,116.0,91.0,91.0,92.0,,91.4,9.0
札幌,5,11,ブレッティレディ,丹内祐次,112.0,79.0,107.0,98.0,104.0,,100.0,6.0
札幌,6,1,メイショウゲキハ,武豊　　,97.0,95.0,100.0,97.0,98.0,,97.4,6.0
札幌,6,2,メイショウマヒロ,柴田裕一,91.0,96.0,72.0,82.0,,,85.25,10.0
札幌,6,3,ファリア,古川奈穂,67.0,89.0,94.0,90.0,92.0,,86.4,9.0
札幌,6,4,ブランディストック,キング　,,,,,,,,
札幌,6,5,メイユウ,丹内祐次,112.0,102.0,100.0,107.0,104.0,,105.0,3.0
札幌,6,6,ピンクパラダイス,荻野琢真,98.0,125.0,104.0,101.0,112.0,,108.0,2.0
札幌,6,7,サヨノファントム,松本大輝,157.0,102.0,103.0,93.0,106.0,,112.2,1.0
札幌,6,8,スマートテンペスト,鷲頭虎太,88.0,104.0,107.0,101.0,108.0,,101.6,4.0
札幌,6,9,クリップクロップ,和田陽希,,,,,,,,
札幌,6,10,ミスティマウンテン,横山武史,98.0,100.0,92.0,97.0,98.0,,97.0,7.0
札幌,6,11,シャドーストライク,佐々木大,98.0,102.0,101.0,98.0,104.0,,100.6,5.0
札幌,6,12,レイナサグラーダ,舟山瑠泉,,,,,,,,
札幌,6,13,オロパタジン,小林美駒,90.0,90.0,97.0,96.0,,,93.25,8.0
札幌,6,14,トリプレーテ,森田誠也,,,,,,,,
札幌,7,1,デルマジュテーム,古川吉洋,102.0,100.0,112.0,76.0,101.0,,98.2,5.0
