場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
函館,1,未勝利,芝,1200,重,1,トウカイマシェリ,2歳,鮫島克駿,高柳大輔,逃げ,100.0,100.0,短距離,右回り,芝道悪,Lv1 ,444,,
函館,1,未勝利,芝,1200,重,2,タヤスロレンヌ,2歳,丹内祐次,岩戸孝樹,先行,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,458,連闘,
函館,1,未勝利,芝,1200,重,3,ショウナンカリス,2歳,横山武史,加藤士津,先行,100.0,100.0,短距離,右回り,芝道悪,Lv1 ,404,,
函館,1,未勝利,芝,1200,重,4,プレセピオ,2歳,浜中俊,笹田和秀,先行,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,464,,
函館,1,未勝利,芝,1200,重,5,コンフィアンサ,2歳,舟山瑠泉,菊川正達,先行,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,434,,距離延長
函館,1,未勝利,芝,1200,重,6,ワイズギャング,2歳,古川吉洋,河嶋宏樹,差し,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,440,,
函館,1,未勝利,芝,1200,重,7,サマーカムカム,2歳,森田誠也,和田雄二,追込,0.0,0.0,短距離,右回り,芝道悪,Lv1 ,404,,距離延長
函館,1,未勝利,芝,1200,重,8,カンレイスター,2歳,小林美駒,矢野英一,差し,,,短距離,右回り,芝道悪,Lv1 ,442,,距離短縮
函館,2,未勝利,ダート,1000,不良,1,タイセイアビリティ,3歳,斎藤新,小林真也,先行,0.0,,短距離,右回り,,Lv2 ,476,,距離短縮
函館,2,未勝利,ダート,1000,不良,2,コウユーウィズユー,3歳,川又賢治,竹内正洋,逃げ,,0.0,短距離,右回り,,Lv2 ,448,休明2走,距離短縮
函館,2,未勝利,ダート,1000,不良,3,バースフラワー,3歳,小林美駒,小手川準,先行,100.0,60.0,短距離,右回り,,Lv2 ,450,,
函館,2,未勝利,ダート,1000,不良,4,エンジェルラダー,3歳,佐々木大,木村哲也,逃げ,100.0,100.0,短距離,右回り,,Lv2 ,486,休明3走,
函館,2,未勝利,ダート,1000,不良,5,ノイシュロス,3歳,古川吉洋,清水英克,差し,,0.0,短距離,右回り,,Lv2 ,500,休明初戦,距離短縮
函館,2,未勝利,ダート,1000,不良,6,セイウンヤタガラス,3歳,松岡正海,堀内岳志,差し,0.0,20.0,短距離,右回り,,Lv2 ,420,,
函館,2,未勝利,ダート,1000,不良,7,ダブルシルバー,3歳,柴田裕一,小椋研介,差し,0.0,0.0,短距離,右回り,,Lv2 ,468,連闘,
函館,2,未勝利,ダート,1000,不良,8,メイショウユウモウ,3歳,和田陽希,西園正都,先行,0.0,0.0,短距離,右回り,,Lv2 ,436,休明3走,
函館,2,未勝利,ダート,1000,不良,9,サファリ,3歳,古川奈穂,浜田多実,先行,,16.666666666666664,短距離,右回り,,Lv2 ,462,連闘,距離短縮
函館,2,未勝利,ダート,1000,不良,10,グルナルーフス,3歳,松本大輝,中川公成,先行,,25.0,短距離,右回り,,Lv2 ,494,,距離短縮
函館,2,未勝利,ダート,1000,不良,11,カービスベイ,3歳,黛弘人,武藤善則,差し,100.0,33.33333333333333,短距離,右回り,,Lv2 ,524,休明2走,
函館,2,未勝利,ダート,1000,不良,12,ミッキーマカパ,3歳,舟山瑠泉,田中博康,逃げ,,100.0,短距離,右回り,,Lv2 ,520,,距離短縮
函館,3,未勝利,芝,2000,重,1,クラウドプリーザー,3歳,横山和生,菊沢隆徳,先行,0.0,0.0,中距離,右回り,芝道悪,Lv2 ,474,休明2走,
函館,3,未勝利,芝,2000,重,2,ウインキララ,3歳,横山武史,鹿戸雄一,先行,0.0,0.0,中距離,右回り,芝道悪,Lv2 ,442,休明2走,距離延長
函館,3,未勝利,芝,2000,重,3,ノボリユーミン,3歳,柴田裕一,石橋守,追込,0.0,0.0,中距離,右回り,芝道悪,Lv2 ,474,,
函館,3,未勝利,芝,2000,重,4,モルビド,3歳,藤岡佑介,中内田充,追込,,0.0,中距離,右回り,芝道悪,Lv2 ,420,休明初戦,距離延長
函館,3,未勝利,芝,2000,重,5,アロマフェリス,3歳,森田誠也,辻野泰之,差し,,33.33333333333333,中距離,右回り,芝道悪,Lv2 ,394,休明3走,
函館,3,未勝利,芝,2000,重,6,スイートフェアリー,3歳,鷲頭虎太,佐々木晶,差し,0.0,,中距離,右回り,芝道悪,Lv2 ,442,,距離延長
函館,3,未勝利,芝,2000,重,7,ピースオブライツ,3歳,武豊,武英智,先行,0.0,100.0,中距離,右回り,芝道悪,Lv2 ,418,休明2走,距離延長
函館,3,未勝利,芝,2000,重,8,デルマジュテーム,3歳,的場勇人,的場均,先行,,0.0,中距離,右回り,芝道悪,Lv2 ,446,,距離短縮
函館,3,未勝利,芝,2000,重,9,マカナ,3歳,丹内祐次,伊藤大士,差し,,66.66666666666666,中距離,右回り,芝道悪,Lv2 ,466,休明初戦,
函館,3,未勝利,芝,2000,重,10,コンスピラシー,3歳,原田和真,本間忍,差し,0.0,0.0,中距離,右回り,芝道悪,Lv2 ,460,,
函館,3,未勝利,芝,2000,重,11,ラウニウ,3歳,鮫島克駿,牧田和弥,差し,100.0,,中距離,右回り,芝道悪,Lv2 ,474,,距離延長
函館,3,未勝利,芝,2000,重,12,ビップアリエル,3歳,古川吉洋,小椋研介,追込,,,中距離,右回り,芝道悪,Lv2 ,462,休明初戦,距離延長
函館,3,未勝利,芝,2000,重,13,フラワームーン,3歳,松本大輝,小林真也,追込,,0.0,中距離,右回り,芝道悪,Lv2 ,450,休明初戦,
函館,4,未勝利,芝,1800,重,1,スティーヴバローズ,3歳,横山和生,上原佑紀,逃げ,,100.0,中距離,右回り,芝道悪,Lv1 ,488,,距離短縮
函館,4,未勝利,芝,1800,重,2,マイネルアレス,3歳,丹内祐次,相沢郁,差し,,55.55555555555556,中距離,右回り,芝道悪,Lv1 ,446,,
函館,4,未勝利,芝,1800,重,3,シヴァールバーニ,3歳,古川奈穂,池江泰寿,追込,,,中距離,右回り,芝道悪,Lv1 ,448,休明初戦,距離短縮
函館,4,未勝利,芝,1800,重,4,サトノビエント,3歳,佐々木大,上村洋行,先行,0.0,0.0,中距離,右回り,芝道悪,Lv1 ,410,休明2走,
函館,4,未勝利,芝,1800,重,5,スペシャルバニー,3歳,斎藤新,田村康仁,差し,0.0,50.0,中距離,右回り,芝道悪,Lv1 ,404,,
函館,4,未勝利,芝,1800,重,6,ロコモーション,3歳,橋木太希,武藤善則,追込,,,中距離,右回り,芝道悪,Lv1 ,474,連闘,距離延長
函館,4,未勝利,芝,1800,重,7,スイッチビスケット,3歳,黛弘人,森田直行,先行,,0.0,中距離,右回り,芝道悪,Lv1 ,472,休明初戦,距離短縮
函館,4,未勝利,芝,1800,重,8,オニムシャ,3歳,和田陽希,松永幹夫,先行,,0.0,中距離,右回り,芝道悪,Lv1 ,452,休明初戦,距離延長
函館,4,未勝利,芝,1800,重,9,シュエットアムール,3歳,小林美駒,西田雄一,追込,,0.0,中距離,右回り,芝道悪,Lv1 ,416,休明2走,
函館,5,新馬,ダート,1000,重,1,ドナソレイ,2歳,横山武史,伊藤圭三,,,,短距離,右回り,ダ道悪,Lv1 ,462,,
函館,5,新馬,ダート,1000,重,2,ウルヴァリン,2歳,松岡正海,伊藤伸一,,,,短距離,右回り,ダ道悪,Lv1 ,490,,
函館,5,新馬,ダート,1000,重,3,ヴィヒタ,2歳,丹内祐次,松山将樹,,,,短距離,右回り,ダ道悪,Lv1 ,424,,
函館,5,新馬,ダート,1000,重,4,エムフォー,2歳,小林美駒,石坂公一,,,,短距離,右回り,ダ道悪,Lv1 ,462,,
函館,5,新馬,ダート,1000,重,5,アッチョンブリケ,2歳,斎藤新,小椋研介,,,,短距離,右回り,ダ道悪,Lv1 ,422,,
函館,5,新馬,ダート,1000,重,6,スズランクイーン,2歳,和田陽希,谷潔,,,,短距離,右回り,ダ道悪,Lv1 ,438,,
函館,5,新馬,ダート,1000,重,7,リアルアルバ,2歳,森田誠也,大橋勇樹,,,,短距離,右回り,ダ道悪,Lv1 ,446,,
