,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2025,141.0,188.0,,160.0,157.0,12.0,62.0,267.0,67.0,50.0,15.0,32.0,,,30.0,51.0,84.0,,38.0,67.0,18.0,164.0,147.0,,
