,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,405.0,350.0,,344.0,364.0,47.0,180.0,575.0,111.0,96.0,45.0,151.0,18.0,187.0,11.0,,10.0,126.0,103.0,141.0,51.0,277.0,394.0,19.0,13.0
2022,439.0,365.0,,347.0,407.0,50.0,124.0,680.0,142.0,118.0,45.0,92.0,30.0,261.0,2.0,,8.0,106.0,138.0,158.0,57.0,309.0,400.0,25.0,13.0
2023,474.0,388.0,,369.0,439.0,54.0,180.0,682.0,127.0,115.0,99.0,109.0,60.0,219.0,11.0,4.0,,118.0,180.0,176.0,47.0,321.0,444.0,33.0,17.0
2024,517.0,394.0,,392.0,460.0,59.0,157.0,754.0,139.0,128.0,101.0,103.0,44.0,231.0,10.0,15.0,,140.0,104.0,92.0,60.0,327.0,471.0,32.0,21.0
2025,539.0,468.0,,455.0,492.0,60.0,239.0,768.0,143.0,125.0,101.0,81.0,114.0,239.0,44.0,48.0,7.0,105.0,141.0,183.0,80.0,357.0,489.0,37.0,44.0
