場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
福島,1,未勝利,ダート,1150,良,1,サノノキャニオン,3歳,小林美駒,栗田徹,先行,,66.66666666666666,短距離,右回り,,Lv3 ,ヘニーヒューズ,休明初戦,距離短縮,1,B,11.8,2.0,11.8,2.0,35.3,1.0,37.5,4.0,C,C,C,,
福島,1,未勝利,ダート,1150,良,2,サンライズロイ,3歳,国分恭介,牧浦充徳,先行,,0.0,短距離,右回り,,Lv3 ,フォーウィールドライブ,休明3走,距離短縮,8,D,12.4,6.0,13.2,10.0,36.8,,36.9,2.0,C,C,C,,
福島,1,未勝利,ダート,1150,良,3,ポッドシャンク,3歳,大久保友,武市康男,差し,,,短距離,右回り,,Lv3 ,ミスチヴィアスアレックス,休明初戦,距離短縮,15,E,13.4,14.0,14.4,16.0,36.9,,39.4,,D,C,,,
福島,1,未勝利,ダート,1150,良,4,オニノウタゲ,3歳,舟山瑠泉,尾関知人,差し,,0.0,短距離,右回り,,Lv3 ,キセキ,休明初戦,距離短縮,10,D,12.8,11.0,13.2,10.0,37.2,,38.5,8.0,C,D,D,,
福島,1,未勝利,ダート,1150,良,5,ビップブレット,3歳,和田陽希,田島俊明,差し,,,短距離,右回り,,Lv3 ,アルアイン,休明2走,距離短縮,16,E,13.3,13.0,13.3,12.0,36.3,8.0,40.4,,C,C,,,
福島,1,未勝利,ダート,1150,良,6,エリースノー,3歳,河原田菜,武市康男,先行,,,短距離,右回り,,Lv3 ,サンダースノー,休明2走,距離短縮,12,E,12.6,9.0,12.6,6.0,,,,,D,B,,,
福島,1,未勝利,ダート,1150,良,7,ノーブルガイザー,3歳,荻野琢真,宮本博,差し,,0.0,短距離,右回り,,Lv3 ,ミッキーアイル,,距離短縮,9,D,13.5,16.0,13.5,15.0,38.1,,39.3,,C,,,,
福島,1,未勝利,ダート,1150,良,8,セランディア,3歳,中井裕二,小野次郎,差し,,,短距離,右回り,,Lv3 ,ベンバトル,,距離短縮,13,E,12.8,11.0,12.8,7.0,,,,,B,,,,
福島,1,未勝利,ダート,1150,良,9,マクアケ,3歳,小沢大仁,杉山佳明,差し,,14.285714285714285,短距離,右回り,,Lv3 ,エスポワールシチー,,距離短縮,3,C,12.5,8.0,13.0,9.0,36.1,5.0,36.8,1.0,C,C,C,B,D
福島,1,未勝利,ダート,1150,良,10,スリーマドンナ,3歳,石田拓郎,伊藤圭三,先行,,0.0,短距離,右回り,,Lv3 ,リオンディーズ,,距離短縮,14,E,12.0,3.0,12.0,3.0,36.1,5.0,39.5,,B,C,,,
