場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
函館,1,1,リオマダムレッド,前川恭子,,,,,,,,,,
函館,1,2,ヴィヒタ,松山将樹,51.0,100.0,97.0,128.0,87.0,84.0,73.0,,88.571,9.0
函館,1,3,リアルアルバ,大橋勇樹,129.0,107.0,101.0,101.0,94.0,105.0,69.0,,100.857,5.0
函館,1,4,マスキュラー,高橋一哉,137.0,65.0,63.0,45.0,75.0,84.0,,,78.167,10.0
函館,1,5,ディオスデルマール,秋山真一,,,,,,,,,,
函館,1,6,ウレシイゴサン,伊藤大士,130.0,94.0,92.0,88.0,93.0,95.0,,,98.667,6.0
函館,1,7,アイオロステソーロ,高橋文雅,107.0,95.0,100.0,102.0,102.0,102.0,,,101.333,4.0
函館,1,8,ダイヤテソーロ,牧光二　,131.0,110.0,104.0,110.0,103.0,104.0,,,110.333,2.0
函館,1,9,アパタイトテソーロ,畠山吉宏,83.0,97.0,103.0,88.0,90.0,97.0,,,93.0,8.0
函館,1,10,ドナソレイ,伊藤圭三,132.0,95.0,103.0,90.0,101.0,101.0,155.0,,111.0,1.0
函館,1,11,ワイドアルバ,藤野健太,132.0,79.0,85.0,87.0,91.0,96.0,,,95.0,7.0
函館,1,12,トーセンクリステル,杉浦宏昭,118.0,105.0,102.0,100.0,105.0,105.0,,,105.833,3.0
函館,2,1,ハッピーウィズユー,小笠倫弘,134.0,92.0,100.0,90.0,89.0,99.0,,,100.667,6.0
函館,2,2,ケングロリア,高橋康之,55.0,93.0,91.0,86.0,92.0,96.0,,,85.5,13.0
函館,2,3,ジーティーレイナ,天間昭一,120.0,98.0,82.0,80.0,95.0,90.0,,,94.167,10.0
函館,2,4,ベルシエル,高橋義忠,91.0,106.0,96.0,100.0,98.0,100.0,,,98.5,8.0
函館,2,5,ハイゼンスレイ,畑端省吾,89.0,111.0,110.0,102.0,108.0,111.0,,,105.167,1.0
函館,2,6,ユージュアーナ,奥村豊　,95.0,108.0,103.0,103.0,104.0,107.0,109.0,,104.143,3.0
函館,2,7,カラーズリング,羽月友彦,121.0,101.0,100.0,98.0,102.0,100.0,,,103.667,4.0
函館,2,8,スフレ,野中賢二,56.0,95.0,100.0,98.0,102.0,104.0,,,92.5,11.0
函館,2,9,クリムゾンボタン,小手川準,89.0,98.0,106.0,90.0,93.0,94.0,,,95.0,9.0
函館,2,10,バッドガール,安田翔伍,114.0,105.0,100.0,99.0,101.0,103.0,111.0,,104.714,2.0
函館,2,11,キラフォーニア,菊沢隆徳,91.0,104.0,100.0,104.0,97.0,95.0,101.0,,98.857,7.0
函館,2,12,カシマスウィープ,伊藤伸一,94.0,84.0,82.0,77.0,88.0,94.0,,,86.5,12.0
函館,2,13,タヤスソーレ,岩戸孝樹,73.0,84.0,93.0,88.0,86.0,86.0,,,85.0,14.0
函館,2,14,アンタンシオン,杉山佳明,69.0,112.0,111.0,104.0,109.0,106.0,114.0,,103.571,5.0
函館,3,1,チェンジオブハート,田中博康,91.0,98.0,92.0,102.0,95.0,100.0,,,96.333,12.0
函館,3,2,ファリア,土田稔　,96.0,70.0,90.0,69.0,75.0,86.0,,,81.0,16.0
函館,3,3,フリアフロリダ,小栗実　,173.0,123.0,108.0,103.0,102.0,109.0,,,119.667,1.0
函館,3,4,ダークメモリー,田中克典,139.0,125.0,109.0,120.0,99.0,113.0,,,117.5,2.0
函館,3,5,ロードステイタス,四位洋文,114.0,102.0,107.0,103.0,106.0,107.0,,,106.5,4.0
函館,3,6,キョウエイレッド,武市康男,65.0,82.0,100.0,88.0,86.0,88.0,72.0,,83.0,15.0
函館,3,7,フィリグラン,森田直行,96.0,113.0,100.0,108.0,111.0,107.0,,,105.833,5.0
函館,3,8,ブラヴォケラトプス,辻哲英　,118.0,109.0,123.0,105.0,106.0,107.0,,,111.333,3.0
函館,3,9,エムティキング,小野次郎,70.0,96.0,111.0,113.0,100.0,110.0,,,100.0,9.0
函館,3,10,セイルロケット,橋口慎介,89.0,102.0,94.0,98.0,90.0,97.0,,,95.0,13.0
函館,3,11,ブロンドエール,中村直也,21.0,109.0,97.0,99.0,85.0,97.0,,,84.667,14.0
函館,3,12,テキサスツイスター,須貝尚介,113.0,107.0,102.0,100.0,102.0,100.0,99.0,,103.286,6.0
函館,3,13,ビリオネアボーイ,新谷功一,99.0,96.0,96.0,96.0,97.0,97.0,,,96.833,11.0
函館,3,14,ウインコンパス,西園正都,125.0,95.0,93.0,104.0,103.0,102.0,86.0,,101.143,8.0
函館,3,15,ラブカマクフィー,田島俊明,125.0,94.0,92.0,105.0,99.0,99.0,,,102.333,7.0
函館,3,16,ルブリアン,佐々木晶,56.0,103.0,105.0,110.0,113.0,104.0,,,98.5,10.0
函館,4,1,レクエルド,奥平雅士,125.0,97.0,97.0,95.0,102.0,112.0,,,104.667,4.0
函館,4,2,セイスイミリオン,堀内岳志,63.0,97.0,86.0,85.0,79.0,90.0,,,83.333,12.0
函館,4,3,ハクサンリバーブ,松山将樹,51.0,100.0,97.0,86.0,104.0,84.0,,,87.0,11.0
函館,4,4,ウェカピポ,矢嶋大樹,81.0,117.0,82.0,148.0,71.0,86.0,,,97.5,9.0
函館,4,5,ロードスカイブルー,和田勇介,92.0,105.0,95.0,108.0,101.0,95.0,,,99.333,6.0
函館,4,6,ジョードリウム,清水久詞,115.0,95.0,88.0,93.0,95.0,100.0,,,97.667,8.0
函館,4,7,メイズ,森一誠　,136.0,127.0,107.0,135.0,140.0,130.0,,,129.167,1.0
函館,4,8,デコピン,村田一誠,98.0,75.0,69.0,81.0,72.0,79.0,87.0,,80.143,13.0
函館,4,9,ワンダーヴァッフェ,小崎憲　,130.0,100.0,98.0,100.0,108.0,85.0,,,103.5,5.0
函館,4,10,オロパタジン,相沢郁　,125.0,89.0,95.0,87.0,98.0,100.0,,,99.0,7.0
函館,4,11,ブラックレーション,本田優　,63.0,84.0,98.0,98.0,95.0,91.0,86.0,,87.857,10.0
函館,4,12,タイキフィアリーベ,中尾秀正,132.0,98.0,104.0,104.0,101.0,106.0,,,107.5,3.0
函館,4,13,トモジャイブ,大根田裕,134.0,115.0,114.0,109.0,112.0,109.0,100.0,,113.286,2.0
函館,5,1,モズプリフォール,矢作芳人,118.0,101.0,99.0,107.0,107.0,102.0,,,105.667,2.0
函館,5,2,ノアールビーナス,杉山佳明,69.0,123.0,100.0,118.0,108.0,106.0,,,104.0,3.0
函館,5,3,アンティミスト,鈴木伸尋,76.0,96.0,99.0,99.0,96.0,99.0,,,94.167,5.0
函館,5,4,スイーヴル,小椋研介,21.0,89.0,63.0,74.0,78.0,57.0,,,63.667,7.0
函館,5,5,クラン,昆貢　　,90.0,107.0,98.0,96.0,90.0,95.0,,,96.0,4.0
函館,5,6,ハイヤーマーク,手塚貴久,125.0,97.0,107.0,115.0,104.0,102.0,,,108.333,1.0
函館,5,7,ファンシーフリル,蛯名利弘,86.0,76.0,72.0,38.0,89.0,90.0,,,75.167,6.0
函館,6,1,アスコットレイ,粕谷昌央,84.0,98.0,79.0,91.0,54.0,88.0,,,82.333,12.0
函館,6,2,マサノイロハ,藤野健太,132.0,79.0,102.0,62.0,103.0,96.0,,,95.667,8.0
函館,6,3,ペールノエル,西村真幸,85.0,98.0,99.0,88.0,95.0,96.0,,,93.5,10.0
函館,6,4,デルマジュテーム,的場均　,114.0,85.0,75.0,83.0,86.0,98.0,29.0,,81.429,13.0
函館,6,5,シカレ,前川恭子,,,,,,,,,,
函館,6,6,ナリノボガート,上原博之,116.0,93.0,100.0,100.0,97.0,102.0,156.0,,109.143,3.0
函館,6,7,シュエットアムール,西田雄一,110.0,107.0,81.0,92.0,91.0,99.0,75.0,,93.571,9.0
函館,6,8,バトラーズワーフ,浅利英明,,,,,,,,,,
函館,6,9,クラシカルカイザー,稲垣幸雄,140.0,103.0,101.0,107.0,106.0,106.0,,,110.5,2.0
函館,6,10,デンジエンド,小島茂之,81.0,104.0,112.0,104.0,108.0,105.0,,,102.333,5.0
函館,6,11,マイネルラカイユ,天間昭一,120.0,98.0,96.0,80.0,95.0,90.0,,,96.5,7.0
函館,6,12,スティーヴバローズ,上原佑紀,148.0,95.0,111.0,102.0,105.0,118.0,111.0,,112.857,1.0
函館,6,13,ゴートゥーミジョカ,宮本博　,93.0,120.0,103.0,110.0,111.0,110.0,,,107.833,4.0
函館,6,14,シヴァールバーニ,池江泰寿,81.0,89.0,97.0,88.0,97.0,97.0,45.0,,84.857,11.0
函館,6,15,ロパシック,大竹正博,110.0,107.0,97.0,97.0,95.0,91.0,95.0,,98.857,6.0
函館,7,1,ロートホルン,加藤征弘,95.0,97.0,95.0,102.0,94.0,93.0,103.0,,97.0,9.0
函館,7,2,パルティキュリエ,小手川準,89.0,91.0,78.0,90.0,93.0,94.0,101.0,,90.857,10.0
函館,7,3,ハーエクセレンシー,大和田成,114.0,105.0,104.0,85.0,96.0,89.0,,,98.833,8.0
函館,7,4,イリスレーン,清水久詞,115.0,96.0,101.0,118.0,95.0,100.0,,,104.167,5.0
函館,7,5,エイトスターズ,坂口智康,86.0,83.0,84.0,91.0,92.0,94.0,,,88.333,11.0
函館,7,6,ソニックドライブ,田中克典,139.0,110.0,109.0,109.0,119.0,113.0,113.0,,116.0,1.0
函館,7,7,エイシンジェンマ,中尾秀正,132.0,110.0,103.0,87.0,101.0,106.0,,,106.5,3.0
函館,7,8,ウインシャーガス,杉山晴紀,66.0,106.0,106.0,106.0,106.0,105.0,,,99.167,7.0
函館,7,9,エリム,上原博之,116.0,99.0,100.0,121.0,97.0,102.0,,,105.833,4.0
函館,7,10,ピリカサンライズ,牧浦充徳,115.0,109.0,110.0,105.0,107.0,110.0,,,109.333,2.0
